'Time','II','PLETH','ABP','III'
'[18:52:43.440]',0.625,0.537,53.125,-
'[18:52:43.448]',0.445,0.557,52.344,-
'[18:52:43.456]',0.320,0.576,51.562,-
'[18:52:43.464]',0.258,0.592,51.562,-
'[18:52:43.472]',0.219,0.600,50.781,-
'[18:52:43.480]',0.188,0.608,50.781,-
'[18:52:43.488]',0.172,0.616,50.000,-
'[18:52:43.496]',0.164,0.620,50.000,-
'[18:52:43.504]',0.156,0.620,49.219,-
'[18:52:43.512]',0.156,0.620,49.219,-
'[18:52:43.520]',0.156,0.616,48.438,-
'[18:52:43.528]',0.164,0.612,48.438,-
'[18:52:43.536]',0.172,0.604,48.438,-
'[18:52:43.544]',0.188,0.596,47.656,-
'[18:52:43.552]',0.188,0.588,47.656,-
'[18:52:43.560]',0.203,0.580,47.656,-
'[18:52:43.568]',0.211,0.569,46.875,-
'[18:52:43.576]',0.227,0.561,46.875,-
'[18:52:43.584]',0.234,0.549,46.875,-
'[18:52:43.592]',0.242,0.541,46.875,-
'[18:52:43.600]',0.258,0.529,46.094,-
'[18:52:43.608]',0.273,0.522,46.094,-
'[18:52:43.616]',0.297,0.514,46.094,-
'[18:52:43.624]',0.320,0.506,46.094,-
'[18:52:43.632]',0.352,0.498,46.875,-
'[18:52:43.640]',0.391,0.490,47.656,-
'[18:52:43.648]',0.430,0.486,50.781,-
'[18:52:43.656]',0.461,0.482,55.469,-
'[18:52:43.664]',0.492,0.478,61.719,-
'[18:52:43.672]',0.516,0.475,67.188,-
'[18:52:43.680]',0.523,0.471,70.312,-
'[18:52:43.688]',0.500,0.471,73.438,-
'[18:52:43.696]',0.461,0.467,76.562,-
'[18:52:43.704]',0.406,0.459,78.125,-
'[18:52:43.712]',0.352,0.455,79.688,-
'[18:52:43.720]',0.312,0.451,80.469,-
'[18:52:43.728]',0.273,0.447,79.688,-
'[18:52:43.736]',0.250,0.447,78.906,-
'[18:52:43.744]',0.227,0.443,78.125,-
'[18:52:43.752]',0.219,0.439,76.562,-
'[18:52:43.760]',0.211,0.435,74.219,-
'[18:52:43.768]',0.211,0.427,72.656,-
'[18:52:43.776]',0.211,0.424,70.312,-
'[18:52:43.784]',0.211,0.420,67.969,-
'[18:52:43.792]',0.211,0.416,66.406,-
'[18:52:43.800]',0.211,0.412,64.844,-
'[18:52:43.808]',0.211,0.408,62.500,-
'[18:52:43.816]',0.211,0.404,60.938,-
'[18:52:43.824]',0.227,0.400,59.375,-
'[18:52:43.832]',0.250,0.396,57.812,-
'[18:52:43.840]',0.266,0.392,56.250,-
'[18:52:43.848]',0.289,0.388,55.469,-
'[18:52:43.856]',0.320,0.384,54.688,-
'[18:52:43.864]',0.352,0.380,53.906,-
'[18:52:43.872]',0.359,0.376,53.906,-
'[18:52:43.880]',0.328,0.376,53.906,-
'[18:52:43.888]',0.289,0.373,53.906,-
'[18:52:43.896]',0.250,0.369,54.688,-
'[18:52:43.904]',0.227,0.365,54.688,-
'[18:52:43.912]',0.211,0.361,55.469,-
'[18:52:43.920]',0.195,0.357,55.469,-
'[18:52:43.928]',0.195,0.353,56.250,-
'[18:52:43.936]',0.195,0.349,56.250,-
'[18:52:43.944]',0.195,0.349,56.250,-
'[18:52:43.952]',0.195,0.349,56.250,-
'[18:52:43.960]',0.195,0.353,56.250,-
'[18:52:43.968]',0.188,0.361,56.250,-
'[18:52:43.976]',0.188,0.369,56.250,-
'[18:52:43.984]',0.211,0.380,55.469,-
'[18:52:43.992]',0.352,0.396,55.469,-
'[18:52:44.000]',0.602,0.412,54.688,-
'[18:52:44.008]',0.820,0.431,53.906,-
'[18:52:44.016]',0.859,0.455,53.906,-
'[18:52:44.024]',0.773,0.478,53.125,-
'[18:52:44.032]',0.617,0.498,52.344,-
'[18:52:44.040]',0.438,0.518,51.562,-
'[18:52:44.048]',0.312,0.537,51.562,-
'[18:52:44.056]',0.250,0.553,50.781,-
'[18:52:44.064]',0.211,0.569,50.000,-
'[18:52:44.072]',0.188,0.576,50.000,-
'[18:52:44.080]',0.172,0.584,49.219,-
'[18:52:44.088]',0.156,0.588,49.219,-
'[18:52:44.096]',0.148,0.592,49.219,-
'[18:52:44.104]',0.148,0.592,48.438,-
'[18:52:44.112]',0.156,0.592,48.438,-
'[18:52:44.120]',0.156,0.588,48.438,-
'[18:52:44.128]',0.164,0.584,47.656,-
'[18:52:44.136]',0.172,0.576,47.656,-
'[18:52:44.144]',0.188,0.569,47.656,-
'[18:52:44.152]',0.195,0.557,47.656,-
'[18:52:44.160]',0.203,0.549,46.875,-
'[18:52:44.168]',0.211,0.537,46.875,-
'[18:52:44.176]',0.227,0.529,46.875,-
'[18:52:44.184]',0.242,0.522,46.875,-
'[18:52:44.192]',0.250,0.514,46.875,-
'[18:52:44.200]',0.273,0.506,46.875,-
'[18:52:44.208]',0.297,0.498,46.875,-
'[18:52:44.216]',0.320,0.490,46.875,-
'[18:52:44.224]',0.352,0.486,47.656,-
'[18:52:44.232]',0.391,0.478,49.219,-
'[18:52:44.240]',0.430,0.471,52.344,-
'[18:52:44.248]',0.461,0.467,57.812,-
'[18:52:44.256]',0.492,0.463,64.062,-
'[18:52:44.264]',0.516,0.459,69.531,-
'[18:52:44.272]',0.531,0.455,73.438,-
'[18:52:44.280]',0.508,0.455,76.562,-
'[18:52:44.288]',0.469,0.451,78.906,-
'[18:52:44.296]',0.414,0.447,81.250,-
'[18:52:44.304]',0.359,0.447,82.031,-
'[18:52:44.312]',0.312,0.443,82.812,-
'[18:52:44.320]',0.281,0.439,82.031,-
'[18:52:44.328]',0.250,0.435,81.250,-
'[18:52:44.336]',0.234,0.435,79.688,-
'[18:52:44.344]',0.219,0.431,78.125,-
'[18:52:44.352]',0.211,0.424,76.562,-
'[18:52:44.360]',0.211,0.420,74.219,-
'[18:52:44.368]',0.211,0.416,71.875,-
'[18:52:44.376]',0.211,0.412,70.312,-
'[18:52:44.384]',0.211,0.408,68.750,-
'[18:52:44.392]',0.211,0.404,66.406,-
'[18:52:44.400]',0.211,0.400,64.844,-
'[18:52:44.408]',0.219,0.396,63.281,-
'[18:52:44.416]',0.242,0.392,61.719,-
'[18:52:44.424]',0.266,0.388,60.156,-
'[18:52:44.432]',0.281,0.384,59.375,-
'[18:52:44.440]',0.312,0.380,57.812,-
'[18:52:44.448]',0.344,0.376,57.031,-
'[18:52:44.456]',0.367,0.373,57.031,-
'[18:52:44.464]',0.367,0.369,56.250,-
'[18:52:44.472]',0.328,0.365,56.250,-
'[18:52:44.480]',0.297,0.365,56.250,-
'[18:52:44.488]',0.258,0.361,57.031,-
'[18:52:44.496]',0.234,0.357,57.031,-
'[18:52:44.504]',0.219,0.353,57.812,-
'[18:52:44.512]',0.211,0.353,57.812,-
'[18:52:44.520]',0.203,0.349,58.594,-
'[18:52:44.528]',0.203,0.349,58.594,-
'[18:52:44.536]',0.203,0.353,58.594,-
'[18:52:44.544]',0.211,0.353,58.594,-
'[18:52:44.552]',0.211,0.361,58.594,-
'[18:52:44.560]',0.195,0.369,58.594,-
'[18:52:44.568]',0.203,0.380,58.594,-
'[18:52:44.576]',0.281,0.392,58.594,-
'[18:52:44.584]',0.477,0.412,57.812,-
'[18:52:44.592]',0.766,0.431,57.812,-
'[18:52:44.600]',0.922,0.455,57.031,-
'[18:52:44.608]',0.930,0.478,56.250,-
'[18:52:44.616]',0.781,0.502,56.250,-
'[18:52:44.624]',0.602,0.525,55.469,-
'[18:52:44.632]',0.438,0.545,54.688,-
'[18:52:44.640]',0.328,0.565,53.906,-
'[18:52:44.648]',0.273,0.580,53.906,-
'[18:52:44.656]',0.234,0.596,53.125,-
'[18:52:44.664]',0.203,0.604,52.344,-
'[18:52:44.672]',0.188,0.612,52.344,-
'[18:52:44.680]',0.188,0.616,51.562,-
'[18:52:44.688]',0.188,0.616,51.562,-
'[18:52:44.696]',0.188,0.620,51.562,-
'[18:52:44.704]',0.188,0.616,50.781,-
'[18:52:44.712]',0.188,0.612,50.781,-
'[18:52:44.720]',0.188,0.608,50.000,-
'[18:52:44.728]',0.195,0.604,50.000,-
'[18:52:44.736]',0.211,0.596,50.000,-
'[18:52:44.744]',0.219,0.588,49.219,-
'[18:52:44.752]',0.234,0.580,49.219,-
'[18:52:44.760]',0.250,0.569,49.219,-
'[18:52:44.768]',0.266,0.561,49.219,-
'[18:52:44.776]',0.281,0.553,48.438,-
'[18:52:44.784]',0.297,0.545,48.438,-
'[18:52:44.792]',0.320,0.537,48.438,-
'[18:52:44.800]',0.344,0.529,48.438,-
'[18:52:44.808]',0.375,0.522,48.438,-
'[18:52:44.816]',0.414,0.514,50.000,-
'[18:52:44.824]',0.453,0.510,53.125,-
'[18:52:44.832]',0.492,0.506,58.594,-
'[18:52:44.840]',0.531,0.502,64.844,-
'[18:52:44.848]',0.555,0.498,71.094,-
'[18:52:44.856]',0.570,0.494,75.781,-
'[18:52:44.864]',0.562,0.494,78.906,-
'[18:52:44.872]',0.539,0.490,81.250,-
'[18:52:44.880]',0.477,0.490,84.375,-
'[18:52:44.888]',0.422,0.490,85.938,-
'[18:52:44.896]',0.367,0.486,85.938,-
'[18:52:44.904]',0.320,0.486,85.156,-
'[18:52:44.912]',0.281,0.482,83.594,-
'[18:52:44.920]',0.258,0.478,82.812,-
'[18:52:44.928]',0.242,0.475,80.469,-
'[18:52:44.936]',0.234,0.475,78.125,-
'[18:52:44.944]',0.227,0.471,75.781,-
'[18:52:44.952]',0.227,0.467,73.438,-
'[18:52:44.960]',0.227,0.459,71.875,-
'[18:52:44.968]',0.227,0.455,69.531,-
'[18:52:44.976]',0.227,0.451,67.969,-
'[18:52:44.984]',0.227,0.447,65.625,-
'[18:52:44.992]',0.227,0.443,64.062,-
'[18:52:45.000]',0.234,0.435,63.281,-
'[18:52:45.008]',0.266,0.431,61.719,-
'[18:52:45.016]',0.281,0.427,60.156,-
'[18:52:45.024]',0.297,0.424,58.594,-
'[18:52:45.032]',0.320,0.420,57.812,-
'[18:52:45.040]',0.367,0.416,57.031,-
'[18:52:45.048]',0.375,0.412,56.250,-
'[18:52:45.056]',0.359,0.404,56.250,-
'[18:52:45.064]',0.320,0.400,56.250,-
'[18:52:45.072]',0.281,0.396,56.250,-
'[18:52:45.080]',0.250,0.396,57.031,-
'[18:52:45.088]',0.234,0.392,57.031,-
'[18:52:45.096]',0.219,0.392,57.031,-
'[18:52:45.104]',0.211,0.388,57.812,-
'[18:52:45.112]',0.203,0.388,57.812,-
'[18:52:45.120]',0.203,0.392,57.812,-
'[18:52:45.128]',0.195,0.396,57.812,-
'[18:52:45.136]',0.195,0.400,57.812,-
'[18:52:45.144]',0.195,0.412,57.812,-
'[18:52:45.152]',0.188,0.424,57.812,-
'[18:52:45.160]',0.195,0.439,57.031,-
'[18:52:45.168]',0.289,0.455,57.031,-
'[18:52:45.176]',0.508,0.471,56.250,-
'[18:52:45.184]',0.766,0.490,55.469,-
'[18:52:45.192]',0.867,0.510,54.688,-
'[18:52:45.200]',0.812,0.533,54.688,-
'[18:52:45.208]',0.688,0.557,53.906,-
'[18:52:45.216]',0.516,0.576,53.125,-
'[18:52:45.224]',0.375,0.596,52.344,-
'[18:52:45.232]',0.281,0.624,51.562,-
'[18:52:45.240]',0.242,0.651,51.562,-
'[18:52:45.248]',0.203,0.667,50.781,-
'[18:52:45.256]',0.188,0.678,50.000,-
'[18:52:45.264]',0.172,0.686,50.000,-
'[18:52:45.272]',0.164,0.686,49.219,-
'[18:52:45.280]',0.164,0.686,49.219,-
'[18:52:45.288]',0.164,0.686,49.219,-
'[18:52:45.296]',0.172,0.678,48.438,-
'[18:52:45.304]',0.172,0.671,48.438,-
'[18:52:45.312]',0.188,0.663,47.656,-
'[18:52:45.320]',0.188,0.651,47.656,-
'[18:52:45.328]',0.195,0.639,47.656,-
'[18:52:45.336]',0.211,0.627,46.875,-
'[18:52:45.344]',0.219,0.616,46.875,-
'[18:52:45.352]',0.234,0.608,46.875,-
'[18:52:45.360]',0.250,0.596,46.875,-
'[18:52:45.368]',0.258,0.584,46.875,-
'[18:52:45.376]',0.273,0.576,46.094,-
'[18:52:45.384]',0.297,0.565,46.094,-
'[18:52:45.392]',0.320,0.557,46.094,-
'[18:52:45.400]',0.352,0.545,46.094,-
'[18:52:45.408]',0.383,0.537,46.875,-
'[18:52:45.416]',0.422,0.529,49.219,-
'[18:52:45.424]',0.461,0.525,53.906,-
'[18:52:45.432]',0.492,0.518,60.156,-
'[18:52:45.440]',0.516,0.514,65.625,-
'[18:52:45.448]',0.531,0.510,70.312,-
'[18:52:45.456]',0.523,0.506,73.438,-
'[18:52:45.464]',0.492,0.498,76.562,-
'[18:52:45.472]',0.438,0.494,78.906,-
'[18:52:45.480]',0.375,0.490,80.469,-
'[18:52:45.488]',0.320,0.486,81.250,-
'[18:52:45.496]',0.281,0.482,81.250,-
'[18:52:45.504]',0.258,0.475,80.469,-
'[18:52:45.512]',0.242,0.471,78.906,-
'[18:52:45.520]',0.227,0.467,77.344,-
'[18:52:45.528]',0.219,0.459,75.000,-
'[18:52:45.536]',0.211,0.455,73.438,-
'[18:52:45.544]',0.211,0.451,71.094,-
'[18:52:45.552]',0.211,0.443,69.531,-
'[18:52:45.560]',0.211,0.439,67.188,-
'[18:52:45.568]',0.211,0.431,65.625,-
'[18:52:45.576]',0.211,0.427,64.062,-
'[18:52:45.584]',0.211,0.424,61.719,-
'[18:52:45.592]',0.227,0.416,60.156,-
'[18:52:45.600]',0.250,0.408,58.594,-
'[18:52:45.608]',0.266,0.404,57.812,-
'[18:52:45.616]',0.281,0.396,56.250,-
'[18:52:45.624]',0.312,0.392,55.469,-
'[18:52:45.632]',0.344,0.388,54.688,-
'[18:52:45.640]',0.359,0.380,54.688,-
'[18:52:45.648]',0.344,0.376,54.688,-
'[18:52:45.656]',0.312,0.373,54.688,-
'[18:52:45.664]',0.273,0.369,54.688,-
'[18:52:45.672]',0.242,0.365,54.688,-
'[18:52:45.680]',0.219,0.361,55.469,-
'[18:52:45.688]',0.211,0.357,55.469,-
'[18:52:45.696]',0.195,0.353,56.250,-
'[18:52:45.704]',0.195,0.349,56.250,-
'[18:52:45.712]',0.188,0.349,56.250,-
'[18:52:45.720]',0.188,0.349,57.031,-
'[18:52:45.728]',0.195,0.353,56.250,-
'[18:52:45.736]',0.188,0.357,56.250,-
'[18:52:45.744]',0.188,0.369,56.250,-
'[18:52:45.752]',0.195,0.384,55.469,-
'[18:52:45.760]',0.266,0.400,55.469,-
'[18:52:45.768]',0.477,0.420,54.688,-
'[18:52:45.776]',0.742,0.439,54.688,-
'[18:52:45.784]',0.859,0.459,53.906,-
'[18:52:45.792]',0.820,0.482,53.125,-
'[18:52:45.800]',0.688,0.506,53.125,-
'[18:52:45.808]',0.516,0.529,52.344,-
'[18:52:45.816]',0.367,0.553,51.562,-
'[18:52:45.824]',0.281,0.573,51.562,-
'[18:52:45.832]',0.234,0.588,50.781,-
'[18:52:45.840]',0.195,0.604,50.000,-
'[18:52:45.848]',0.180,0.616,50.000,-
'[18:52:45.856]',0.164,0.624,49.219,-
'[18:52:45.864]',0.164,0.627,49.219,-
'[18:52:45.872]',0.156,0.631,49.219,-
'[18:52:45.880]',0.156,0.631,48.438,-
'[18:52:45.888]',0.164,0.627,48.438,-
'[18:52:45.896]',0.172,0.624,47.656,-
'[18:52:45.904]',0.188,0.616,47.656,-
'[18:52:45.912]',0.188,0.604,47.656,-
'[18:52:45.920]',0.195,0.596,46.875,-
'[18:52:45.928]',0.211,0.584,46.875,-
'[18:52:45.936]',0.219,0.573,46.875,-
'[18:52:45.944]',0.234,0.561,46.094,-
'[18:52:45.952]',0.242,0.553,46.094,-
'[18:52:45.960]',0.258,0.541,46.094,-
'[18:52:45.968]',0.266,0.533,46.094,-
'[18:52:45.976]',0.297,0.525,46.094,-
'[18:52:45.984]',0.320,0.518,46.094,-
'[18:52:45.992]',0.344,0.510,46.094,-
'[18:52:46.000]',0.375,0.502,46.875,-
'[18:52:46.008]',0.414,0.494,49.219,-
'[18:52:46.016]',0.445,0.486,53.125,-
'[18:52:46.024]',0.484,0.482,58.594,-
'[18:52:46.032]',0.508,0.478,64.844,-
'[18:52:46.040]',0.523,0.475,69.531,-
'[18:52:46.048]',0.531,0.471,72.656,-
'[18:52:46.056]',0.492,0.467,75.000,-
'[18:52:46.064]',0.438,0.463,78.125,-
'[18:52:46.072]',0.383,0.459,79.688,-
'[18:52:46.080]',0.328,0.459,80.469,-
'[18:52:46.088]',0.289,0.455,80.469,-
'[18:52:46.096]',0.258,0.451,79.688,-
'[18:52:46.104]',0.234,0.447,78.906,-
'[18:52:46.112]',0.227,0.443,77.344,-
'[18:52:46.120]',0.219,0.439,75.000,-
'[18:52:46.128]',0.211,0.431,73.438,-
'[18:52:46.136]',0.211,0.427,71.094,-
'[18:52:46.144]',0.211,0.420,69.531,-
'[18:52:46.152]',0.211,0.416,67.969,-
'[18:52:46.160]',0.211,0.408,65.625,-
'[18:52:46.168]',0.203,0.404,64.062,-
'[18:52:46.176]',0.203,0.404,62.500,-
'[18:52:46.184]',0.211,0.400,60.938,-
'[18:52:46.192]',0.242,0.396,59.375,-
'[18:52:46.200]',0.258,0.392,57.812,-
'[18:52:46.208]',0.273,0.388,57.031,-
'[18:52:46.216]',0.305,0.384,56.250,-
'[18:52:46.224]',0.336,0.380,55.469,-
'[18:52:46.232]',0.352,0.373,55.469,-
'[18:52:46.240]',0.336,0.369,55.469,-
'[18:52:46.248]',0.297,0.361,55.469,-
'[18:52:46.256]',0.266,0.357,55.469,-
'[18:52:46.264]',0.234,0.353,55.469,-
'[18:52:46.272]',0.211,0.349,56.250,-
'[18:52:46.280]',0.203,0.345,57.031,-
'[18:52:46.288]',0.195,0.341,57.031,-
'[18:52:46.296]',0.195,0.341,57.812,-
'[18:52:46.304]',0.195,0.341,57.812,-
'[18:52:46.312]',0.195,0.345,57.812,-
'[18:52:46.320]',0.195,0.349,57.812,-
'[18:52:46.328]',0.195,0.353,57.812,-
'[18:52:46.336]',0.188,0.365,57.812,-
'[18:52:46.344]',0.203,0.376,57.812,-
'[18:52:46.352]',0.312,0.392,57.031,-
'[18:52:46.360]',0.555,0.412,57.031,-
'[18:52:46.368]',0.812,0.431,56.250,-
'[18:52:46.376]',0.906,0.451,56.250,-
'[18:52:46.384]',0.836,0.475,55.469,-
'[18:52:46.392]',0.695,0.498,54.688,-
'[18:52:46.400]',0.516,0.522,53.906,-
'[18:52:46.408]',0.367,0.545,53.906,-
'[18:52:46.416]',0.289,0.565,53.125,-
'[18:52:46.424]',0.242,0.580,52.344,-
'[18:52:46.432]',0.211,0.596,52.344,-
'[18:52:46.440]',0.188,0.608,51.562,-
'[18:52:46.448]',0.180,0.616,51.562,-
'[18:52:46.456]',0.172,0.624,50.781,-
'[18:52:46.464]',0.172,0.627,50.781,-
'[18:52:46.472]',0.172,0.627,50.781,-
'[18:52:46.480]',0.172,0.627,50.000,-
'[18:52:46.488]',0.188,0.624,50.000,-
'[18:52:46.496]',0.195,0.616,50.000,-
'[18:52:46.504]',0.203,0.608,49.219,-
'[18:52:46.512]',0.211,0.600,49.219,-
'[18:52:46.520]',0.227,0.588,49.219,-
'[18:52:46.528]',0.242,0.580,48.438,-
'[18:52:46.536]',0.250,0.569,48.438,-
'[18:52:46.544]',0.266,0.557,48.438,-
'[18:52:46.552]',0.281,0.549,48.438,-
'[18:52:46.560]',0.297,0.541,48.438,-
'[18:52:46.568]',0.320,0.529,48.438,-
'[18:52:46.576]',0.336,0.522,48.438,-
'[18:52:46.584]',0.375,0.518,49.219,-
'[18:52:46.592]',0.406,0.510,50.781,-
'[18:52:46.600]',0.445,0.506,54.688,-
'[18:52:46.608]',0.477,0.502,60.156,-
'[18:52:46.616]',0.508,0.498,67.188,-
'[18:52:46.624]',0.539,0.494,72.656,-
'[18:52:46.632]',0.562,0.490,76.562,-
'[18:52:46.640]',0.555,0.486,78.906,-
'[18:52:46.648]',0.516,0.486,82.031,-
'[18:52:46.656]',0.461,0.482,84.375,-
'[18:52:46.664]',0.398,0.482,85.156,-
'[18:52:46.672]',0.352,0.478,85.156,-
'[18:52:46.680]',0.312,0.475,84.375,-
'[18:52:46.688]',0.281,0.471,83.594,-
'[18:52:46.696]',0.266,0.467,82.031,-
'[18:52:46.704]',0.250,0.467,80.469,-
'[18:52:46.712]',0.242,0.463,78.125,-
'[18:52:46.720]',0.242,0.459,76.562,-
'[18:52:46.728]',0.242,0.455,74.219,-
'[18:52:46.736]',0.242,0.451,71.875,-
'[18:52:46.744]',0.242,0.447,70.312,-
'[18:52:46.752]',0.242,0.443,68.750,-
'[18:52:46.760]',0.242,0.439,67.188,-
'[18:52:46.768]',0.250,0.435,65.625,-
'[18:52:46.776]',0.266,0.431,64.062,-
'[18:52:46.784]',0.297,0.427,62.500,-
'[18:52:46.792]',0.312,0.420,61.719,-
'[18:52:46.800]',0.336,0.416,60.156,-
'[18:52:46.808]',0.375,0.412,59.375,-
'[18:52:46.816]',0.406,0.408,58.594,-
'[18:52:46.824]',0.406,0.404,58.594,-
'[18:52:46.832]',0.375,0.400,58.594,-
'[18:52:46.840]',0.336,0.396,58.594,-
'[18:52:46.848]',0.305,0.392,58.594,-
'[18:52:46.856]',0.281,0.392,59.375,-
'[18:52:46.864]',0.258,0.388,59.375,-
'[18:52:46.872]',0.242,0.388,59.375,-
'[18:52:46.880]',0.234,0.388,60.156,-
'[18:52:46.888]',0.227,0.388,60.156,-
'[18:52:46.896]',0.227,0.392,60.156,-
'[18:52:46.904]',0.227,0.396,60.156,-
'[18:52:46.912]',0.227,0.404,59.375,-
'[18:52:46.920]',0.219,0.412,59.375,-
'[18:52:46.928]',0.211,0.427,58.594,-
'[18:52:46.936]',0.266,0.443,57.812,-
'[18:52:46.944]',0.445,0.463,57.812,-
'[18:52:46.952]',0.734,0.486,57.031,-
'[18:52:46.960]',0.914,0.510,56.250,-
'[18:52:46.968]',0.930,0.533,55.469,-
'[18:52:46.976]',0.789,0.553,54.688,-
'[18:52:46.984]',0.617,0.576,53.906,-
'[18:52:46.992]',0.453,0.600,53.125,-
'[18:52:47.000]',0.336,0.620,53.125,-
'[18:52:47.008]',0.273,0.639,52.344,-
'[18:52:47.016]',0.227,0.655,51.562,-
'[18:52:47.024]',0.195,0.671,51.562,-
'[18:52:47.032]',0.188,0.678,50.781,-
'[18:52:47.040]',0.172,0.686,50.000,-
'[18:52:47.048]',0.172,0.690,50.000,-
'[18:52:47.056]',0.164,0.690,50.000,-
'[18:52:47.064]',0.164,0.686,49.219,-
'[18:52:47.072]',0.172,0.682,49.219,-
'[18:52:47.080]',0.172,0.675,48.438,-
'[18:52:47.088]',0.188,0.667,48.438,-
'[18:52:47.096]',0.195,0.659,47.656,-
'[18:52:47.104]',0.211,0.647,47.656,-
'[18:52:47.112]',0.219,0.639,47.656,-
'[18:52:47.120]',0.227,0.627,47.656,-
'[18:52:47.128]',0.242,0.620,46.875,-
'[18:52:47.136]',0.258,0.608,46.875,-
'[18:52:47.144]',0.273,0.600,46.875,-
'[18:52:47.152]',0.289,0.588,46.875,-
'[18:52:47.160]',0.312,0.580,46.875,-
'[18:52:47.168]',0.336,0.573,46.875,-
'[18:52:47.176]',0.375,0.565,47.656,-
'[18:52:47.184]',0.414,0.561,49.219,-
'[18:52:47.192]',0.445,0.553,53.906,-
'[18:52:47.200]',0.484,0.545,59.375,-
'[18:52:47.208]',0.516,0.541,65.625,-
'[18:52:47.216]',0.531,0.533,71.094,-
'[18:52:47.224]',0.531,0.529,74.219,-
'[18:52:47.232]',0.500,0.522,76.562,-
'[18:52:47.240]',0.445,0.518,79.688,-
'[18:52:47.248]',0.391,0.514,81.250,-
'[18:52:47.256]',0.336,0.510,82.031,-
'[18:52:47.264]',0.289,0.506,82.031,-
'[18:52:47.272]',0.250,0.502,81.250,-
'[18:52:47.280]',0.242,0.498,80.469,-
'[18:52:47.288]',0.227,0.486,78.906,-
'[18:52:47.296]',0.211,0.478,77.344,-
'[18:52:47.304]',0.211,0.471,75.000,-
'[18:52:47.312]',0.211,0.463,72.656,-
'[18:52:47.320]',0.211,0.459,71.094,-
'[18:52:47.328]',0.203,0.451,68.750,-
'[18:52:47.336]',0.203,0.447,67.188,-
'[18:52:47.344]',0.203,0.439,64.844,-
'[18:52:47.352]',0.203,0.435,63.281,-
'[18:52:47.360]',0.211,0.427,61.719,-
'[18:52:47.368]',0.227,0.424,60.156,-
'[18:52:47.376]',0.242,0.420,58.594,-
'[18:52:47.384]',0.266,0.416,57.812,-
'[18:52:47.392]',0.281,0.412,56.250,-
'[18:52:47.400]',0.320,0.404,55.469,-
'[18:52:47.408]',0.352,0.396,55.469,-
'[18:52:47.416]',0.352,0.392,54.688,-
'[18:52:47.424]',0.320,0.384,54.688,-
'[18:52:47.432]',0.289,0.380,55.469,-
'[18:52:47.440]',0.250,0.376,55.469,-
'[18:52:47.448]',0.227,0.373,55.469,-
'[18:52:47.456]',0.203,0.369,56.250,-
'[18:52:47.464]',0.195,0.365,56.250,-
'[18:52:47.472]',0.188,0.361,57.031,-
'[18:52:47.480]',0.188,0.361,57.031,-
'[18:52:47.488]',0.188,0.361,57.031,-
'[18:52:47.496]',0.188,0.361,57.031,-
'[18:52:47.504]',0.188,0.369,57.031,-
'[18:52:47.512]',0.172,0.376,56.250,-
'[18:52:47.520]',0.172,0.384,56.250,-
'[18:52:47.528]',0.211,0.400,56.250,-
'[18:52:47.536]',0.367,0.420,55.469,-
'[18:52:47.544]',0.617,0.439,54.688,-
'[18:52:47.552]',0.820,0.459,54.688,-
'[18:52:47.560]',0.852,0.482,53.906,-
'[18:52:47.568]',0.758,0.502,53.125,-
'[18:52:47.576]',0.602,0.522,53.125,-
'[18:52:47.584]',0.422,0.541,52.344,-
'[18:52:47.592]',0.312,0.557,51.562,-
'[18:52:47.600]',0.250,0.573,51.562,-
'[18:52:47.608]',0.211,0.584,50.781,-
'[18:52:47.616]',0.188,0.596,50.000,-
'[18:52:47.624]',0.172,0.604,50.000,-
'[18:52:47.632]',0.164,0.612,49.219,-
'[18:52:47.640]',0.156,0.612,49.219,-
'[18:52:47.648]',0.156,0.612,49.219,-
'[18:52:47.656]',0.156,0.608,48.438,-
'[18:52:47.664]',0.172,0.604,48.438,-
'[18:52:47.672]',0.172,0.596,47.656,-
'[18:52:47.680]',0.188,0.592,47.656,-
'[18:52:47.688]',0.195,0.580,47.656,-
'[18:52:47.696]',0.203,0.573,47.656,-
'[18:52:47.704]',0.211,0.565,46.875,-
'[18:52:47.712]',0.227,0.553,46.875,-
'[18:52:47.720]',0.234,0.545,46.875,-
'[18:52:47.728]',0.250,0.537,46.875,-
'[18:52:47.736]',0.266,0.525,46.094,-
'[18:52:47.744]',0.281,0.518,46.094,-
'[18:52:47.752]',0.297,0.510,46.094,-
'[18:52:47.760]',0.328,0.502,46.094,-
'[18:52:47.768]',0.359,0.494,46.094,-
'[18:52:47.776]',0.398,0.490,47.656,-
'[18:52:47.784]',0.438,0.482,50.781,-
'[18:52:47.792]',0.477,0.478,56.250,-
'[18:52:47.800]',0.508,0.475,61.719,-
'[18:52:47.808]',0.531,0.471,67.188,-
'[18:52:47.816]',0.539,0.467,71.094,-
'[18:52:47.824]',0.516,0.463,74.219,-
'[18:52:47.832]',0.477,0.459,76.562,-
'[18:52:47.840]',0.422,0.455,78.906,-
'[18:52:47.848]',0.367,0.451,80.469,-
'[18:52:47.856]',0.320,0.447,80.469,-
'[18:52:47.864]',0.289,0.447,80.469,-
'[18:52:47.872]',0.266,0.443,79.688,-
'[18:52:47.880]',0.250,0.439,78.125,-
'[18:52:47.888]',0.242,0.435,76.562,-
'[18:52:47.896]',0.227,0.431,74.219,-
'[18:52:47.904]',0.227,0.427,71.875,-
