'Time','II','CVP','V','ABP','PLETH','I'
'[14:11:50.696]',0.430,-,0.819,86.042,-,-
'[14:11:50.704]',0.430,-,0.819,85.312,-,-
'[14:11:50.712]',0.422,-,0.827,83.489,-,-
'[14:11:50.720]',0.445,-,0.835,82.760,-,-
'[14:11:50.728]',0.453,-,0.835,81.302,-,-
'[14:11:50.736]',0.461,-,0.827,79.844,-,-
'[14:11:50.744]',0.453,-,0.819,78.750,-,-
'[14:11:50.752]',0.461,-,0.819,78.021,-,-
'[14:11:50.760]',0.453,-,0.811,77.292,-,-
'[14:11:50.768]',0.453,-,0.795,76.562,-,-
'[14:11:50.776]',0.445,-,0.795,75.833,-,-
'[14:11:50.784]',0.445,-,0.795,75.104,-,-
'[14:11:50.792]',0.445,-,0.780,75.104,-,-
'[14:11:50.800]',0.453,-,0.795,74.375,-,-
'[14:11:50.808]',0.461,-,0.780,74.375,-,-
'[14:11:50.816]',0.453,-,0.795,74.375,-,-
'[14:11:50.824]',0.477,-,0.787,73.281,-,-
'[14:11:50.832]',0.477,-,0.795,73.281,-,-
'[14:11:50.840]',0.469,-,0.787,73.281,-,-
'[14:11:50.848]',0.469,-,0.795,73.281,-,-
'[14:11:50.856]',0.484,-,0.795,73.281,-,-
'[14:11:50.864]',0.469,-,0.803,74.375,-,-
'[14:11:50.872]',0.477,-,0.803,75.104,-,-
'[14:11:50.880]',0.484,-,0.819,77.292,-,-
'[14:11:50.888]',0.492,-,0.819,82.031,-,-
'[14:11:50.896]',0.500,-,0.835,88.958,-,-
'[14:11:50.904]',0.516,-,0.850,98.437,-,-
'[14:11:50.912]',0.531,-,0.866,108.646,-,-
'[14:11:50.920]',0.562,-,0.866,119.583,-,-
'[14:11:50.928]',0.562,-,0.874,129.062,-,-
'[14:11:50.936]',0.562,-,0.866,136.719,-,-
'[14:11:50.944]',0.555,-,0.866,142.187,-,-
'[14:11:50.952]',0.547,-,0.850,145.469,-,-
'[14:11:50.960]',0.516,-,0.835,146.198,-,-
'[14:11:50.968]',0.516,-,0.827,145.469,-,-
'[14:11:50.976]',0.492,-,0.811,142.917,-,-
'[14:11:50.984]',0.492,-,0.795,140.729,-,-
'[14:11:50.992]',0.477,-,0.780,138.177,-,-
'[14:11:51.000]',0.477,-,0.764,135.989,-,-
'[14:11:51.008]',0.484,-,0.748,134.531,-,-
'[14:11:51.016]',0.492,-,0.740,132.708,-,-
'[14:11:51.024]',0.477,-,0.732,132.708,-,-
'[14:11:51.032]',0.484,-,0.724,131.979,-,-
'[14:11:51.040]',0.492,-,0.724,131.979,-,-
'[14:11:51.048]',0.508,-,0.740,131.250,-,-
'[14:11:51.056]',0.523,-,0.740,130.521,-,-
'[14:11:51.064]',0.531,-,0.740,129.792,-,-
'[14:11:51.072]',0.547,-,0.724,129.062,-,-
'[14:11:51.080]',0.555,-,0.717,127.239,-,-
'[14:11:51.088]',0.562,-,0.701,126.510,-,-
'[14:11:51.096]',0.547,-,0.701,124.323,-,-
'[14:11:51.104]',0.539,-,0.693,122.500,-,-
'[14:11:51.112]',0.531,-,0.717,121.042,-,-
'[14:11:51.120]',0.531,-,0.724,118.854,-,-
'[14:11:51.128]',0.500,-,0.732,116.302,-,-
'[14:11:51.136]',0.492,-,0.740,114.844,-,-
'[14:11:51.144]',0.469,-,0.748,111.562,-,-
'[14:11:51.152]',0.453,-,0.748,109.375,-,-
'[14:11:51.160]',0.422,-,0.740,105.364,-,-
'[14:11:51.168]',0.398,-,0.748,101.719,-,-
'[14:11:51.176]',0.375,-,0.748,97.708,-,-
'[14:11:51.184]',0.375,-,0.740,93.698,-,-
'[14:11:51.192]',0.367,-,0.724,90.781,-,-
'[14:11:51.200]',0.367,-,0.724,87.500,-,-
'[14:11:51.208]',0.352,-,0.732,86.042,-,-
'[14:11:51.216]',0.352,-,0.748,84.219,-,-
'[14:11:51.224]',0.367,-,0.764,83.489,-,-
'[14:11:51.232]',0.438,-,0.819,83.489,-,-
'[14:11:51.240]',0.547,-,0.913,84.219,-,-
'[14:11:51.248]',0.781,-,1.055,85.312,-,-
'[14:11:51.256]',0.969,-,1.126,86.042,-,-
'[14:11:51.264]',0.992,-,1.039,86.771,-,-
'[14:11:51.272]',0.766,-,0.874,87.500,-,-
'[14:11:51.280]',0.570,-,0.764,88.229,-,-
'[14:11:51.288]',0.492,-,0.748,88.229,-,-
'[14:11:51.296]',0.445,-,0.803,88.229,-,-
'[14:11:51.304]',0.422,-,0.819,88.229,-,-
'[14:11:51.312]',0.406,-,0.827,87.500,-,-
'[14:11:51.320]',0.398,-,0.811,86.771,-,-
'[14:11:51.328]',0.391,-,0.811,86.042,-,-
'[14:11:51.336]',0.391,-,0.819,84.219,-,-
'[14:11:51.344]',0.391,-,0.827,83.489,-,-
'[14:11:51.352]',0.398,-,0.835,82.031,-,-
'[14:11:51.360]',0.398,-,0.835,81.302,-,-
'[14:11:51.368]',0.398,-,0.850,79.844,-,-
'[14:11:51.376]',0.398,-,0.858,78.750,-,-
'[14:11:51.384]',0.406,-,0.874,78.021,-,-
'[14:11:51.392]',0.414,-,0.882,77.292,-,-
'[14:11:51.400]',0.406,-,0.898,76.562,-,-
'[14:11:51.408]',0.414,-,0.906,75.833,-,-
'[14:11:51.416]',0.406,-,0.898,75.833,-,-
'[14:11:51.424]',0.406,-,0.882,75.104,-,-
'[14:11:51.432]',0.406,-,0.874,74.375,-,-
'[14:11:51.440]',0.406,-,0.866,74.375,-,-
'[14:11:51.448]',0.406,-,0.874,73.281,-,-
'[14:11:51.456]',0.422,-,0.882,73.281,-,-
'[14:11:51.464]',0.422,-,0.906,73.281,-,-
'[14:11:51.472]',0.445,-,0.921,73.281,-,-
'[14:11:51.480]',0.461,-,0.945,74.375,-,-
'[14:11:51.488]',0.469,-,0.976,77.292,-,-
'[14:11:51.496]',0.477,-,1.016,82.031,-,-
'[14:11:51.504]',0.492,-,1.039,88.958,-,-
'[14:11:51.512]',0.508,-,1.063,99.167,-,-
'[14:11:51.520]',0.531,-,1.079,109.375,-,-
'[14:11:51.528]',0.531,-,1.102,120.312,-,-
'[14:11:51.536]',0.531,-,1.102,130.521,-,-
'[14:11:51.544]',0.523,-,1.118,138.177,-,-
'[14:11:51.552]',0.531,-,1.134,143.646,-,-
'[14:11:51.560]',0.516,-,1.142,146.927,-,-
'[14:11:51.568]',0.516,-,1.142,146.927,-,-
'[14:11:51.576]',0.500,-,1.142,146.198,-,-
'[14:11:51.584]',0.492,-,1.118,143.646,-,-
'[14:11:51.592]',0.492,-,1.102,140.729,-,-
'[14:11:51.600]',0.500,-,1.079,138.177,-,-
'[14:11:51.608]',0.500,-,1.063,135.989,-,-
'[14:11:51.616]',0.492,-,1.055,134.531,-,-
'[14:11:51.624]',0.477,-,1.047,132.708,-,-
'[14:11:51.632]',0.469,-,1.047,132.708,-,-
'[14:11:51.640]',0.469,-,1.031,131.979,-,-
'[14:11:51.648]',0.469,-,1.031,131.979,-,-
'[14:11:51.656]',0.477,-,1.031,131.979,-,-
'[14:11:51.664]',0.492,-,1.031,131.250,-,-
'[14:11:51.672]',0.508,-,1.031,130.521,-,-
'[14:11:51.680]',0.508,-,1.031,129.792,-,-
'[14:11:51.688]',0.531,-,1.016,127.969,-,-
'[14:11:51.696]',0.539,-,1.016,126.510,-,-
'[14:11:51.704]',0.555,-,1.000,125.052,-,-
'[14:11:51.712]',0.555,-,0.992,123.594,-,-
'[14:11:51.720]',0.562,-,0.969,121.042,-,-
'[14:11:51.728]',0.578,-,0.976,119.583,-,-
'[14:11:51.736]',0.570,-,0.945,117.031,-,-
'[14:11:51.744]',0.547,-,0.921,114.844,-,-
'[14:11:51.752]',0.531,-,0.906,111.562,-,-
'[14:11:51.760]',0.508,-,0.890,108.646,-,-
'[14:11:51.768]',0.492,-,0.874,104.635,-,-
'[14:11:51.776]',0.477,-,0.850,100.625,-,-
'[14:11:51.784]',0.477,-,0.827,96.979,-,-
'[14:11:51.792]',0.469,-,0.811,92.969,-,-
'[14:11:51.800]',0.469,-,0.795,88.958,-,-
'[14:11:51.808]',0.469,-,0.780,86.042,-,-
'[14:11:51.816]',0.469,-,0.764,84.219,-,-
'[14:11:51.824]',0.477,-,0.756,82.760,-,-
'[14:11:51.832]',0.469,-,0.764,82.031,-,-
'[14:11:51.840]',0.492,-,0.780,82.031,-,-
'[14:11:51.848]',0.570,-,0.819,82.031,-,-
'[14:11:51.856]',0.734,-,0.890,82.760,-,-
'[14:11:51.864]',0.945,-,0.969,83.489,-,-
'[14:11:51.872]',1.016,-,0.906,84.219,-,-
'[14:11:51.880]',0.875,-,0.764,85.312,-,-
'[14:11:51.888]',0.711,-,0.677,86.042,-,-
'[14:11:51.896]',0.562,-,0.646,86.042,-,-
'[14:11:51.904]',0.500,-,0.693,86.042,-,-
'[14:11:51.912]',0.453,-,0.748,85.312,-,-
'[14:11:51.920]',0.445,-,0.780,84.219,-,-
'[14:11:51.928]',0.445,-,0.819,83.489,-,-
'[14:11:51.936]',0.445,-,0.850,82.760,-,-
'[14:11:51.944]',0.461,-,0.882,82.031,-,-
'[14:11:51.952]',0.477,-,0.890,81.302,-,-
'[14:11:51.960]',0.477,-,0.913,79.844,-,-
'[14:11:51.968]',0.492,-,0.929,78.750,-,-
'[14:11:51.976]',0.453,-,0.929,78.021,-,-
'[14:11:51.984]',0.438,-,0.906,76.562,-,-
'[14:11:51.992]',0.406,-,0.890,75.833,-,-
'[14:11:52.000]',0.391,-,0.874,75.104,-,-
'[14:11:52.008]',0.406,-,0.858,75.104,-,-
'[14:11:52.016]',0.445,-,0.858,74.375,-,-
'[14:11:52.024]',0.492,-,0.866,73.281,-,-
'[14:11:52.032]',0.531,-,0.882,73.281,-,-
'[14:11:52.040]',0.539,-,0.874,72.552,-,-
'[14:11:52.048]',0.492,-,0.866,72.552,-,-
'[14:11:52.056]',0.430,-,0.835,72.552,-,-
'[14:11:52.064]',0.336,-,0.811,71.823,-,-
'[14:11:52.072]',0.266,-,0.780,71.823,-,-
'[14:11:52.080]',0.242,-,0.764,71.823,-,-
'[14:11:52.088]',0.258,-,0.764,71.823,-,-
'[14:11:52.096]',0.289,-,0.787,73.281,-,-
'[14:11:52.104]',0.320,-,0.795,77.292,-,-
'[14:11:52.112]',0.359,-,0.811,82.760,-,-
'[14:11:52.120]',0.406,-,0.827,91.510,-,-
'[14:11:52.128]',0.438,-,0.858,101.719,-,-
'[14:11:52.136]',0.477,-,0.866,112.656,-,-
'[14:11:52.144]',0.492,-,0.890,122.500,-,-
'[14:11:52.152]',0.516,-,0.890,131.979,-,-
'[14:11:52.160]',0.523,-,0.906,138.906,-,-
'[14:11:52.168]',0.539,-,0.906,143.646,-,-
'[14:11:52.176]',0.539,-,0.898,145.469,-,-
'[14:11:52.184]',0.539,-,0.882,145.469,-,-
'[14:11:52.192]',0.516,-,0.866,142.917,-,-
'[14:11:52.200]',0.500,-,0.858,140.000,-,-
'[14:11:52.208]',0.492,-,0.850,136.719,-,-
'[14:11:52.216]',0.492,-,0.835,134.531,-,-
'[14:11:52.224]',0.484,-,0.835,131.979,-,-
'[14:11:52.232]',0.484,-,0.819,129.792,-,-
'[14:11:52.240]',0.492,-,0.803,129.062,-,-
'[14:11:52.248]',0.484,-,0.795,127.969,-,-
'[14:11:52.256]',0.492,-,0.780,127.969,-,-
'[14:11:52.264]',0.492,-,0.780,127.239,-,-
'[14:11:52.272]',0.508,-,0.780,127.239,-,-
'[14:11:52.280]',0.516,-,0.780,126.510,-,-
'[14:11:52.288]',0.531,-,0.780,125.781,-,-
'[14:11:52.296]',0.539,-,0.787,125.052,-,-
'[14:11:52.304]',0.555,-,0.795,124.323,-,-
'[14:11:52.312]',0.562,-,0.795,122.500,-,-
'[14:11:52.320]',0.562,-,0.803,121.042,-,-
'[14:11:52.328]',0.570,-,0.803,118.854,-,-
'[14:11:52.336]',0.586,-,0.811,116.302,-,-
'[14:11:52.344]',0.586,-,0.803,114.114,-,-
'[14:11:52.352]',0.578,-,0.795,111.562,-,-
'[14:11:52.360]',0.555,-,0.795,108.646,-,-
'[14:11:52.368]',0.547,-,0.787,105.364,-,-
'[14:11:52.376]',0.516,-,0.787,101.719,-,-
'[14:11:52.384]',0.500,-,0.772,97.708,-,-
'[14:11:52.392]',0.484,-,0.772,93.698,-,-
'[14:11:52.400]',0.477,-,0.764,89.687,-,-
'[14:11:52.408]',0.469,-,0.756,86.771,-,-
'[14:11:52.416]',0.477,-,0.748,83.489,-,-
'[14:11:52.424]',0.477,-,0.748,82.031,-,-
'[14:11:52.432]',0.469,-,0.740,81.302,-,-
'[14:11:52.440]',0.453,-,0.740,80.573,-,-
'[14:11:52.448]',0.445,-,0.764,81.302,-,-
'[14:11:52.456]',0.500,-,0.787,82.031,-,-
'[14:11:52.464]',0.609,-,0.850,82.760,-,-
'[14:11:52.472]',0.812,-,0.929,83.489,-,-
'[14:11:52.480]',0.977,-,0.961,84.219,-,-
'[14:11:52.488]',0.922,-,0.811,85.312,-,-
'[14:11:52.496]',0.773,-,0.717,85.312,-,-
'[14:11:52.504]',0.602,-,0.622,85.312,-,-
'[14:11:52.512]',0.516,-,0.614,85.312,-,-
'[14:11:52.520]',0.461,-,0.661,84.219,-,-
'[14:11:52.528]',0.422,-,0.669,83.489,-,-
'[14:11:52.536]',0.414,-,0.677,82.760,-,-
'[14:11:52.544]',0.398,-,0.685,82.031,-,-
'[14:11:52.552]',0.398,-,0.677,80.573,-,-
'[14:11:52.560]',0.391,-,0.701,79.844,-,-
'[14:11:52.568]',0.398,-,0.724,78.750,-,-
'[14:11:52.576]',0.398,-,0.732,77.292,-,-
'[14:11:52.584]',0.406,-,0.740,76.562,-,-
'[14:11:52.592]',0.398,-,0.740,75.833,-,-
'[14:11:52.600]',0.398,-,0.748,75.104,-,-
'[14:11:52.608]',0.391,-,0.756,75.104,-,-
'[14:11:52.616]',0.383,-,0.764,74.375,-,-
'[14:11:52.624]',0.391,-,0.764,74.375,-,-
'[14:11:52.632]',0.398,-,0.764,73.281,-,-
'[14:11:52.640]',0.414,-,0.764,73.281,-,-
'[14:11:52.648]',0.422,-,0.772,72.552,-,-
'[14:11:52.656]',0.438,-,0.780,72.552,-,-
'[14:11:52.664]',0.445,-,0.787,71.823,-,-
'[14:11:52.672]',0.469,-,0.787,71.823,-,-
'[14:11:52.680]',0.477,-,0.795,71.823,-,-
'[14:11:52.688]',0.477,-,0.795,71.094,-,-
'[14:11:52.696]',0.492,-,0.803,71.094,-,-
'[14:11:52.704]',0.500,-,0.803,71.823,-,-
'[14:11:52.712]',0.500,-,0.811,74.375,-,-
'[14:11:52.720]',0.508,-,0.811,78.750,-,-
'[14:11:52.728]',0.500,-,0.819,86.042,-,-
'[14:11:52.736]',0.500,-,0.819,94.427,-,-
'[14:11:52.744]',0.516,-,0.835,105.364,-,-
'[14:11:52.752]',0.539,-,0.835,116.302,-,-
'[14:11:52.760]',0.539,-,0.850,126.510,-,-
'[14:11:52.768]',0.547,-,0.858,134.531,-,-
'[14:11:52.776]',0.531,-,0.850,140.000,-,-
'[14:11:52.784]',0.516,-,0.866,142.917,-,-
'[14:11:52.792]',0.500,-,0.866,143.646,-,-
'[14:11:52.800]',0.492,-,0.866,142.187,-,-
'[14:11:52.808]',0.492,-,0.866,140.000,-,-
'[14:11:52.816]',0.492,-,0.874,136.719,-,-
'[14:11:52.824]',0.477,-,0.874,133.437,-,-
'[14:11:52.832]',0.477,-,0.890,131.250,-,-
'[14:11:52.840]',0.477,-,0.906,129.792,-,-
'[14:11:52.848]',0.477,-,0.929,129.062,-,-
'[14:11:52.856]',0.492,-,0.945,127.969,-,-
'[14:11:52.864]',0.484,-,0.976,127.969,-,-
'[14:11:52.872]',0.492,-,0.992,127.969,-,-
'[14:11:52.880]',0.500,-,1.000,127.969,-,-
'[14:11:52.888]',0.516,-,1.016,127.239,-,-
'[14:11:52.896]',0.516,-,1.031,126.510,-,-
'[14:11:52.904]',0.508,-,1.024,125.781,-,-
'[14:11:52.912]',0.500,-,1.031,124.323,-,-
'[14:11:52.920]',0.516,-,1.031,122.500,-,-
'[14:11:52.928]',0.523,-,1.024,121.042,-,-
'[14:11:52.936]',0.539,-,1.000,118.854,-,-
'[14:11:52.944]',0.531,-,1.000,116.302,-,-
'[14:11:52.952]',0.562,-,0.984,114.114,-,-
'[14:11:52.960]',0.539,-,0.976,112.656,-,-
'[14:11:52.968]',0.523,-,0.945,110.104,-,-
'[14:11:52.976]',0.492,-,0.929,107.187,-,-
'[14:11:52.984]',0.492,-,0.921,103.906,-,-
'[14:11:52.992]',0.461,-,0.906,99.896,-,-
'[14:11:53.000]',0.445,-,0.890,95.156,-,-
'[14:11:53.008]',0.430,-,0.874,91.510,-,-
'[14:11:53.016]',0.422,-,0.874,88.229,-,-
'[14:11:53.024]',0.422,-,0.866,85.312,-,-
'[14:11:53.032]',0.438,-,0.874,83.489,-,-
'[14:11:53.040]',0.438,-,0.866,82.760,-,-
'[14:11:53.048]',0.438,-,0.866,82.031,-,-
'[14:11:53.056]',0.430,-,0.866,81.302,-,-
'[14:11:53.064]',0.453,-,0.906,81.302,-,-
'[14:11:53.072]',0.516,-,0.945,82.031,-,-
'[14:11:53.080]',0.664,-,1.031,83.489,-,-
'[14:11:53.088]',0.891,-,1.118,84.219,-,-
'[14:11:53.096]',0.984,-,1.118,85.312,-,-
'[14:11:53.104]',0.875,-,0.937,86.042,-,-
'[14:11:53.112]',0.711,-,0.850,86.042,-,-
'[14:11:53.120]',0.570,-,0.795,85.312,-,-
'[14:11:53.128]',0.508,-,0.819,84.219,-,-
'[14:11:53.136]',0.477,-,0.835,84.219,-,-
'[14:11:53.144]',0.445,-,0.835,83.489,-,-
'[14:11:53.152]',0.438,-,0.835,82.760,-,-
'[14:11:53.160]',0.422,-,0.850,82.031,-,-
'[14:11:53.168]',0.430,-,0.850,81.302,-,-
'[14:11:53.176]',0.430,-,0.850,79.844,-,-
'[14:11:53.184]',0.430,-,0.866,78.750,-,-
'[14:11:53.192]',0.422,-,0.850,78.021,-,-
'[14:11:53.200]',0.414,-,0.858,76.562,-,-
'[14:11:53.208]',0.414,-,0.850,75.833,-,-
'[14:11:53.216]',0.422,-,0.866,75.104,-,-
'[14:11:53.224]',0.445,-,0.850,75.104,-,-
'[14:11:53.232]',0.453,-,0.866,74.375,-,-
'[14:11:53.240]',0.461,-,0.843,74.375,-,-
'[14:11:53.248]',0.461,-,0.850,73.281,-,-
'[14:11:53.256]',0.461,-,0.835,73.281,-,-
'[14:11:53.264]',0.445,-,0.835,72.552,-,-
'[14:11:53.272]',0.438,-,0.827,71.823,-,-
'[14:11:53.280]',0.438,-,0.827,71.823,-,-
'[14:11:53.288]',0.445,-,0.819,71.823,-,-
'[14:11:53.296]',0.438,-,0.819,71.094,-,-
'[14:11:53.304]',0.445,-,0.819,71.094,-,-
'[14:11:53.312]',0.453,-,0.827,71.094,-,-
'[14:11:53.320]',0.469,-,0.827,72.552,-,-
'[14:11:53.328]',0.469,-,0.835,75.833,-,-
'[14:11:53.336]',0.492,-,0.835,82.031,-,-
'[14:11:53.344]',0.492,-,0.835,89.687,-,-
'[14:11:53.352]',0.500,-,0.850,99.896,-,-
'[14:11:53.360]',0.516,-,0.866,110.833,-,-
'[14:11:53.368]',0.531,-,0.882,121.771,-,-
'[14:11:53.376]',0.531,-,0.890,131.250,-,-
'[14:11:53.384]',0.516,-,0.890,138.177,-,-
'[14:11:53.392]',0.492,-,0.890,142.917,-,-
'[14:11:53.400]',0.484,-,0.882,144.375,-,-
'[14:11:53.408]',0.477,-,0.874,143.646,-,-
'[14:11:53.416]',0.469,-,0.882,142.187,-,-
'[14:11:53.424]',0.477,-,0.874,138.906,-,-
'[14:11:53.432]',0.492,-,0.890,136.719,-,-
'[14:11:53.440]',0.516,-,0.890,133.437,-,-
'[14:11:53.448]',0.508,-,0.890,131.979,-,-
'[14:11:53.456]',0.516,-,0.890,129.792,-,-
'[14:11:53.464]',0.484,-,0.882,129.062,-,-
'[14:11:53.472]',0.461,-,0.874,129.062,-,-
'[14:11:53.480]',0.453,-,0.882,129.062,-,-
'[14:11:53.488]',0.469,-,0.882,129.062,-,-
'[14:11:53.496]',0.477,-,0.906,129.062,-,-
'[14:11:53.504]',0.500,-,0.921,129.062,-,-
'[14:11:53.512]',0.516,-,0.921,127.969,-,-
'[14:11:53.520]',0.516,-,0.929,127.239,-,-
'[14:11:53.528]',0.516,-,0.937,125.781,-,-
'[14:11:53.536]',0.531,-,0.929,123.594,-,-
'[14:11:53.544]',0.547,-,0.945,121.771,-,-
'[14:11:53.552]',0.555,-,0.937,119.583,-,-
'[14:11:53.560]',0.539,-,0.929,118.125,-,-
'[14:11:53.568]',0.539,-,0.921,115.573,-,-
'[14:11:53.576]',0.516,-,0.906,113.385,-,-
'[14:11:53.584]',0.500,-,0.890,110.833,-,-
'[14:11:53.592]',0.469,-,0.882,107.917,-,-
'[14:11:53.600]',0.445,-,0.874,103.906,-,-
'[14:11:53.608]',0.414,-,0.866,100.625,-,-
'[14:11:53.616]',0.406,-,0.850,96.979,-,-
'[14:11:53.624]',0.398,-,0.843,92.239,-,-
'[14:11:53.632]',0.398,-,0.835,88.958,-,-
'[14:11:53.640]',0.391,-,0.835,86.042,-,-
'[14:11:53.648]',0.383,-,0.835,83.489,-,-
'[14:11:53.656]',0.375,-,0.827,82.031,-,-
'[14:11:53.664]',0.359,-,0.835,81.302,-,-
'[14:11:53.672]',0.336,-,0.850,81.302,-,-
'[14:11:53.680]',0.359,-,0.882,82.031,-,-
'[14:11:53.688]',0.445,-,0.929,82.760,-,-
'[14:11:53.696]',0.648,-,1.031,83.489,-,-
'[14:11:53.704]',0.852,-,1.079,84.219,-,-
'[14:11:53.712]',0.891,-,0.992,85.312,-,-
'[14:11:53.720]',0.734,-,0.874,86.042,-,-
'[14:11:53.728]',0.586,-,0.803,86.042,-,-
'[14:11:53.736]',0.516,-,0.795,86.042,-,-
'[14:11:53.744]',0.469,-,0.850,85.312,-,-
'[14:11:53.752]',0.445,-,0.858,85.312,-,-
'[14:11:53.760]',0.438,-,0.866,84.219,-,-
'[14:11:53.768]',0.445,-,0.866,82.760,-,-
'[14:11:53.776]',0.438,-,0.874,82.031,-,-
'[14:11:53.784]',0.445,-,0.874,81.302,-,-
'[14:11:53.792]',0.445,-,0.866,79.844,-,-
'[14:11:53.800]',0.445,-,0.874,78.750,-,-
'[14:11:53.808]',0.438,-,0.866,78.021,-,-
'[14:11:53.816]',0.430,-,0.874,77.292,-,-
'[14:11:53.824]',0.438,-,0.866,76.562,-,-
'[14:11:53.832]',0.438,-,0.874,75.833,-,-
'[14:11:53.840]',0.438,-,0.866,75.104,-,-
'[14:11:53.848]',0.430,-,0.874,75.104,-,-
'[14:11:53.856]',0.438,-,0.866,74.375,-,-
'[14:11:53.864]',0.438,-,0.874,74.375,-,-
'[14:11:53.872]',0.445,-,0.874,73.281,-,-
'[14:11:53.880]',0.453,-,0.890,72.552,-,-
'[14:11:53.888]',0.461,-,0.890,72.552,-,-
'[14:11:53.896]',0.469,-,0.890,71.823,-,-
'[14:11:53.904]',0.477,-,0.890,71.823,-,-
'[14:11:53.912]',0.477,-,0.898,71.094,-,-
'[14:11:53.920]',0.484,-,0.898,71.823,-,-
'[14:11:53.928]',0.484,-,0.906,72.552,-,-
'[14:11:53.936]',0.500,-,0.906,74.375,-,-
'[14:11:53.944]',0.500,-,0.906,78.750,-,-
'[14:11:53.952]',0.516,-,0.913,85.312,-,-
'[14:11:53.960]',0.516,-,0.921,93.698,-,-
'[14:11:53.968]',0.539,-,0.929,104.635,-,-
'[14:11:53.976]',0.547,-,0.929,115.573,-,-
'[14:11:53.984]',0.562,-,0.937,125.781,-,-
'[14:11:53.992]',0.562,-,0.929,134.531,-,-
'[14:11:54.000]',0.562,-,0.945,140.729,-,-
'[14:11:54.008]',0.539,-,0.929,144.375,-,-
'[14:11:54.016]',0.531,-,0.929,145.469,-,-
'[14:11:54.024]',0.516,-,0.921,144.375,-,-
'[14:11:54.032]',0.508,-,0.913,142.187,-,-
'[14:11:54.040]',0.500,-,0.906,138.906,-,-
'[14:11:54.048]',0.500,-,0.906,135.989,-,-
'[14:11:54.056]',0.500,-,0.890,133.437,-,-
'[14:11:54.064]',0.500,-,0.890,131.250,-,-
'[14:11:54.072]',0.492,-,0.890,130.521,-,-
'[14:11:54.080]',0.492,-,0.890,129.792,-,-
'[14:11:54.088]',0.492,-,0.882,129.792,-,-
'[14:11:54.096]',0.492,-,0.890,129.792,-,-
'[14:11:54.104]',0.500,-,0.890,129.792,-,-
'[14:11:54.112]',0.500,-,0.898,129.792,-,-
'[14:11:54.120]',0.516,-,0.906,129.062,-,-
'[14:11:54.128]',0.516,-,0.898,127.969,-,-
'[14:11:54.136]',0.531,-,0.906,127.239,-,-
'[14:11:54.144]',0.539,-,0.913,125.781,-,-
'[14:11:54.152]',0.547,-,0.921,123.594,-,-
'[14:11:54.160]',0.555,-,0.906,121.771,-,-
'[14:11:54.168]',0.547,-,0.906,119.583,-,-
'[14:11:54.176]',0.562,-,0.906,118.125,-,-
'[14:11:54.184]',0.570,-,0.906,115.573,-,-
'[14:11:54.192]',0.547,-,0.882,113.385,-,-
'[14:11:54.200]',0.539,-,0.866,110.833,-,-
'[14:11:54.208]',0.516,-,0.866,107.917,-,-
'[14:11:54.216]',0.492,-,0.850,103.906,-,-
'[14:11:54.224]',0.469,-,0.843,99.896,-,-
'[14:11:54.232]',0.461,-,0.835,96.250,-,-
'[14:11:54.240]',0.453,-,0.827,92.239,-,-
'[14:11:54.248]',0.445,-,0.827,88.229,-,-
'[14:11:54.256]',0.453,-,0.819,86.042,-,-
'[14:11:54.264]',0.445,-,0.835,83.489,-,-
'[14:11:54.272]',0.453,-,0.835,82.760,-,-
'[14:11:54.280]',0.438,-,0.835,82.031,-,-
'[14:11:54.288]',0.445,-,0.858,82.031,-,-
'[14:11:54.296]',0.500,-,0.890,82.760,-,-
'[14:11:54.304]',0.625,-,0.969,82.760,-,-
'[14:11:54.312]',0.844,-,1.055,83.489,-,-
'[14:11:54.320]',0.984,-,1.079,84.219,-,-
'[14:11:54.328]',0.891,-,0.913,85.312,-,-
'[14:11:54.336]',0.750,-,0.819,86.042,-,-
'[14:11:54.344]',0.586,-,0.748,86.042,-,-
'[14:11:54.352]',0.516,-,0.764,86.042,-,-
'[14:11:54.360]',0.461,-,0.795,85.312,-,-
'[14:11:54.368]',0.438,-,0.803,84.219,-,-
'[14:11:54.376]',0.406,-,0.803,83.489,-,-
'[14:11:54.384]',0.406,-,0.795,82.760,-,-
'[14:11:54.392]',0.398,-,0.803,82.031,-,-
'[14:11:54.400]',0.406,-,0.803,80.573,-,-
'[14:11:54.408]',0.406,-,0.795,79.844,-,-
'[14:11:54.416]',0.398,-,0.803,78.750,-,-
'[14:11:54.424]',0.398,-,0.811,78.021,-,-
'[14:11:54.432]',0.406,-,0.811,77.292,-,-
'[14:11:54.440]',0.406,-,0.811,76.562,-,-
'[14:11:54.448]',0.406,-,0.819,75.833,-,-
'[14:11:54.456]',0.406,-,0.811,75.833,-,-
'[14:11:54.464]',0.422,-,0.819,75.104,-,-
'[14:11:54.472]',0.430,-,0.811,75.104,-,-
'[14:11:54.480]',0.438,-,0.819,74.375,-,-
'[14:11:54.488]',0.445,-,0.819,73.281,-,-
'[14:11:54.496]',0.445,-,0.827,72.552,-,-
'[14:11:54.504]',0.445,-,0.819,72.552,-,-
'[14:11:54.512]',0.453,-,0.835,71.823,-,-
'[14:11:54.520]',0.461,-,0.835,71.094,-,-
'[14:11:54.528]',0.461,-,0.835,71.094,-,-
'[14:11:54.536]',0.477,-,0.835,71.094,-,-
