'Time','II','AVR','V','RESP','PLETH','ABP','CVP','UAP'
'[14:03:48.248]',0.520,0.490,0.450,0.179,1.433,63.614,37.004,111.073
'[14:03:48.256]',0.520,0.490,0.460,0.182,1.414,71.742,37.004,111.073
'[14:03:48.264]',0.540,0.480,0.470,0.185,1.393,79.166,37.004,111.073
'[14:03:48.272]',0.525,0.485,0.455,0.188,1.371,84.559,37.004,111.073
'[14:03:48.280]',0.530,0.480,0.470,0.191,1.350,87.802,37.004,110.971
'[14:03:48.288]',0.530,0.485,0.455,0.193,1.328,90.225,37.004,111.073
'[14:03:48.296]',0.530,0.470,0.465,0.196,1.307,93.038,37.004,111.073
'[14:03:48.304]',0.520,0.475,0.460,0.199,1.286,96.633,37.004,111.073
'[14:03:48.312]',0.515,0.480,0.450,0.201,1.266,100.384,37.004,111.073
'[14:03:48.320]',0.500,0.490,0.445,0.203,1.246,103.549,37.004,111.073
'[14:03:48.328]',0.500,0.485,0.445,0.206,1.227,105.737,37.004,111.073
'[14:03:48.336]',0.495,0.490,0.450,0.208,1.212,107.066,37.004,111.073
'[14:03:48.344]',0.480,0.495,0.455,0.211,1.201,107.926,37.004,111.073
'[14:03:48.352]',0.470,0.505,0.435,0.213,1.187,108.629,37.004,111.073
'[14:03:48.360]',0.480,0.495,0.455,0.215,1.171,109.254,37.004,111.073
'[14:03:48.368]',0.470,0.505,0.445,0.217,1.154,109.684,37.004,111.073
'[14:03:48.376]',0.480,0.490,0.455,0.218,1.139,109.879,37.004,111.073
'[14:03:48.384]',0.475,0.495,0.445,0.220,1.124,109.801,37.004,111.073
'[14:03:48.392]',0.470,0.500,0.455,0.223,1.109,109.450,37.004,111.073
'[14:03:48.400]',0.470,0.505,0.450,0.226,1.097,108.824,37.004,111.073
'[14:03:48.408]',0.470,0.500,0.455,0.229,1.085,108.004,37.004,111.073
'[14:03:48.416]',0.465,0.505,0.455,0.233,1.075,107.066,37.004,111.073
'[14:03:48.424]',0.465,0.490,0.465,0.237,1.066,106.011,37.004,111.073
'[14:03:48.432]',0.470,0.495,0.450,0.241,1.063,104.682,37.004,111.073
'[14:03:48.440]',0.475,0.490,0.445,0.246,1.061,103.198,37.004,111.073
'[14:03:48.448]',0.470,0.490,0.445,0.250,1.055,101.439,37.004,111.073
'[14:03:48.456]',0.470,0.490,0.445,0.255,1.047,99.290,37.004,111.073
'[14:03:48.464]',0.480,0.485,0.445,0.261,1.037,96.867,37.004,111.073
'[14:03:48.472]',0.470,0.500,0.450,0.267,1.026,94.132,37.004,111.073
'[14:03:48.480]',0.475,0.490,0.440,0.273,1.021,91.006,37.004,111.117
'[14:03:48.488]',0.470,0.490,0.445,0.281,1.025,87.685,37.004,111.117
'[14:03:48.496]',0.475,0.490,0.445,0.288,1.050,84.168,37.004,111.117
'[14:03:48.504]',0.485,0.485,0.450,0.295,1.102,80.807,37.004,111.073
'[14:03:48.512]',0.480,0.490,0.460,0.302,1.186,77.760,37.004,111.073
'[14:03:48.520]',0.475,0.495,0.445,0.310,1.305,75.259,37.004,111.073
'[14:03:48.528]',0.485,0.485,0.455,0.319,1.455,73.383,37.004,111.073
'[14:03:48.536]',0.490,0.490,0.445,0.329,1.602,72.055,37.004,111.117
'[14:03:48.544]',0.495,0.480,0.465,0.339,1.751,71.039,37.004,111.117
'[14:03:48.552]',0.505,0.475,0.470,0.350,1.921,70.296,37.004,111.117
'[14:03:48.560]',0.515,0.465,0.480,0.362,2.093,69.671,37.004,111.073
'[14:03:48.568]',0.505,0.480,0.485,0.374,2.254,69.046,37.004,111.073
'[14:03:48.576]',0.500,0.470,0.480,0.385,2.398,68.499,37.004,111.117
'[14:03:48.584]',0.480,0.490,0.485,0.398,2.520,68.069,37.004,111.117
'[14:03:48.592]',0.475,0.485,0.500,0.408,2.620,67.795,37.004,111.117
'[14:03:48.600]',0.470,0.490,0.495,0.419,2.700,67.678,37.004,111.117
'[14:03:48.608]',0.480,0.485,0.490,0.429,2.761,67.600,37.004,111.117
'[14:03:48.616]',0.475,0.485,0.465,0.439,2.808,67.483,37.004,111.073
'[14:03:48.624]',0.465,0.490,0.445,0.449,2.844,67.287,37.004,111.073
'[14:03:48.632]',0.450,0.505,0.445,0.458,2.863,67.248,37.004,111.073
'[14:03:48.640]',0.445,0.515,0.445,0.467,2.873,67.131,37.004,111.073
'[14:03:48.648]',0.440,0.510,0.440,0.476,2.880,66.936,37.004,111.073
'[14:03:48.656]',0.430,0.520,0.435,0.483,2.882,66.662,37.004,111.073
'[14:03:48.664]',0.435,0.515,0.445,0.491,2.879,66.311,37.004,111.073
'[14:03:48.672]',0.440,0.515,0.440,0.497,2.870,65.881,37.004,111.073
'[14:03:48.680]',0.435,0.515,0.450,0.503,2.856,65.295,37.004,111.073
'[14:03:48.688]',0.445,0.515,0.440,0.508,2.837,64.787,37.004,111.117
'[14:03:48.696]',0.505,0.500,0.445,0.512,2.812,64.318,37.004,111.117
'[14:03:48.704]',0.675,0.395,0.450,0.515,2.783,63.810,37.004,111.073
'[14:03:48.712]',1.065,0.120,0.425,0.518,2.749,63.380,37.004,111.073
'[14:03:48.720]',1.265,-0.130,0.430,0.520,2.708,62.911,37.004,111.073
'[14:03:48.728]',1.155,-0.190,0.410,0.523,2.660,62.364,37.004,111.073
'[14:03:48.736]',0.595,0.205,0.530,0.524,2.612,61.739,37.004,111.073
'[14:03:48.744]',0.075,0.620,0.730,0.526,2.561,61.035,37.004,111.073
'[14:03:48.752]',0.005,0.725,0.630,0.526,2.501,60.488,37.004,111.073
'[14:03:48.760]',0.150,0.675,0.560,0.527,2.435,59.941,37.004,111.073
'[14:03:48.768]',0.280,0.610,0.485,0.528,2.365,59.433,37.004,111.117
'[14:03:48.776]',0.355,0.575,0.465,0.528,2.291,58.847,37.004,111.117
'[14:03:48.784]',0.380,0.570,0.445,0.528,2.217,58.300,37.004,111.117
'[14:03:48.792]',0.385,0.560,0.435,0.528,2.144,57.675,37.004,111.073
'[14:03:48.800]',0.395,0.560,0.425,0.528,2.073,57.245,37.004,111.073
'[14:03:48.808]',0.400,0.555,0.435,0.528,2.007,56.737,37.004,111.073
'[14:03:48.816]',0.405,0.560,0.440,0.527,1.946,56.307,37.004,111.073
'[14:03:48.824]',0.400,0.560,0.440,0.527,1.892,55.721,37.004,111.073
'[14:03:48.832]',0.410,0.555,0.435,0.526,1.849,55.252,37.004,111.073
'[14:03:48.840]',0.405,0.560,0.430,0.526,1.815,54.783,37.004,111.117
'[14:03:48.848]',0.410,0.555,0.445,0.525,1.783,54.354,37.004,111.117
'[14:03:48.856]',0.405,0.555,0.445,0.524,1.754,54.041,37.004,111.117
'[14:03:48.864]',0.405,0.560,0.435,0.523,1.729,53.689,37.004,111.117
'[14:03:48.872]',0.425,0.540,0.450,0.522,1.709,53.299,37.004,111.117
'[14:03:48.880]',0.420,0.545,0.450,0.521,1.691,52.908,37.004,111.117
'[14:03:48.888]',0.415,0.550,0.455,0.520,1.675,52.673,37.004,111.117
'[14:03:48.896]',0.420,0.540,0.445,0.519,1.662,52.361,37.004,111.117
'[14:03:48.904]',0.435,0.535,0.445,0.518,1.649,52.126,37.004,111.117
'[14:03:48.912]',0.445,0.530,0.460,0.517,1.635,51.814,37.004,111.117
'[14:03:48.920]',0.445,0.525,0.470,0.517,1.623,51.423,37.004,111.117
'[14:03:48.928]',0.450,0.520,0.465,0.516,1.610,51.071,37.004,111.117
'[14:03:48.936]',0.465,0.515,0.460,0.515,1.599,50.759,37.004,111.117
'[14:03:48.944]',0.470,0.510,0.470,0.514,1.589,50.602,37.004,111.117
'[14:03:48.952]',0.490,0.500,0.470,0.513,1.578,50.876,37.004,111.117
'[14:03:48.960]',0.500,0.495,0.470,0.512,1.565,51.853,37.004,111.073
'[14:03:48.968]',0.510,0.495,0.465,0.511,1.551,54.432,37.004,111.073
'[14:03:48.976]',0.525,0.480,0.485,0.509,1.537,59.316,37.004,111.117
'[14:03:48.984]',0.525,0.485,0.485,0.507,1.520,66.428,37.004,111.117
'[14:03:48.992]',0.530,0.470,0.495,0.505,1.502,74.555,37.004,111.073
'[14:03:49.000]',0.535,0.475,0.495,0.503,1.484,81.823,37.004,111.073
'[14:03:49.008]',0.530,0.485,0.500,0.501,1.465,86.864,37.004,111.073
'[14:03:49.016]',0.525,0.485,0.490,0.499,1.446,89.990,37.004,111.073
'[14:03:49.024]',0.525,0.485,0.505,0.496,1.426,92.608,37.004,111.073
'[14:03:49.032]',0.530,0.475,0.495,0.494,1.412,95.812,37.004,110.971
'[14:03:49.040]',0.525,0.475,0.495,0.491,1.398,99.603,37.004,110.971
'[14:03:49.048]',0.515,0.485,0.485,0.488,1.381,103.432,37.004,110.971
'[14:03:49.056]',0.495,0.490,0.480,0.485,1.364,106.441,37.004,111.073
'[14:03:49.064]',0.490,0.490,0.495,0.482,1.346,108.434,37.004,111.073
'[14:03:49.072]',0.480,0.495,0.495,0.479,1.328,109.567,37.004,111.073
'[14:03:49.080]',0.470,0.505,0.485,0.476,1.310,110.387,37.004,111.073
'[14:03:49.088]',0.475,0.500,0.495,0.473,1.291,111.169,37.004,111.073
'[14:03:49.096]',0.460,0.515,0.480,0.470,1.273,112.068,37.004,111.073
'[14:03:49.104]',0.455,0.515,0.485,0.467,1.254,112.615,37.004,111.073
'[14:03:49.112]',0.460,0.510,0.495,0.463,1.238,112.888,37.004,111.073
'[14:03:49.120]',0.455,0.515,0.490,0.460,1.221,112.693,37.004,111.073
'[14:03:49.128]',0.460,0.510,0.495,0.457,1.204,112.263,37.004,111.073
'[14:03:49.136]',0.465,0.515,0.500,0.453,1.194,111.638,37.004,111.073
'[14:03:49.144]',0.460,0.510,0.510,0.450,1.187,110.817,37.004,111.073
'[14:03:49.152]',0.460,0.510,0.500,0.447,1.177,109.801,37.004,111.073
'[14:03:49.160]',0.460,0.500,0.515,0.444,1.166,108.668,37.004,111.073
'[14:03:49.168]',0.460,0.505,0.505,0.443,1.155,107.418,37.004,110.971
'[14:03:49.176]',0.470,0.495,0.515,0.441,1.145,106.011,37.004,111.073
'[14:03:49.184]',0.460,0.505,0.500,0.441,1.134,104.448,37.004,111.073
'[14:03:49.192]',0.460,0.495,0.505,0.441,1.121,102.572,37.004,111.073
'[14:03:49.200]',0.465,0.505,0.500,0.441,1.109,100.384,37.004,111.073
'[14:03:49.208]',0.470,0.490,0.505,0.442,1.099,97.805,37.004,111.073
'[14:03:49.216]',0.470,0.490,0.500,0.444,1.095,94.914,37.004,111.073
'[14:03:49.224]',0.470,0.495,0.515,0.445,1.105,91.670,37.004,111.117
'[14:03:49.232]',0.470,0.500,0.500,0.447,1.128,88.193,37.004,111.117
'[14:03:49.240]',0.465,0.505,0.510,0.450,1.172,84.598,37.004,111.117
'[14:03:49.248]',0.475,0.490,0.520,0.452,1.247,81.315,37.004,111.117
'[14:03:49.256]',0.470,0.505,0.520,0.455,1.357,78.424,37.004,111.117
'[14:03:49.264]',0.495,0.485,0.520,0.459,1.499,76.197,37.004,111.117
'[14:03:49.272]',0.505,0.470,0.540,0.463,1.663,74.555,37.004,111.117
'[14:03:49.280]',0.515,0.475,0.540,0.468,1.842,73.305,37.004,111.073
'[14:03:49.288]',0.510,0.480,0.545,0.473,2.022,72.367,37.004,111.073
'[14:03:49.296]',0.500,0.470,0.550,0.477,2.196,71.625,37.004,110.971
'[14:03:49.304]',0.475,0.490,0.565,0.481,2.353,70.882,37.004,110.971
'[14:03:49.312]',0.465,0.495,0.575,0.485,2.490,70.257,37.004,110.971
'[14:03:49.320]',0.455,0.505,0.565,0.489,2.605,69.749,37.004,110.971
'[14:03:49.328]',0.470,0.490,0.555,0.493,2.700,69.437,37.004,110.971
'[14:03:49.336]',0.470,0.490,0.545,0.497,2.765,69.241,37.004,110.971
'[14:03:49.344]',0.450,0.495,0.530,0.501,2.812,69.163,37.004,110.927
'[14:03:49.352]',0.435,0.515,0.525,0.506,2.863,69.046,37.004,110.971
'[14:03:49.360]',0.430,0.520,0.530,0.511,2.911,68.811,37.004,110.971
'[14:03:49.368]',0.430,0.525,0.520,0.515,2.945,68.538,37.004,110.971
'[14:03:49.376]',0.420,0.535,0.525,0.519,2.969,68.225,37.004,110.971
'[14:03:49.384]',0.420,0.535,0.515,0.523,2.983,67.991,37.004,110.971
'[14:03:49.392]',0.420,0.530,0.525,0.526,2.990,67.874,37.004,110.971
'[14:03:49.400]',0.420,0.530,0.520,0.530,2.991,67.756,37.004,110.971
'[14:03:49.408]',0.420,0.525,0.525,0.532,2.986,67.483,37.004,110.971
'[14:03:49.416]',0.470,0.530,0.540,0.534,2.975,67.131,37.004,110.971
'[14:03:49.424]',0.635,0.430,0.550,0.534,2.957,66.740,37.004,110.971
'[14:03:49.432]',1.015,0.175,0.520,0.535,2.934,66.232,37.004,110.971
'[14:03:49.440]',1.270,-0.085,0.550,0.535,2.905,65.724,37.004,111.073
'[14:03:49.448]',1.280,-0.185,0.525,0.535,2.873,65.060,37.004,111.073
'[14:03:49.456]',0.690,0.135,0.640,0.534,2.837,64.318,37.004,111.073
'[14:03:49.464]',0.075,0.585,0.780,0.533,2.794,63.536,37.004,110.971
'[14:03:49.472]',-0.005,0.700,0.690,0.531,2.745,62.872,37.004,110.971
'[14:03:49.480]',0.135,0.675,0.605,0.530,2.689,62.169,37.004,110.971
'[14:03:49.488]',0.260,0.625,0.550,0.527,2.628,61.543,37.004,110.971
'[14:03:49.496]',0.330,0.600,0.530,0.524,2.560,60.879,37.004,110.971
'[14:03:49.504]',0.360,0.585,0.525,0.521,2.488,60.254,37.004,110.971
'[14:03:49.512]',0.375,0.580,0.530,0.517,2.413,59.629,37.004,110.971
'[14:03:49.520]',0.375,0.580,0.520,0.514,2.335,59.004,37.004,110.971
'[14:03:49.528]',0.385,0.575,0.525,0.510,2.259,58.417,37.004,110.971
'[14:03:49.536]',0.380,0.570,0.520,0.505,2.193,57.909,37.004,110.927
'[14:03:49.544]',0.390,0.565,0.520,0.501,2.134,57.480,37.004,110.971
'[14:03:49.552]',0.385,0.575,0.520,0.497,2.073,57.128,37.004,110.971
'[14:03:49.560]',0.400,0.560,0.530,0.492,2.015,56.737,37.004,110.927
'[14:03:49.568]',0.400,0.560,0.525,0.488,1.960,56.307,37.004,110.927
'[14:03:49.576]',0.400,0.560,0.535,0.484,1.911,55.877,37.004,110.927
'[14:03:49.584]',0.405,0.555,0.530,0.479,1.869,55.487,37.004,110.927
'[14:03:49.592]',0.410,0.555,0.535,0.474,1.833,55.096,37.004,110.927
'[14:03:49.600]',0.400,0.560,0.525,0.468,1.803,54.783,37.004,110.927
'[14:03:49.608]',0.420,0.545,0.540,0.463,1.776,54.471,37.004,110.927
'[14:03:49.616]',0.420,0.555,0.540,0.458,1.754,54.119,37.004,110.927
'[14:03:49.624]',0.425,0.545,0.545,0.453,1.734,53.728,37.004,110.971
'[14:03:49.632]',0.445,0.535,0.545,0.448,1.718,53.299,37.004,110.971
'[14:03:49.640]',0.445,0.535,0.550,0.443,1.706,52.869,37.004,110.927
'[14:03:49.648]',0.455,0.525,0.540,0.438,1.691,52.439,37.004,110.971
'[14:03:49.656]',0.465,0.515,0.555,0.433,1.676,52.048,37.004,110.971
'[14:03:49.664]',0.480,0.510,0.550,0.428,1.661,51.931,37.004,110.971
'[14:03:49.672]',0.485,0.510,0.555,0.423,1.645,52.283,37.004,110.971
'[14:03:49.680]',0.495,0.505,0.555,0.417,1.629,53.846,37.004,110.971
'[14:03:49.688]',0.510,0.490,0.565,0.411,1.611,57.245,37.004,110.971
'[14:03:49.696]',0.520,0.490,0.565,0.405,1.592,63.185,37.004,110.927
'[14:03:49.704]',0.525,0.490,0.565,0.399,1.574,71.195,37.004,110.927
'[14:03:49.712]',0.530,0.480,0.570,0.393,1.554,79.557,37.004,110.927
'[14:03:49.720]',0.540,0.465,0.575,0.387,1.535,86.317,37.004,110.927
'[14:03:49.728]',0.540,0.470,0.580,0.382,1.514,90.693,37.004,110.927
'[14:03:49.736]',0.540,0.465,0.575,0.377,1.498,93.507,37.004,110.927
'[14:03:49.744]',0.535,0.470,0.580,0.371,1.482,96.242,37.004,110.927
'[14:03:49.752]',0.530,0.470,0.570,0.366,1.463,99.681,37.004,110.927
'[14:03:49.760]',0.520,0.475,0.575,0.359,1.443,103.627,37.004,110.927
'[14:03:49.768]',0.510,0.480,0.565,0.353,1.421,107.300,37.004,110.927
'[14:03:49.776]',0.500,0.475,0.565,0.347,1.400,110.075,37.004,110.927
'[14:03:49.784]',0.490,0.490,0.555,0.340,1.378,111.872,37.004,110.927
'[14:03:49.792]',0.480,0.490,0.560,0.334,1.357,113.005,37.004,110.927
'[14:03:49.800]',0.470,0.495,0.545,0.328,1.335,113.943,37.004,110.927
'[14:03:49.808]',0.470,0.500,0.560,0.320,1.315,114.803,37.004,110.927
'[14:03:49.816]',0.455,0.510,0.550,0.314,1.295,115.545,37.004,110.971
'[14:03:49.824]',0.450,0.500,0.555,0.306,1.277,116.131,37.004,110.927
'[14:03:49.832]',0.455,0.505,0.545,0.298,1.263,116.366,37.004,110.927
'[14:03:49.840]',0.450,0.515,0.555,0.290,1.252,116.288,37.004,110.927
'[14:03:49.848]',0.450,0.515,0.550,0.283,1.239,116.014,37.004,110.927
'[14:03:49.856]',0.455,0.510,0.560,0.275,1.224,115.389,37.004,110.927
'[14:03:49.864]',0.460,0.505,0.555,0.267,1.209,114.490,37.004,110.927
'[14:03:49.872]',0.460,0.510,0.550,0.260,1.195,113.513,37.004,110.876
'[14:03:49.880]',0.460,0.505,0.560,0.252,1.181,112.263,37.004,110.876
'[14:03:49.888]',0.465,0.510,0.555,0.245,1.168,110.934,37.004,110.876
'[14:03:49.896]',0.470,0.500,0.550,0.238,1.155,109.450,37.004,110.876
'[14:03:49.904]',0.470,0.505,0.560,0.231,1.142,107.730,37.004,110.876
'[14:03:49.912]',0.470,0.495,0.550,0.223,1.128,105.855,37.004,110.876
'[14:03:49.920]',0.470,0.500,0.550,0.216,1.114,103.862,37.004,110.876
'[14:03:49.928]',0.475,0.495,0.550,0.209,1.106,101.752,37.004,110.876
'[14:03:49.936]',0.470,0.500,0.550,0.201,1.106,99.290,37.004,110.876
'[14:03:49.944]',0.470,0.495,0.555,0.195,1.119,96.477,37.004,110.876
'[14:03:49.952]',0.470,0.500,0.545,0.188,1.153,93.233,37.004,110.927
'[14:03:49.960]',0.470,0.495,0.550,0.181,1.216,89.599,37.004,110.927
'[14:03:49.968]',0.465,0.505,0.540,0.174,1.312,85.926,37.004,110.927
'[14:03:49.976]',0.470,0.495,0.555,0.167,1.442,82.488,37.004,110.927
'[14:03:49.984]',0.490,0.485,0.555,0.160,1.600,79.479,37.004,110.927
'[14:03:49.992]',0.510,0.475,0.565,0.152,1.778,77.173,37.004,110.927
'[14:03:50.000]',0.515,0.470,0.560,0.146,1.965,75.298,37.004,110.927
'[14:03:50.008]',0.520,0.465,0.570,0.139,2.148,73.852,37.004,110.927
'[14:03:50.016]',0.500,0.480,0.565,0.133,2.318,72.758,37.004,110.927
'[14:03:50.024]',0.485,0.480,0.580,0.126,2.469,71.820,37.004,110.927
'[14:03:50.032]',0.465,0.495,0.580,0.120,2.585,71.000,37.004,110.927
'[14:03:50.040]',0.460,0.495,0.585,0.115,2.673,70.374,37.004,110.927
'[14:03:50.048]',0.460,0.490,0.565,0.110,2.756,69.866,37.004,110.927
'[14:03:50.056]',0.470,0.500,0.565,0.105,2.828,69.437,37.004,110.927
'[14:03:50.064]',0.460,0.490,0.535,0.100,2.890,69.124,37.004,110.927
'[14:03:50.072]',0.455,0.500,0.530,0.094,2.939,68.850,37.004,110.927
'[14:03:50.080]',0.440,0.515,0.525,0.088,2.979,68.616,37.004,110.927
'[14:03:50.088]',0.440,0.515,0.530,0.083,3.012,68.421,37.004,110.927
'[14:03:50.096]',0.435,0.520,0.525,0.077,3.035,68.303,37.004,110.927
'[14:03:50.104]',0.425,0.530,0.530,0.072,3.051,68.108,37.004,110.876
'[14:03:50.112]',0.420,0.530,0.520,0.067,3.060,67.874,37.004,110.927
'[14:03:50.120]',0.420,0.535,0.520,0.062,3.061,67.561,37.004,110.927
'[14:03:50.128]',0.425,0.525,0.515,0.057,3.052,67.131,37.004,110.927
'[14:03:50.136]',0.420,0.530,0.520,0.052,3.037,66.623,37.004,110.927
'[14:03:50.144]',0.535,0.495,0.545,0.048,3.020,66.037,37.004,110.927
'[14:03:50.152]',0.835,0.310,0.530,0.043,2.997,65.568,37.004,110.927
'[14:03:50.160]',1.185,0.030,0.535,0.038,2.970,64.982,37.004,110.927
'[14:03:50.168]',1.305,-0.185,0.545,0.033,2.937,64.435,37.004,110.971
'[14:03:50.176]',1.035,-0.205,0.535,0.028,2.900,64.005,37.004,110.927
'[14:03:50.184]',0.250,0.405,0.715,0.023,2.857,63.497,37.004,110.927
'[14:03:50.192]',-0.015,0.665,0.745,0.018,2.808,62.911,37.004,110.927
'[14:03:50.200]',0.085,0.685,0.605,0.014,2.753,62.247,37.004,110.876
'[14:03:50.208]',0.225,0.625,0.545,0.009,2.691,61.543,37.004,110.876
'[14:03:50.216]',0.310,0.600,0.510,0.004,2.625,60.879,37.004,110.876
'[14:03:50.224]',0.345,0.590,0.515,0.000,2.552,60.176,37.004,110.876
'[14:03:50.232]',0.365,0.585,0.500,-0.003,2.483,59.551,37.004,110.876
'[14:03:50.240]',0.375,0.575,0.500,-0.007,2.414,58.925,37.004,110.876
'[14:03:50.248]',0.380,0.575,0.495,-0.010,2.339,58.378,37.004,110.876
'[14:03:50.256]',0.385,0.575,0.500,-0.013,2.261,57.870,37.004,110.876
'[14:03:50.264]',0.400,0.565,0.495,-0.016,2.182,57.362,37.004,110.876
'[14:03:50.272]',0.400,0.560,0.510,-0.019,2.106,56.972,37.004,110.876
'[14:03:50.280]',0.405,0.560,0.500,-0.022,2.032,56.620,37.004,110.876
'[14:03:50.288]',0.410,0.555,0.510,-0.024,1.965,56.190,37.004,110.876
'[14:03:50.296]',0.410,0.555,0.505,-0.027,1.904,55.721,37.004,110.876
'[14:03:50.304]',0.405,0.565,0.515,-0.029,1.851,55.291,37.004,110.876
'[14:03:50.312]',0.410,0.560,0.510,-0.032,1.804,54.940,37.004,110.876
'[14:03:50.320]',0.420,0.540,0.520,-0.034,1.763,54.549,37.004,110.876
'[14:03:50.328]',0.425,0.545,0.515,-0.037,1.732,54.236,37.004,110.876
'[14:03:50.336]',0.435,0.540,0.520,-0.040,1.707,53.924,37.004,110.927
'[14:03:50.344]',0.445,0.535,0.525,-0.042,1.681,53.533,37.004,110.927
'[14:03:50.352]',0.450,0.535,0.520,-0.045,1.658,53.181,37.004,110.876
'[14:03:50.360]',0.465,0.520,0.525,-0.047,1.636,52.791,37.004,110.876
'[14:03:50.368]',0.470,0.530,0.520,-0.048,1.617,52.439,37.004,110.876
'[14:03:50.376]',0.475,0.515,0.530,-0.050,1.598,52.126,37.004,110.876
'[14:03:50.384]',0.490,0.520,0.525,-0.051,1.580,51.853,37.004,110.876
'[14:03:50.392]',0.505,0.505,0.535,-0.052,1.562,51.814,37.004,110.876
'[14:03:50.400]',0.515,0.495,0.535,-0.053,1.544,52.478,37.004,110.927
'[14:03:50.408]',0.530,0.490,0.540,-0.054,1.527,54.666,37.004,110.927
'[14:03:50.416]',0.540,0.480,0.540,-0.055,1.508,59.238,37.004,110.927
'[14:03:50.424]',0.545,0.480,0.545,-0.056,1.489,66.428,37.004,110.927
'[14:03:50.432]',0.550,0.470,0.545,-0.056,1.473,75.063,37.004,110.927
'[14:03:50.440]',0.565,0.460,0.555,-0.057,1.459,82.996,37.004,110.876
'[14:03:50.448]',0.550,0.465,0.540,-0.058,1.442,88.622,37.004,110.876
'[14:03:50.456]',0.550,0.460,0.545,-0.059,1.422,92.061,37.004,110.876
'[14:03:50.464]',0.555,0.465,0.540,-0.061,1.402,94.562,37.004,110.876
'[14:03:50.472]',0.550,0.455,0.545,-0.063,1.381,97.571,37.004,110.876
'[14:03:50.480]',0.535,0.465,0.535,-0.066,1.360,101.322,37.004,110.927
'[14:03:50.488]',0.530,0.465,0.540,-0.068,1.336,105.308,37.004,110.927
'[14:03:50.496]',0.510,0.480,0.525,-0.071,1.313,108.746,37.004,110.927
'[14:03:50.504]',0.500,0.485,0.520,-0.074,1.290,111.169,37.004,110.876
'[14:03:50.512]',0.490,0.490,0.530,-0.077,1.270,112.810,37.004,110.876
'[14:03:50.520]',0.475,0.490,0.520,-0.080,1.249,113.865,37.004,110.876
'[14:03:50.528]',0.470,0.495,0.525,-0.082,1.235,114.686,37.004,110.876
'[14:03:50.536]',0.460,0.500,0.520,-0.084,1.224,115.506,37.004,110.876
'[14:03:50.544]',0.460,0.495,0.525,-0.087,1.209,116.131,37.004,110.876
'[14:03:50.552]',0.455,0.510,0.520,-0.090,1.193,116.444,37.004,110.876
'[14:03:50.560]',0.450,0.505,0.520,-0.094,1.177,116.444,37.004,110.876
'[14:03:50.568]',0.460,0.505,0.520,-0.097,1.161,116.053,37.004,110.876
'[14:03:50.576]',0.455,0.505,0.525,-0.100,1.146,115.506,37.004,110.876
'[14:03:50.584]',0.470,0.495,0.520,-0.102,1.130,114.803,37.004,110.825
'[14:03:50.592]',0.465,0.500,0.535,-0.105,1.115,113.943,37.004,110.876
'[14:03:50.600]',0.465,0.510,0.525,-0.107,1.101,112.810,37.004,110.876
'[14:03:50.608]',0.470,0.495,0.530,-0.109,1.087,111.442,37.004,110.927
'[14:03:50.616]',0.470,0.505,0.525,-0.111,1.074,109.918,37.004,110.927
'[14:03:50.624]',0.475,0.495,0.535,-0.112,1.061,108.316,37.004,110.927
'[14:03:50.632]',0.470,0.510,0.530,-0.114,1.052,106.480,37.004,110.927
'[14:03:50.640]',0.480,0.490,0.540,-0.115,1.046,104.487,37.004,110.876
'[14:03:50.648]',0.460,0.510,0.525,-0.116,1.037,102.182,37.004,110.876
'[14:03:50.656]',0.455,0.515,0.535,-0.117,1.031,99.564,37.004,110.927
'[14:03:50.664]',0.470,0.505,0.525,-0.117,1.035,96.633,37.004,110.927
'[14:03:50.672]',0.455,0.510,0.530,-0.118,1.058,93.429,37.004,110.876
'[14:03:50.680]',0.460,0.515,0.520,-0.118,1.108,89.990,37.004,110.876
'[14:03:50.688]',0.450,0.510,0.525,-0.118,1.193,86.317,37.004,110.927
'[14:03:50.696]',0.450,0.505,0.520,-0.117,1.313,82.683,37.004,110.927
'[14:03:50.704]',0.455,0.505,0.525,-0.117,1.466,79.440,37.004,110.927
'[14:03:50.712]',0.450,0.515,0.520,-0.117,1.643,76.822,37.004,110.876
'[14:03:50.720]',0.455,0.510,0.520,-0.116,1.833,74.946,37.004,110.927
'[14:03:50.728]',0.460,0.505,0.525,-0.115,1.999,73.539,37.004,110.927
'[14:03:50.736]',0.460,0.505,0.520,-0.114,2.148,72.484,37.004,110.876
'[14:03:50.744]',0.485,0.490,0.535,-0.113,2.302,71.547,37.004,110.876
'[14:03:50.752]',0.495,0.480,0.540,-0.112,2.445,70.726,37.004,110.876
'[14:03:50.760]',0.500,0.480,0.540,-0.110,2.570,69.984,37.004,110.876
'[14:03:50.768]',0.495,0.480,0.535,-0.109,2.675,69.437,37.004,110.876
'[14:03:50.776]',0.490,0.480,0.550,-0.108,2.762,69.007,37.004,110.876
'[14:03:50.784]',0.470,0.490,0.545,-0.108,2.833,68.694,37.004,110.876
