'Time','I','II','III','AVR','V','RESP','PLETH','ABP','CVP','IC1','ICP'
'[15:27:19.176]',-,0.330,-,0.770,1.025,0.206,2.128,69.984,-,7.434,-
'[15:27:19.184]',-,0.335,-,0.770,1.010,0.209,2.114,69.456,-,7.620,-
'[15:27:19.192]',-,0.330,-,0.765,1.025,0.211,2.098,69.046,-,7.747,-
'[15:27:19.200]',-,0.345,-,0.760,1.005,0.214,2.083,68.518,-,7.805,-
'[15:27:19.208]',-,0.330,-,0.775,1.020,0.216,2.070,68.050,-,7.874,-
'[15:27:19.216]',-,0.340,-,0.770,1.010,0.218,2.061,67.522,-,7.805,-
'[15:27:19.224]',-,0.330,-,0.775,1.025,0.221,2.053,67.053,-,7.688,-
'[15:27:19.232]',-,0.345,-,0.765,1.005,0.223,2.042,66.526,-,7.561,-
'[15:27:19.240]',-,0.330,-,0.775,1.020,0.226,2.034,66.057,-,7.375,-
'[15:27:19.248]',-,0.345,-,0.760,1.000,0.229,2.030,65.529,-,7.248,-
'[15:27:19.256]',-,0.330,-,0.775,1.020,0.232,2.022,65.060,-,7.121,-
'[15:27:19.264]',-,0.340,-,0.765,1.000,0.235,2.014,64.591,-,6.994,-
'[15:27:19.272]',-,0.335,-,0.775,1.020,0.238,2.014,64.240,-,6.994,-
'[15:27:19.280]',-,0.350,-,0.765,1.000,0.241,2.007,64.005,-,6.994,-
'[15:27:19.288]',-,0.340,-,0.780,1.020,0.244,1.998,64.240,-,7.121,-
'[15:27:19.296]',-,0.350,-,0.775,1.000,0.246,1.987,65.471,-,7.375,-
'[15:27:19.304]',-,0.350,-,0.790,1.020,0.248,1.972,68.518,-,7.620,-
'[15:27:19.312]',-,0.360,-,0.775,1.005,0.250,1.958,73.969,-,8.001,-
'[15:27:19.320]',-,0.355,-,0.780,1.015,0.252,1.942,81.530,-,8.372,-
'[15:27:19.328]',-,0.375,-,0.765,1.020,0.254,1.928,89.971,-,8.684,-
'[15:27:19.336]',-,0.380,-,0.775,1.000,0.256,1.917,97.649,-,8.870,-
'[15:27:19.344]',-,0.400,-,0.770,1.010,0.258,1.905,103.745,-,8.997,-
'[15:27:19.352]',-,0.405,-,0.775,0.980,0.259,1.896,108.024,-,8.938,-
'[15:27:19.360]',-,0.420,-,0.780,0.995,0.260,1.890,111.247,-,8.938,-
'[15:27:19.368]',-,0.425,-,0.775,0.970,0.261,1.880,113.709,-,8.938,-
'[15:27:19.376]',-,0.430,-,0.795,0.975,0.262,1.865,115.878,-,8.997,-
'[15:27:19.384]',-,0.440,-,0.790,0.950,0.262,1.848,117.929,-,9.183,-
'[15:27:19.392]',-,0.445,-,0.800,0.960,0.262,1.834,120.098,-,9.310,-
'[15:27:19.400]',-,0.455,-,0.790,0.930,0.261,1.824,122.325,-,9.437,-
'[15:27:19.408]',-,0.445,-,0.805,0.940,0.259,1.812,124.318,-,9.437,-
'[15:27:19.416]',-,0.435,-,0.800,0.925,0.258,1.801,126.018,-,9.437,-
'[15:27:19.424]',-,0.425,-,0.815,0.945,0.254,1.791,127.307,-,9.310,-
'[15:27:19.432]',-,0.430,-,0.800,0.930,0.251,1.780,128.245,-,9.183,-
'[15:27:19.440]',-,0.405,-,0.810,0.955,0.248,1.772,128.890,-,9.056,-
'[15:27:19.448]',-,0.400,-,0.800,0.950,0.246,1.765,129.359,-,8.870,-
'[15:27:19.456]',-,0.385,-,0.805,0.975,0.243,1.759,129.710,-,8.743,-
'[15:27:19.464]',-,0.380,-,0.790,0.960,0.240,1.752,130.121,-,8.626,-
'[15:27:19.472]',-,0.370,-,0.795,0.990,0.237,1.749,130.531,-,8.499,-
'[15:27:19.480]',-,0.375,-,0.780,0.980,0.234,1.747,130.941,-,8.430,-
'[15:27:19.488]',-,0.370,-,0.780,1.005,0.231,1.746,131.176,-,8.372,-
'[15:27:19.496]',-,0.375,-,0.765,0.980,0.227,1.749,131.351,-,8.313,-
'[15:27:19.504]',-,0.370,-,0.770,0.990,0.225,1.751,131.234,-,8.313,-
'[15:27:19.512]',-,0.380,-,0.750,0.980,0.222,1.748,130.883,-,8.245,-
'[15:27:19.520]',-,0.385,-,0.755,0.995,0.219,1.744,130.062,-,8.245,-
'[15:27:19.528]',-,0.395,-,0.730,0.985,0.216,1.742,128.890,-,8.186,-
'[15:27:19.536]',-,0.385,-,0.740,0.975,0.214,1.741,127.249,-,8.059,-
'[15:27:19.544]',-,0.400,-,0.720,0.985,0.212,1.740,125.138,-,8.001,-
'[15:27:19.552]',-,0.405,-,0.725,0.965,0.210,1.743,122.442,-,7.874,-
'[15:27:19.560]',-,0.400,-,0.710,0.975,0.208,1.744,119.160,-,7.747,-
'[15:27:19.568]',-,0.410,-,0.715,0.960,0.206,1.745,115.233,-,7.561,-
'[15:27:19.576]',-,0.405,-,0.705,0.975,0.205,1.752,110.720,-,7.375,-
'[15:27:19.584]',-,0.420,-,0.705,0.950,0.204,1.755,105.796,-,7.248,-
'[15:27:19.592]',-,0.415,-,0.710,0.965,0.203,1.757,100.873,-,7.121,-
'[15:27:19.600]',-,0.425,-,0.700,0.945,0.203,1.761,96.535,-,7.063,-
'[15:27:19.608]',-,0.410,-,0.710,0.960,0.203,1.762,93.429,-,7.063,-
'[15:27:19.616]',-,0.420,-,0.695,0.940,0.204,1.763,91.788,-,7.121,-
'[15:27:19.624]',-,0.410,-,0.705,0.950,0.204,1.763,91.436,-,7.248,-
'[15:27:19.632]',-,0.420,-,0.695,0.935,0.205,1.769,91.671,-,7.375,-
'[15:27:19.640]',-,0.400,-,0.705,0.950,0.206,1.782,92.022,-,7.434,-
'[15:27:19.648]',-,0.415,-,0.695,0.940,0.207,1.798,92.139,-,7.493,-
'[15:27:19.656]',-,0.400,-,0.705,0.950,0.207,1.818,91.788,-,7.375,-
'[15:27:19.664]',-,0.415,-,0.700,0.935,0.208,1.841,91.202,-,7.307,-
'[15:27:19.672]',-,0.410,-,0.705,0.970,0.210,1.868,90.322,-,7.180,-
'[15:27:19.680]',-,0.445,-,0.680,0.955,0.211,1.900,89.326,-,7.180,-
'[15:27:19.688]',-,0.455,-,0.670,0.975,0.213,1.932,88.388,-,7.248,-
'[15:27:19.696]',-,0.480,-,0.655,0.960,0.215,1.960,87.626,-,7.375,-
'[15:27:19.704]',-,0.485,-,0.655,0.945,0.216,1.986,87.040,-,7.493,-
'[15:27:19.712]',-,0.495,-,0.645,0.890,0.218,2.013,86.747,-,7.493,-
'[15:27:19.720]',-,0.480,-,0.665,0.885,0.220,2.038,86.571,-,7.434,-
'[15:27:19.728]',-,0.490,-,0.645,0.880,0.222,2.064,86.337,-,7.375,-
'[15:27:19.736]',-,0.495,-,0.655,0.895,0.224,2.085,85.985,-,7.180,-
'[15:27:19.744]',-,0.480,-,0.660,0.900,0.225,2.109,85.458,-,7.063,-
'[15:27:19.752]',-,0.445,-,0.675,0.915,0.226,2.133,84.754,-,6.936,-
'[15:27:19.760]',-,0.420,-,0.690,0.925,0.228,2.154,83.875,-,6.809,-
'[15:27:19.768]',-,0.385,-,0.725,0.945,0.230,2.178,82.879,-,6.750,-
'[15:27:19.776]',-,0.375,-,0.730,0.960,0.231,2.198,81.882,-,6.682,-
'[15:27:19.784]',-,0.370,-,0.740,0.950,0.233,2.215,80.944,-,6.682,-
'[15:27:19.792]',-,0.365,-,0.745,0.965,0.235,2.230,80.065,-,6.623,-
'[15:27:19.800]',-,0.370,-,0.735,0.955,0.237,2.243,79.303,-,6.496,-
'[15:27:19.808]',-,0.355,-,0.750,0.975,0.239,2.256,78.600,-,6.496,-
'[15:27:19.816]',-,0.360,-,0.745,0.960,0.241,2.269,78.014,-,6.438,-
'[15:27:19.824]',-,0.385,-,0.760,1.005,0.243,2.276,77.428,-,6.438,-
'[15:27:19.832]',-,0.405,-,0.720,1.040,0.245,2.276,76.783,-,6.438,-
'[15:27:19.840]',-,0.540,-,0.580,0.825,0.248,2.276,76.255,-,6.438,-
'[15:27:19.848]',-,0.650,-,0.440,0.570,0.250,2.273,75.728,-,6.369,-
'[15:27:19.856]',-,0.570,-,0.550,0.410,0.255,2.265,75.259,-,6.438,-
'[15:27:19.864]',-,0.415,-,0.690,0.375,0.259,2.255,74.731,-,6.496,-
'[15:27:19.872]',-,0.335,-,0.745,0.760,0.266,2.243,74.321,-,6.623,-
'[15:27:19.880]',-,0.345,-,0.735,0.890,0.272,2.232,73.852,-,6.867,-
'[15:27:19.888]',-,0.330,-,0.775,0.990,0.281,2.219,73.442,-,7.121,-
'[15:27:19.896]',-,0.330,-,0.770,1.000,0.290,2.203,73.032,-,7.434,-
'[15:27:19.904]',-,0.315,-,0.780,1.035,0.301,2.187,72.680,-,7.620,-
'[15:27:19.912]',-,0.330,-,0.770,1.020,0.311,2.172,72.387,-,7.805,-
'[15:27:19.920]',-,0.315,-,0.780,1.040,0.322,2.161,71.977,-,7.874,-
'[15:27:19.928]',-,0.330,-,0.765,1.030,0.332,2.156,71.625,-,7.874,-
'[15:27:19.936]',-,0.325,-,0.775,1.040,0.343,2.153,71.215,-,7.932,-
'[15:27:19.944]',-,0.335,-,0.760,1.030,0.354,2.152,70.804,-,7.932,-
'[15:27:19.952]',-,0.330,-,0.770,1.020,0.366,2.152,70.335,-,7.932,-
'[15:27:19.960]',-,0.335,-,0.760,1.040,0.380,2.148,69.984,-,8.001,-
'[15:27:19.968]',-,0.330,-,0.755,1.025,0.394,2.140,69.573,-,8.059,-
'[15:27:19.976]',-,0.325,-,0.775,1.045,0.409,2.127,69.163,-,8.186,-
'[15:27:19.984]',-,0.340,-,0.760,1.020,0.423,2.108,68.753,-,8.372,-
'[15:27:19.992]',-,0.335,-,0.765,1.040,0.437,2.089,68.225,-,8.499,-
'[15:27:20.000]',-,0.340,-,0.755,1.035,0.450,2.073,67.756,-,8.626,-
'[15:27:20.008]',-,0.330,-,0.770,1.045,0.462,2.056,67.229,-,8.626,-
'[15:27:20.016]',-,0.340,-,0.760,1.020,0.476,2.041,66.760,-,8.557,-
'[15:27:20.024]',-,0.330,-,0.770,1.035,0.490,2.030,66.350,-,8.430,-
'[15:27:20.032]',-,0.350,-,0.755,1.015,0.504,2.019,65.939,-,8.313,-
'[15:27:20.040]',-,0.340,-,0.770,1.030,0.519,2.010,65.588,-,8.186,-
'[15:27:20.048]',-,0.350,-,0.755,1.010,0.534,2.006,65.353,-,8.059,-
'[15:27:20.056]',-,0.345,-,0.765,1.020,0.549,2.004,65.471,-,8.059,-
'[15:27:20.064]',-,0.360,-,0.755,1.010,0.565,2.003,66.350,-,8.245,-
'[15:27:20.072]',-,0.360,-,0.765,1.030,0.581,2.002,68.870,-,8.557,-
'[15:27:20.080]',-,0.375,-,0.755,1.015,0.595,1.998,73.618,-,8.997,-
'[15:27:20.088]',-,0.375,-,0.765,1.035,0.610,1.990,80.769,-,9.437,-
'[15:27:20.096]',-,0.395,-,0.755,1.015,0.622,1.979,89.326,-,9.876,-
'[15:27:20.104]',-,0.390,-,0.760,1.025,0.635,1.968,97.356,-,10.189,-
'[15:27:20.112]',-,0.415,-,0.745,1.010,0.648,1.953,103.921,-,10.306,-
'[15:27:20.120]',-,0.415,-,0.760,1.020,0.661,1.936,108.610,-,10.306,-
'[15:27:20.128]',-,0.435,-,0.755,1.000,0.675,1.922,112.009,-,10.247,-
'[15:27:20.136]',-,0.435,-,0.765,0.995,0.688,1.908,114.471,-,10.247,-
'[15:27:20.144]',-,0.445,-,0.760,0.975,0.700,1.895,116.698,-,10.306,-
'[15:27:20.152]',-,0.455,-,0.775,0.970,0.713,1.883,118.691,-,10.433,-
'[15:27:20.160]',-,0.445,-,0.780,0.975,0.724,1.870,120.743,-,10.619,-
'[15:27:20.168]',-,0.460,-,0.775,0.950,0.735,1.860,122.853,-,10.746,-
'[15:27:20.176]',-,0.450,-,0.790,0.965,0.745,1.852,124.904,-,10.814,-
'[15:27:20.184]',-,0.455,-,0.780,0.950,0.755,1.842,126.721,-,10.814,-
'[15:27:20.192]',-,0.440,-,0.800,0.970,0.765,1.831,128.245,-,10.687,-
'[15:27:20.200]',-,0.430,-,0.785,0.955,0.775,1.816,129.300,-,10.501,-
'[15:27:20.208]',-,0.425,-,0.800,0.975,0.785,1.799,130.003,-,10.247,-
'[15:27:20.216]',-,0.415,-,0.790,0.960,0.795,1.784,130.531,-,10.062,-
'[15:27:20.224]',-,0.400,-,0.800,0.990,0.804,1.771,130.941,-,9.876,-
'[15:27:20.232]',-,0.395,-,0.780,0.975,0.813,1.764,131.351,-,9.681,-
'[15:27:20.240]',-,0.385,-,0.785,0.995,0.821,1.761,131.820,-,9.564,-
'[15:27:20.248]',-,0.390,-,0.765,0.980,0.829,1.757,132.231,-,9.495,-
'[15:27:20.256]',-,0.385,-,0.770,1.010,0.836,1.755,132.524,-,9.437,-
'[15:27:20.264]',-,0.390,-,0.755,0.995,0.844,1.754,132.817,-,9.437,-
'[15:27:20.272]',-,0.390,-,0.750,1.015,0.851,1.753,132.758,-,9.368,-
'[15:27:20.280]',-,0.405,-,0.730,0.995,0.859,1.756,132.465,-,9.368,-
'[15:27:20.288]',-,0.400,-,0.740,1.015,0.866,1.760,131.820,-,9.368,-
'[15:27:20.296]',-,0.415,-,0.725,0.995,0.873,1.759,130.765,-,9.310,-
'[15:27:20.304]',-,0.410,-,0.730,1.005,0.880,1.759,129.183,-,9.183,-
'[15:27:20.312]',-,0.425,-,0.715,0.985,0.887,1.761,127.131,-,9.056,-
'[15:27:20.320]',-,0.415,-,0.720,1.000,0.893,1.760,124.552,-,8.938,-
'[15:27:20.328]',-,0.430,-,0.700,0.990,0.899,1.759,121.504,-,8.811,-
'[15:27:20.336]',-,0.435,-,0.705,1.005,0.907,1.761,117.812,-,8.684,-
'[15:27:20.344]',-,0.450,-,0.680,1.010,0.915,1.762,113.533,-,8.557,-
'[15:27:20.352]',-,0.445,-,0.690,0.985,0.924,1.763,108.961,-,8.499,-
'[15:27:20.360]',-,0.450,-,0.680,0.990,0.933,1.763,104.390,-,8.499,-
'[15:27:20.368]',-,0.440,-,0.690,0.960,0.943,1.763,100.169,-,8.557,-
'[15:27:20.376]',-,0.445,-,0.685,0.975,0.953,1.763,97.122,-,8.684,-
'[15:27:20.384]',-,0.435,-,0.680,0.955,0.963,1.763,95.363,-,8.870,-
'[15:27:20.392]',-,0.430,-,0.690,0.980,0.974,1.769,94.718,-,9.056,-
'[15:27:20.400]',-,0.445,-,0.680,0.965,0.984,1.782,94.777,-,9.310,-
'[15:27:20.408]',-,0.430,-,0.695,0.980,0.994,1.795,95.011,-,9.368,-
'[15:27:20.416]',-,0.435,-,0.680,0.955,0.997,1.807,95.011,-,9.368,-
'[15:27:20.424]',-,0.415,-,0.700,0.970,1.000,1.819,94.601,-,9.310,-
'[15:27:20.432]',-,0.425,-,0.685,0.950,1.000,1.832,93.898,-,9.183,-
'[15:27:20.440]',-,0.435,-,0.695,0.975,1.000,1.848,92.960,-,9.183,-
'[15:27:20.448]',-,0.460,-,0.665,0.970,1.000,1.868,91.964,-,9.495,-
'[15:27:20.456]',-,0.470,-,0.665,0.995,1.000,1.891,91.084,-,9.935,-
'[15:27:20.464]',-,0.490,-,0.655,0.980,1.000,1.914,90.381,-,10.306,-
'[15:27:20.472]',-,0.495,-,0.650,0.965,1.000,1.941,89.854,-,10.189,-
'[15:27:20.480]',-,0.505,-,0.640,0.900,1.000,1.978,89.443,-,9.681,-
'[15:27:20.488]',-,0.495,-,0.655,0.910,1.000,2.018,89.033,-,8.938,-
'[15:27:20.496]',-,0.505,-,0.635,0.900,1.000,2.056,88.505,-,8.372,-
'[15:27:20.504]',-,0.500,-,0.650,0.910,1.000,2.091,87.861,-,8.186,-
'[15:27:20.512]',-,0.495,-,0.645,0.920,1.000,2.117,87.099,-,8.372,-
'[15:27:20.520]',-,0.455,-,0.675,0.940,1.000,2.137,86.278,-,8.626,-
'[15:27:20.528]',-,0.435,-,0.685,0.950,1.000,2.153,85.340,-,8.684,-
'[15:27:20.536]',-,0.400,-,0.720,0.970,1.000,2.165,84.461,-,8.499,-
'[15:27:20.544]',-,0.385,-,0.730,0.975,1.000,2.174,83.582,-,8.186,-
'[15:27:20.552]',-,0.370,-,0.735,0.960,1.000,2.185,82.761,-,7.932,-
'[15:27:20.560]',-,0.375,-,0.730,0.985,1.000,2.196,81.882,-,7.688,-
'[15:27:20.568]',-,0.360,-,0.745,0.970,1.000,2.207,81.062,-,7.493,-
'[15:27:20.576]',-,0.365,-,0.740,0.980,1.000,2.220,80.241,-,7.180,-
'[15:27:20.584]',-,0.360,-,0.755,0.960,1.000,2.233,79.479,-,6.809,-
'[15:27:20.592]',-,0.395,-,0.750,1.000,1.000,2.245,78.776,-,6.438,-
'[15:27:20.600]',-,0.410,-,0.720,1.030,1.000,2.254,78.248,-,6.184,-
'[15:27:20.608]',-,0.555,-,0.565,0.800,1.000,2.262,77.721,-,6.242,-
'[15:27:20.616]',-,0.650,-,0.440,0.560,1.000,2.266,77.193,-,6.682,-
'[15:27:20.624]',-,0.575,-,0.550,0.385,1.000,2.268,76.607,-,7.248,-
'[15:27:20.632]',-,0.415,-,0.690,0.370,1.000,2.269,76.021,-,7.747,-
'[15:27:20.640]',-,0.355,-,0.730,0.745,1.000,2.263,75.493,-,8.059,-
'[15:27:20.648]',-,0.360,-,0.745,0.885,1.000,2.254,74.966,-,8.059,-
'[15:27:20.656]',-,0.330,-,0.775,0.975,1.000,2.243,74.497,-,7.874,-
'[15:27:20.664]',-,0.325,-,0.775,0.980,1.000,2.232,74.087,-,7.620,-
'[15:27:20.672]',-,0.315,-,0.785,1.010,1.000,2.219,73.794,-,7.434,-
'[15:27:20.680]',-,0.320,-,0.775,0.995,1.000,2.203,73.442,-,7.375,-
'[15:27:20.688]',-,0.315,-,0.785,1.010,1.000,2.184,73.032,-,7.434,-
'[15:27:20.696]',-,0.325,-,0.780,1.000,1.000,2.167,72.680,-,7.688,-
'[15:27:20.704]',-,0.320,-,0.785,1.020,1.000,2.152,72.152,-,8.001,-
'[15:27:20.712]',-,0.330,-,0.775,1.010,1.000,2.140,71.684,-,8.499,-
'[15:27:20.720]',-,0.325,-,0.780,1.020,0.987,2.133,71.156,-,8.997,-
'[15:27:20.728]',-,0.335,-,0.770,1.000,0.974,2.130,70.687,-,9.564,-
'[15:27:20.736]',-,0.330,-,0.780,1.010,0.961,2.128,70.218,-,9.935,-
'[15:27:20.744]',-,0.330,-,0.770,1.000,0.948,2.127,69.808,-,10.120,-
'[15:27:20.752]',-,0.330,-,0.780,0.995,0.935,2.127,69.280,-,10.120,-
'[15:27:20.760]',-,0.335,-,0.775,1.010,0.923,2.123,68.812,-,9.935,-
'[15:27:20.768]',-,0.330,-,0.775,0.995,0.910,2.112,68.225,-,9.622,-
'[15:27:20.776]',-,0.325,-,0.780,1.015,0.898,2.097,67.698,-,9.183,-
'[15:27:20.784]',-,0.335,-,0.770,1.000,0.888,2.080,67.170,-,8.743,-
'[15:27:20.792]',-,0.330,-,0.780,1.015,0.878,2.065,66.643,-,8.313,-
'[15:27:20.800]',-,0.340,-,0.770,0.995,0.869,2.052,66.233,-,8.001,-
'[15:27:20.808]',-,0.335,-,0.780,1.010,0.860,2.039,65.822,-,7.805,-
'[15:27:20.816]',-,0.345,-,0.775,0.995,0.851,2.032,65.471,-,7.688,-
'[15:27:20.824]',-,0.335,-,0.780,1.005,0.842,2.029,65.529,-,7.688,-
'[15:27:20.832]',-,0.350,-,0.770,0.995,0.832,2.027,66.467,-,7.805,-
'[15:27:20.840]',-,0.350,-,0.780,1.015,0.823,2.026,69.046,-,8.118,-
'[15:27:20.848]',-,0.360,-,0.775,1.005,0.813,2.026,73.911,-,8.499,-
'[15:27:20.856]',-,0.355,-,0.785,1.020,0.804,2.020,81.062,-,8.870,-
'[15:27:20.864]',-,0.375,-,0.770,1.005,0.795,2.007,89.385,-,9.310,-
'[15:27:20.872]',-,0.375,-,0.780,1.015,0.786,1.994,97.239,-,9.564,-
'[15:27:20.880]',-,0.400,-,0.775,0.995,0.777,1.978,103.628,-,9.749,-
'[15:27:20.888]',-,0.400,-,0.780,0.995,0.768,1.958,108.317,-,9.808,-
'[15:27:20.896]',-,0.420,-,0.775,0.970,0.759,1.938,111.658,-,9.749,-
'[15:27:20.904]',-,0.420,-,0.795,0.975,0.750,1.923,114.295,-,9.681,-
'[15:27:20.912]',-,0.435,-,0.785,0.950,0.740,1.908,116.522,-,9.681,-
'[15:27:20.920]',-,0.435,-,0.800,0.945,0.731,1.895,118.632,-,9.681,-
'[15:27:20.928]',-,0.445,-,0.800,0.950,0.720,1.883,120.743,-,9.808,-
'[15:27:20.936]',-,0.440,-,0.815,0.930,0.710,1.870,122.853,-,9.876,-
'[15:27:20.944]',-,0.445,-,0.805,0.940,0.699,1.860,124.845,-,9.876,-
'[15:27:20.952]',-,0.430,-,0.815,0.925,0.689,1.849,126.545,-,9.808,-
'[15:27:20.960]',-,0.430,-,0.810,0.945,0.679,1.835,127.835,-,9.749,-
'[15:27:20.968]',-,0.410,-,0.815,0.930,0.669,1.821,128.890,-,9.681,-
'[15:27:20.976]',-,0.400,-,0.820,0.950,0.657,1.807,129.593,-,9.622,-
'[15:27:20.984]',-,0.390,-,0.810,0.930,0.646,1.795,130.179,-,9.564,-
'[15:27:20.992]',-,0.385,-,0.815,0.950,0.633,1.782,130.648,-,9.495,-
'[15:27:21.000]',-,0.375,-,0.800,0.945,0.620,1.773,131.058,-,9.368,-
'[15:27:21.008]',-,0.375,-,0.805,0.965,0.606,1.768,131.351,-,9.183,-
'[15:27:21.016]',-,0.365,-,0.790,0.955,0.593,1.766,131.762,-,8.997,-
'[15:27:21.024]',-,0.360,-,0.795,0.975,0.579,1.765,131.996,-,8.743,-
'[15:27:21.032]',-,0.370,-,0.775,0.970,0.565,1.764,132.113,-,8.557,-
'[15:27:21.040]',-,0.365,-,0.765,0.980,0.553,1.764,131.996,-,8.372,-
'[15:27:21.048]',-,0.380,-,0.755,0.965,0.541,1.764,131.703,-,8.245,-
'[15:27:21.056]',-,0.375,-,0.755,0.980,0.530,1.761,131.000,-,8.118,-
'[15:27:21.064]',-,0.390,-,0.740,0.970,0.520,1.760,129.945,-,8.059,-
'[15:27:21.072]',-,0.395,-,0.735,0.980,0.509,1.761,128.362,-,8.059,-
'[15:27:21.080]',-,0.405,-,0.725,0.960,0.499,1.762,126.252,-,8.001,-
'[15:27:21.088]',-,0.400,-,0.725,0.975,0.489,1.763,123.556,-,7.932,-
'[15:27:21.096]',-,0.415,-,0.715,0.960,0.478,1.763,120.274,-,7.874,-
'[15:27:21.104]',-,0.415,-,0.720,0.975,0.470,1.763,116.405,-,7.805,-
'[15:27:21.112]',-,0.425,-,0.705,0.945,0.461,1.763,111.951,-,7.620,-
'[15:27:21.120]',-,0.425,-,0.710,0.950,0.454,1.763,106.968,-,7.434,-
'[15:27:21.128]',-,0.430,-,0.695,0.935,0.446,1.763,101.869,-,7.307,-
'[15:27:21.136]',-,0.420,-,0.705,0.930,0.440,1.763,97.239,-,7.180,-
'[15:27:21.144]',-,0.425,-,0.690,0.945,0.433,1.763,93.722,-,7.121,-
'[15:27:21.152]',-,0.420,-,0.700,0.930,0.427,1.763,91.671,-,7.121,-
'[15:27:21.160]',-,0.425,-,0.695,0.945,0.420,1.763,91.084,-,7.248,-
'[15:27:21.168]',-,0.415,-,0.705,0.925,0.415,1.766,91.436,-,7.434,-
'[15:27:21.176]',-,0.410,-,0.700,0.940,0.409,1.777,92.022,-,7.561,-
'[15:27:21.184]',-,0.420,-,0.695,0.925,0.404,1.792,92.374,-,7.688,-
'[15:27:21.192]',-,0.415,-,0.705,0.940,0.399,1.808,92.257,-,7.688,-
'[15:27:21.200]',-,0.425,-,0.690,0.920,0.395,1.830,91.729,-,7.620,-
'[15:27:21.208]',-,0.420,-,0.695,0.940,0.391,1.852,90.909,-,7.561,-
'[15:27:21.216]',-,0.445,-,0.680,0.935,0.387,1.877,89.971,-,7.493,-
'[15:27:21.224]',-,0.465,-,0.665,0.970,0.382,1.904,89.033,-,7.493,-
'[15:27:21.232]',-,0.485,-,0.660,0.960,0.377,1.934,88.154,-,7.493,-
'[15:27:21.240]',-,0.490,-,0.655,0.935,0.373,1.967,87.509,-,7.561,-
'[15:27:21.248]',-,0.495,-,0.645,0.880,0.367,2.009,87.040,-,7.561,-
'[15:27:21.256]',-,0.480,-,0.660,0.885,0.362,2.049,86.747,-,7.493,-
'[15:27:21.264]',-,0.485,-,0.655,0.880,0.357,2.081,86.513,-,7.434,-
'[15:27:21.272]',-,0.480,-,0.660,0.880,0.353,2.109,86.102,-,7.307,-
'[15:27:21.280]',-,0.470,-,0.655,0.880,0.348,2.133,85.633,-,7.121,-
'[15:27:21.288]',-,0.440,-,0.680,0.910,0.344,2.152,85.047,-,6.936,-
'[15:27:21.296]',-,0.425,-,0.685,0.915,0.338,2.167,84.285,-,6.750,-
'[15:27:21.304]',-,0.395,-,0.715,0.945,0.332,2.181,83.347,-,6.623,-
'[15:27:21.312]',-,0.385,-,0.715,0.940,0.326,2.191,82.410,-,6.496,-
'[15:27:21.320]',-,0.365,-,0.735,0.955,0.319,2.198,81.413,-,6.369,-
'[15:27:21.328]',-,0.375,-,0.730,0.950,0.312,2.209,80.417,-,6.311,-
'[15:27:21.336]',-,0.370,-,0.740,0.965,0.304,2.218,79.538,-,6.311,-
'[15:27:21.344]',-,0.370,-,0.735,0.970,0.296,2.225,78.717,-,6.242,-
'[15:27:21.352]',-,0.370,-,0.745,0.960,0.289,2.232,78.072,-,6.184,-
'[15:27:21.360]',-,0.400,-,0.750,0.985,0.282,2.236,77.428,-,6.125,-
'[15:27:21.368]',-,0.410,-,0.720,1.040,0.276,2.238,76.841,-,6.057,-
'[15:27:21.376]',-,0.535,-,0.585,0.830,0.270,2.235,76.314,-,6.057,-
'[15:27:21.384]',-,0.630,-,0.450,0.580,0.264,2.227,75.786,-,6.057,-
'[15:27:21.392]',-,0.550,-,0.560,0.395,0.259,2.217,75.318,-,6.057,-
'[15:27:21.400]',-,0.395,-,0.700,0.345,0.254,2.205,74.790,-,6.184,-
'[15:27:21.408]',-,0.330,-,0.745,0.715,0.249,2.194,74.263,-,6.242,-
'[15:27:21.416]',-,0.340,-,0.735,0.865,0.244,2.182,73.735,-,6.369,-
'[15:27:21.424]',-,0.330,-,0.765,0.965,0.240,2.169,73.325,-,6.496,-
'[15:27:21.432]',-,0.335,-,0.775,0.985,0.236,2.156,72.914,-,6.623,-
'[15:27:21.440]',-,0.320,-,0.780,1.020,0.234,2.148,72.563,-,6.750,-
'[15:27:21.448]',-,0.330,-,0.775,1.010,0.231,2.143,72.152,-,6.867,-
'[15:27:21.456]',-,0.325,-,0.775,1.020,0.229,2.141,71.801,-,7.063,-
'[15:27:21.464]',-,0.335,-,0.770,1.005,0.227,2.140,71.332,-,7.248,-
'[15:27:21.472]',-,0.335,-,0.775,1.025,0.226,2.136,70.980,-,7.434,-
'[15:27:21.480]',-,0.340,-,0.770,1.000,0.224,2.131,70.629,-,7.620,-
'[15:27:21.488]',-,0.335,-,0.770,1.020,0.223,2.128,70.160,-,7.805,-
'[15:27:21.496]',-,0.345,-,0.760,1.000,0.223,2.124,69.749,-,7.932,-
'[15:27:21.504]',-,0.335,-,0.775,1.015,0.222,2.115,69.280,-,8.001,-
'[15:27:21.512]',-,0.340,-,0.760,0.995,0.221,2.105,68.812,-,8.059,-
'[15:27:21.520]',-,0.330,-,0.775,1.010,0.221,2.093,68.284,-,8.118,-
'[15:27:21.528]',-,0.345,-,0.760,1.015,0.221,2.078,67.815,-,8.059,-
'[15:27:21.536]',-,0.340,-,0.775,0.995,0.221,2.065,67.229,-,8.001,-
