'Time','II','PLETH','I','ABP','III'
'[05:38:26.936]',0.346,0.337,-,61.250,-
'[05:38:26.944]',1.181,0.333,-,60.000,-
'[05:38:26.952]',1.315,0.337,-,59.375,-
'[05:38:26.960]',0.307,0.345,-,59.375,-
'[05:38:26.968]',-0.142,0.357,-,58.750,-
'[05:38:26.976]',-0.354,0.373,-,58.750,-
'[05:38:26.984]',-0.354,0.396,-,58.750,-
'[05:38:26.992]',-0.260,0.424,-,58.750,-
'[05:38:27.000]',-0.244,0.455,-,59.375,-
'[05:38:27.008]',-0.236,0.494,-,59.375,-
'[05:38:27.016]',-0.213,0.529,-,59.375,-
'[05:38:27.024]',-0.213,0.569,-,60.000,-
'[05:38:27.032]',-0.197,0.604,-,60.000,-
'[05:38:27.040]',-0.189,0.639,-,61.250,-
'[05:38:27.048]',-0.173,0.667,-,61.250,-
'[05:38:27.056]',-0.165,0.686,-,61.875,-
'[05:38:27.064]',-0.157,0.702,-,61.875,-
'[05:38:27.072]',-0.142,0.710,-,61.875,-
'[05:38:27.080]',-0.134,0.714,-,62.500,-
'[05:38:27.088]',-0.126,0.710,-,62.500,-
'[05:38:27.096]',-0.118,0.702,-,62.500,-
'[05:38:27.104]',-0.094,0.690,-,62.500,-
'[05:38:27.112]',-0.071,0.671,-,61.875,-
'[05:38:27.120]',-0.055,0.647,-,61.875,-
'[05:38:27.128]',-0.031,0.624,-,61.875,-
'[05:38:27.136]',-0.016,0.596,-,61.250,-
'[05:38:27.144]',0.000,0.565,-,61.250,-
'[05:38:27.152]',0.008,0.537,-,60.000,-
'[05:38:27.160]',0.016,0.506,-,60.000,-
'[05:38:27.168]',0.024,0.475,-,59.375,-
'[05:38:27.176]',0.000,0.451,-,59.375,-
'[05:38:27.184]',-0.008,0.427,-,59.375,-
'[05:38:27.192]',-0.024,0.404,-,60.000,-
'[05:38:27.200]',-0.031,0.380,-,61.875,-
'[05:38:27.208]',-0.047,0.357,-,65.000,-
'[05:38:27.216]',-0.047,0.337,-,68.125,-
'[05:38:27.224]',-0.047,0.322,-,71.250,-
'[05:38:27.232]',-0.047,0.310,-,74.375,-
'[05:38:27.240]',-0.047,0.302,-,76.875,-
'[05:38:27.248]',-0.047,0.298,-,78.750,-
'[05:38:27.256]',-0.047,0.298,-,81.250,-
'[05:38:27.264]',-0.047,0.298,-,84.375,-
'[05:38:27.272]',-0.047,0.302,-,86.875,-
'[05:38:27.280]',-0.047,0.310,-,89.375,-
'[05:38:27.288]',-0.047,0.318,-,91.250,-
'[05:38:27.296]',-0.047,0.325,-,93.125,-
'[05:38:27.304]',-0.047,0.333,-,93.750,-
'[05:38:27.312]',-0.047,0.345,-,94.375,-
'[05:38:27.320]',-0.039,0.353,-,94.375,-
'[05:38:27.328]',-0.031,0.365,-,93.750,-
'[05:38:27.336]',-0.016,0.373,-,93.125,-
'[05:38:27.344]',0.000,0.380,-,91.250,-
'[05:38:27.352]',0.024,0.384,-,89.375,-
'[05:38:27.360]',0.047,0.392,-,86.875,-
'[05:38:27.368]',0.063,0.392,-,84.375,-
'[05:38:27.376]',0.079,0.396,-,81.875,-
'[05:38:27.384]',0.063,0.396,-,78.750,-
'[05:38:27.392]',0.008,0.396,-,76.875,-
'[05:38:27.400]',-0.039,0.392,-,74.375,-
'[05:38:27.408]',-0.063,0.392,-,71.875,-
'[05:38:27.416]',-0.071,0.388,-,70.625,-
'[05:38:27.424]',-0.071,0.384,-,68.750,-
'[05:38:27.432]',-0.071,0.380,-,67.500,-
'[05:38:27.440]',-0.110,0.373,-,65.625,-
'[05:38:27.448]',-0.197,0.369,-,65.000,-
'[05:38:27.456]',0.134,0.361,-,63.125,-
'[05:38:27.464]',0.992,0.361,-,62.500,-
'[05:38:27.472]',1.323,0.361,-,62.500,-
'[05:38:27.480]',0.543,0.369,-,61.875,-
'[05:38:27.488]',-0.016,0.376,-,61.875,-
'[05:38:27.496]',-0.307,0.396,-,61.250,-
'[05:38:27.504]',-0.346,0.424,-,61.250,-
'[05:38:27.512]',-0.252,0.459,-,61.250,-
'[05:38:27.520]',-0.244,0.494,-,61.875,-
'[05:38:27.528]',-0.244,0.537,-,61.875,-
'[05:38:27.536]',-0.228,0.580,-,61.875,-
'[05:38:27.544]',-0.213,0.624,-,62.500,-
'[05:38:27.552]',-0.197,0.667,-,62.500,-
'[05:38:27.560]',-0.189,0.702,-,63.125,-
'[05:38:27.568]',-0.173,0.733,-,63.125,-
'[05:38:27.576]',-0.165,0.757,-,64.375,-
'[05:38:27.584]',-0.157,0.769,-,64.375,-
'[05:38:27.592]',-0.142,0.780,-,64.375,-
'[05:38:27.600]',-0.134,0.784,-,64.375,-
'[05:38:27.608]',-0.126,0.784,-,64.375,-
'[05:38:27.616]',-0.110,0.773,-,64.375,-
'[05:38:27.624]',-0.094,0.761,-,64.375,-
'[05:38:27.632]',-0.071,0.741,-,64.375,-
'[05:38:27.640]',-0.055,0.718,-,64.375,-
'[05:38:27.648]',-0.031,0.690,-,63.125,-
'[05:38:27.656]',-0.008,0.659,-,63.125,-
'[05:38:27.664]',0.008,0.624,-,62.500,-
'[05:38:27.672]',0.024,0.592,-,61.875,-
'[05:38:27.680]',0.024,0.561,-,61.875,-
'[05:38:27.688]',0.016,0.533,-,61.250,-
'[05:38:27.696]',0.008,0.502,-,60.000,-
'[05:38:27.704]',0.000,0.471,-,60.000,-
'[05:38:27.712]',-0.016,0.443,-,61.250,-
'[05:38:27.720]',-0.024,0.416,-,62.500,-
'[05:38:27.728]',-0.031,0.388,-,65.000,-
'[05:38:27.736]',-0.039,0.369,-,68.750,-
'[05:38:27.744]',-0.039,0.349,-,71.875,-
'[05:38:27.752]',-0.039,0.337,-,74.375,-
'[05:38:27.760]',-0.047,0.325,-,76.875,-
'[05:38:27.768]',-0.039,0.322,-,78.750,-
'[05:38:27.776]',-0.031,0.318,-,81.875,-
'[05:38:27.784]',-0.024,0.322,-,84.375,-
'[05:38:27.792]',-0.024,0.325,-,87.500,-
'[05:38:27.800]',-0.031,0.329,-,90.000,-
'[05:38:27.808]',-0.031,0.337,-,92.500,-
'[05:38:27.816]',-0.031,0.349,-,93.750,-
'[05:38:27.824]',-0.031,0.357,-,94.375,-
'[05:38:27.832]',-0.031,0.369,-,95.625,-
'[05:38:27.840]',-0.031,0.380,-,95.625,-
'[05:38:27.848]',-0.031,0.388,-,94.375,-
'[05:38:27.856]',-0.016,0.396,-,93.750,-
'[05:38:27.864]',0.008,0.404,-,92.500,-
'[05:38:27.872]',0.024,0.412,-,90.000,-
'[05:38:27.880]',0.055,0.416,-,87.500,-
'[05:38:27.888]',0.063,0.420,-,85.000,-
'[05:38:27.896]',0.079,0.420,-,83.125,-
'[05:38:27.904]',0.063,0.420,-,80.000,-
'[05:38:27.912]',0.024,0.420,-,77.500,-
'[05:38:27.920]',-0.031,0.416,-,75.000,-
'[05:38:27.928]',-0.055,0.412,-,72.500,-
'[05:38:27.936]',-0.063,0.408,-,71.250,-
'[05:38:27.944]',-0.063,0.400,-,68.750,-
'[05:38:27.952]',-0.071,0.392,-,67.500,-
'[05:38:27.960]',-0.087,0.384,-,65.625,-
'[05:38:27.968]',-0.197,0.376,-,65.000,-
'[05:38:27.976]',0.039,0.373,-,64.375,-
'[05:38:27.984]',0.819,0.369,-,63.125,-
'[05:38:27.992]',1.299,0.365,-,62.500,-
'[05:38:28.000]',0.654,0.369,-,61.875,-
'[05:38:28.008]',0.024,0.376,-,61.875,-
'[05:38:28.016]',-0.268,0.392,-,61.875,-
'[05:38:28.024]',-0.339,0.416,-,61.875,-
'[05:38:28.032]',-0.260,0.447,-,61.875,-
'[05:38:28.040]',-0.244,0.482,-,61.875,-
'[05:38:28.048]',-0.228,0.522,-,61.875,-
'[05:38:28.056]',-0.220,0.565,-,62.500,-
'[05:38:28.064]',-0.213,0.608,-,62.500,-
'[05:38:28.072]',-0.205,0.643,-,63.125,-
'[05:38:28.080]',-0.189,0.671,-,63.125,-
'[05:38:28.088]',-0.173,0.702,-,64.375,-
'[05:38:28.096]',-0.165,0.725,-,64.375,-
'[05:38:28.104]',-0.150,0.745,-,64.375,-
'[05:38:28.112]',-0.142,0.761,-,65.000,-
'[05:38:28.120]',-0.134,0.765,-,65.000,-
'[05:38:28.128]',-0.118,0.765,-,65.000,-
'[05:38:28.136]',-0.102,0.753,-,65.000,-
'[05:38:28.144]',-0.087,0.741,-,64.375,-
'[05:38:28.152]',-0.071,0.722,-,64.375,-
'[05:38:28.160]',-0.055,0.698,-,64.375,-
'[05:38:28.168]',-0.031,0.671,-,64.375,-
'[05:38:28.176]',-0.008,0.643,-,63.125,-
'[05:38:28.184]',0.008,0.616,-,63.125,-
'[05:38:28.192]',0.024,0.584,-,62.500,-
'[05:38:28.200]',0.024,0.553,-,61.875,-
'[05:38:28.208]',0.024,0.518,-,61.250,-
'[05:38:28.216]',0.008,0.486,-,61.250,-
'[05:38:28.224]',-0.008,0.455,-,60.000,-
'[05:38:28.232]',-0.024,0.424,-,60.000,-
'[05:38:28.240]',-0.031,0.396,-,61.250,-
'[05:38:28.248]',-0.039,0.373,-,62.500,-
'[05:38:28.256]',-0.047,0.349,-,65.625,-
'[05:38:28.264]',-0.047,0.333,-,68.750,-
'[05:38:28.272]',-0.047,0.318,-,71.250,-
'[05:38:28.280]',-0.047,0.310,-,73.750,-
'[05:38:28.288]',-0.047,0.302,-,75.625,-
'[05:38:28.296]',-0.047,0.302,-,78.125,-
'[05:38:28.304]',-0.047,0.298,-,80.625,-
'[05:38:28.312]',-0.047,0.302,-,83.125,-
'[05:38:28.320]',-0.047,0.310,-,85.000,-
'[05:38:28.328]',-0.047,0.314,-,87.500,-
'[05:38:28.336]',-0.047,0.325,-,89.375,-
'[05:38:28.344]',-0.047,0.333,-,90.625,-
'[05:38:28.352]',-0.047,0.345,-,91.250,-
'[05:38:28.360]',-0.047,0.353,-,92.500,-
'[05:38:28.368]',-0.047,0.365,-,91.250,-
'[05:38:28.376]',-0.024,0.373,-,90.625,-
'[05:38:28.384]',-0.008,0.376,-,90.000,-
'[05:38:28.392]',0.016,0.380,-,88.125,-
'[05:38:28.400]',0.047,0.384,-,86.250,-
'[05:38:28.408]',0.063,0.388,-,83.750,-
'[05:38:28.416]',0.079,0.388,-,81.250,-
'[05:38:28.424]',0.063,0.388,-,78.750,-
'[05:38:28.432]',0.008,0.388,-,76.875,-
'[05:38:28.440]',-0.047,0.384,-,74.375,-
'[05:38:28.448]',-0.071,0.380,-,71.875,-
'[05:38:28.456]',-0.071,0.376,-,70.625,-
'[05:38:28.464]',-0.071,0.369,-,68.750,-
'[05:38:28.472]',-0.071,0.365,-,67.500,-
'[05:38:28.480]',-0.102,0.361,-,65.625,-
'[05:38:28.488]',-0.213,0.353,-,64.375,-
'[05:38:28.496]',0.118,0.345,-,63.125,-
'[05:38:28.504]',0.906,0.337,-,62.500,-
'[05:38:28.512]',1.244,0.333,-,61.875,-
'[05:38:28.520]',0.528,0.329,-,61.875,-
'[05:38:28.528]',-0.031,0.333,-,61.250,-
'[05:38:28.536]',-0.307,0.345,-,61.250,-
'[05:38:28.544]',-0.354,0.361,-,61.250,-
'[05:38:28.552]',-0.260,0.384,-,61.250,-
'[05:38:28.560]',-0.236,0.412,-,61.250,-
'[05:38:28.568]',-0.228,0.447,-,61.875,-
'[05:38:28.576]',-0.220,0.478,-,61.875,-
'[05:38:28.584]',-0.213,0.510,-,61.875,-
'[05:38:28.592]',-0.197,0.545,-,62.500,-
'[05:38:28.600]',-0.189,0.580,-,62.500,-
'[05:38:28.608]',-0.181,0.612,-,63.125,-
'[05:38:28.616]',-0.165,0.643,-,63.125,-
'[05:38:28.624]',-0.157,0.667,-,64.375,-
'[05:38:28.632]',-0.142,0.682,-,64.375,-
'[05:38:28.640]',-0.126,0.694,-,64.375,-
'[05:38:28.648]',-0.110,0.698,-,64.375,-
'[05:38:28.656]',-0.094,0.694,-,64.375,-
'[05:38:28.664]',-0.071,0.686,-,64.375,-
'[05:38:28.672]',-0.055,0.671,-,64.375,-
'[05:38:28.680]',-0.031,0.655,-,64.375,-
'[05:38:28.688]',-0.016,0.631,-,63.125,-
'[05:38:28.696]',0.008,0.608,-,63.125,-
'[05:38:28.704]',0.016,0.576,-,62.500,-
'[05:38:28.712]',0.024,0.549,-,62.500,-
'[05:38:28.720]',0.024,0.514,-,61.875,-
'[05:38:28.728]',0.024,0.482,-,61.250,-
'[05:38:28.736]',0.008,0.451,-,61.250,-
'[05:38:28.744]',-0.008,0.420,-,60.000,-
'[05:38:28.752]',-0.031,0.388,-,60.000,-
'[05:38:28.760]',-0.031,0.365,-,61.250,-
'[05:38:28.768]',-0.039,0.337,-,62.500,-
'[05:38:28.776]',-0.047,0.322,-,65.000,-
'[05:38:28.784]',-0.047,0.306,-,68.125,-
'[05:38:28.792]',-0.047,0.294,-,70.625,-
'[05:38:28.800]',-0.047,0.282,-,72.500,-
'[05:38:28.808]',-0.047,0.275,-,75.000,-
'[05:38:28.816]',-0.047,0.271,-,77.500,-
'[05:38:28.824]',-0.047,0.271,-,80.000,-
'[05:38:28.832]',-0.047,0.271,-,81.875,-
'[05:38:28.840]',-0.047,0.278,-,84.375,-
'[05:38:28.848]',-0.047,0.282,-,86.250,-
'[05:38:28.856]',-0.047,0.294,-,88.125,-
'[05:38:28.864]',-0.047,0.302,-,90.000,-
'[05:38:28.872]',-0.047,0.314,-,90.625,-
'[05:38:28.880]',-0.047,0.322,-,90.625,-
'[05:38:28.888]',-0.039,0.329,-,90.625,-
'[05:38:28.896]',-0.024,0.341,-,90.000,-
'[05:38:28.904]',-0.008,0.349,-,89.375,-
'[05:38:28.912]',0.024,0.353,-,87.500,-
'[05:38:28.920]',0.047,0.361,-,85.000,-
'[05:38:28.928]',0.063,0.365,-,83.125,-
'[05:38:28.936]',0.079,0.369,-,80.625,-
'[05:38:28.944]',0.047,0.369,-,78.125,-
'[05:38:28.952]',-0.016,0.369,-,75.625,-
'[05:38:28.960]',-0.055,0.369,-,73.750,-
'[05:38:28.968]',-0.071,0.365,-,71.875,-
'[05:38:28.976]',-0.071,0.361,-,70.625,-
'[05:38:28.984]',-0.071,0.357,-,68.125,-
'[05:38:28.992]',-0.087,0.353,-,66.250,-
'[05:38:29.000]',-0.165,0.349,-,65.625,-
'[05:38:29.008]',-0.213,0.341,-,64.375,-
'[05:38:29.016]',0.488,0.333,-,63.125,-
'[05:38:29.024]',1.252,0.329,-,62.500,-
'[05:38:29.032]',1.291,0.325,-,61.875,-
'[05:38:29.040]',0.213,0.322,-,61.875,-
'[05:38:29.048]',-0.173,0.325,-,61.250,-
'[05:38:29.056]',-0.354,0.337,-,61.250,-
'[05:38:29.064]',-0.307,0.353,-,61.250,-
'[05:38:29.072]',-0.260,0.369,-,61.250,-
'[05:38:29.080]',-0.244,0.392,-,61.250,-
'[05:38:29.088]',-0.236,0.424,-,61.875,-
'[05:38:29.096]',-0.220,0.455,-,61.875,-
'[05:38:29.104]',-0.213,0.494,-,62.500,-
'[05:38:29.112]',-0.197,0.533,-,62.500,-
'[05:38:29.120]',-0.189,0.569,-,63.125,-
'[05:38:29.128]',-0.181,0.604,-,63.125,-
'[05:38:29.136]',-0.165,0.631,-,64.375,-
'[05:38:29.144]',-0.157,0.655,-,64.375,-
'[05:38:29.152]',-0.142,0.675,-,64.375,-
'[05:38:29.160]',-0.126,0.682,-,64.375,-
'[05:38:29.168]',-0.118,0.686,-,64.375,-
'[05:38:29.176]',-0.094,0.686,-,64.375,-
'[05:38:29.184]',-0.071,0.678,-,64.375,-
'[05:38:29.192]',-0.047,0.667,-,64.375,-
'[05:38:29.200]',-0.024,0.647,-,64.375,-
'[05:38:29.208]',-0.008,0.624,-,64.375,-
'[05:38:29.216]',0.008,0.600,-,63.125,-
'[05:38:29.224]',0.024,0.573,-,63.125,-
'[05:38:29.232]',0.031,0.541,-,62.500,-
'[05:38:29.240]',0.024,0.510,-,61.875,-
'[05:38:29.248]',0.016,0.478,-,61.875,-
'[05:38:29.256]',-0.008,0.447,-,61.250,-
'[05:38:29.264]',-0.016,0.416,-,61.250,-
'[05:38:29.272]',-0.031,0.392,-,61.875,-
'[05:38:29.280]',-0.039,0.369,-,63.125,-
'[05:38:29.288]',-0.047,0.349,-,65.625,-
'[05:38:29.296]',-0.047,0.325,-,68.750,-
'[05:38:29.304]',-0.047,0.310,-,71.250,-
'[05:38:29.312]',-0.047,0.294,-,73.750,-
'[05:38:29.320]',-0.047,0.282,-,75.625,-
'[05:38:29.328]',-0.047,0.275,-,78.125,-
'[05:38:29.336]',-0.047,0.271,-,80.625,-
'[05:38:29.344]',-0.047,0.271,-,83.125,-
'[05:38:29.352]',-0.047,0.275,-,86.250,-
'[05:38:29.360]',-0.047,0.278,-,88.125,-
'[05:38:29.368]',-0.047,0.290,-,90.625,-
'[05:38:29.376]',-0.047,0.298,-,92.500,-
'[05:38:29.384]',-0.047,0.306,-,93.125,-
'[05:38:29.392]',-0.047,0.314,-,93.750,-
'[05:38:29.400]',-0.047,0.325,-,93.750,-
'[05:38:29.408]',-0.031,0.333,-,93.125,-
'[05:38:29.416]',-0.016,0.345,-,92.500,-
'[05:38:29.424]',0.008,0.353,-,90.625,-
'[05:38:29.432]',0.039,0.361,-,88.125,-
'[05:38:29.440]',0.063,0.365,-,86.250,-
'[05:38:29.448]',0.071,0.369,-,83.750,-
'[05:38:29.456]',0.063,0.373,-,81.250,-
'[05:38:29.464]',0.008,0.373,-,78.750,-
'[05:38:29.472]',-0.047,0.376,-,76.875,-
'[05:38:29.480]',-0.063,0.373,-,75.000,-
'[05:38:29.488]',-0.071,0.373,-,72.500,-
'[05:38:29.496]',-0.079,0.369,-,71.250,-
'[05:38:29.504]',-0.087,0.365,-,68.750,-
'[05:38:29.512]',-0.110,0.361,-,68.125,-
'[05:38:29.520]',-0.220,0.353,-,66.250,-
'[05:38:29.528]',0.087,0.345,-,65.625,-
'[05:38:29.536]',0.921,0.337,-,65.000,-
'[05:38:29.544]',1.323,0.325,-,64.375,-
'[05:38:29.552]',0.606,0.318,-,63.125,-
'[05:38:29.560]',0.000,0.322,-,63.125,-
'[05:38:29.568]',-0.283,0.325,-,62.500,-
'[05:38:29.576]',-0.339,0.337,-,62.500,-
'[05:38:29.584]',-0.268,0.353,-,62.500,-
'[05:38:29.592]',-0.252,0.376,-,62.500,-
'[05:38:29.600]',-0.236,0.408,-,63.125,-
'[05:38:29.608]',-0.228,0.443,-,63.125,-
'[05:38:29.616]',-0.213,0.478,-,64.375,-
'[05:38:29.624]',-0.197,0.518,-,64.375,-
'[05:38:29.632]',-0.189,0.553,-,65.000,-
'[05:38:29.640]',-0.173,0.588,-,65.000,-
'[05:38:29.648]',-0.165,0.620,-,65.625,-
'[05:38:29.656]',-0.157,0.643,-,65.625,-
'[05:38:29.664]',-0.142,0.663,-,65.625,-
'[05:38:29.672]',-0.134,0.675,-,66.250,-
'[05:38:29.680]',-0.118,0.678,-,66.250,-
'[05:38:29.688]',-0.102,0.678,-,66.250,-
'[05:38:29.696]',-0.087,0.675,-,66.250,-
'[05:38:29.704]',-0.071,0.663,-,66.250,-
'[05:38:29.712]',-0.047,0.647,-,65.625,-
'[05:38:29.720]',-0.016,0.624,-,65.625,-
'[05:38:29.728]',0.000,0.600,-,65.625,-
'[05:38:29.736]',0.016,0.573,-,65.000,-
'[05:38:29.744]',0.024,0.541,-,65.000,-
'[05:38:29.752]',0.024,0.514,-,64.375,-
'[05:38:29.760]',0.024,0.482,-,63.125,-
'[05:38:29.768]',0.008,0.451,-,63.125,-
'[05:38:29.776]',-0.016,0.424,-,62.500,-
'[05:38:29.784]',-0.024,0.400,-,63.125,-
'[05:38:29.792]',-0.039,0.373,-,65.000,-
'[05:38:29.800]',-0.047,0.349,-,67.500,-
'[05:38:29.808]',-0.047,0.329,-,70.625,-
'[05:38:29.816]',-0.047,0.310,-,73.750,-
'[05:38:29.824]',-0.047,0.294,-,75.625,-
'[05:38:29.832]',-0.047,0.278,-,78.750,-
'[05:38:29.840]',-0.047,0.271,-,81.250,-
'[05:38:29.848]',-0.047,0.267,-,83.750,-
'[05:38:29.856]',-0.047,0.267,-,86.875,-
'[05:38:29.864]',-0.047,0.271,-,90.000,-
'[05:38:29.872]',-0.055,0.275,-,92.500,-
'[05:38:29.880]',-0.047,0.278,-,94.375,-
'[05:38:29.888]',-0.047,0.290,-,96.250,-
'[05:38:29.896]',-0.047,0.298,-,97.500,-
'[05:38:29.904]',-0.055,0.310,-,98.750,-
'[05:38:29.912]',-0.047,0.318,-,98.750,-
'[05:38:29.920]',-0.031,0.329,-,97.500,-
'[05:38:29.928]',-0.024,0.337,-,96.875,-
'[05:38:29.936]',0.000,0.345,-,95.625,-
'[05:38:29.944]',0.024,0.353,-,93.125,-
'[05:38:29.952]',0.055,0.361,-,90.625,-
'[05:38:29.960]',0.055,0.365,-,88.125,-
'[05:38:29.968]',0.071,0.369,-,86.250,-
'[05:38:29.976]',0.039,0.369,-,83.750,-
'[05:38:29.984]',-0.024,0.369,-,81.250,-
'[05:38:29.992]',-0.063,0.369,-,78.750,-
'[05:38:30.000]',-0.071,0.365,-,76.875,-
'[05:38:30.008]',-0.079,0.361,-,74.375,-
'[05:38:30.016]',-0.071,0.357,-,72.500,-
'[05:38:30.024]',-0.087,0.353,-,71.250,-
'[05:38:30.032]',-0.173,0.345,-,70.625,-
'[05:38:30.040]',-0.220,0.337,-,68.750,-
'[05:38:30.048]',0.441,0.333,-,68.125,-
'[05:38:30.056]',1.268,0.329,-,67.500,-
'[05:38:30.064]',1.331,0.325,-,66.250,-
'[05:38:30.072]',0.244,0.329,-,66.250,-
'[05:38:30.080]',-0.173,0.333,-,65.625,-
'[05:38:30.088]',-0.354,0.345,-,65.625,-
'[05:38:30.096]',-0.307,0.365,-,65.625,-
'[05:38:30.104]',-0.260,0.392,-,66.250,-
'[05:38:30.112]',-0.244,0.424,-,66.250,-
'[05:38:30.120]',-0.236,0.463,-,66.250,-
'[05:38:30.128]',-0.220,0.502,-,67.500,-
'[05:38:30.136]',-0.213,0.545,-,67.500,-
'[05:38:30.144]',-0.197,0.584,-,68.125,-
'[05:38:30.152]',-0.189,0.620,-,68.750,-
'[05:38:30.160]',-0.181,0.655,-,68.750,-
'[05:38:30.168]',-0.165,0.678,-,68.750,-
'[05:38:30.176]',-0.157,0.694,-,69.375,-
'[05:38:30.184]',-0.142,0.706,-,69.375,-
'[05:38:30.192]',-0.142,0.714,-,69.375,-
'[05:38:30.200]',-0.126,0.714,-,69.375,-
'[05:38:30.208]',-0.102,0.710,-,69.375,-
'[05:38:30.216]',-0.087,0.698,-,69.375,-
'[05:38:30.224]',-0.071,0.682,-,68.750,-
'[05:38:30.232]',-0.047,0.659,-,68.750,-
'[05:38:30.240]',-0.031,0.635,-,68.750,-
'[05:38:30.248]',-0.008,0.608,-,68.125,-
'[05:38:30.256]',0.000,0.576,-,67.500,-
'[05:38:30.264]',0.024,0.545,-,67.500,-
'[05:38:30.272]',0.024,0.518,-,66.250,-
'[05:38:30.280]',0.008,0.490,-,65.625,-
'[05:38:30.288]',0.000,0.459,-,65.625,-
'[05:38:30.296]',-0.016,0.431,-,65.625,-
'[05:38:30.304]',-0.031,0.404,-,66.250,-
'[05:38:30.312]',-0.031,0.376,-,68.750,-
'[05:38:30.320]',-0.039,0.353,-,71.875,-
'[05:38:30.328]',-0.047,0.333,-,75.000,-
'[05:38:30.336]',-0.047,0.318,-,78.125,-
'[05:38:30.344]',-0.047,0.306,-,81.250,-
'[05:38:30.352]',-0.055,0.302,-,83.750,-
'[05:38:30.360]',-0.047,0.298,-,86.250,-
'[05:38:30.368]',-0.047,0.294,-,89.375,-
'[05:38:30.376]',-0.047,0.298,-,92.500,-
'[05:38:30.384]',-0.039,0.302,-,95.625,-
'[05:38:30.392]',-0.031,0.310,-,97.500,-
'[05:38:30.400]',-0.047,0.318,-,100.000,-
'[05:38:30.408]',-0.047,0.329,-,101.875,-
'[05:38:30.416]',-0.047,0.341,-,102.500,-
'[05:38:30.424]',-0.047,0.349,-,102.500,-
'[05:38:30.432]',-0.039,0.361,-,101.875,-
'[05:38:30.440]',-0.024,0.369,-,100.625,-
'[05:38:30.448]',-0.008,0.376,-,99.375,-
'[05:38:30.456]',0.008,0.384,-,97.500,-
'[05:38:30.464]',0.055,0.388,-,95.625,-
'[05:38:30.472]',0.071,0.392,-,93.125,-
'[05:38:30.480]',0.079,0.392,-,90.000,-
'[05:38:30.488]',0.071,0.396,-,87.500,-
'[05:38:30.496]',0.031,0.392,-,84.375,-
'[05:38:30.504]',-0.031,0.392,-,81.875,-
'[05:38:30.512]',-0.047,0.388,-,80.000,-
'[05:38:30.520]',-0.071,0.384,-,77.500,-
'[05:38:30.528]',-0.063,0.380,-,75.625,-
'[05:38:30.536]',-0.071,0.373,-,74.375,-
'[05:38:30.544]',-0.079,0.365,-,72.500,-
'[05:38:30.552]',-0.189,0.357,-,71.875,-
'[05:38:30.560]',-0.047,0.353,-,70.625,-
'[05:38:30.568]',0.685,0.345,-,69.375,-
'[05:38:30.576]',1.354,0.345,-,69.375,-
'[05:38:30.584]',0.835,0.345,-,68.750,-
'[05:38:30.592]',0.134,0.349,-,68.750,-
'[05:38:30.600]',-0.220,0.361,-,68.125,-
'[05:38:30.608]',-0.339,0.380,-,68.125,-
'[05:38:30.616]',-0.268,0.408,-,68.125,-
'[05:38:30.624]',-0.244,0.443,-,68.750,-
'[05:38:30.632]',-0.236,0.478,-,68.750,-
'[05:38:30.640]',-0.228,0.522,-,68.750,-
'[05:38:30.648]',-0.213,0.565,-,69.375,-
'[05:38:30.656]',-0.205,0.608,-,69.375,-
'[05:38:30.664]',-0.189,0.643,-,70.625,-
'[05:38:30.672]',-0.181,0.675,-,70.625,-
'[05:38:30.680]',-0.165,0.698,-,70.625,-
'[05:38:30.688]',-0.157,0.718,-,70.625,-
'[05:38:30.696]',-0.142,0.733,-,70.625,-
'[05:38:30.704]',-0.134,0.741,-,70.625,-
'[05:38:30.712]',-0.118,0.745,-,70.625,-
'[05:38:30.720]',-0.110,0.741,-,70.625,-
'[05:38:30.728]',-0.087,0.729,-,70.625,-
'[05:38:30.736]',-0.071,0.710,-,69.375,-
'[05:38:30.744]',-0.047,0.690,-,69.375,-
'[05:38:30.752]',-0.024,0.663,-,68.750,-
'[05:38:30.760]',-0.008,0.635,-,68.750,-
'[05:38:30.768]',0.008,0.608,-,68.125,-
'[05:38:30.776]',0.024,0.580,-,67.500,-
'[05:38:30.784]',0.024,0.549,-,66.250,-
'[05:38:30.792]',0.024,0.518,-,66.250,-
'[05:38:30.800]',0.016,0.486,-,65.625,-
'[05:38:30.808]',0.000,0.455,-,65.625,-
'[05:38:30.816]',-0.008,0.424,-,65.625,-
'[05:38:30.824]',-0.024,0.396,-,67.500,-
'[05:38:30.832]',-0.031,0.373,-,69.375,-
'[05:38:30.840]',-0.039,0.353,-,72.500,-
'[05:38:30.848]',-0.039,0.337,-,75.625,-
'[05:38:30.856]',-0.039,0.322,-,78.750,-
'[05:38:30.864]',-0.039,0.314,-,81.250,-
'[05:38:30.872]',-0.039,0.310,-,84.375,-
'[05:38:30.880]',-0.039,0.310,-,86.875,-
'[05:38:30.888]',-0.039,0.310,-,90.000,-
'[05:38:30.896]',-0.031,0.314,-,93.125,-
'[05:38:30.904]',-0.031,0.322,-,95.625,-
'[05:38:30.912]',-0.031,0.329,-,98.750,-
'[05:38:30.920]',-0.031,0.337,-,100.000,-
'[05:38:30.928]',-0.031,0.349,-,101.875,-
'[05:38:30.936]',-0.031,0.357,-,101.875,-
'[05:38:30.944]',-0.047,0.365,-,101.875,-
'[05:38:30.952]',-0.039,0.373,-,100.625,-
