'Time','II','ABP','PLETH','III'
'[16:39:15.216]',0.471,111.562,0.302,-
'[16:39:15.224]',0.471,113.437,0.298,-
'[16:39:15.232]',0.471,114.375,0.294,-
'[16:39:15.240]',0.467,113.437,0.294,-
'[16:39:15.248]',0.467,110.625,0.294,-
'[16:39:15.256]',0.467,108.750,0.294,-
'[16:39:15.264]',0.467,105.937,0.294,-
'[16:39:15.272]',0.467,103.125,0.298,-
'[16:39:15.280]',0.467,100.312,0.298,-
'[16:39:15.288]',0.467,97.500,0.298,-
'[16:39:15.296]',0.467,95.625,0.302,-
'[16:39:15.304]',0.467,93.750,0.302,-
'[16:39:15.312]',0.467,91.875,0.306,-
'[16:39:15.320]',0.471,90.000,0.306,-
'[16:39:15.328]',0.471,88.125,0.306,-
'[16:39:15.336]',0.467,87.187,0.310,-
'[16:39:15.344]',0.467,85.312,0.310,-
'[16:39:15.352]',0.467,83.437,0.310,-
'[16:39:15.360]',0.459,81.562,0.310,-
'[16:39:15.368]',0.459,80.625,0.314,-
'[16:39:15.376]',0.459,77.812,0.314,-
'[16:39:15.384]',0.475,75.937,0.314,-
'[16:39:15.392]',0.494,73.125,0.314,-
'[16:39:15.400]',0.510,71.250,0.318,-
'[16:39:15.408]',0.529,68.437,0.318,-
'[16:39:15.416]',0.533,66.562,0.322,-
'[16:39:15.424]',0.541,63.750,0.329,-
'[16:39:15.432]',0.541,61.875,0.337,-
'[16:39:15.440]',0.529,60.000,0.349,-
'[16:39:15.448]',0.506,59.062,0.365,-
'[16:39:15.456]',0.475,58.125,0.388,-
'[16:39:15.464]',0.435,57.187,0.408,-
'[16:39:15.472]',0.400,56.250,0.431,-
'[16:39:15.480]',0.396,55.312,0.459,-
'[16:39:15.488]',0.396,55.312,0.486,-
'[16:39:15.496]',0.388,55.312,0.522,-
'[16:39:15.504]',0.396,55.312,0.553,-
'[16:39:15.512]',0.400,55.312,0.584,-
'[16:39:15.520]',0.396,55.312,0.616,-
'[16:39:15.528]',0.400,55.312,0.643,-
'[16:39:15.536]',0.475,54.375,0.671,-
'[16:39:15.544]',0.635,54.375,0.698,-
'[16:39:15.552]',0.784,54.375,0.722,-
'[16:39:15.560]',0.835,54.375,0.737,-
'[16:39:15.568]',0.827,54.375,0.749,-
'[16:39:15.576]',0.792,54.375,0.765,-
'[16:39:15.584]',0.714,53.437,0.776,-
'[16:39:15.592]',0.612,53.437,0.788,-
'[16:39:15.600]',0.514,53.437,0.796,-
'[16:39:15.608]',0.451,52.500,0.800,-
'[16:39:15.616]',0.416,52.500,0.804,-
'[16:39:15.624]',0.404,51.562,0.804,-
'[16:39:15.632]',0.400,51.562,0.804,-
'[16:39:15.640]',0.396,50.625,0.800,-
'[16:39:15.648]',0.396,50.625,0.796,-
'[16:39:15.656]',0.400,49.687,0.788,-
'[16:39:15.664]',0.400,49.687,0.780,-
'[16:39:15.672]',0.400,48.750,0.773,-
'[16:39:15.680]',0.400,48.750,0.761,-
'[16:39:15.688]',0.404,47.812,0.749,-
'[16:39:15.696]',0.404,47.812,0.737,-
'[16:39:15.704]',0.408,46.875,0.725,-
'[16:39:15.712]',0.416,46.875,0.710,-
'[16:39:15.720]',0.424,45.937,0.698,-
'[16:39:15.728]',0.424,45.937,0.682,-
'[16:39:15.736]',0.431,45.937,0.667,-
'[16:39:15.744]',0.435,45.000,0.655,-
'[16:39:15.752]',0.443,45.000,0.639,-
'[16:39:15.760]',0.451,45.000,0.627,-
'[16:39:15.768]',0.455,45.000,0.616,-
'[16:39:15.776]',0.459,46.875,0.600,-
'[16:39:15.784]',0.467,51.562,0.588,-
'[16:39:15.792]',0.467,58.125,0.576,-
'[16:39:15.800]',0.467,67.500,0.565,-
'[16:39:15.808]',0.471,76.875,0.553,-
'[16:39:15.816]',0.475,87.187,0.541,-
'[16:39:15.824]',0.478,95.625,0.533,-
'[16:39:15.832]',0.478,102.187,0.525,-
'[16:39:15.840]',0.478,107.812,0.518,-
'[16:39:15.848]',0.478,111.562,0.510,-
'[16:39:15.856]',0.475,113.437,0.502,-
'[16:39:15.864]',0.471,114.375,0.494,-
'[16:39:15.872]',0.471,113.437,0.490,-
'[16:39:15.880]',0.471,111.562,0.482,-
'[16:39:15.888]',0.467,108.750,0.475,-
'[16:39:15.896]',0.467,105.937,0.471,-
'[16:39:15.904]',0.459,103.125,0.467,-
'[16:39:15.912]',0.467,100.312,0.459,-
'[16:39:15.920]',0.467,98.437,0.455,-
'[16:39:15.928]',0.467,95.625,0.451,-
'[16:39:15.936]',0.467,93.750,0.447,-
'[16:39:15.944]',0.471,91.875,0.439,-
'[16:39:15.952]',0.471,90.000,0.435,-
'[16:39:15.960]',0.471,88.125,0.431,-
'[16:39:15.968]',0.471,87.187,0.431,-
'[16:39:15.976]',0.471,85.312,0.427,-
'[16:39:15.984]',0.471,83.437,0.420,-
'[16:39:15.992]',0.471,81.562,0.416,-
'[16:39:16.000]',0.467,79.687,0.412,-
'[16:39:16.008]',0.471,77.812,0.404,-
'[16:39:16.016]',0.486,75.937,0.400,-
'[16:39:16.024]',0.506,73.125,0.396,-
'[16:39:16.032]',0.514,70.312,0.392,-
'[16:39:16.040]',0.529,68.437,0.388,-
'[16:39:16.048]',0.533,65.625,0.388,-
'[16:39:16.056]',0.541,63.750,0.388,-
'[16:39:16.064]',0.545,61.875,0.392,-
'[16:39:16.072]',0.533,60.000,0.400,-
'[16:39:16.080]',0.510,59.062,0.408,-
'[16:39:16.088]',0.475,58.125,0.420,-
'[16:39:16.096]',0.435,57.187,0.439,-
'[16:39:16.104]',0.400,56.250,0.459,-
'[16:39:16.112]',0.396,56.250,0.482,-
'[16:39:16.120]',0.388,55.312,0.510,-
'[16:39:16.128]',0.396,55.312,0.537,-
'[16:39:16.136]',0.396,55.312,0.561,-
'[16:39:16.144]',0.396,55.312,0.588,-
'[16:39:16.152]',0.384,55.312,0.616,-
'[16:39:16.160]',0.396,55.312,0.635,-
'[16:39:16.168]',0.467,55.312,0.651,-
'[16:39:16.176]',0.624,54.375,0.671,-
'[16:39:16.184]',0.776,54.375,0.686,-
'[16:39:16.192]',0.827,54.375,0.702,-
'[16:39:16.200]',0.812,54.375,0.718,-
'[16:39:16.208]',0.776,53.437,0.729,-
'[16:39:16.216]',0.694,53.437,0.737,-
'[16:39:16.224]',0.596,53.437,0.745,-
'[16:39:16.232]',0.498,52.500,0.749,-
'[16:39:16.240]',0.439,52.500,0.753,-
'[16:39:16.248]',0.404,51.562,0.757,-
'[16:39:16.256]',0.396,51.562,0.753,-
'[16:39:16.264]',0.384,50.625,0.749,-
'[16:39:16.272]',0.384,50.625,0.745,-
'[16:39:16.280]',0.384,49.687,0.741,-
'[16:39:16.288]',0.384,49.687,0.733,-
'[16:39:16.296]',0.388,48.750,0.729,-
'[16:39:16.304]',0.396,48.750,0.718,-
'[16:39:16.312]',0.396,47.812,0.710,-
'[16:39:16.320]',0.400,47.812,0.698,-
'[16:39:16.328]',0.404,46.875,0.682,-
'[16:39:16.336]',0.408,46.875,0.671,-
'[16:39:16.344]',0.408,45.937,0.655,-
'[16:39:16.352]',0.416,45.000,0.639,-
'[16:39:16.360]',0.420,45.000,0.624,-
'[16:39:16.368]',0.420,44.062,0.608,-
'[16:39:16.376]',0.424,44.062,0.596,-
'[16:39:16.384]',0.424,43.125,0.580,-
'[16:39:16.392]',0.435,43.125,0.565,-
'[16:39:16.400]',0.435,43.125,0.553,-
'[16:39:16.408]',0.439,45.000,0.537,-
'[16:39:16.416]',0.443,48.750,0.525,-
'[16:39:16.424]',0.451,55.312,0.514,-
'[16:39:16.432]',0.451,63.750,0.506,-
'[16:39:16.440]',0.459,74.062,0.494,-
'[16:39:16.448]',0.467,84.375,0.482,-
'[16:39:16.456]',0.467,92.812,0.475,-
'[16:39:16.464]',0.467,100.312,0.471,-
'[16:39:16.472]',0.467,105.937,0.463,-
'[16:39:16.480]',0.459,109.687,0.455,-
'[16:39:16.488]',0.459,112.500,0.451,-
'[16:39:16.496]',0.455,112.500,0.443,-
'[16:39:16.504]',0.455,111.562,0.435,-
'[16:39:16.512]',0.455,110.625,0.431,-
'[16:39:16.520]',0.455,107.812,0.424,-
'[16:39:16.528]',0.455,105.000,0.420,-
'[16:39:16.536]',0.451,102.187,0.412,-
'[16:39:16.544]',0.451,99.375,0.408,-
'[16:39:16.552]',0.451,96.562,0.404,-
'[16:39:16.560]',0.451,94.687,0.400,-
'[16:39:16.568]',0.451,92.812,0.396,-
'[16:39:16.576]',0.451,90.000,0.392,-
'[16:39:16.584]',0.451,88.125,0.388,-
'[16:39:16.592]',0.451,87.187,0.380,-
'[16:39:16.600]',0.443,85.312,0.376,-
'[16:39:16.608]',0.443,83.437,0.369,-
'[16:39:16.616]',0.443,81.562,0.365,-
'[16:39:16.624]',0.439,79.687,0.361,-
'[16:39:16.632]',0.439,77.812,0.353,-
'[16:39:16.640]',0.443,75.937,0.349,-
'[16:39:16.648]',0.455,73.125,0.333,-
'[16:39:16.656]',0.471,71.250,0.314,-
'[16:39:16.664]',0.478,68.437,0.302,-
'[16:39:16.672]',0.490,65.625,0.298,-
'[16:39:16.680]',0.506,63.750,0.290,-
'[16:39:16.688]',0.510,60.937,0.290,-
'[16:39:16.696]',0.514,59.062,0.290,-
'[16:39:16.704]',0.510,58.125,0.294,-
'[16:39:16.712]',0.486,56.250,0.302,-
'[16:39:16.720]',0.455,55.312,0.318,-
'[16:39:16.728]',0.424,55.312,0.333,-
'[16:39:16.736]',0.396,54.375,0.349,-
'[16:39:16.744]',0.380,54.375,0.373,-
'[16:39:16.752]',0.380,54.375,0.396,-
'[16:39:16.760]',0.384,54.375,0.420,-
'[16:39:16.768]',0.384,53.437,0.439,-
'[16:39:16.776]',0.384,53.437,0.463,-
'[16:39:16.784]',0.380,54.375,0.486,-
'[16:39:16.792]',0.380,53.437,0.510,-
'[16:39:16.800]',0.439,53.437,0.529,-
'[16:39:16.808]',0.600,53.437,0.549,-
'[16:39:16.816]',0.776,53.437,0.569,-
'[16:39:16.824]',0.831,53.437,0.584,-
'[16:39:16.832]',0.792,53.437,0.596,-
'[16:39:16.840]',0.741,53.437,0.608,-
'[16:39:16.848]',0.675,52.500,0.620,-
'[16:39:16.856]',0.580,52.500,0.624,-
'[16:39:16.864]',0.490,51.562,0.627,-
'[16:39:16.872]',0.424,51.562,0.631,-
'[16:39:16.880]',0.400,50.625,0.635,-
'[16:39:16.888]',0.384,50.625,0.635,-
'[16:39:16.896]',0.380,49.687,0.635,-
'[16:39:16.904]',0.380,49.687,0.635,-
'[16:39:16.912]',0.380,48.750,0.631,-
'[16:39:16.920]',0.380,48.750,0.627,-
'[16:39:16.928]',0.384,47.812,0.620,-
'[16:39:16.936]',0.384,47.812,0.612,-
'[16:39:16.944]',0.388,46.875,0.604,-
'[16:39:16.952]',0.396,46.875,0.592,-
'[16:39:16.960]',0.396,45.937,0.584,-
'[16:39:16.968]',0.404,45.937,0.573,-
'[16:39:16.976]',0.408,45.000,0.561,-
'[16:39:16.984]',0.416,45.000,0.549,-
'[16:39:16.992]',0.416,44.062,0.533,-
'[16:39:17.000]',0.416,44.062,0.522,-
'[16:39:17.008]',0.420,44.062,0.510,-
'[16:39:17.016]',0.424,43.125,0.498,-
'[16:39:17.024]',0.424,43.125,0.482,-
'[16:39:17.032]',0.435,43.125,0.471,-
'[16:39:17.040]',0.439,43.125,0.463,-
'[16:39:17.048]',0.439,45.000,0.451,-
'[16:39:17.056]',0.443,49.687,0.443,-
'[16:39:17.064]',0.451,56.250,0.435,-
'[16:39:17.072]',0.451,65.625,0.427,-
'[16:39:17.080]',0.451,75.937,0.420,-
'[16:39:17.088]',0.459,85.312,0.412,-
'[16:39:17.096]',0.467,93.750,0.404,-
'[16:39:17.104]',0.467,100.312,0.400,-
'[16:39:17.112]',0.459,105.937,0.392,-
'[16:39:17.120]',0.459,108.750,0.388,-
'[16:39:17.128]',0.455,110.625,0.384,-
'[16:39:17.136]',0.451,110.625,0.380,-
'[16:39:17.144]',0.443,108.750,0.376,-
'[16:39:17.152]',0.443,106.875,0.373,-
'[16:39:17.160]',0.443,104.062,0.369,-
'[16:39:17.168]',0.439,101.250,0.369,-
'[16:39:17.176]',0.443,98.437,0.365,-
'[16:39:17.184]',0.443,95.625,0.361,-
'[16:39:17.192]',0.439,92.812,0.357,-
'[16:39:17.200]',0.439,90.000,0.357,-
'[16:39:17.208]',0.435,87.187,0.353,-
'[16:39:17.216]',0.424,85.312,0.349,-
'[16:39:17.224]',0.424,83.437,0.345,-
'[16:39:17.232]',0.424,81.562,0.341,-
'[16:39:17.240]',0.420,79.687,0.337,-
'[16:39:17.248]',0.416,77.812,0.337,-
'[16:39:17.256]',0.416,75.937,0.333,-
'[16:39:17.264]',0.416,74.062,0.329,-
'[16:39:17.272]',0.416,71.250,0.325,-
'[16:39:17.280]',0.420,69.375,0.322,-
'[16:39:17.288]',0.435,66.562,0.322,-
'[16:39:17.296]',0.439,64.687,0.318,-
'[16:39:17.304]',0.443,61.875,0.314,-
'[16:39:17.312]',0.455,60.000,0.314,-
'[16:39:17.320]',0.467,58.125,0.314,-
'[16:39:17.328]',0.486,56.250,0.314,-
'[16:39:17.336]',0.490,55.312,0.322,-
'[16:39:17.344]',0.478,54.375,0.329,-
'[16:39:17.352]',0.451,54.375,0.341,-
'[16:39:17.360]',0.416,53.437,0.353,-
'[16:39:17.368]',0.380,53.437,0.369,-
'[16:39:17.376]',0.361,53.437,0.388,-
'[16:39:17.384]',0.353,53.437,0.408,-
'[16:39:17.392]',0.353,53.437,0.435,-
'[16:39:17.400]',0.365,53.437,0.463,-
'[16:39:17.408]',0.369,53.437,0.486,-
'[16:39:17.416]',0.369,53.437,0.514,-
'[16:39:17.424]',0.369,53.437,0.537,-
'[16:39:17.432]',0.408,53.437,0.561,-
'[16:39:17.440]',0.545,53.437,0.584,-
'[16:39:17.448]',0.737,53.437,0.604,-
'[16:39:17.456]',0.835,53.437,0.616,-
'[16:39:17.464]',0.808,53.437,0.627,-
'[16:39:17.472]',0.749,52.500,0.639,-
'[16:39:17.480]',0.682,52.500,0.647,-
'[16:39:17.488]',0.600,52.500,0.659,-
'[16:39:17.496]',0.506,51.562,0.663,-
'[16:39:17.504]',0.435,51.562,0.667,-
'[16:39:17.512]',0.396,50.625,0.671,-
'[16:39:17.520]',0.380,50.625,0.675,-
'[16:39:17.528]',0.380,49.687,0.675,-
'[16:39:17.536]',0.373,49.687,0.671,-
'[16:39:17.544]',0.373,48.750,0.667,-
'[16:39:17.552]',0.380,48.750,0.663,-
'[16:39:17.560]',0.380,47.812,0.659,-
'[16:39:17.568]',0.384,47.812,0.651,-
'[16:39:17.576]',0.388,46.875,0.643,-
'[16:39:17.584]',0.396,46.875,0.635,-
'[16:39:17.592]',0.400,45.937,0.627,-
'[16:39:17.600]',0.400,45.937,0.616,-
'[16:39:17.608]',0.404,45.000,0.604,-
'[16:39:17.616]',0.408,45.000,0.596,-
'[16:39:17.624]',0.416,44.062,0.584,-
'[16:39:17.632]',0.416,44.062,0.573,-
'[16:39:17.640]',0.420,43.125,0.561,-
'[16:39:17.648]',0.424,43.125,0.549,-
'[16:39:17.656]',0.431,43.125,0.541,-
'[16:39:17.664]',0.435,43.125,0.533,-
'[16:39:17.672]',0.435,43.125,0.522,-
'[16:39:17.680]',0.439,45.000,0.514,-
'[16:39:17.688]',0.443,48.750,0.506,-
'[16:39:17.696]',0.451,56.250,0.498,-
'[16:39:17.704]',0.451,65.625,0.494,-
'[16:39:17.712]',0.459,75.937,0.486,-
'[16:39:17.720]',0.467,85.312,0.482,-
'[16:39:17.728]',0.467,94.687,0.478,-
'[16:39:17.736]',0.471,101.250,0.475,-
'[16:39:17.744]',0.467,106.875,0.471,-
'[16:39:17.752]',0.467,110.625,0.467,-
'[16:39:17.760]',0.459,112.500,0.463,-
'[16:39:17.768]',0.459,112.500,0.459,-
'[16:39:17.776]',0.459,111.562,0.455,-
'[16:39:17.784]',0.451,109.687,0.451,-
'[16:39:17.792]',0.451,106.875,0.451,-
'[16:39:17.800]',0.451,104.062,0.447,-
'[16:39:17.808]',0.451,101.250,0.443,-
'[16:39:17.816]',0.455,98.437,0.443,-
'[16:39:17.824]',0.451,95.625,0.443,-
'[16:39:17.832]',0.455,93.750,0.439,-
'[16:39:17.840]',0.459,90.937,0.439,-
'[16:39:17.848]',0.459,89.062,0.435,-
'[16:39:17.856]',0.467,87.187,0.431,-
'[16:39:17.864]',0.467,85.312,0.431,-
'[16:39:17.872]',0.467,83.437,0.427,-
'[16:39:17.880]',0.467,81.562,0.424,-
'[16:39:17.888]',0.467,79.687,0.424,-
'[16:39:17.896]',0.467,77.812,0.420,-
'[16:39:17.904]',0.467,75.937,0.416,-
'[16:39:17.912]',0.471,74.062,0.416,-
'[16:39:17.920]',0.478,71.250,0.412,-
'[16:39:17.928]',0.490,69.375,0.412,-
'[16:39:17.936]',0.498,66.562,0.408,-
'[16:39:17.944]',0.510,63.750,0.408,-
'[16:39:17.952]',0.522,61.875,0.408,-
'[16:39:17.960]',0.529,60.000,0.412,-
'[16:39:17.968]',0.533,58.125,0.416,-
'[16:39:17.976]',0.525,57.187,0.420,-
'[16:39:17.984]',0.498,56.250,0.431,-
'[16:39:17.992]',0.471,55.312,0.447,-
'[16:39:18.000]',0.435,55.312,0.463,-
'[16:39:18.008]',0.416,55.312,0.482,-
'[16:39:18.016]',0.408,54.375,0.506,-
'[16:39:18.024]',0.416,54.375,0.533,-
'[16:39:18.032]',0.416,54.375,0.561,-
'[16:39:18.040]',0.420,54.375,0.588,-
'[16:39:18.048]',0.416,55.312,0.612,-
'[16:39:18.056]',0.416,55.312,0.635,-
'[16:39:18.064]',0.443,55.312,0.651,-
'[16:39:18.072]',0.576,55.312,0.671,-
'[16:39:18.080]',0.765,55.312,0.690,-
'[16:39:18.088]',0.867,54.375,0.706,-
'[16:39:18.096]',0.851,54.375,0.718,-
'[16:39:18.104]',0.796,54.375,0.733,-
'[16:39:18.112]',0.737,54.375,0.741,-
'[16:39:18.120]',0.651,53.437,0.753,-
'[16:39:18.128]',0.561,53.437,0.757,-
'[16:39:18.136]',0.478,53.437,0.765,-
'[16:39:18.144]',0.439,52.500,0.765,-
'[16:39:18.152]',0.420,52.500,0.769,-
'[16:39:18.160]',0.420,51.562,0.765,-
'[16:39:18.168]',0.420,51.562,0.765,-
'[16:39:18.176]',0.416,50.625,0.761,-
'[16:39:18.184]',0.416,50.625,0.753,-
'[16:39:18.192]',0.420,49.687,0.749,-
'[16:39:18.200]',0.420,49.687,0.741,-
'[16:39:18.208]',0.424,48.750,0.733,-
'[16:39:18.216]',0.424,48.750,0.725,-
'[16:39:18.224]',0.424,47.812,0.714,-
'[16:39:18.232]',0.435,47.812,0.702,-
'[16:39:18.240]',0.435,46.875,0.690,-
'[16:39:18.248]',0.435,46.875,0.678,-
'[16:39:18.256]',0.439,45.937,0.667,-
'[16:39:18.264]',0.443,45.937,0.655,-
'[16:39:18.272]',0.451,45.000,0.643,-
'[16:39:18.280]',0.459,45.000,0.627,-
'[16:39:18.288]',0.467,45.000,0.616,-
'[16:39:18.296]',0.471,45.000,0.600,-
'[16:39:18.304]',0.475,45.937,0.588,-
'[16:39:18.312]',0.478,48.750,0.576,-
'[16:39:18.320]',0.478,54.375,0.565,-
'[16:39:18.328]',0.486,62.812,0.557,-
'[16:39:18.336]',0.490,73.125,0.549,-
'[16:39:18.344]',0.490,83.437,0.537,-
'[16:39:18.352]',0.498,92.812,0.533,-
'[16:39:18.360]',0.498,101.250,0.525,-
'[16:39:18.368]',0.498,106.875,0.518,-
'[16:39:18.376]',0.494,112.500,0.514,-
'[16:39:18.384]',0.494,115.312,0.506,-
'[16:39:18.392]',0.490,116.250,0.502,-
'[16:39:18.400]',0.486,116.250,0.498,-
'[16:39:18.408]',0.478,114.375,0.490,-
'[16:39:18.416]',0.478,112.500,0.486,-
'[16:39:18.424]',0.478,109.687,0.482,-
'[16:39:18.432]',0.478,106.875,0.478,-
'[16:39:18.440]',0.478,104.062,0.475,-
'[16:39:18.448]',0.478,101.250,0.467,-
'[16:39:18.456]',0.478,99.375,0.463,-
'[16:39:18.464]',0.478,97.500,0.459,-
'[16:39:18.472]',0.486,95.625,0.455,-
'[16:39:18.480]',0.486,93.750,0.451,-
'[16:39:18.488]',0.486,91.875,0.443,-
'[16:39:18.496]',0.486,90.937,0.439,-
'[16:39:18.504]',0.486,89.062,0.435,-
'[16:39:18.512]',0.486,88.125,0.431,-
'[16:39:18.520]',0.486,86.250,0.427,-
'[16:39:18.528]',0.478,84.375,0.420,-
'[16:39:18.536]',0.478,82.500,0.416,-
'[16:39:18.544]',0.490,80.625,0.412,-
'[16:39:18.552]',0.506,78.750,0.408,-
'[16:39:18.560]',0.514,75.937,0.404,-
'[16:39:18.568]',0.525,73.125,0.400,-
'[16:39:18.576]',0.533,70.312,0.396,-
'[16:39:18.584]',0.545,67.500,0.392,-
'[16:39:18.592]',0.557,65.625,0.392,-
'[16:39:18.600]',0.561,62.812,0.396,-
'[16:39:18.608]',0.533,60.937,0.400,-
'[16:39:18.616]',0.506,60.000,0.412,-
'[16:39:18.624]',0.475,58.125,0.424,-
'[16:39:18.632]',0.439,57.187,0.443,-
'[16:39:18.640]',0.424,57.187,0.463,-
'[16:39:18.648]',0.424,56.250,0.486,-
'[16:39:18.656]',0.424,56.250,0.506,-
'[16:39:18.664]',0.424,55.312,0.525,-
'[16:39:18.672]',0.424,55.312,0.549,-
'[16:39:18.680]',0.420,55.312,0.573,-
'[16:39:18.688]',0.424,55.312,0.592,-
'[16:39:18.696]',0.494,55.312,0.608,-
'[16:39:18.704]',0.655,55.312,0.616,-
'[16:39:18.712]',0.816,55.312,0.627,-
'[16:39:18.720]',0.867,55.312,0.635,-
'[16:39:18.728]',0.847,55.312,0.647,-
'[16:39:18.736]',0.800,54.375,0.655,-
'[16:39:18.744]',0.729,54.375,0.663,-
'[16:39:18.752]',0.635,54.375,0.667,-
'[16:39:18.760]',0.541,54.375,0.667,-
'[16:39:18.768]',0.471,53.437,0.671,-
'[16:39:18.776]',0.439,53.437,0.671,-
'[16:39:18.784]',0.431,52.500,0.671,-
'[16:39:18.792]',0.424,52.500,0.667,-
'[16:39:18.800]',0.424,51.562,0.663,-
'[16:39:18.808]',0.424,51.562,0.659,-
'[16:39:18.816]',0.431,50.625,0.651,-
'[16:39:18.824]',0.435,50.625,0.643,-
'[16:39:18.832]',0.435,49.687,0.635,-
'[16:39:18.840]',0.439,49.687,0.624,-
'[16:39:18.848]',0.439,48.750,0.612,-
'[16:39:18.856]',0.439,48.750,0.600,-
'[16:39:18.864]',0.443,47.812,0.588,-
'[16:39:18.872]',0.443,47.812,0.576,-
'[16:39:18.880]',0.451,46.875,0.561,-
'[16:39:18.888]',0.451,46.875,0.545,-
'[16:39:18.896]',0.459,45.937,0.529,-
'[16:39:18.904]',0.467,45.937,0.510,-
'[16:39:18.912]',0.471,45.937,0.494,-
'[16:39:18.920]',0.475,45.000,0.478,-
'[16:39:18.928]',0.478,45.937,0.463,-
'[16:39:18.936]',0.486,48.750,0.447,-
'[16:39:18.944]',0.490,52.500,0.431,-
'[16:39:18.952]',0.490,60.000,0.420,-
'[16:39:18.960]',0.494,69.375,0.408,-
'[16:39:18.968]',0.494,79.687,0.396,-
'[16:39:18.976]',0.498,90.000,0.384,-
'[16:39:18.984]',0.506,98.437,0.373,-
'[16:39:18.992]',0.510,105.937,0.361,-
'[16:39:19.000]',0.506,110.625,0.353,-
'[16:39:19.008]',0.498,114.375,0.345,-
'[16:39:19.016]',0.498,116.250,0.333,-
'[16:39:19.024]',0.494,116.250,0.325,-
'[16:39:19.032]',0.490,115.312,0.322,-
'[16:39:19.040]',0.486,113.437,0.314,-
'[16:39:19.048]',0.486,110.625,0.306,-
'[16:39:19.056]',0.486,108.750,0.302,-
'[16:39:19.064]',0.486,105.937,0.298,-
'[16:39:19.072]',0.490,103.125,0.290,-
'[16:39:19.080]',0.490,101.250,0.286,-
'[16:39:19.088]',0.490,99.375,0.278,-
'[16:39:19.096]',0.490,97.500,0.271,-
'[16:39:19.104]',0.490,95.625,0.267,-
'[16:39:19.112]',0.490,93.750,0.259,-
'[16:39:19.120]',0.490,92.812,0.251,-
'[16:39:19.128]',0.494,90.937,0.243,-
'[16:39:19.136]',0.494,90.000,0.235,-
'[16:39:19.144]',0.490,88.125,0.227,-
'[16:39:19.152]',0.490,86.250,0.224,-
'[16:39:19.160]',0.490,84.375,0.216,-
'[16:39:19.168]',0.490,82.500,0.212,-
'[16:39:19.176]',0.506,80.625,0.204,-
'[16:39:19.184]',0.522,78.750,0.200,-
'[16:39:19.192]',0.529,75.937,0.196,-
'[16:39:19.200]',0.545,73.125,0.188,-
'[16:39:19.208]',0.549,70.312,0.184,-
'[16:39:19.216]',0.557,67.500,0.184,-
'[16:39:19.224]',0.561,65.625,0.184,-
'[16:39:19.232]',0.549,62.812,0.192,-
'[16:39:19.240]',0.525,60.937,0.200,-
'[16:39:19.248]',0.494,60.000,0.212,-
'[16:39:19.256]',0.459,58.125,0.227,-
'[16:39:19.264]',0.431,57.187,0.247,-
'[16:39:19.272]',0.420,56.250,0.267,-
'[16:39:19.280]',0.420,56.250,0.290,-
'[16:39:19.288]',0.420,55.312,0.318,-
'[16:39:19.296]',0.420,55.312,0.345,-
'[16:39:19.304]',0.420,55.312,0.369,-
'[16:39:19.312]',0.416,55.312,0.396,-
'[16:39:19.320]',0.431,55.312,0.420,-
'[16:39:19.328]',0.522,54.375,0.443,-
'[16:39:19.336]',0.686,54.375,0.463,-
'[16:39:19.344]',0.827,54.375,0.482,-
'[16:39:19.352]',0.863,54.375,0.498,-
'[16:39:19.360]',0.835,54.375,0.510,-
'[16:39:19.368]',0.792,54.375,0.522,-
'[16:39:19.376]',0.714,54.375,0.533,-
'[16:39:19.384]',0.612,53.437,0.541,-
'[16:39:19.392]',0.522,53.437,0.549,-
'[16:39:19.400]',0.459,53.437,0.553,-
'[16:39:19.408]',0.435,52.500,0.557,-
'[16:39:19.416]',0.424,52.500,0.561,-
'[16:39:19.424]',0.420,51.562,0.561,-
'[16:39:19.432]',0.420,51.562,0.561,-
'[16:39:19.440]',0.420,50.625,0.561,-
'[16:39:19.448]',0.420,50.625,0.557,-
'[16:39:19.456]',0.424,49.687,0.553,-
'[16:39:19.464]',0.424,49.687,0.549,-
'[16:39:19.472]',0.431,48.750,0.541,-
'[16:39:19.480]',0.435,48.750,0.533,-
'[16:39:19.488]',0.435,47.812,0.525,-
'[16:39:19.496]',0.435,47.812,0.518,-
'[16:39:19.504]',0.439,46.875,0.506,-
'[16:39:19.512]',0.443,46.875,0.494,-
'[16:39:19.520]',0.443,45.937,0.486,-
'[16:39:19.528]',0.451,45.937,0.475,-
'[16:39:19.536]',0.455,45.000,0.463,-
'[16:39:19.544]',0.459,45.000,0.451,-
'[16:39:19.552]',0.467,45.000,0.443,-
'[16:39:19.560]',0.471,45.937,0.431,-
'[16:39:19.568]',0.471,48.750,0.424,-
'[16:39:19.576]',0.475,53.437,0.412,-
'[16:39:19.584]',0.478,60.937,0.400,-
'[16:39:19.592]',0.478,71.250,0.392,-
'[16:39:19.600]',0.486,81.562,0.380,-
'[16:39:19.608]',0.490,90.937,0.373,-
'[16:39:19.616]',0.498,99.375,0.365,-
'[16:39:19.624]',0.494,105.937,0.353,-
'[16:39:19.632]',0.490,110.625,0.345,-
'[16:39:19.640]',0.490,113.437,0.337,-
'[16:39:19.648]',0.486,115.312,0.333,-
'[16:39:19.656]',0.478,115.312,0.329,-
'[16:39:19.664]',0.478,114.375,0.322,-
'[16:39:19.672]',0.475,111.562,0.318,-
'[16:39:19.680]',0.475,109.687,0.314,-
