'Time','I','II','III','AVR','V','MCL','RESP','PLETH','ABP'
'[16:11:27.728]',-,0.490,-,0.500,0.349,-,-,0.656,-
'[16:11:27.736]',-,0.480,-,0.510,0.349,-,-,0.640,-
'[16:11:27.744]',-,0.465,-,0.529,0.349,-,-,0.624,-
'[16:11:27.752]',-,0.460,-,0.539,0.359,-,-,0.607,-
'[16:11:27.760]',-,0.565,-,0.480,0.339,-,-,0.592,-
'[16:11:27.768]',-,0.755,-,0.349,0.300,-,-,0.580,-
'[16:11:27.776]',-,0.855,-,0.290,0.290,-,-,0.568,-
'[16:11:27.784]',-,0.650,-,0.430,0.314,-,-,0.556,-
'[16:11:27.792]',-,0.315,-,0.646,0.349,-,-,0.545,-
'[16:11:27.800]',-,0.124,-,0.770,0.420,-,-,0.536,-
'[16:11:27.808]',-,0.100,-,0.795,0.529,-,-,0.527,-
'[16:11:27.816]',-,0.150,-,0.760,0.625,-,-,0.518,-
'[16:11:27.824]',-,0.214,-,0.709,0.655,-,-,0.510,-
'[16:11:27.832]',-,0.275,-,0.680,0.565,-,-,0.503,-
'[16:11:27.840]',-,0.344,-,0.635,0.416,-,-,0.497,-
'[16:11:27.848]',-,0.440,-,0.551,0.339,-,-,0.490,-
'[16:11:27.856]',-,0.505,-,0.485,0.324,-,-,0.483,-
'[16:11:27.864]',-,0.515,-,0.471,0.324,-,-,0.477,-
'[16:11:27.872]',-,0.500,-,0.480,0.324,-,-,0.471,-
'[16:11:27.880]',-,0.505,-,0.495,0.329,-,-,0.465,-
'[16:11:27.888]',-,0.530,-,0.480,0.329,-,-,0.458,-
'[16:11:27.896]',-,0.535,-,0.476,0.329,-,-,0.452,-
'[16:11:27.904]',-,0.510,-,0.490,0.324,-,-,0.446,-
'[16:11:27.912]',-,0.510,-,0.485,0.324,-,-,0.439,-
'[16:11:27.920]',-,0.515,-,0.480,0.324,-,-,0.433,-
'[16:11:27.928]',-,0.505,-,0.500,0.329,-,-,0.426,-
'[16:11:27.936]',-,0.490,-,0.520,0.324,-,-,0.420,-
'[16:11:27.944]',-,0.505,-,0.495,0.324,-,-,0.415,-
'[16:11:27.952]',-,0.535,-,0.466,0.324,-,-,0.411,-
'[16:11:27.960]',-,0.540,-,0.461,0.324,-,-,0.408,-
'[16:11:27.968]',-,0.510,-,0.505,0.324,-,-,0.404,-
'[16:11:27.976]',-,0.510,-,0.510,0.329,-,-,0.400,-
'[16:11:27.984]',-,0.520,-,0.500,0.324,-,-,0.396,-
'[16:11:27.992]',-,0.515,-,0.505,0.314,-,-,0.391,-
'[16:11:28.000]',-,0.500,-,0.515,0.314,-,-,0.386,-
'[16:11:28.008]',-,0.490,-,0.524,0.310,-,-,0.382,-
'[16:11:28.016]',-,0.480,-,0.529,0.304,-,-,0.377,-
'[16:11:28.024]',-,0.480,-,0.529,0.304,-,-,0.372,-
'[16:11:28.032]',-,0.480,-,0.524,0.304,-,-,0.368,-
'[16:11:28.040]',-,0.465,-,0.539,0.310,-,-,0.364,-
'[16:11:28.048]',-,0.435,-,0.566,0.290,-,-,0.359,-
'[16:11:28.056]',-,0.430,-,0.575,0.278,-,-,0.355,-
'[16:11:28.064]',-,0.440,-,0.570,0.278,-,-,0.352,-
'[16:11:28.072]',-,0.430,-,0.575,0.278,-,-,0.349,-
'[16:11:28.080]',-,0.415,-,0.585,0.269,-,-,0.346,-
'[16:11:28.088]',-,0.410,-,0.590,0.265,-,-,0.342,-
'[16:11:28.096]',-,0.425,-,0.580,0.269,-,-,0.339,-
'[16:11:28.104]',-,0.435,-,0.570,0.284,-,-,0.336,-
'[16:11:28.112]',-,0.470,-,0.539,0.304,-,-,0.333,-
'[16:11:28.120]',-,0.515,-,0.495,0.324,-,-,0.331,-
'[16:11:28.128]',-,0.520,-,0.495,0.339,-,-,0.329,-
'[16:11:28.136]',-,0.490,-,0.515,0.339,-,-,0.328,-
'[16:11:28.144]',-,0.475,-,0.520,0.345,-,-,0.326,-
'[16:11:28.152]',-,0.495,-,0.500,0.359,-,-,0.324,-
'[16:11:28.160]',-,0.525,-,0.476,0.375,-,-,0.322,-
'[16:11:28.168]',-,0.550,-,0.461,0.384,-,-,0.321,-
'[16:11:28.176]',-,0.560,-,0.444,0.390,-,-,0.319,-
'[16:11:28.184]',-,0.565,-,0.430,0.375,-,-,0.316,-
'[16:11:28.192]',-,0.545,-,0.439,0.365,-,-,0.314,-
'[16:11:28.200]',-,0.545,-,0.454,0.371,-,-,0.311,-
'[16:11:28.208]',-,0.550,-,0.461,0.375,-,-,0.308,-
'[16:11:28.216]',-,0.540,-,0.466,0.375,-,-,0.306,-
'[16:11:28.224]',-,0.535,-,0.461,0.371,-,-,0.304,-
'[16:11:28.232]',-,0.545,-,0.439,0.371,-,-,0.302,-
'[16:11:28.240]',-,0.560,-,0.425,0.375,-,-,0.300,-
'[16:11:28.248]',-,0.560,-,0.430,0.380,-,-,0.298,-
'[16:11:28.256]',-,0.535,-,0.449,0.375,-,-,0.297,-
'[16:11:28.264]',-,0.530,-,0.466,0.375,-,-,0.296,-
'[16:11:28.272]',-,0.530,-,0.471,0.375,-,-,0.298,-
'[16:11:28.280]',-,0.540,-,0.444,0.375,-,-,0.301,-
'[16:11:28.288]',-,0.545,-,0.439,0.375,-,-,0.307,-
'[16:11:28.296]',-,0.535,-,0.454,0.380,-,-,0.317,-
'[16:11:28.304]',-,0.540,-,0.449,0.380,-,-,0.332,-
'[16:11:28.312]',-,0.555,-,0.434,0.380,-,-,0.352,-
'[16:11:28.320]',-,0.530,-,0.444,0.365,-,-,0.375,-
'[16:11:28.328]',-,0.515,-,0.461,0.359,-,-,0.401,-
'[16:11:28.336]',-,0.515,-,0.461,0.359,-,-,0.428,-
'[16:11:28.344]',-,0.520,-,0.461,0.359,-,-,0.455,-
'[16:11:28.352]',-,0.515,-,0.461,0.355,-,-,0.481,-
'[16:11:28.360]',-,0.515,-,0.466,0.359,-,-,0.502,-
'[16:11:28.368]',-,0.520,-,0.461,0.365,-,-,0.521,-
'[16:11:28.376]',-,0.535,-,0.439,0.365,-,-,0.540,-
'[16:11:28.384]',-,0.540,-,0.430,0.365,-,-,0.559,-
'[16:11:28.392]',-,0.520,-,0.454,0.365,-,-,0.577,-
'[16:11:28.400]',-,0.500,-,0.471,0.349,-,-,0.594,-
'[16:11:28.408]',-,0.500,-,0.471,0.349,-,-,0.611,-
'[16:11:28.416]',-,0.505,-,0.471,0.355,-,-,0.627,-
'[16:11:28.424]',-,0.515,-,0.461,0.355,-,-,0.640,-
'[16:11:28.432]',-,0.525,-,0.449,0.355,-,-,0.654,-
'[16:11:28.440]',-,0.540,-,0.444,0.365,-,-,0.666,-
'[16:11:28.448]',-,0.545,-,0.444,0.375,-,-,0.676,-
'[16:11:28.456]',-,0.565,-,0.430,0.390,-,-,0.684,-
'[16:11:28.464]',-,0.595,-,0.405,0.384,-,-,0.690,-
'[16:11:28.472]',-,0.605,-,0.395,0.375,-,-,0.694,-
'[16:11:28.480]',-,0.580,-,0.420,0.359,-,-,0.698,-
'[16:11:28.488]',-,0.555,-,0.430,0.339,-,-,0.700,-
'[16:11:28.496]',-,0.540,-,0.434,0.324,-,-,0.701,-
'[16:11:28.504]',-,0.515,-,0.454,0.324,-,-,0.700,-
'[16:11:28.512]',-,0.500,-,0.471,0.324,-,-,0.698,-
'[16:11:28.520]',-,0.500,-,0.476,0.335,-,-,0.693,-
'[16:11:28.528]',-,0.500,-,0.471,0.339,-,-,0.685,-
'[16:11:28.536]',-,0.485,-,0.485,0.335,-,-,0.676,-
'[16:11:28.544]',-,0.480,-,0.490,0.329,-,-,0.666,-
'[16:11:28.552]',-,0.495,-,0.476,0.329,-,-,0.654,-
'[16:11:28.560]',-,0.500,-,0.471,0.329,-,-,0.641,-
'[16:11:28.568]',-,0.495,-,0.476,0.329,-,-,0.629,-
'[16:11:28.576]',-,0.485,-,0.490,0.329,-,-,0.616,-
'[16:11:28.584]',-,0.485,-,0.490,0.329,-,-,0.603,-
'[16:11:28.592]',-,0.480,-,0.495,0.339,-,-,0.589,-
'[16:11:28.600]',-,0.520,-,0.485,0.310,-,-,0.577,-
'[16:11:28.608]',-,0.675,-,0.395,0.265,-,-,0.566,-
'[16:11:28.616]',-,0.845,-,0.275,0.249,-,-,0.540,-
'[16:11:28.624]',-,0.735,-,0.270,0.259,-,-,0.507,-
'[16:11:28.632]',-,0.389,-,0.551,0.294,-,-,0.487,-
'[16:11:28.640]',-,0.145,-,0.715,0.365,-,-,0.473,-
'[16:11:28.648]',-,0.110,-,0.745,0.484,-,-,0.462,-
'[16:11:28.656]',-,0.185,-,0.709,0.600,-,-,0.454,-
'[16:11:28.664]',-,0.245,-,0.675,0.651,-,-,0.446,-
'[16:11:28.672]',-,0.295,-,0.640,0.580,-,-,0.439,-
'[16:11:28.680]',-,0.365,-,0.580,0.435,-,-,0.432,-
'[16:11:28.688]',-,0.435,-,0.524,0.324,-,-,0.424,-
'[16:11:28.696]',-,0.490,-,0.480,0.304,-,-,0.417,-
'[16:11:28.704]',-,0.525,-,0.449,0.300,-,-,0.411,-
'[16:11:28.712]',-,0.510,-,0.454,0.284,-,-,0.405,-
'[16:11:28.720]',-,0.495,-,0.471,0.278,-,-,0.399,-
'[16:11:28.728]',-,0.495,-,0.461,0.278,-,-,0.394,-
'[16:11:28.736]',-,0.505,-,0.454,0.284,-,-,0.388,-
'[16:11:28.744]',-,0.525,-,0.434,0.284,-,-,0.383,-
'[16:11:28.752]',-,0.540,-,0.430,0.290,-,-,0.377,-
'[16:11:28.760]',-,0.530,-,0.439,0.284,-,-,0.372,-
'[16:11:28.768]',-,0.520,-,0.449,0.278,-,-,0.368,-
'[16:11:28.776]',-,0.530,-,0.439,0.278,-,-,0.364,-
'[16:11:28.784]',-,0.540,-,0.425,0.284,-,-,0.360,-
'[16:11:28.792]',-,0.545,-,0.425,0.284,-,-,0.355,-
'[16:11:28.800]',-,0.540,-,0.430,0.284,-,-,0.350,-
'[16:11:28.808]',-,0.515,-,0.454,0.275,-,-,0.346,-
'[16:11:28.816]',-,0.505,-,0.471,0.275,-,-,0.342,-
'[16:11:28.824]',-,0.510,-,0.461,0.278,-,-,0.337,-
'[16:11:28.832]',-,0.510,-,0.454,0.284,-,-,0.333,-
'[16:11:28.840]',-,0.510,-,0.461,0.278,-,-,0.328,-
'[16:11:28.848]',-,0.510,-,0.461,0.275,-,-,0.325,-
'[16:11:28.856]',-,0.500,-,0.476,0.269,-,-,0.320,-
'[16:11:28.864]',-,0.490,-,0.485,0.265,-,-,0.317,-
'[16:11:28.872]',-,0.475,-,0.490,0.255,-,-,0.315,-
'[16:11:28.880]',-,0.465,-,0.495,0.245,-,-,0.312,-
'[16:11:28.888]',-,0.460,-,0.505,0.239,-,-,0.308,-
'[16:11:28.896]',-,0.465,-,0.500,0.245,-,-,0.305,-
'[16:11:28.904]',-,0.450,-,0.510,0.245,-,-,0.301,-
'[16:11:28.912]',-,0.425,-,0.534,0.245,-,-,0.297,-
'[16:11:28.920]',-,0.415,-,0.546,0.245,-,-,0.294,-
'[16:11:28.928]',-,0.430,-,0.529,0.249,-,-,0.290,-
'[16:11:28.936]',-,0.425,-,0.534,0.245,-,-,0.287,-
'[16:11:28.944]',-,0.415,-,0.546,0.239,-,-,0.284,-
'[16:11:28.952]',-,0.425,-,0.546,0.249,-,-,0.283,-
'[16:11:28.960]',-,0.445,-,0.529,0.269,-,-,0.281,-
'[16:11:28.968]',-,0.485,-,0.500,0.300,-,-,0.281,-
'[16:11:28.976]',-,0.515,-,0.466,0.324,-,-,0.280,-
'[16:11:28.984]',-,0.535,-,0.449,0.345,-,-,0.279,-
'[16:11:28.992]',-,0.540,-,0.444,0.355,-,-,0.278,-
'[16:11:29.000]',-,0.525,-,0.449,0.365,-,-,0.276,-
'[16:11:29.008]',-,0.510,-,0.476,0.365,-,-,0.275,-
'[16:11:29.016]',-,0.505,-,0.480,0.365,-,-,0.272,-
'[16:11:29.024]',-,0.510,-,0.461,0.359,-,-,0.270,-
'[16:11:29.032]',-,0.520,-,0.449,0.359,-,-,0.268,-
'[16:11:29.040]',-,0.540,-,0.434,0.371,-,-,0.267,-
'[16:11:29.048]',-,0.565,-,0.425,0.371,-,-,0.265,-
'[16:11:29.056]',-,0.580,-,0.415,0.371,-,-,0.263,-
'[16:11:29.064]',-,0.575,-,0.425,0.365,-,-,0.262,-
'[16:11:29.072]',-,0.570,-,0.439,0.355,-,-,0.261,-
'[16:11:29.080]',-,0.580,-,0.425,0.349,-,-,0.260,-
'[16:11:29.088]',-,0.585,-,0.415,0.365,-,-,0.258,-
'[16:11:29.096]',-,0.565,-,0.430,0.371,-,-,0.256,-
'[16:11:29.104]',-,0.560,-,0.434,0.384,-,-,0.255,-
'[16:11:29.112]',-,0.565,-,0.430,0.390,-,-,0.255,-
'[16:11:29.120]',-,0.535,-,0.444,0.390,-,-,0.257,-
'[16:11:29.128]',-,0.530,-,0.461,0.384,-,-,0.262,-
'[16:11:29.136]',-,0.530,-,0.461,0.380,-,-,0.271,-
'[16:11:29.144]',-,0.535,-,0.454,0.371,-,-,0.283,-
'[16:11:29.152]',-,0.540,-,0.449,0.365,-,-,0.301,-
'[16:11:29.160]',-,0.555,-,0.434,0.365,-,-,0.320,-
'[16:11:29.168]',-,0.575,-,0.415,0.371,-,-,0.338,-
'[16:11:29.176]',-,0.580,-,0.415,0.375,-,-,0.361,-
'[16:11:29.184]',-,0.545,-,0.454,0.359,-,-,0.384,-
'[16:11:29.192]',-,0.515,-,0.476,0.349,-,-,0.409,-
'[16:11:29.200]',-,0.525,-,0.466,0.349,-,-,0.432,-
'[16:11:29.208]',-,0.545,-,0.444,0.355,-,-,0.455,-
'[16:11:29.216]',-,0.540,-,0.444,0.365,-,-,0.475,-
'[16:11:29.224]',-,0.520,-,0.466,0.359,-,-,0.494,-
'[16:11:29.232]',-,0.510,-,0.476,0.359,-,-,0.511,-
'[16:11:29.240]',-,0.510,-,0.480,0.365,-,-,0.527,-
'[16:11:29.248]',-,0.500,-,0.490,0.371,-,-,0.542,-
'[16:11:29.256]',-,0.495,-,0.476,0.365,-,-,0.553,-
'[16:11:29.264]',-,0.495,-,0.471,0.355,-,-,0.562,-
'[16:11:29.272]',-,0.515,-,0.454,0.359,-,-,0.572,-
'[16:11:29.280]',-,0.540,-,0.444,0.371,-,-,0.582,-
'[16:11:29.288]',-,0.560,-,0.439,0.384,-,-,0.590,-
'[16:11:29.296]',-,0.565,-,0.444,0.400,-,-,0.599,-
'[16:11:29.304]',-,0.550,-,0.454,0.400,-,-,0.606,-
'[16:11:29.312]',-,0.540,-,0.466,0.394,-,-,0.611,-
'[16:11:29.320]',-,0.535,-,0.471,0.384,-,-,0.615,-
'[16:11:29.328]',-,0.525,-,0.471,0.380,-,-,0.618,-
'[16:11:29.336]',-,0.515,-,0.471,0.371,-,-,0.618,-
'[16:11:29.344]',-,0.545,-,0.444,0.371,-,-,0.616,-
'[16:11:29.352]',-,0.560,-,0.434,0.371,-,-,0.612,-
'[16:11:29.360]',-,0.515,-,0.476,0.365,-,-,0.606,-
'[16:11:29.368]',-,0.480,-,0.510,0.359,-,-,0.598,-
'[16:11:29.376]',-,0.495,-,0.495,0.359,-,-,0.588,-
'[16:11:29.384]',-,0.515,-,0.476,0.355,-,-,0.578,-
'[16:11:29.392]',-,0.510,-,0.490,0.349,-,-,0.565,-
'[16:11:29.400]',-,0.490,-,0.515,0.349,-,-,0.552,-
'[16:11:29.408]',-,0.475,-,0.524,0.349,-,-,0.539,-
'[16:11:29.416]',-,0.480,-,0.495,0.349,-,-,0.525,-
'[16:11:29.424]',-,0.500,-,0.471,0.365,-,-,0.512,-
'[16:11:29.432]',-,0.485,-,0.495,0.380,-,-,0.500,-
'[16:11:29.440]',-,0.475,-,0.510,0.371,-,-,0.489,-
'[16:11:29.448]',-,0.620,-,0.420,0.329,-,-,0.479,-
'[16:11:29.456]',-,0.780,-,0.305,0.284,-,-,0.470,-
'[16:11:29.464]',-,0.805,-,0.295,0.269,-,-,0.462,-
'[16:11:29.472]',-,0.490,-,0.529,0.304,-,-,0.455,-
'[16:11:29.480]',-,0.209,-,0.715,0.371,-,-,0.448,-
'[16:11:29.488]',-,0.110,-,0.775,0.461,-,-,0.440,-
'[16:11:29.496]',-,0.140,-,0.760,0.565,-,-,0.433,-
'[16:11:29.504]',-,0.225,-,0.695,0.641,-,-,0.426,-
'[16:11:29.512]',-,0.275,-,0.660,0.655,-,-,0.419,-
'[16:11:29.520]',-,0.299,-,0.646,0.555,-,-,0.412,-
'[16:11:29.528]',-,0.365,-,0.600,0.416,-,-,0.405,-
'[16:11:29.536]',-,0.455,-,0.524,0.345,-,-,0.398,-
'[16:11:29.544]',-,0.500,-,0.485,0.320,-,-,0.391,-
'[16:11:29.552]',-,0.490,-,0.480,0.300,-,-,0.385,-
'[16:11:29.560]',-,0.480,-,0.500,0.284,-,-,0.380,-
'[16:11:29.568]',-,0.495,-,0.485,0.278,-,-,0.375,-
'[16:11:29.576]',-,0.520,-,0.466,0.284,-,-,0.370,-
'[16:11:29.584]',-,0.530,-,0.449,0.290,-,-,0.367,-
'[16:11:29.592]',-,0.515,-,0.461,0.294,-,-,0.363,-
'[16:11:29.600]',-,0.505,-,0.480,0.284,-,-,0.360,-
'[16:11:29.608]',-,0.515,-,0.471,0.294,-,-,0.358,-
'[16:11:29.616]',-,0.525,-,0.454,0.300,-,-,0.355,-
'[16:11:29.624]',-,0.510,-,0.466,0.300,-,-,0.352,-
'[16:11:29.632]',-,0.500,-,0.476,0.294,-,-,0.349,-
'[16:11:29.640]',-,0.500,-,0.471,0.290,-,-,0.346,-
'[16:11:29.648]',-,0.505,-,0.476,0.290,-,-,0.344,-
'[16:11:29.656]',-,0.500,-,0.480,0.290,-,-,0.342,-
'[16:11:29.664]',-,0.495,-,0.485,0.290,-,-,0.341,-
'[16:11:29.672]',-,0.495,-,0.495,0.294,-,-,0.340,-
'[16:11:29.680]',-,0.495,-,0.500,0.278,-,-,0.340,-
'[16:11:29.688]',-,0.505,-,0.480,0.275,-,-,0.340,-
'[16:11:29.696]',-,0.520,-,0.461,0.278,-,-,0.340,-
'[16:11:29.704]',-,0.515,-,0.466,0.290,-,-,0.339,-
'[16:11:29.712]',-,0.485,-,0.500,0.275,-,-,0.338,-
'[16:11:29.720]',-,0.450,-,0.520,0.259,-,-,0.335,-
'[16:11:29.728]',-,0.445,-,0.524,0.249,-,-,0.332,-
'[16:11:29.736]',-,0.445,-,0.524,0.245,-,-,0.327,-
'[16:11:29.744]',-,0.430,-,0.539,0.239,-,-,0.323,-
'[16:11:29.752]',-,0.425,-,0.556,0.239,-,-,0.318,-
'[16:11:29.760]',-,0.430,-,0.546,0.233,-,-,0.314,-
'[16:11:29.768]',-,0.435,-,0.546,0.233,-,-,0.311,-
'[16:11:29.776]',-,0.440,-,0.546,0.239,-,-,0.307,-
'[16:11:29.784]',-,0.450,-,0.539,0.245,-,-,0.303,-
'[16:11:29.792]',-,0.455,-,0.539,0.245,-,-,0.300,-
'[16:11:29.800]',-,0.465,-,0.524,0.259,-,-,0.296,-
'[16:11:29.808]',-,0.505,-,0.495,0.278,-,-,0.293,-
'[16:11:29.816]',-,0.530,-,0.476,0.300,-,-,0.290,-
'[16:11:29.824]',-,0.535,-,0.471,0.324,-,-,0.288,-
'[16:11:29.832]',-,0.515,-,0.485,0.339,-,-,0.285,-
'[16:11:29.840]',-,0.510,-,0.490,0.349,-,-,0.283,-
'[16:11:29.848]',-,0.535,-,0.461,0.359,-,-,0.281,-
'[16:11:29.856]',-,0.575,-,0.425,0.375,-,-,0.279,-
'[16:11:29.864]',-,0.590,-,0.410,0.380,-,-,0.277,-
'[16:11:29.872]',-,0.575,-,0.425,0.375,-,-,0.275,-
'[16:11:29.880]',-,0.555,-,0.444,0.365,-,-,0.273,-
'[16:11:29.888]',-,0.545,-,0.461,0.365,-,-,0.270,-
'[16:11:29.896]',-,0.545,-,0.466,0.365,-,-,0.267,-
'[16:11:29.904]',-,0.545,-,0.454,0.365,-,-,0.265,-
'[16:11:29.912]',-,0.535,-,0.461,0.359,-,-,0.262,-
'[16:11:29.920]',-,0.520,-,0.476,0.349,-,-,0.260,-
'[16:11:29.928]',-,0.525,-,0.471,0.349,-,-,0.258,-
'[16:11:29.936]',-,0.555,-,0.444,0.349,-,-,0.257,-
'[16:11:29.944]',-,0.575,-,0.425,0.365,-,-,0.254,-
'[16:11:29.952]',-,0.580,-,0.420,0.371,-,-,0.252,-
'[16:11:29.960]',-,0.560,-,0.444,0.355,-,-,0.251,-
'[16:11:29.968]',-,0.555,-,0.461,0.349,-,-,0.251,-
'[16:11:29.976]',-,0.555,-,0.454,0.349,-,-,0.252,-
'[16:11:29.984]',-,0.535,-,0.466,0.349,-,-,0.255,-
'[16:11:29.992]',-,0.535,-,0.471,0.349,-,-,0.262,-
'[16:11:30.000]',-,0.560,-,0.449,0.345,-,-,0.272,-
'[16:11:30.008]',-,0.565,-,0.444,0.345,-,-,0.285,-
'[16:11:30.016]',-,0.555,-,0.444,0.339,-,-,0.303,-
'[16:11:30.024]',-,0.545,-,0.449,0.335,-,-,0.324,-
'[16:11:30.032]',-,0.535,-,0.461,0.335,-,-,0.345,-
'[16:11:30.040]',-,0.540,-,0.466,0.335,-,-,0.368,-
'[16:11:30.048]',-,0.550,-,0.449,0.345,-,-,0.389,-
'[16:11:30.056]',-,0.555,-,0.444,0.339,-,-,0.408,-
'[16:11:30.064]',-,0.560,-,0.434,0.335,-,-,0.424,-
'[16:11:30.072]',-,0.570,-,0.430,0.335,-,-,0.441,-
'[16:11:30.080]',-,0.550,-,0.449,0.329,-,-,0.458,-
'[16:11:30.088]',-,0.505,-,0.500,0.320,-,-,0.474,-
'[16:11:30.096]',-,0.495,-,0.505,0.314,-,-,0.489,-
'[16:11:30.104]',-,0.535,-,0.466,0.324,-,-,0.501,-
'[16:11:30.112]',-,0.540,-,0.461,0.329,-,-,0.513,-
'[16:11:30.120]',-,0.535,-,0.471,0.335,-,-,0.522,-
'[16:11:30.128]',-,0.535,-,0.476,0.345,-,-,0.531,-
'[16:11:30.136]',-,0.555,-,0.461,0.355,-,-,0.539,-
'[16:11:30.144]',-,0.580,-,0.434,0.365,-,-,0.545,-
'[16:11:30.152]',-,0.605,-,0.420,0.359,-,-,0.551,-
'[16:11:30.160]',-,0.611,-,0.420,0.349,-,-,0.555,-
'[16:11:30.168]',-,0.605,-,0.415,0.335,-,-,0.558,-
'[16:11:30.176]',-,0.600,-,0.415,0.324,-,-,0.560,-
'[16:11:30.184]',-,0.575,-,0.425,0.314,-,-,0.561,-
'[16:11:30.192]',-,0.560,-,0.434,0.314,-,-,0.561,-
'[16:11:30.200]',-,0.555,-,0.439,0.314,-,-,0.559,-
'[16:11:30.208]',-,0.535,-,0.454,0.314,-,-,0.556,-
'[16:11:30.216]',-,0.505,-,0.485,0.314,-,-,0.551,-
'[16:11:30.224]',-,0.490,-,0.500,0.314,-,-,0.545,-
'[16:11:30.232]',-,0.490,-,0.505,0.310,-,-,0.538,-
'[16:11:30.240]',-,0.505,-,0.485,0.310,-,-,0.528,-
'[16:11:30.248]',-,0.510,-,0.480,0.314,-,-,0.517,-
'[16:11:30.256]',-,0.490,-,0.500,0.310,-,-,0.507,-
'[16:11:30.264]',-,0.500,-,0.485,0.314,-,-,0.497,-
'[16:11:30.272]',-,0.505,-,0.480,0.329,-,-,0.486,-
'[16:11:30.280]',-,0.500,-,0.485,0.335,-,-,0.475,-
'[16:11:30.288]',-,0.605,-,0.439,0.294,-,-,0.465,-
'[16:11:30.296]',-,0.800,-,0.325,0.239,-,-,0.456,-
'[16:11:30.304]',-,0.890,-,0.270,0.204,-,-,0.447,-
'[16:11:30.312]',-,0.690,-,0.386,0.233,-,-,0.440,-
'[16:11:30.320]',-,0.375,-,0.585,0.310,-,-,0.433,-
'[16:11:30.328]',-,0.205,-,0.690,0.410,-,-,0.426,-
'[16:11:30.336]',-,0.190,-,0.715,0.525,-,-,0.420,-
'[16:11:30.344]',-,0.209,-,0.709,0.606,-,-,0.413,-
'[16:11:30.352]',-,0.214,-,0.715,0.629,-,-,0.407,-
'[16:11:30.360]',-,0.270,-,0.675,0.555,-,-,0.401,-
'[16:11:30.368]',-,0.365,-,0.600,0.416,-,-,0.396,-
'[16:11:30.376]',-,0.440,-,0.539,0.320,-,-,0.390,-
'[16:11:30.384]',-,0.485,-,0.495,0.290,-,-,0.383,-
'[16:11:30.392]',-,0.510,-,0.471,0.284,-,-,0.377,-
'[16:11:30.400]',-,0.515,-,0.461,0.284,-,-,0.370,-
'[16:11:30.408]',-,0.500,-,0.476,0.284,-,-,0.366,-
'[16:11:30.416]',-,0.495,-,0.490,0.290,-,-,0.360,-
'[16:11:30.424]',-,0.485,-,0.495,0.290,-,-,0.354,-
'[16:11:30.432]',-,0.490,-,0.490,0.284,-,-,0.349,-
'[16:11:30.440]',-,0.500,-,0.476,0.290,-,-,0.345,-
'[16:11:30.448]',-,0.515,-,0.461,0.294,-,-,0.340,-
'[16:11:30.456]',-,0.520,-,0.461,0.294,-,-,0.336,-
'[16:11:30.464]',-,0.510,-,0.471,0.290,-,-,0.333,-
'[16:11:30.472]',-,0.505,-,0.480,0.290,-,-,0.329,-
'[16:11:30.480]',-,0.510,-,0.476,0.290,-,-,0.326,-
'[16:11:30.488]',-,0.530,-,0.449,0.290,-,-,0.322,-
'[16:11:30.496]',-,0.540,-,0.449,0.290,-,-,0.317,-
'[16:11:30.504]',-,0.535,-,0.454,0.290,-,-,0.313,-
'[16:11:30.512]',-,0.530,-,0.461,0.284,-,-,0.310,-
'[16:11:30.520]',-,0.515,-,0.471,0.275,-,-,0.306,-
'[16:11:30.528]',-,0.510,-,0.480,0.269,-,-,0.302,-
'[16:11:30.536]',-,0.490,-,0.495,0.269,-,-,0.299,-
'[16:11:30.544]',-,0.475,-,0.510,0.259,-,-,0.295,-
'[16:11:30.552]',-,0.470,-,0.515,0.259,-,-,0.292,-
'[16:11:30.560]',-,0.470,-,0.515,0.259,-,-,0.289,-
'[16:11:30.568]',-,0.470,-,0.510,0.259,-,-,0.287,-
'[16:11:30.576]',-,0.480,-,0.500,0.249,-,-,0.285,-
'[16:11:30.584]',-,0.475,-,0.510,0.245,-,-,0.283,-
'[16:11:30.592]',-,0.455,-,0.524,0.239,-,-,0.280,-
'[16:11:30.600]',-,0.430,-,0.546,0.224,-,-,0.277,-
'[16:11:30.608]',-,0.405,-,0.566,0.214,-,-,0.274,-
'[16:11:30.616]',-,0.405,-,0.575,0.220,-,-,0.271,-
'[16:11:30.624]',-,0.435,-,0.556,0.239,-,-,0.269,-
'[16:11:30.632]',-,0.460,-,0.529,0.249,-,-,0.266,-
'[16:11:30.640]',-,0.475,-,0.510,0.259,-,-,0.263,-
'[16:11:30.648]',-,0.495,-,0.490,0.275,-,-,0.261,-
'[16:11:30.656]',-,0.515,-,0.471,0.300,-,-,0.260,-
'[16:11:30.664]',-,0.520,-,0.476,0.314,-,-,0.261,-
'[16:11:30.672]',-,0.515,-,0.490,0.329,-,-,0.262,-
'[16:11:30.680]',-,0.520,-,0.490,0.349,-,-,0.261,-
'[16:11:30.688]',-,0.540,-,0.466,0.365,-,-,0.259,-
'[16:11:30.696]',-,0.555,-,0.449,0.365,-,-,0.257,-
'[16:11:30.704]',-,0.540,-,0.454,0.355,-,-,0.255,-
'[16:11:30.712]',-,0.540,-,0.454,0.355,-,-,0.253,-
'[16:11:30.720]',-,0.555,-,0.439,0.371,-,-,0.251,-
'[16:11:30.728]',-,0.560,-,0.444,0.371,-,-,0.250,-
'[16:11:30.736]',-,0.540,-,0.461,0.355,-,-,0.248,-
