'Time','II','AVR','V','RESP','PLETH','ABP','CVP','ICP'
'[03:45:25.528]',0.125,0.665,0.795,0.850,1.768,110.827,-,-
'[03:45:25.536]',0.125,0.670,0.800,0.856,1.765,107.164,-,-
'[03:45:25.544]',0.115,0.670,0.800,0.861,1.763,103.989,-,-
'[03:45:25.552]',0.110,0.675,0.805,0.865,1.761,101.303,-,-
'[03:45:25.560]',0.110,0.675,0.805,0.870,1.754,99.154,-,-
'[03:45:25.568]',0.115,0.670,0.810,0.874,1.746,97.591,-,-
'[03:45:25.576]',0.120,0.665,0.810,0.878,1.737,96.565,-,-
'[03:45:25.584]',0.120,0.670,0.805,0.882,1.728,95.734,-,-
'[03:45:25.592]',0.115,0.665,0.805,0.886,1.719,95.099,-,-
'[03:45:25.600]',0.125,0.665,0.800,0.890,1.710,94.562,-,-
'[03:45:25.608]',0.125,0.660,0.795,0.894,1.700,93.927,-,-
'[03:45:25.616]',0.125,0.660,0.800,0.898,1.691,93.048,-,-
'[03:45:25.624]',0.125,0.660,0.795,0.902,1.681,91.876,-,-
'[03:45:25.632]',0.125,0.660,0.795,0.905,1.672,90.313,-,-
'[03:45:25.640]',0.125,0.660,0.795,0.909,1.665,88.554,-,-
'[03:45:25.648]',0.125,0.655,0.790,0.913,1.659,86.747,-,-
'[03:45:25.656]',0.125,0.660,0.790,0.917,1.656,84.989,-,-
'[03:45:25.664]',0.125,0.660,0.790,0.921,1.659,83.426,-,-
'[03:45:25.672]',0.125,0.660,0.790,0.925,1.666,82.107,-,-
'[03:45:25.680]',0.125,0.660,0.790,0.930,1.674,81.179,-,-
'[03:45:25.688]',0.130,0.660,0.790,0.934,1.684,80.690,-,-
'[03:45:25.696]',0.135,0.655,0.790,0.938,1.702,80.544,-,-
'[03:45:25.704]',0.135,0.655,0.790,0.942,1.729,80.788,-,-
'[03:45:25.712]',0.135,0.655,0.790,0.945,1.769,81.277,-,-
'[03:45:25.720]',0.140,0.650,0.795,0.948,1.817,82.058,-,-
'[03:45:25.728]',0.155,0.640,0.810,0.951,1.874,82.840,-,-
'[03:45:25.736]',0.170,0.640,0.825,0.953,1.931,83.816,-,-
'[03:45:25.744]',0.175,0.635,0.835,0.956,1.986,84.696,-,-
'[03:45:25.752]',0.190,0.620,0.850,0.958,2.050,85.428,-,-
'[03:45:25.760]',0.220,0.590,0.815,0.958,2.110,85.917,-,-
'[03:45:25.768]',0.240,0.570,0.790,0.959,2.164,86.161,-,-
'[03:45:25.776]',0.240,0.560,0.785,0.959,2.214,86.112,-,-
'[03:45:25.784]',0.250,0.555,0.785,0.959,2.258,85.819,-,-
'[03:45:25.792]',0.225,0.575,0.765,0.957,2.294,85.379,-,-
'[03:45:25.800]',0.200,0.595,0.770,0.955,2.326,84.696,-,-
'[03:45:25.808]',0.170,0.625,0.775,0.952,2.357,83.865,-,-
'[03:45:25.816]',0.130,0.655,0.780,0.949,2.381,82.986,-,-
'[03:45:25.824]',0.125,0.660,0.770,0.944,2.398,82.009,-,-
'[03:45:25.832]',0.125,0.660,0.770,0.939,2.409,80.984,-,-
'[03:45:25.840]',0.125,0.660,0.775,0.932,2.416,80.055,-,-
'[03:45:25.848]',0.120,0.665,0.770,0.925,2.423,79.127,-,-
'[03:45:25.856]',0.125,0.665,0.775,0.917,2.424,78.248,-,-
'[03:45:25.864]',0.120,0.665,0.775,0.909,2.419,77.418,-,-
'[03:45:25.872]',0.125,0.675,0.790,0.901,2.413,76.636,-,-
'[03:45:25.880]',0.140,0.710,0.870,0.893,2.405,75.855,-,-
'[03:45:25.888]',0.335,0.575,0.965,0.883,2.396,75.220,-,-
'[03:45:25.896]',1.040,0.015,0.235,0.874,2.387,74.683,-,-
'[03:45:25.904]',1.500,-0.500,-0.500,0.862,2.377,74.194,-,-
'[03:45:25.912]',1.245,-0.425,-0.500,0.851,2.366,73.657,-,-
'[03:45:25.920]',0.580,0.060,-0.465,0.839,2.350,73.217,-,-
'[03:45:25.928]',0.320,0.365,0.080,0.828,2.333,72.778,-,-
'[03:45:25.936]',0.190,0.545,0.550,0.816,2.318,72.387,-,-
'[03:45:25.944]',0.075,0.690,0.825,0.804,2.300,71.996,-,-
'[03:45:25.952]',0.025,0.750,0.915,0.793,2.283,71.654,-,-
'[03:45:25.960]',0.010,0.765,0.955,0.782,2.264,71.361,-,-
'[03:45:25.968]',0.010,0.775,0.975,0.773,2.245,71.117,-,-
'[03:45:25.976]',0.010,0.780,0.980,0.763,2.229,70.873,-,-
'[03:45:25.984]',0.015,0.770,0.980,0.754,2.211,70.629,-,-
'[03:45:25.992]',0.025,0.765,0.985,0.744,2.196,70.482,-,-
'[03:45:26.000]',0.030,0.755,0.985,0.735,2.183,70.287,-,-
'[03:45:26.008]',0.045,0.750,0.990,0.727,2.167,70.091,-,-
'[03:45:26.016]',0.050,0.745,0.985,0.719,2.152,69.945,-,-
'[03:45:26.024]',0.060,0.735,0.980,0.711,2.145,69.652,-,-
'[03:45:26.032]',0.075,0.730,0.985,0.704,2.141,69.505,-,-
'[03:45:26.040]',0.075,0.725,0.995,0.698,2.139,69.163,-,-
'[03:45:26.048]',0.090,0.720,0.995,0.690,2.138,68.870,-,-
'[03:45:26.056]',0.100,0.710,0.995,0.684,2.135,68.528,-,-
'[03:45:26.064]',0.110,0.705,1.000,0.676,2.129,68.186,-,-
'[03:45:26.072]',0.125,0.690,1.010,0.669,2.121,67.796,-,-
'[03:45:26.080]',0.135,0.685,1.020,0.661,2.112,67.356,-,-
'[03:45:26.088]',0.145,0.685,1.030,0.653,2.107,66.965,-,-
'[03:45:26.096]',0.160,0.675,1.040,0.644,2.099,66.526,-,-
'[03:45:26.104]',0.175,0.665,1.055,0.636,2.085,66.184,-,-
'[03:45:26.112]',0.195,0.660,1.070,0.628,2.068,65.793,-,-
'[03:45:26.120]',0.215,0.645,1.085,0.621,2.051,65.402,-,-
'[03:45:26.128]',0.235,0.635,1.095,0.614,2.033,65.109,-,-
'[03:45:26.136]',0.260,0.615,1.105,0.608,2.017,65.012,-,-
'[03:45:26.144]',0.285,0.600,1.110,0.601,2.002,65.060,-,-
'[03:45:26.152]',0.310,0.590,1.115,0.593,1.984,65.598,-,-
'[03:45:26.160]',0.325,0.575,1.105,0.585,1.969,66.965,-,-
'[03:45:26.168]',0.340,0.570,1.090,0.577,1.954,69.652,-,-
'[03:45:26.176]',0.360,0.560,1.075,0.570,1.939,74.048,-,-
'[03:45:26.184]',0.370,0.550,1.050,0.562,1.928,80.007,-,-
'[03:45:26.192]',0.365,0.550,1.010,0.555,1.915,87.040,-,-
'[03:45:26.200]',0.365,0.555,0.965,0.548,1.899,94.806,-,-
'[03:45:26.208]',0.360,0.560,0.925,0.540,1.882,102.670,-,-
'[03:45:26.216]',0.335,0.565,0.880,0.532,1.866,110.192,-,-
'[03:45:26.224]',0.315,0.570,0.850,0.524,1.853,116.737,-,-
'[03:45:26.232]',0.290,0.590,0.820,0.515,1.846,121.817,-,-
'[03:45:26.240]',0.265,0.595,0.805,0.506,1.839,124.992,-,-
'[03:45:26.248]',0.240,0.610,0.785,0.496,1.831,126.262,-,-
'[03:45:26.256]',0.215,0.620,0.785,0.486,1.822,125.676,-,-
'[03:45:26.264]',0.200,0.625,0.780,0.476,1.813,123.624,-,-
'[03:45:26.272]',0.180,0.635,0.780,0.467,1.804,120.450,-,-
'[03:45:26.280]',0.170,0.640,0.780,0.457,1.792,116.640,-,-
'[03:45:26.288]',0.160,0.645,0.785,0.448,1.779,112.537,-,-
'[03:45:26.296]',0.155,0.645,0.780,0.438,1.768,108.629,-,-
'[03:45:26.304]',0.150,0.650,0.785,0.428,1.758,105.064,-,-
'[03:45:26.312]',0.145,0.650,0.790,0.418,1.748,101.938,-,-
'[03:45:26.320]',0.145,0.655,0.790,0.408,1.738,99.349,-,-
'[03:45:26.328]',0.150,0.655,0.790,0.398,1.728,97.444,-,-
'[03:45:26.336]',0.150,0.655,0.795,0.388,1.721,95.930,-,-
'[03:45:26.344]',0.150,0.655,0.795,0.379,1.716,94.806,-,-
'[03:45:26.352]',0.155,0.650,0.795,0.371,1.708,94.074,-,-
'[03:45:26.360]',0.160,0.640,0.795,0.362,1.699,93.439,-,-
'[03:45:26.368]',0.160,0.640,0.795,0.355,1.690,92.853,-,-
'[03:45:26.376]',0.160,0.645,0.785,0.347,1.681,92.120,-,-
'[03:45:26.384]',0.160,0.640,0.785,0.340,1.672,91.045,-,-
'[03:45:26.392]',0.155,0.640,0.785,0.333,1.663,89.727,-,-
'[03:45:26.400]',0.155,0.645,0.785,0.327,1.653,88.115,-,-
'[03:45:26.408]',0.155,0.650,0.785,0.320,1.644,86.356,-,-
'[03:45:26.416]',0.150,0.650,0.785,0.314,1.634,84.598,-,-
'[03:45:26.424]',0.150,0.645,0.780,0.308,1.625,83.035,-,-
'[03:45:26.432]',0.150,0.645,0.780,0.303,1.618,81.814,-,-
'[03:45:26.440]',0.150,0.650,0.775,0.299,1.617,80.788,-,-
'[03:45:26.448]',0.150,0.650,0.780,0.295,1.621,80.153,-,-
'[03:45:26.456]',0.145,0.650,0.775,0.291,1.628,79.860,-,-
'[03:45:26.464]',0.145,0.650,0.770,0.287,1.640,80.007,-,-
'[03:45:26.472]',0.145,0.645,0.775,0.283,1.666,80.446,-,-
'[03:45:26.480]',0.155,0.640,0.785,0.279,1.704,81.032,-,-
'[03:45:26.488]',0.170,0.640,0.800,0.275,1.754,81.863,-,-
'[03:45:26.496]',0.175,0.630,0.810,0.270,1.814,82.693,-,-
'[03:45:26.504]',0.185,0.625,0.830,0.266,1.882,83.475,-,-
'[03:45:26.512]',0.200,0.615,0.845,0.262,1.953,84.158,-,-
'[03:45:26.520]',0.235,0.585,0.820,0.258,2.024,84.598,-,-
'[03:45:26.528]',0.250,0.565,0.790,0.254,2.088,84.842,-,-
'[03:45:26.536]',0.260,0.550,0.780,0.250,2.136,84.842,-,-
'[03:45:26.544]',0.265,0.545,0.785,0.247,2.177,84.696,-,-
'[03:45:26.552]',0.240,0.560,0.760,0.243,2.218,84.305,-,-
'[03:45:26.560]',0.215,0.585,0.755,0.240,2.255,83.816,-,-
'[03:45:26.568]',0.185,0.615,0.760,0.236,2.288,83.133,-,-
'[03:45:26.576]',0.145,0.650,0.760,0.233,2.314,82.351,-,-
'[03:45:26.584]',0.130,0.660,0.760,0.229,2.331,81.472,-,-
'[03:45:26.592]',0.130,0.660,0.755,0.226,2.345,80.593,-,-
'[03:45:26.600]',0.125,0.660,0.760,0.222,2.354,79.811,-,-
'[03:45:26.608]',0.130,0.660,0.760,0.219,2.359,78.932,-,-
'[03:45:26.616]',0.125,0.660,0.760,0.217,2.361,78.199,-,-
'[03:45:26.624]',0.130,0.660,0.765,0.214,2.362,77.369,-,-
'[03:45:26.632]',0.130,0.670,0.780,0.212,2.363,76.685,-,-
'[03:45:26.640]',0.140,0.705,0.845,0.209,2.361,76.001,-,-
'[03:45:26.648]',0.265,0.625,0.960,0.207,2.355,75.366,-,-
'[03:45:26.656]',0.835,0.175,0.500,0.205,2.347,74.780,-,-
'[03:45:26.664]',1.500,-0.500,-0.500,0.204,2.338,74.243,-,-
'[03:45:26.672]',1.340,-0.500,-0.500,0.203,2.325,73.755,-,-
'[03:45:26.680]',0.685,-0.050,-0.500,0.202,2.304,73.315,-,-
'[03:45:26.688]',0.350,0.315,-0.085,0.202,2.280,72.729,-,-
'[03:45:26.696]',0.225,0.510,0.440,0.201,2.255,72.240,-,-
'[03:45:26.704]',0.100,0.670,0.770,0.201,2.234,71.801,-,-
'[03:45:26.712]',0.045,0.740,0.895,0.201,2.214,71.361,-,-
'[03:45:26.720]',0.020,0.765,0.935,0.200,2.196,71.068,-,-
'[03:45:26.728]',0.010,0.775,0.955,0.200,2.181,70.726,-,-
'[03:45:26.736]',0.010,0.780,0.970,0.199,2.163,70.433,-,-
'[03:45:26.744]',0.015,0.775,0.975,0.198,2.151,70.238,-,-
'[03:45:26.752]',0.020,0.775,0.975,0.198,2.139,70.042,-,-
'[03:45:26.760]',0.030,0.765,0.975,0.197,2.126,69.847,-,-
'[03:45:26.768]',0.045,0.755,0.975,0.197,2.115,69.749,-,-
'[03:45:26.776]',0.055,0.750,0.975,0.197,2.106,69.554,-,-
'[03:45:26.784]',0.065,0.735,0.975,0.197,2.096,69.359,-,-
'[03:45:26.792]',0.075,0.735,0.975,0.197,2.088,69.066,-,-
'[03:45:26.800]',0.080,0.725,0.975,0.196,2.084,68.724,-,-
'[03:45:26.808]',0.085,0.720,0.985,0.195,2.077,68.382,-,-
'[03:45:26.816]',0.100,0.710,0.980,0.195,2.069,67.991,-,-
'[03:45:26.824]',0.110,0.710,0.990,0.194,2.065,67.600,-,-
'[03:45:26.832]',0.125,0.695,0.995,0.193,2.064,67.258,-,-
'[03:45:26.840]',0.135,0.685,1.000,0.192,2.058,66.868,-,-
'[03:45:26.848]',0.145,0.685,1.015,0.191,2.051,66.477,-,-
'[03:45:26.856]',0.160,0.680,1.025,0.190,2.042,66.135,-,-
'[03:45:26.864]',0.175,0.665,1.040,0.189,2.033,65.744,-,-
'[03:45:26.872]',0.195,0.655,1.050,0.188,2.024,65.402,-,-
'[03:45:26.880]',0.215,0.645,1.065,0.187,2.013,65.060,-,-
'[03:45:26.888]',0.230,0.635,1.075,0.185,2.000,64.816,-,-
'[03:45:26.896]',0.255,0.615,1.090,0.184,1.986,64.621,-,-
'[03:45:26.904]',0.280,0.605,1.090,0.183,1.973,64.621,-,-
'[03:45:26.912]',0.300,0.590,1.095,0.183,1.956,64.914,-,-
'[03:45:26.920]',0.320,0.575,1.090,0.182,1.938,65.842,-,-
'[03:45:26.928]',0.335,0.570,1.090,0.182,1.920,67.796,-,-
'[03:45:26.936]',0.350,0.565,1.070,0.182,1.904,71.361,-,-
'[03:45:26.944]',0.360,0.560,1.040,0.182,1.889,76.441,-,-
'[03:45:26.952]',0.365,0.555,1.005,0.182,1.872,82.791,-,-
'[03:45:26.960]',0.360,0.555,0.965,0.182,1.859,90.069,-,-
'[03:45:26.968]',0.350,0.560,0.925,0.183,1.850,97.737,-,-
'[03:45:26.976]',0.335,0.565,0.885,0.183,1.842,105.357,-,-
'[03:45:26.984]',0.310,0.575,0.855,0.183,1.832,112.293,-,-
'[03:45:26.992]',0.285,0.590,0.830,0.182,1.823,118.056,-,-
'[03:45:27.000]',0.255,0.605,0.810,0.182,1.813,122.159,-,-
'[03:45:27.008]',0.230,0.615,0.795,0.182,1.804,124.504,-,-
'[03:45:27.016]',0.210,0.620,0.785,0.181,1.795,124.846,-,-
'[03:45:27.024]',0.190,0.630,0.785,0.180,1.785,123.624,-,-
'[03:45:27.032]',0.170,0.640,0.785,0.180,1.775,120.987,-,-
'[03:45:27.040]',0.155,0.650,0.785,0.178,1.766,117.568,-,-
'[03:45:27.048]',0.150,0.655,0.790,0.177,1.757,113.611,-,-
'[03:45:27.056]',0.140,0.660,0.795,0.175,1.748,109.606,-,-
'[03:45:27.064]',0.130,0.660,0.795,0.173,1.738,105.796,-,-
'[03:45:27.072]',0.125,0.665,0.795,0.171,1.728,102.426,-,-
'[03:45:27.080]',0.130,0.665,0.800,0.169,1.719,99.495,-,-
'[03:45:27.088]',0.135,0.665,0.795,0.166,1.710,97.102,-,-
'[03:45:27.096]',0.135,0.660,0.795,0.164,1.700,95.246,-,-
'[03:45:27.104]',0.140,0.660,0.800,0.162,1.691,93.781,-,-
'[03:45:27.112]',0.140,0.660,0.800,0.160,1.681,92.657,-,-
'[03:45:27.120]',0.140,0.655,0.800,0.159,1.672,91.778,-,-
'[03:45:27.128]',0.140,0.655,0.800,0.157,1.663,90.948,-,-
'[03:45:27.136]',0.140,0.655,0.790,0.155,1.644,89.971,-,-
'[03:45:27.144]',0.140,0.660,0.790,0.154,1.622,88.847,-,-
'[03:45:27.152]',0.145,0.650,0.790,0.153,1.605,87.431,-,-
'[03:45:27.160]',0.140,0.655,0.785,0.151,1.591,85.819,-,-
'[03:45:27.168]',0.135,0.660,0.785,0.151,1.578,84.061,-,-
'[03:45:27.176]',0.140,0.655,0.785,0.150,1.560,82.302,-,-
'[03:45:27.184]',0.135,0.655,0.785,0.150,1.544,80.739,-,-
'[03:45:27.192]',0.130,0.660,0.780,0.150,1.532,79.469,-,-
'[03:45:27.200]',0.135,0.660,0.785,0.150,1.520,78.492,-,-
'[03:45:27.208]',0.125,0.660,0.780,0.151,1.514,77.906,-,-
'[03:45:27.216]',0.130,0.660,0.780,0.151,1.521,77.809,-,-
'[03:45:27.224]',0.130,0.660,0.780,0.152,1.540,78.053,-,-
'[03:45:27.232]',0.130,0.660,0.785,0.153,1.564,78.590,-,-
'[03:45:27.240]',0.135,0.660,0.795,0.154,1.596,79.421,-,-
'[03:45:27.248]',0.145,0.660,0.810,0.155,1.643,80.446,-,-
'[03:45:27.256]',0.160,0.645,0.820,0.156,1.702,81.423,-,-
'[03:45:27.264]',0.170,0.640,0.835,0.157,1.765,82.449,-,-
'[03:45:27.272]',0.180,0.630,0.850,0.159,1.835,83.279,-,-
'[03:45:27.280]',0.215,0.590,0.820,0.161,1.907,83.914,-,-
'[03:45:27.288]',0.235,0.570,0.800,0.163,1.978,84.305,-,-
'[03:45:27.296]',0.240,0.565,0.785,0.165,2.045,84.403,-,-
'[03:45:27.304]',0.235,0.565,0.785,0.168,2.104,84.305,-,-
'[03:45:27.312]',0.205,0.585,0.760,0.170,2.157,84.012,-,-
'[03:45:27.320]',0.185,0.605,0.760,0.173,2.204,83.377,-,-
'[03:45:27.328]',0.155,0.635,0.765,0.175,2.243,82.693,-,-
'[03:45:27.336]',0.120,0.660,0.770,0.177,2.271,81.863,-,-
'[03:45:27.344]',0.100,0.675,0.765,0.179,2.286,80.984,-,-
'[03:45:27.352]',0.100,0.680,0.770,0.181,2.299,80.055,-,-
'[03:45:27.360]',0.100,0.680,0.770,0.183,2.311,79.176,-,-
'[03:45:27.368]',0.100,0.680,0.775,0.186,2.317,78.297,-,-
'[03:45:27.376]',0.100,0.685,0.775,0.188,2.315,77.467,-,-
'[03:45:27.384]',0.100,0.685,0.775,0.191,2.309,76.734,-,-
'[03:45:27.392]',0.095,0.690,0.785,0.193,2.301,76.050,-,-
'[03:45:27.400]',0.110,0.730,0.860,0.195,2.291,75.415,-,-
'[03:45:27.408]',0.260,0.630,0.970,0.196,2.282,74.780,-,-
'[03:45:27.416]',0.865,0.145,0.450,0.198,2.272,74.243,-,-
'[03:45:27.424]',1.500,-0.500,-0.500,0.200,2.262,73.755,-,-
'[03:45:27.432]',1.305,-0.460,-0.500,0.202,2.252,73.315,-,-
'[03:45:27.440]',0.630,0.010,-0.500,0.204,2.239,72.924,-,-
'[03:45:27.448]',0.300,0.360,-0.030,0.206,2.226,72.485,-,-
'[03:45:27.456]',0.170,0.550,0.475,0.209,2.211,72.094,-,-
'[03:45:27.464]',0.050,0.695,0.790,0.211,2.194,71.752,-,-
'[03:45:27.472]',0.000,0.765,0.905,0.214,2.172,71.361,-,-
'[03:45:27.480]',-0.020,0.785,0.945,0.216,2.149,70.970,-,-
'[03:45:27.488]',-0.025,0.795,0.965,0.219,2.127,70.677,-,-
'[03:45:27.496]',-0.025,0.800,0.975,0.222,2.107,70.384,-,-
'[03:45:27.504]',-0.020,0.795,0.980,0.226,2.086,70.091,-,-
'[03:45:27.512]',-0.015,0.790,0.980,0.229,2.065,69.945,-,-
'[03:45:27.520]',-0.010,0.780,0.985,0.234,2.051,69.798,-,-
'[03:45:27.528]',0.005,0.770,0.985,0.238,2.043,69.603,-,-
'[03:45:27.536]',0.020,0.760,0.985,0.243,2.039,69.407,-,-
'[03:45:27.544]',0.030,0.755,0.985,0.248,2.037,69.261,-,-
'[03:45:27.552]',0.030,0.755,0.990,0.253,2.036,68.968,-,-
'[03:45:27.560]',0.040,0.750,0.990,0.258,2.036,68.675,-,-
'[03:45:27.568]',0.055,0.735,0.995,0.263,2.033,68.382,-,-
'[03:45:27.576]',0.055,0.730,0.995,0.268,2.026,68.040,-,-
'[03:45:27.584]',0.070,0.730,1.000,0.275,2.019,67.747,-,-
'[03:45:27.592]',0.080,0.720,1.005,0.281,2.010,67.405,-,-
'[03:45:27.600]',0.090,0.715,1.015,0.289,2.000,67.063,-,-
'[03:45:27.608]',0.100,0.710,1.025,0.297,1.990,66.672,-,-
'[03:45:27.616]',0.120,0.700,1.040,0.305,1.982,66.281,-,-
'[03:45:27.624]',0.135,0.690,1.050,0.312,1.977,65.940,-,-
'[03:45:27.632]',0.150,0.685,1.065,0.320,1.969,65.549,-,-
'[03:45:27.640]',0.170,0.670,1.085,0.328,1.962,65.256,-,-
'[03:45:27.648]',0.190,0.655,1.090,0.338,1.953,64.914,-,-
'[03:45:27.656]',0.215,0.640,1.110,0.348,1.941,64.816,-,-
'[03:45:27.664]',0.240,0.630,1.115,0.359,1.928,64.914,-,-
'[03:45:27.672]',0.260,0.615,1.115,0.371,1.911,65.353,-,-
'[03:45:27.680]',0.270,0.610,1.110,0.384,1.892,66.477,-,-
'[03:45:27.688]',0.290,0.600,1.090,0.397,1.873,68.821,-,-
'[03:45:27.696]',0.305,0.590,1.070,0.410,1.853,72.729,-,-
'[03:45:27.704]',0.320,0.585,1.040,0.423,1.837,78.248,-,-
'[03:45:27.712]',0.325,0.575,1.000,0.436,1.823,84.989,-,-
'[03:45:27.720]',0.330,0.580,0.960,0.449,1.811,92.511,-,-
'[03:45:27.728]',0.315,0.580,0.915,0.461,1.804,100.326,-,-
'[03:45:27.736]',0.300,0.590,0.875,0.473,1.797,107.994,-,-
'[03:45:27.744]',0.275,0.600,0.845,0.486,1.791,114.784,-,-
'[03:45:27.752]',0.250,0.615,0.825,0.498,1.785,120.254,-,-
'[03:45:27.760]',0.230,0.620,0.805,0.511,1.780,123.917,-,-
'[03:45:27.768]',0.205,0.630,0.795,0.523,1.775,125.627,-,-
'[03:45:27.776]',0.180,0.640,0.790,0.535,1.767,125.578,-,-
'[03:45:27.784]',0.160,0.655,0.785,0.546,1.759,123.869,-,-
'[03:45:27.792]',0.140,0.665,0.785,0.557,1.752,120.987,-,-
'[03:45:27.800]',0.125,0.670,0.785,0.567,1.746,117.324,-,-
'[03:45:27.808]',0.115,0.675,0.790,0.576,1.738,113.318,-,-
'[03:45:27.816]',0.105,0.680,0.795,0.586,1.729,109.362,-,-
'[03:45:27.824]',0.100,0.680,0.800,0.595,1.719,105.699,-,-
'[03:45:27.832]',0.100,0.675,0.805,0.603,1.712,102.426,-,-
'[03:45:27.840]',0.100,0.675,0.810,0.612,1.706,99.691,-,-
'[03:45:27.848]',0.100,0.680,0.810,0.620,1.695,97.493,-,-
'[03:45:27.856]',0.100,0.680,0.810,0.628,1.682,95.881,-,-
'[03:45:27.864]',0.105,0.675,0.810,0.635,1.671,94.660,-,-
'[03:45:27.872]',0.105,0.670,0.810,0.642,1.660,93.781,-,-
'[03:45:27.880]',0.110,0.675,0.805,0.648,1.649,93.195,-,-
'[03:45:27.888]',0.105,0.675,0.800,0.654,1.639,92.560,-,-
'[03:45:27.896]',0.105,0.670,0.795,0.659,1.630,91.925,-,-
'[03:45:27.904]',0.110,0.670,0.795,0.665,1.619,91.045,-,-
'[03:45:27.912]',0.105,0.670,0.790,0.671,1.609,89.873,-,-
'[03:45:27.920]',0.105,0.670,0.795,0.678,1.599,88.506,-,-
'[03:45:27.928]',0.100,0.675,0.790,0.685,1.591,86.845,-,-
'[03:45:27.936]',0.100,0.670,0.790,0.691,1.585,85.233,-,-
'[03:45:27.944]',0.100,0.670,0.790,0.697,1.577,83.816,-,-
'[03:45:27.952]',0.100,0.675,0.790,0.703,1.568,82.547,-,-
'[03:45:27.960]',0.105,0.670,0.790,0.709,1.563,81.618,-,-
'[03:45:27.968]',0.105,0.670,0.790,0.716,1.566,81.032,-,-
'[03:45:27.976]',0.105,0.665,0.790,0.724,1.577,80.788,-,-
'[03:45:27.984]',0.100,0.660,0.790,0.733,1.597,80.935,-,-
'[03:45:27.992]',0.100,0.670,0.790,0.742,1.629,81.277,-,-
'[03:45:28.000]',0.105,0.665,0.795,0.752,1.672,81.912,-,-
'[03:45:28.008]',0.115,0.660,0.810,0.762,1.725,82.693,-,-
'[03:45:28.016]',0.130,0.655,0.825,0.773,1.788,83.475,-,-
'[03:45:28.024]',0.145,0.650,0.835,0.783,1.856,84.305,-,-
'[03:45:28.032]',0.150,0.650,0.850,0.793,1.921,84.940,-,-
'[03:45:28.040]',0.180,0.625,0.855,0.803,1.980,85.428,-,-
'[03:45:28.048]',0.195,0.605,0.810,0.812,2.043,85.721,-,-
'[03:45:28.056]',0.215,0.590,0.790,0.822,2.103,85.819,-,-
'[03:45:28.064]',0.225,0.580,0.790,0.832,2.157,85.673,-,-
'[03:45:28.072]',0.215,0.585,0.785,0.842,2.204,85.379,-,-
'[03:45:28.080]',0.190,0.600,0.770,0.852,2.243,84.793,-,-
'[03:45:28.088]',0.170,0.625,0.780,0.863,2.278,84.061,-,-
'[03:45:28.096]',0.140,0.655,0.780,0.873,2.310,83.279,-,-
'[03:45:28.104]',0.105,0.680,0.780,0.882,2.336,82.449,-,-
'[03:45:28.112]',0.100,0.685,0.770,0.891,2.355,81.472,-,-
'[03:45:28.120]',0.095,0.685,0.775,0.900,2.367,80.495,-,-
'[03:45:28.128]',0.100,0.685,0.775,0.909,2.372,79.567,-,-
'[03:45:28.136]',0.100,0.685,0.785,0.918,2.375,78.688,-,-
'[03:45:28.144]',0.100,0.680,0.785,0.926,2.374,77.760,-,-
'[03:45:28.152]',0.105,0.680,0.785,0.935,2.369,76.929,-,-
'[03:45:28.160]',0.115,0.700,0.805,0.943,2.361,76.050,-,-
'[03:45:28.168]',0.150,0.715,0.910,0.951,2.352,75.220,-,-
'[03:45:28.176]',0.480,0.465,0.970,0.959,2.347,74.536,-,-
'[03:45:28.184]',1.310,-0.185,-0.100,0.966,2.345,73.901,-,-
'[03:45:28.192]',1.500,-0.500,-0.500,0.972,2.339,73.364,-,-
'[03:45:28.200]',1.030,-0.265,-0.500,0.977,2.330,72.875,-,-
'[03:45:28.208]',0.455,0.190,-0.305,0.981,2.322,72.436,-,-
'[03:45:28.216]',0.275,0.435,0.265,0.985,2.310,72.045,-,-
'[03:45:28.224]',0.140,0.615,0.670,0.987,2.293,71.752,-,-
'[03:45:28.232]',0.045,0.720,0.870,0.990,2.275,71.410,-,-
'[03:45:28.240]',0.005,0.760,0.935,0.991,2.256,71.215,-,-
'[03:45:28.248]',-0.005,0.780,0.960,0.993,2.237,71.068,-,-
'[03:45:28.256]',-0.010,0.780,0.975,0.993,2.214,70.873,-,-
'[03:45:28.264]',-0.005,0.785,0.985,0.992,2.191,70.726,-,-
'[03:45:28.272]',0.000,0.780,0.990,0.990,2.168,70.629,-,-
'[03:45:28.280]',0.015,0.775,0.990,0.989,2.150,70.531,-,-
'[03:45:28.288]',0.030,0.760,0.995,0.985,2.138,70.482,-,-
'[03:45:28.296]',0.030,0.755,0.990,0.982,2.132,70.287,-,-
'[03:45:28.304]',0.040,0.755,0.990,0.977,2.129,70.091,-,-
'[03:45:28.312]',0.055,0.745,0.990,0.973,2.128,69.847,-,-
'[03:45:28.320]',0.055,0.740,0.995,0.966,2.127,69.603,-,-
'[03:45:28.328]',0.075,0.730,0.995,0.959,2.127,69.261,-,-
'[03:45:28.336]',0.080,0.730,0.995,0.951,2.127,68.870,-,-
'[03:45:28.344]',0.090,0.715,1.000,0.943,2.127,68.479,-,-
'[03:45:28.352]',0.105,0.710,1.010,0.935,2.127,68.040,-,-
'[03:45:28.360]',0.115,0.705,1.020,0.927,2.121,67.600,-,-
'[03:45:28.368]',0.130,0.695,1.025,0.919,2.109,67.112,-,-
'[03:45:28.376]',0.145,0.685,1.040,0.912,2.092,66.672,-,-
