'Time','II','PLETH','ABP','III'
'[03:56:03.040]',0.242,0.459,81.562,-
'[03:56:03.048]',0.211,0.459,80.625,-
'[03:56:03.056]',0.195,0.459,80.625,-
'[03:56:03.064]',0.188,0.459,79.688,-
'[03:56:03.072]',0.188,0.459,78.750,-
'[03:56:03.080]',0.188,0.459,77.812,-
'[03:56:03.088]',0.188,0.459,77.812,-
'[03:56:03.096]',0.195,0.459,75.938,-
'[03:56:03.104]',0.242,0.459,75.000,-
'[03:56:03.112]',0.273,0.459,74.062,-
'[03:56:03.120]',0.242,0.459,74.062,-
'[03:56:03.128]',0.211,0.467,73.125,-
'[03:56:03.136]',0.172,0.467,73.125,-
'[03:56:03.144]',0.016,0.467,73.125,-
'[03:56:03.152]',-0.188,0.467,73.125,-
'[03:56:03.160]',-0.234,0.475,73.125,-
'[03:56:03.168]',-0.102,0.475,73.125,-
'[03:56:03.176]',0.039,0.475,72.188,-
'[03:56:03.184]',0.125,0.482,71.250,-
'[03:56:03.192]',0.172,0.482,70.312,-
'[03:56:03.200]',0.211,0.482,70.312,-
'[03:56:03.208]',0.227,0.490,70.312,-
'[03:56:03.216]',0.242,0.490,70.312,-
'[03:56:03.224]',0.250,0.490,70.312,-
'[03:56:03.232]',0.250,0.490,70.312,-
'[03:56:03.240]',0.258,0.502,70.312,-
'[03:56:03.248]',0.250,0.502,70.312,-
'[03:56:03.256]',0.250,0.502,68.438,-
'[03:56:03.264]',0.250,0.502,67.500,-
'[03:56:03.272]',0.258,0.502,66.562,-
'[03:56:03.280]',0.258,0.502,65.625,-
'[03:56:03.288]',0.258,0.502,65.625,-
'[03:56:03.296]',0.258,0.502,65.625,-
'[03:56:03.304]',0.258,0.502,65.625,-
'[03:56:03.312]',0.258,0.502,64.688,-
'[03:56:03.320]',0.266,0.502,64.688,-
'[03:56:03.328]',0.258,0.502,63.750,-
'[03:56:03.336]',0.258,0.502,62.812,-
'[03:56:03.344]',0.266,0.502,62.812,-
'[03:56:03.352]',0.289,0.502,62.812,-
'[03:56:03.360]',0.297,0.502,63.750,-
'[03:56:03.368]',0.297,0.490,65.625,-
'[03:56:03.376]',0.312,0.490,68.438,-
'[03:56:03.384]',0.328,0.490,73.125,-
'[03:56:03.392]',0.344,0.490,79.688,-
'[03:56:03.400]',0.359,0.490,87.188,-
'[03:56:03.408]',0.367,0.490,94.688,-
'[03:56:03.416]',0.375,0.490,100.312,-
'[03:56:03.424]',0.336,0.482,104.062,-
'[03:56:03.432]',0.312,0.482,106.875,-
'[03:56:03.440]',0.297,0.482,108.750,-
'[03:56:03.448]',0.266,0.482,111.562,-
'[03:56:03.456]',0.250,0.482,113.438,-
'[03:56:03.464]',0.250,0.475,115.312,-
'[03:56:03.472]',0.242,0.475,117.188,-
'[03:56:03.480]',0.242,0.475,117.188,-
'[03:56:03.488]',0.234,0.475,118.125,-
'[03:56:03.496]',0.227,0.475,117.188,-
'[03:56:03.504]',0.211,0.467,116.250,-
'[03:56:03.512]',0.211,0.467,115.312,-
'[03:56:03.520]',0.211,0.467,113.438,-
'[03:56:03.528]',0.211,0.467,111.562,-
'[03:56:03.536]',0.219,0.459,109.688,-
'[03:56:03.544]',0.227,0.459,106.875,-
'[03:56:03.552]',0.242,0.459,103.125,-
'[03:56:03.560]',0.266,0.459,99.375,-
'[03:56:03.568]',0.289,0.459,95.625,-
'[03:56:03.576]',0.312,0.451,90.938,-
'[03:56:03.584]',0.320,0.451,87.188,-
'[03:56:03.592]',0.328,0.451,84.375,-
'[03:56:03.600]',0.312,0.451,82.500,-
'[03:56:03.608]',0.281,0.451,81.562,-
'[03:56:03.616]',0.242,0.451,81.562,-
'[03:56:03.624]',0.211,0.451,80.625,-
'[03:56:03.632]',0.203,0.451,79.688,-
'[03:56:03.640]',0.195,0.451,78.750,-
'[03:56:03.648]',0.188,0.451,77.812,-
'[03:56:03.656]',0.188,0.451,76.875,-
'[03:56:03.664]',0.188,0.451,76.875,-
'[03:56:03.672]',0.227,0.451,75.938,-
'[03:56:03.680]',0.281,0.451,75.938,-
'[03:56:03.688]',0.312,0.451,75.938,-
'[03:56:03.696]',0.258,0.459,75.000,-
'[03:56:03.704]',0.227,0.459,75.000,-
'[03:56:03.712]',0.172,0.459,74.062,-
'[03:56:03.720]',-0.016,0.459,74.062,-
'[03:56:03.728]',-0.195,0.467,73.125,-
'[03:56:03.736]',-0.219,0.467,73.125,-
'[03:56:03.744]',-0.055,0.467,73.125,-
'[03:56:03.752]',0.086,0.467,73.125,-
'[03:56:03.760]',0.156,0.467,72.188,-
'[03:56:03.768]',0.195,0.467,72.188,-
'[03:56:03.776]',0.211,0.475,71.250,-
'[03:56:03.784]',0.227,0.475,70.312,-
'[03:56:03.792]',0.227,0.475,70.312,-
'[03:56:03.800]',0.234,0.475,70.312,-
'[03:56:03.808]',0.234,0.475,69.375,-
'[03:56:03.816]',0.242,0.475,69.375,-
'[03:56:03.824]',0.234,0.475,68.438,-
'[03:56:03.832]',0.234,0.475,67.500,-
'[03:56:03.840]',0.234,0.482,66.562,-
'[03:56:03.848]',0.250,0.482,65.625,-
'[03:56:03.856]',0.250,0.482,64.688,-
'[03:56:03.864]',0.258,0.482,65.625,-
'[03:56:03.872]',0.250,0.482,65.625,-
'[03:56:03.880]',0.250,0.482,65.625,-
'[03:56:03.888]',0.250,0.482,64.688,-
'[03:56:03.896]',0.250,0.482,62.812,-
'[03:56:03.904]',0.250,0.490,61.875,-
'[03:56:03.912]',0.266,0.490,61.875,-
'[03:56:03.920]',0.273,0.490,62.812,-
'[03:56:03.928]',0.273,0.490,63.750,-
'[03:56:03.936]',0.281,0.490,64.688,-
'[03:56:03.944]',0.297,0.490,65.625,-
'[03:56:03.952]',0.312,0.490,68.438,-
'[03:56:03.960]',0.320,0.490,74.062,-
'[03:56:03.968]',0.336,0.490,81.562,-
'[03:56:03.976]',0.352,0.490,90.000,-
'[03:56:03.984]',0.359,0.490,97.500,-
'[03:56:03.992]',0.359,0.482,104.062,-
'[03:56:04.000]',0.336,0.482,107.812,-
'[03:56:04.008]',0.312,0.482,109.688,-
'[03:56:04.016]',0.297,0.482,112.500,-
'[03:56:04.024]',0.281,0.482,114.375,-
'[03:56:04.032]',0.266,0.482,117.188,-
'[03:56:04.040]',0.242,0.482,118.125,-
'[03:56:04.048]',0.227,0.475,119.062,-
'[03:56:04.056]',0.227,0.475,120.000,-
'[03:56:04.064]',0.242,0.475,119.062,-
'[03:56:04.072]',0.242,0.475,118.125,-
'[03:56:04.080]',0.234,0.475,117.188,-
'[03:56:04.088]',0.227,0.467,116.250,-
'[03:56:04.096]',0.227,0.467,114.375,-
'[03:56:04.104]',0.227,0.467,113.438,-
'[03:56:04.112]',0.234,0.467,111.562,-
'[03:56:04.120]',0.250,0.459,108.750,-
'[03:56:04.128]',0.266,0.459,105.938,-
'[03:56:04.136]',0.281,0.459,102.188,-
'[03:56:04.144]',0.297,0.459,97.500,-
'[03:56:04.152]',0.312,0.451,92.812,-
'[03:56:04.160]',0.328,0.451,89.062,-
'[03:56:04.168]',0.336,0.451,85.312,-
'[03:56:04.176]',0.312,0.451,84.375,-
'[03:56:04.184]',0.281,0.451,83.438,-
'[03:56:04.192]',0.250,0.443,82.500,-
'[03:56:04.200]',0.227,0.443,81.562,-
'[03:56:04.208]',0.227,0.443,80.625,-
'[03:56:04.216]',0.227,0.443,79.688,-
'[03:56:04.224]',0.211,0.443,78.750,-
'[03:56:04.232]',0.203,0.451,77.812,-
'[03:56:04.240]',0.211,0.451,77.812,-
'[03:56:04.248]',0.250,0.451,77.812,-
'[03:56:04.256]',0.305,0.451,76.875,-
'[03:56:04.264]',0.320,0.459,75.938,-
'[03:56:04.272]',0.266,0.459,75.000,-
'[03:56:04.280]',0.234,0.467,75.000,-
'[03:56:04.288]',0.156,0.467,74.062,-
'[03:56:04.296]',-0.039,0.467,74.062,-
'[03:56:04.304]',-0.195,0.475,74.062,-
'[03:56:04.312]',-0.203,0.475,73.125,-
'[03:56:04.320]',-0.031,0.475,72.188,-
'[03:56:04.328]',0.086,0.482,71.250,-
'[03:56:04.336]',0.141,0.482,71.250,-
'[03:56:04.344]',0.172,0.490,70.312,-
'[03:56:04.352]',0.195,0.490,70.312,-
'[03:56:04.360]',0.211,0.490,70.312,-
'[03:56:04.368]',0.227,0.502,71.250,-
'[03:56:04.376]',0.227,0.502,71.250,-
'[03:56:04.384]',0.227,0.502,70.312,-
'[03:56:04.392]',0.227,0.502,70.312,-
'[03:56:04.400]',0.234,0.502,69.375,-
'[03:56:04.408]',0.242,0.502,68.438,-
'[03:56:04.416]',0.242,0.502,67.500,-
'[03:56:04.424]',0.250,0.502,65.625,-
'[03:56:04.432]',0.266,0.502,65.625,-
'[03:56:04.440]',0.273,0.502,65.625,-
'[03:56:04.448]',0.281,0.502,65.625,-
'[03:56:04.456]',0.289,0.502,65.625,-
'[03:56:04.464]',0.289,0.502,64.688,-
'[03:56:04.472]',0.289,0.502,63.750,-
'[03:56:04.480]',0.297,0.502,62.812,-
'[03:56:04.488]',0.297,0.502,62.812,-
'[03:56:04.496]',0.312,0.502,63.750,-
'[03:56:04.504]',0.312,0.502,65.625,-
'[03:56:04.512]',0.312,0.502,66.562,-
'[03:56:04.520]',0.312,0.502,68.438,-
'[03:56:04.528]',0.320,0.502,73.125,-
'[03:56:04.536]',0.328,0.502,79.688,-
'[03:56:04.544]',0.336,0.502,87.188,-
'[03:56:04.552]',0.336,0.502,93.750,-
'[03:56:04.560]',0.336,0.502,100.312,-
'[03:56:04.568]',0.320,0.502,105.000,-
'[03:56:04.576]',0.297,0.490,108.750,-
'[03:56:04.584]',0.266,0.490,111.562,-
'[03:56:04.592]',0.234,0.490,114.375,-
'[03:56:04.600]',0.227,0.490,116.250,-
'[03:56:04.608]',0.219,0.490,118.125,-
'[03:56:04.616]',0.211,0.490,120.938,-
'[03:56:04.624]',0.211,0.482,121.875,-
'[03:56:04.632]',0.227,0.482,121.875,-
'[03:56:04.640]',0.234,0.482,121.875,-
'[03:56:04.648]',0.242,0.482,120.938,-
'[03:56:04.656]',0.242,0.475,120.000,-
'[03:56:04.664]',0.242,0.475,119.062,-
'[03:56:04.672]',0.242,0.475,118.125,-
'[03:56:04.680]',0.250,0.475,116.250,-
'[03:56:04.688]',0.266,0.467,114.375,-
'[03:56:04.696]',0.266,0.467,111.562,-
'[03:56:04.704]',0.281,0.467,107.812,-
'[03:56:04.712]',0.289,0.467,104.062,-
'[03:56:04.720]',0.305,0.459,99.375,-
'[03:56:04.728]',0.320,0.459,94.688,-
'[03:56:04.736]',0.320,0.459,90.938,-
'[03:56:04.744]',0.312,0.459,88.125,-
'[03:56:04.752]',0.281,0.459,86.250,-
'[03:56:04.760]',0.242,0.459,85.312,-
'[03:56:04.768]',0.203,0.459,84.375,-
'[03:56:04.776]',0.180,0.459,83.438,-
'[03:56:04.784]',0.172,0.459,82.500,-
'[03:56:04.792]',0.156,0.459,81.562,-
'[03:56:04.800]',0.156,0.459,81.562,-
'[03:56:04.808]',0.156,0.459,80.625,-
'[03:56:04.816]',0.180,0.459,79.688,-
'[03:56:04.824]',0.227,0.459,78.750,-
'[03:56:04.832]',0.273,0.467,78.750,-
'[03:56:04.840]',0.281,0.467,77.812,-
'[03:56:04.848]',0.234,0.467,76.875,-
'[03:56:04.856]',0.242,0.475,76.875,-
'[03:56:04.864]',0.125,0.475,75.938,-
'[03:56:04.872]',-0.078,0.475,75.938,-
'[03:56:04.880]',-0.188,0.482,75.000,-
'[03:56:04.888]',-0.109,0.482,75.000,-
'[03:56:04.896]',0.031,0.490,75.000,-
'[03:56:04.904]',0.133,0.490,74.062,-
'[03:56:04.912]',0.188,0.502,74.062,-
'[03:56:04.920]',0.227,0.502,74.062,-
'[03:56:04.928]',0.242,0.502,73.125,-
'[03:56:04.936]',0.242,0.502,73.125,-
'[03:56:04.944]',0.250,0.502,72.188,-
'[03:56:04.952]',0.250,0.502,72.188,-
'[03:56:04.960]',0.266,0.502,72.188,-
'[03:56:04.968]',0.266,0.510,72.188,-
'[03:56:04.976]',0.266,0.510,72.188,-
'[03:56:04.984]',0.266,0.510,70.312,-
'[03:56:04.992]',0.273,0.510,69.375,-
'[03:56:05.000]',0.281,0.510,68.438,-
'[03:56:05.008]',0.281,0.518,67.500,-
'[03:56:05.016]',0.281,0.518,67.500,-
'[03:56:05.024]',0.273,0.518,67.500,-
'[03:56:05.032]',0.273,0.518,68.438,-
'[03:56:05.040]',0.273,0.518,68.438,-
'[03:56:05.048]',0.273,0.518,67.500,-
'[03:56:05.056]',0.281,0.518,66.562,-
'[03:56:05.064]',0.289,0.510,64.688,-
'[03:56:05.072]',0.281,0.510,63.750,-
'[03:56:05.080]',0.289,0.510,64.688,-
'[03:56:05.088]',0.297,0.510,67.500,-
'[03:56:05.096]',0.312,0.510,72.188,-
'[03:56:05.104]',0.336,0.510,78.750,-
'[03:56:05.112]',0.344,0.510,86.250,-
'[03:56:05.120]',0.352,0.510,93.750,-
'[03:56:05.128]',0.367,0.510,101.250,-
'[03:56:05.136]',0.383,0.510,106.875,-
'[03:56:05.144]',0.375,0.502,110.625,-
'[03:56:05.152]',0.352,0.502,114.375,-
'[03:56:05.160]',0.320,0.502,117.188,-
'[03:56:05.168]',0.297,0.502,120.938,-
'[03:56:05.176]',0.281,0.502,122.812,-
'[03:56:05.184]',0.273,0.502,125.625,-
'[03:56:05.192]',0.266,0.502,126.562,-
'[03:56:05.200]',0.250,0.502,126.562,-
'[03:56:05.208]',0.242,0.502,125.625,-
'[03:56:05.216]',0.234,0.502,124.688,-
'[03:56:05.224]',0.234,0.490,123.750,-
'[03:56:05.232]',0.242,0.490,122.812,-
'[03:56:05.240]',0.242,0.490,121.875,-
'[03:56:05.248]',0.242,0.490,120.938,-
'[03:56:05.256]',0.242,0.490,119.062,-
'[03:56:05.264]',0.242,0.482,116.250,-
'[03:56:05.272]',0.258,0.482,113.438,-
'[03:56:05.280]',0.266,0.482,109.688,-
'[03:56:05.288]',0.273,0.482,105.938,-
'[03:56:05.296]',0.289,0.475,101.250,-
'[03:56:05.304]',0.305,0.475,96.562,-
'[03:56:05.312]',0.320,0.475,92.812,-
'[03:56:05.320]',0.320,0.475,90.000,-
'[03:56:05.328]',0.297,0.475,88.125,-
'[03:56:05.336]',0.250,0.475,87.188,-
'[03:56:05.344]',0.219,0.475,86.250,-
'[03:56:05.352]',0.203,0.475,85.312,-
'[03:56:05.360]',0.195,0.475,84.375,-
'[03:56:05.368]',0.203,0.475,83.438,-
'[03:56:05.376]',0.188,0.475,82.500,-
'[03:56:05.384]',0.188,0.482,81.562,-
'[03:56:05.392]',0.203,0.482,81.562,-
'[03:56:05.400]',0.250,0.482,80.625,-
'[03:56:05.408]',0.297,0.482,79.688,-
'[03:56:05.416]',0.297,0.490,79.688,-
'[03:56:05.424]',0.266,0.490,78.750,-
'[03:56:05.432]',0.242,0.502,78.750,-
'[03:56:05.440]',0.086,0.502,77.812,-
'[03:56:05.448]',-0.133,0.502,77.812,-
'[03:56:05.456]',-0.188,0.502,76.875,-
'[03:56:05.464]',-0.062,0.502,75.938,-
'[03:56:05.472]',0.070,0.510,75.938,-
'[03:56:05.480]',0.156,0.510,75.938,-
'[03:56:05.488]',0.211,0.518,75.000,-
'[03:56:05.496]',0.234,0.518,74.062,-
'[03:56:05.504]',0.242,0.525,73.125,-
'[03:56:05.512]',0.242,0.525,73.125,-
'[03:56:05.520]',0.234,0.525,73.125,-
'[03:56:05.528]',0.234,0.525,73.125,-
'[03:56:05.536]',0.234,0.533,72.188,-
'[03:56:05.544]',0.234,0.533,72.188,-
'[03:56:05.552]',0.250,0.533,71.250,-
'[03:56:05.560]',0.250,0.533,70.312,-
'[03:56:05.568]',0.258,0.533,69.375,-
'[03:56:05.576]',0.250,0.533,68.438,-
'[03:56:05.584]',0.258,0.533,67.500,-
'[03:56:05.592]',0.266,0.533,66.562,-
'[03:56:05.600]',0.266,0.533,66.562,-
'[03:56:05.608]',0.273,0.533,65.625,-
'[03:56:05.616]',0.273,0.533,65.625,-
'[03:56:05.624]',0.266,0.541,65.625,-
'[03:56:05.632]',0.273,0.541,65.625,-
'[03:56:05.640]',0.281,0.541,64.688,-
'[03:56:05.648]',0.289,0.533,65.625,-
'[03:56:05.656]',0.297,0.533,65.625,-
'[03:56:05.664]',0.305,0.533,68.438,-
'[03:56:05.672]',0.312,0.533,72.188,-
'[03:56:05.680]',0.312,0.533,78.750,-
'[03:56:05.688]',0.336,0.533,87.188,-
'[03:56:05.696]',0.367,0.533,96.562,-
'[03:56:05.704]',0.383,0.533,104.062,-
'[03:56:05.712]',0.391,0.533,109.688,-
'[03:56:05.720]',0.383,0.533,113.438,-
'[03:56:05.728]',0.359,0.533,115.312,-
'[03:56:05.736]',0.328,0.525,116.250,-
'[03:56:05.744]',0.312,0.525,119.062,-
'[03:56:05.752]',0.289,0.525,121.875,-
'[03:56:05.760]',0.273,0.525,125.625,-
'[03:56:05.768]',0.266,0.525,127.500,-
'[03:56:05.776]',0.266,0.525,128.438,-
'[03:56:05.784]',0.281,0.518,126.562,-
'[03:56:05.792]',0.289,0.518,122.812,-
'[03:56:05.800]',0.281,0.518,120.000,-
'[03:56:05.808]',0.273,0.518,120.000,-
'[03:56:05.816]',0.266,0.510,122.812,-
'[03:56:05.824]',0.266,0.510,124.688,-
'[03:56:05.832]',0.258,0.510,122.812,-
'[03:56:05.840]',0.266,0.510,118.125,-
'[03:56:05.848]',0.281,0.502,111.562,-
'[03:56:05.856]',0.297,0.502,106.875,-
'[03:56:05.864]',0.312,0.502,103.125,-
'[03:56:05.872]',0.328,0.502,100.312,-
'[03:56:05.880]',0.352,0.502,98.438,-
'[03:56:05.888]',0.352,0.502,96.562,-
'[03:56:05.896]',0.336,0.502,93.750,-
'[03:56:05.904]',0.312,0.502,89.062,-
'[03:56:05.912]',0.266,0.490,84.375,-
'[03:56:05.920]',0.234,0.490,82.500,-
'[03:56:05.928]',0.211,0.490,81.562,-
'[03:56:05.936]',0.188,0.490,82.500,-
'[03:56:05.944]',0.188,0.490,83.438,-
'[03:56:05.952]',0.188,0.490,83.438,-
'[03:56:05.960]',0.188,0.490,82.500,-
'[03:56:05.968]',0.211,0.490,80.625,-
'[03:56:05.976]',0.258,0.502,77.812,-
'[03:56:05.984]',0.297,0.502,76.875,-
'[03:56:05.992]',0.273,0.502,76.875,-
'[03:56:06.000]',0.227,0.502,76.875,-
'[03:56:06.008]',0.203,0.502,76.875,-
'[03:56:06.016]',0.062,0.502,76.875,-
'[03:56:06.024]',-0.148,0.510,75.938,-
'[03:56:06.032]',-0.219,0.510,75.000,-
'[03:56:06.040]',-0.102,0.518,75.000,-
'[03:56:06.048]',0.047,0.518,75.000,-
'[03:56:06.056]',0.125,0.525,74.062,-
'[03:56:06.064]',0.172,0.525,74.062,-
'[03:56:06.072]',0.195,0.533,73.125,-
'[03:56:06.080]',0.203,0.533,72.188,-
'[03:56:06.088]',0.203,0.533,72.188,-
'[03:56:06.096]',0.211,0.541,72.188,-
'[03:56:06.104]',0.227,0.541,71.250,-
'[03:56:06.112]',0.227,0.541,71.250,-
'[03:56:06.120]',0.227,0.549,70.312,-
'[03:56:06.128]',0.227,0.549,69.375,-
'[03:56:06.136]',0.227,0.549,69.375,-
'[03:56:06.144]',0.227,0.549,68.438,-
'[03:56:06.152]',0.242,0.557,68.438,-
'[03:56:06.160]',0.242,0.557,67.500,-
'[03:56:06.168]',0.242,0.557,66.562,-
'[03:56:06.176]',0.242,0.557,66.562,-
'[03:56:06.184]',0.242,0.557,65.625,-
'[03:56:06.192]',0.242,0.557,65.625,-
'[03:56:06.200]',0.250,0.557,65.625,-
'[03:56:06.208]',0.250,0.557,64.688,-
'[03:56:06.216]',0.258,0.557,64.688,-
'[03:56:06.224]',0.266,0.557,64.688,-
'[03:56:06.232]',0.273,0.557,64.688,-
'[03:56:06.240]',0.281,0.557,65.625,-
'[03:56:06.248]',0.297,0.549,68.438,-
'[03:56:06.256]',0.312,0.549,72.188,-
'[03:56:06.264]',0.328,0.549,79.688,-
'[03:56:06.272]',0.344,0.549,88.125,-
'[03:56:06.280]',0.359,0.549,96.562,-
'[03:56:06.288]',0.367,0.549,103.125,-
'[03:56:06.296]',0.352,0.541,107.812,-
'[03:56:06.304]',0.320,0.541,110.625,-
'[03:56:06.312]',0.297,0.541,112.500,-
'[03:56:06.320]',0.281,0.541,114.375,-
'[03:56:06.328]',0.266,0.533,117.188,-
'[03:56:06.336]',0.250,0.533,119.062,-
'[03:56:06.344]',0.242,0.533,120.000,-
'[03:56:06.352]',0.242,0.533,120.000,-
'[03:56:06.360]',0.234,0.525,120.000,-
'[03:56:06.368]',0.234,0.525,120.000,-
'[03:56:06.376]',0.242,0.525,119.062,-
'[03:56:06.384]',0.234,0.518,119.062,-
'[03:56:06.392]',0.234,0.518,117.188,-
'[03:56:06.400]',0.242,0.518,115.312,-
'[03:56:06.408]',0.242,0.510,113.438,-
'[03:56:06.416]',0.242,0.510,110.625,-
'[03:56:06.424]',0.250,0.510,106.875,-
'[03:56:06.432]',0.266,0.502,103.125,-
'[03:56:06.440]',0.281,0.502,98.438,-
'[03:56:06.448]',0.297,0.502,93.750,-
'[03:56:06.456]',0.312,0.502,90.000,-
'[03:56:06.464]',0.320,0.502,88.125,-
'[03:56:06.472]',0.312,0.502,85.312,-
'[03:56:06.480]',0.281,0.490,84.375,-
'[03:56:06.488]',0.250,0.490,82.500,-
'[03:56:06.496]',0.219,0.490,82.500,-
'[03:56:06.504]',0.195,0.490,81.562,-
'[03:56:06.512]',0.188,0.490,81.562,-
'[03:56:06.520]',0.188,0.490,80.625,-
'[03:56:06.528]',0.188,0.490,80.625,-
'[03:56:06.536]',0.188,0.490,79.688,-
'[03:56:06.544]',0.211,0.490,77.812,-
'[03:56:06.552]',0.266,0.490,76.875,-
'[03:56:06.560]',0.312,0.490,75.938,-
'[03:56:06.568]',0.266,0.490,75.938,-
'[03:56:06.576]',0.227,0.490,75.000,-
'[03:56:06.584]',0.188,0.502,75.000,-
'[03:56:06.592]',0.031,0.502,74.062,-
'[03:56:06.600]',-0.172,0.502,74.062,-
'[03:56:06.608]',-0.219,0.502,73.125,-
'[03:56:06.616]',-0.094,0.502,72.188,-
'[03:56:06.624]',0.047,0.510,71.250,-
'[03:56:06.632]',0.133,0.510,72.188,-
'[03:56:06.640]',0.172,0.510,74.062,-
'[03:56:06.648]',0.188,0.518,74.062,-
'[03:56:06.656]',0.203,0.518,73.125,-
'[03:56:06.664]',0.211,0.518,71.250,-
'[03:56:06.672]',0.211,0.518,70.312,-
'[03:56:06.680]',0.219,0.525,70.312,-
'[03:56:06.688]',0.227,0.525,70.312,-
'[03:56:06.696]',0.227,0.525,70.312,-
'[03:56:06.704]',0.219,0.525,69.375,-
'[03:56:06.712]',0.227,0.525,68.438,-
'[03:56:06.720]',0.234,0.525,67.500,-
'[03:56:06.728]',0.234,0.525,66.562,-
'[03:56:06.736]',0.234,0.525,66.562,-
'[03:56:06.744]',0.242,0.525,65.625,-
'[03:56:06.752]',0.242,0.525,65.625,-
'[03:56:06.760]',0.250,0.525,65.625,-
'[03:56:06.768]',0.258,0.525,65.625,-
'[03:56:06.776]',0.266,0.525,64.688,-
'[03:56:06.784]',0.266,0.525,64.688,-
'[03:56:06.792]',0.273,0.525,64.688,-
'[03:56:06.800]',0.281,0.525,64.688,-
'[03:56:06.808]',0.281,0.525,65.625,-
'[03:56:06.816]',0.281,0.525,65.625,-
'[03:56:06.824]',0.281,0.525,68.438,-
'[03:56:06.832]',0.297,0.518,73.125,-
'[03:56:06.840]',0.312,0.518,80.625,-
'[03:56:06.848]',0.328,0.518,89.062,-
'[03:56:06.856]',0.336,0.518,95.625,-
'[03:56:06.864]',0.328,0.510,100.312,-
'[03:56:06.872]',0.312,0.510,103.125,-
'[03:56:06.880]',0.281,0.510,106.875,-
'[03:56:06.888]',0.258,0.510,109.688,-
'[03:56:06.896]',0.242,0.510,113.438,-
'[03:56:06.904]',0.227,0.502,116.250,-
'[03:56:06.912]',0.211,0.502,120.000,-
'[03:56:06.920]',0.211,0.502,121.875,-
'[03:56:06.928]',0.227,0.502,122.812,-
'[03:56:06.936]',0.227,0.502,122.812,-
'[03:56:06.944]',0.219,0.502,121.875,-
'[03:56:06.952]',0.211,0.502,120.938,-
'[03:56:06.960]',0.219,0.490,120.000,-
'[03:56:06.968]',0.211,0.490,118.125,-
'[03:56:06.976]',0.219,0.490,116.250,-
'[03:56:06.984]',0.227,0.482,114.375,-
'[03:56:06.992]',0.234,0.482,111.562,-
'[03:56:07.000]',0.242,0.482,108.750,-
'[03:56:07.008]',0.250,0.475,105.938,-
'[03:56:07.016]',0.266,0.475,101.250,-
'[03:56:07.024]',0.281,0.475,96.562,-
'[03:56:07.032]',0.297,0.475,92.812,-
'[03:56:07.040]',0.312,0.467,90.000,-
'[03:56:07.048]',0.297,0.467,88.125,-
'[03:56:07.056]',0.258,0.467,87.188,-
'[03:56:07.064]',0.211,0.467,87.188,-
'[03:56:07.072]',0.180,0.467,86.250,-
'[03:56:07.080]',0.156,0.467,85.312,-
'[03:56:07.088]',0.141,0.459,84.375,-
'[03:56:07.096]',0.125,0.459,83.438,-
'[03:56:07.104]',0.125,0.459,82.500,-
'[03:56:07.112]',0.133,0.459,82.500,-
'[03:56:07.120]',0.172,0.459,82.500,-
'[03:56:07.128]',0.227,0.459,81.562,-
'[03:56:07.136]',0.250,0.459,80.625,-
'[03:56:07.144]',0.227,0.459,78.750,-
'[03:56:07.152]',0.203,0.467,78.750,-
'[03:56:07.160]',0.141,0.467,80.625,-
'[03:56:07.168]',-0.047,0.467,80.625,-
'[03:56:07.176]',-0.242,0.467,78.750,-
'[03:56:07.184]',-0.266,0.475,75.000,-
'[03:56:07.192]',-0.109,0.475,73.125,-
'[03:56:07.200]',0.039,0.475,73.125,-
'[03:56:07.208]',0.117,0.482,74.062,-
'[03:56:07.216]',0.164,0.482,74.062,-
'[03:56:07.224]',0.195,0.482,74.062,-
'[03:56:07.232]',0.211,0.482,75.000,-
'[03:56:07.240]',0.227,0.490,75.000,-
'[03:56:07.248]',0.234,0.490,72.188,-
'[03:56:07.256]',0.242,0.490,69.375,-
'[03:56:07.264]',0.234,0.490,66.562,-
'[03:56:07.272]',0.227,0.490,66.562,-
'[03:56:07.280]',0.227,0.490,67.500,-
'[03:56:07.288]',0.234,0.502,68.438,-
'[03:56:07.296]',0.242,0.502,69.375,-
'[03:56:07.304]',0.250,0.502,68.438,-
'[03:56:07.312]',0.258,0.502,67.500,-
'[03:56:07.320]',0.258,0.502,65.625,-
'[03:56:07.328]',0.258,0.502,64.688,-
'[03:56:07.336]',0.266,0.502,63.750,-
'[03:56:07.344]',0.266,0.502,62.812,-
'[03:56:07.352]',0.273,0.502,62.812,-
'[03:56:07.360]',0.273,0.502,62.812,-
'[03:56:07.368]',0.281,0.502,62.812,-
'[03:56:07.376]',0.281,0.502,61.875,-
'[03:56:07.384]',0.289,0.502,61.875,-
'[03:56:07.392]',0.297,0.502,62.812,-
'[03:56:07.400]',0.312,0.502,65.625,-
'[03:56:07.408]',0.320,0.502,71.250,-
'[03:56:07.416]',0.336,0.502,77.812,-
'[03:56:07.424]',0.352,0.502,86.250,-
'[03:56:07.432]',0.367,0.502,93.750,-
'[03:56:07.440]',0.359,0.502,99.375,-
'[03:56:07.448]',0.336,0.502,103.125,-
'[03:56:07.456]',0.312,0.502,105.938,-
'[03:56:07.464]',0.289,0.502,108.750,-
'[03:56:07.472]',0.266,0.502,111.562,-
'[03:56:07.480]',0.250,0.502,113.438,-
'[03:56:07.488]',0.242,0.502,115.312,-
'[03:56:07.496]',0.250,0.502,116.250,-
