'Time','I','II','AVR','V','RESP','PLETH','ABP','CVP'
'[15:04:28.784]',-,0.460,0.630,0.460,0.993,1.463,82.292,-2.999
'[15:04:28.792]',-,0.460,0.630,0.455,0.996,1.468,82.117,-2.999
'[15:04:28.800]',-,0.455,0.630,0.455,1.000,1.486,82.234,-2.999
'[15:04:28.808]',-,0.455,0.625,0.455,1.000,1.522,82.761,-2.999
'[15:04:28.816]',-,0.465,0.620,0.465,1.000,1.581,83.289,-2.999
'[15:04:28.824]',-,0.485,0.605,0.470,1.000,1.664,83.758,-2.999
'[15:04:28.832]',-,0.515,0.585,0.465,1.000,1.769,83.992,-2.999
'[15:04:28.840]',-,0.535,0.570,0.435,1.000,1.895,84.109,-2.999
'[15:04:28.848]',-,0.545,0.565,0.405,1.000,2.035,84.168,-2.999
'[15:04:28.856]',-,0.550,0.555,0.380,1.000,2.177,84.168,-2.999
'[15:04:28.864]',-,0.545,0.555,0.370,1.000,2.312,83.992,-2.999
'[15:04:28.872]',-,0.535,0.560,0.380,1.000,2.418,83.758,-2.999
'[15:04:28.880]',-,0.515,0.570,0.395,1.000,2.501,83.289,-2.999
'[15:04:28.888]',-,0.490,0.595,0.410,1.000,2.580,82.879,-2.999
'[15:04:28.896]',-,0.455,0.620,0.430,1.000,2.643,82.351,-2.999
'[15:04:28.904]',-,0.430,0.640,0.445,1.000,2.689,81.882,-2.999
'[15:04:28.912]',-,0.410,0.655,0.455,1.000,2.718,81.296,-2.813
'[15:04:28.920]',-,0.400,0.665,0.465,1.000,2.733,80.769,-2.501
'[15:04:28.928]',-,0.395,0.670,0.465,1.000,2.736,80.241,-2.188
'[15:04:28.936]',-,0.395,0.670,0.465,1.000,2.729,79.714,-1.944
'[15:04:28.944]',-,0.400,0.670,0.460,1.000,2.717,79.245,-1.817
'[15:04:28.952]',-,0.400,0.665,0.460,1.000,2.699,78.717,-1.690
'[15:04:28.960]',-,0.400,0.665,0.460,1.000,2.678,78.248,-1.631
'[15:04:28.968]',-,0.400,0.665,0.455,1.000,2.655,77.721,-1.504
'[15:04:28.976]',-,0.405,0.665,0.455,1.000,2.631,77.252,-1.446
'[15:04:28.984]',-,0.405,0.660,0.455,1.000,2.610,76.724,-1.377
'[15:04:28.992]',-,0.420,0.650,0.465,1.000,2.589,76.255,-1.250
'[15:04:29.000]',-,0.460,0.625,0.470,0.993,2.567,75.728,-1.192
'[15:04:29.008]',-,0.560,0.535,0.350,0.986,2.543,75.259,-1.065
'[15:04:29.016]',-,0.740,0.345,0.024,0.968,2.520,74.849,-1.006
'[15:04:29.024]',-,0.920,0.130,-0.326,0.951,2.497,74.497,-0.879
'[15:04:29.032]',-,0.950,0.080,-0.391,0.931,2.465,74.145,-0.752
'[15:04:29.040]',-,0.630,0.395,0.060,0.910,2.425,73.852,-0.508
'[15:04:29.048]',-,0.375,0.700,0.445,0.891,2.378,73.501,-0.254
'[15:04:29.056]',-,0.295,0.810,0.580,0.871,2.327,73.090,0.059
'[15:04:29.064]',-,0.325,0.775,0.565,0.852,2.271,72.680,0.371
'[15:04:29.072]',-,0.385,0.710,0.535,0.833,2.217,72.211,0.684
'[15:04:29.080]',-,0.420,0.665,0.525,0.812,2.166,71.742,0.938
'[15:04:29.088]',-,0.435,0.650,0.515,0.791,2.116,71.156,1.055
'[15:04:29.096]',-,0.445,0.640,0.510,0.769,2.069,70.687,1.182
'[15:04:29.104]',-,0.450,0.635,0.500,0.747,2.027,70.101,1.123
'[15:04:29.112]',-,0.460,0.630,0.490,0.726,1.993,69.632,0.996
'[15:04:29.120]',-,0.465,0.625,0.490,0.705,1.969,69.105,0.869
'[15:04:29.128]',-,0.470,0.620,0.480,0.685,1.952,68.636,0.625
'[15:04:29.136]',-,0.475,0.615,0.475,0.665,1.942,68.225,0.430
'[15:04:29.144]',-,0.480,0.610,0.470,0.644,1.938,67.815,0.186
'[15:04:29.152]',-,0.490,0.600,0.460,0.624,1.939,67.288,0.000
'[15:04:29.160]',-,0.495,0.595,0.450,0.603,1.941,66.877,-0.195
'[15:04:29.168]',-,0.505,0.590,0.445,0.582,1.942,66.350,-0.381
'[15:04:29.176]',-,0.515,0.580,0.435,0.563,1.941,65.939,-0.508
'[15:04:29.184]',-,0.520,0.575,0.425,0.544,1.938,65.529,-0.625
'[15:04:29.192]',-,0.535,0.560,0.410,0.527,1.934,65.295,-0.694
'[15:04:29.200]',-,0.550,0.550,0.400,0.509,1.928,65.236,-0.752
'[15:04:29.208]',-,0.570,0.530,0.380,0.495,1.920,65.529,-0.694
'[15:04:29.216]',-,0.590,0.510,0.360,0.480,1.910,66.350,-0.567
'[15:04:29.224]',-,0.615,0.490,0.335,0.467,1.898,68.050,-0.440
'[15:04:29.232]',-,0.645,0.465,0.310,0.455,1.887,71.097,-0.254
'[15:04:29.240]',-,0.680,0.440,0.280,0.443,1.872,76.021,-0.195
'[15:04:29.248]',-,0.705,0.415,0.250,0.432,1.851,82.586,-0.313
'[15:04:29.256]',-,0.730,0.390,0.230,0.421,1.829,89.619,-0.625
'[15:04:29.264]',-,0.740,0.380,0.215,0.411,1.805,95.656,-1.065
'[15:04:29.272]',-,0.745,0.380,0.210,0.402,1.784,100.756,-1.563
'[15:04:29.280]',-,0.715,0.395,0.225,0.394,1.763,105.210,-1.876
'[15:04:29.288]',-,0.675,0.430,0.265,0.386,1.743,109.313,-1.944
'[15:04:29.296]',-,0.615,0.475,0.315,0.379,1.723,112.419,-1.817
'[15:04:29.304]',-,0.565,0.520,0.370,0.373,1.705,114.236,-1.563
'[15:04:29.312]',-,0.520,0.565,0.415,0.367,1.685,114.647,-1.319
'[15:04:29.320]',-,0.480,0.605,0.445,0.361,1.667,114.236,-1.250
'[15:04:29.328]',-,0.450,0.630,0.465,0.356,1.648,113.533,-1.319
'[15:04:29.336]',-,0.425,0.650,0.480,0.351,1.630,113.064,-1.504
'[15:04:29.344]',-,0.410,0.660,0.490,0.345,1.611,112.947,-1.758
'[15:04:29.352]',-,0.400,0.670,0.495,0.340,1.591,113.123,-1.876
'[15:04:29.360]',-,0.400,0.675,0.495,0.335,1.573,113.475,-1.944
'[15:04:29.368]',-,0.395,0.675,0.495,0.331,1.559,113.650,-1.944
'[15:04:29.376]',-,0.395,0.675,0.495,0.326,1.548,113.650,-1.876
'[15:04:29.384]',-,0.400,0.675,0.495,0.322,1.537,113.475,-1.876
'[15:04:29.392]',-,0.400,0.675,0.495,0.318,1.525,113.181,-1.876
'[15:04:29.400]',-,0.405,0.670,0.495,0.314,1.513,112.771,-2.071
'[15:04:29.408]',-,0.405,0.670,0.495,0.310,1.500,112.302,-2.315
'[15:04:29.416]',-,0.410,0.665,0.490,0.307,1.488,111.599,-2.628
'[15:04:29.424]',-,0.410,0.665,0.490,0.303,1.475,110.661,-2.940
'[15:04:29.432]',-,0.410,0.665,0.480,0.300,1.463,109.489,-2.999
'[15:04:29.440]',-,0.415,0.660,0.475,0.297,1.451,108.024,-2.999
'[15:04:29.448]',-,0.415,0.660,0.475,0.294,1.438,106.148,-2.999
'[15:04:29.456]',-,0.420,0.655,0.470,0.290,1.425,103.803,-2.999
'[15:04:29.464]',-,0.420,0.655,0.465,0.287,1.413,100.814,-2.999
'[15:04:29.472]',-,0.425,0.655,0.465,0.283,1.404,97.297,-2.999
'[15:04:29.480]',-,0.425,0.655,0.460,0.280,1.396,93.839,-2.999
'[15:04:29.488]',-,0.425,0.655,0.455,0.276,1.386,91.026,-2.999
'[15:04:29.496]',-,0.425,0.655,0.455,0.272,1.374,89.502,-2.999
'[15:04:29.504]',-,0.425,0.655,0.455,0.269,1.363,88.857,-2.940
'[15:04:29.512]',-,0.425,0.650,0.455,0.266,1.352,88.623,-2.813
'[15:04:29.520]',-,0.430,0.645,0.455,0.262,1.343,88.271,-2.813
'[15:04:29.528]',-,0.430,0.645,0.455,0.260,1.339,87.802,-2.755
'[15:04:29.536]',-,0.430,0.645,0.450,0.258,1.343,87.275,-2.813
'[15:04:29.544]',-,0.430,0.645,0.450,0.256,1.361,86.981,-2.813
'[15:04:29.552]',-,0.430,0.645,0.445,0.254,1.398,86.864,-2.755
'[15:04:29.560]',-,0.430,0.645,0.445,0.252,1.458,86.747,-2.696
'[15:04:29.568]',-,0.435,0.645,0.445,0.250,1.530,86.571,-2.628
'[15:04:29.576]',-,0.445,0.640,0.450,0.248,1.612,86.220,-2.442
'[15:04:29.584]',-,0.460,0.625,0.465,0.246,1.718,85.809,-2.188
'[15:04:29.592]',-,0.490,0.605,0.465,0.244,1.841,85.282,-1.944
'[15:04:29.600]',-,0.510,0.585,0.440,0.243,1.968,84.813,-1.690
'[15:04:29.608]',-,0.525,0.575,0.410,0.242,2.090,84.227,-1.446
'[15:04:29.616]',-,0.530,0.570,0.380,0.241,2.201,83.582,-1.192
'[15:04:29.624]',-,0.535,0.560,0.360,0.240,2.298,83.054,-1.006
'[15:04:29.632]',-,0.530,0.560,0.360,0.239,2.377,82.410,-0.879
'[15:04:29.640]',-,0.515,0.570,0.370,0.239,2.436,81.706,-0.821
'[15:04:29.648]',-,0.490,0.590,0.385,0.238,2.474,81.062,-0.821
'[15:04:29.656]',-,0.460,0.615,0.400,0.238,2.497,80.417,-0.938
'[15:04:29.664]',-,0.430,0.640,0.420,0.237,2.506,79.714,-1.065
'[15:04:29.672]',-,0.410,0.655,0.435,0.237,2.506,79.127,-1.250
'[15:04:29.680]',-,0.400,0.665,0.440,0.237,2.502,78.483,-1.377
'[15:04:29.688]',-,0.400,0.670,0.445,0.237,2.496,77.838,-1.504
'[15:04:29.696]',-,0.400,0.670,0.440,0.237,2.484,77.310,-1.563
'[15:04:29.704]',-,0.400,0.670,0.440,0.237,2.469,76.724,-1.504
'[15:04:29.712]',-,0.400,0.670,0.440,0.237,2.452,76.197,-1.504
'[15:04:29.720]',-,0.400,0.665,0.440,0.237,2.434,75.552,-1.446
'[15:04:29.728]',-,0.405,0.665,0.435,0.237,2.415,74.966,-1.377
'[15:04:29.736]',-,0.410,0.665,0.435,0.237,2.394,74.438,-1.377
'[15:04:29.744]',-,0.410,0.660,0.430,0.237,2.368,73.852,-1.377
'[15:04:29.752]',-,0.425,0.655,0.440,0.237,2.340,73.383,-1.446
'[15:04:29.760]',-,0.470,0.630,0.455,0.237,2.314,72.914,-1.446
'[15:04:29.768]',-,0.570,0.545,0.360,0.237,2.290,72.504,-1.446
'[15:04:29.776]',-,0.730,0.365,0.050,0.237,2.264,72.152,-1.446
'[15:04:29.784]',-,0.910,0.135,-0.326,0.237,2.233,71.859,-1.446
'[15:04:29.792]',-,0.956,0.065,-0.421,0.237,2.196,71.566,-1.319
'[15:04:29.800]',-,0.670,0.325,-0.045,0.236,2.156,71.215,-1.065
'[15:04:29.808]',-,0.410,0.660,0.365,0.235,2.114,70.980,-0.752
'[15:04:29.816]',-,0.315,0.800,0.530,0.234,2.073,70.687,-0.381
'[15:04:29.824]',-,0.340,0.775,0.540,0.233,2.033,70.277,-0.068
'[15:04:29.832]',-,0.400,0.705,0.515,0.232,1.996,69.984,0.244
'[15:04:29.840]',-,0.440,0.660,0.510,0.230,1.964,69.573,0.371
'[15:04:29.848]',-,0.455,0.645,0.500,0.229,1.936,69.105,0.430
'[15:04:29.856]',-,0.465,0.635,0.495,0.227,1.915,68.636,0.430
'[15:04:29.864]',-,0.470,0.630,0.490,0.226,1.898,68.108,0.430
'[15:04:29.872]',-,0.475,0.625,0.480,0.225,1.887,67.581,0.313
'[15:04:29.880]',-,0.480,0.620,0.480,0.223,1.881,67.112,0.117
'[15:04:29.888]',-,0.490,0.615,0.475,0.222,1.878,66.584,0.059
'[15:04:29.896]',-,0.495,0.610,0.465,0.220,1.873,66.115,-0.068
'[15:04:29.904]',-,0.500,0.600,0.460,0.218,1.864,65.646,-0.195
'[15:04:29.912]',-,0.510,0.595,0.450,0.217,1.855,65.236,-0.381
'[15:04:29.920]',-,0.515,0.585,0.440,0.216,1.847,64.767,-0.567
'[15:04:29.928]',-,0.525,0.575,0.430,0.215,1.836,64.357,-0.752
'[15:04:29.936]',-,0.535,0.570,0.420,0.215,1.825,63.947,-0.879
'[15:04:29.944]',-,0.540,0.560,0.410,0.215,1.813,63.478,-1.006
'[15:04:29.952]',-,0.555,0.555,0.400,0.214,1.802,63.185,-1.133
'[15:04:29.960]',-,0.570,0.545,0.385,0.214,1.789,63.185,-1.065
'[15:04:29.968]',-,0.580,0.525,0.370,0.214,1.775,63.536,-0.938
'[15:04:29.976]',-,0.600,0.510,0.355,0.213,1.760,64.533,-0.821
'[15:04:29.984]',-,0.625,0.490,0.330,0.213,1.741,66.408,-0.625
'[15:04:29.992]',-,0.650,0.465,0.300,0.212,1.723,69.867,-0.567
'[15:04:30.000]',-,0.685,0.440,0.270,0.211,1.706,75.376,-0.567
'[15:04:30.008]',-,0.710,0.415,0.245,0.211,1.688,82.468,-0.821
'[15:04:30.016]',-,0.735,0.395,0.220,0.210,1.671,89.619,-1.319
'[15:04:30.024]',-,0.755,0.375,0.205,0.210,1.653,95.598,-1.876
'[15:04:30.032]',-,0.755,0.375,0.195,0.210,1.633,100.404,-2.384
'[15:04:30.040]',-,0.735,0.380,0.205,0.210,1.614,104.741,-2.696
'[15:04:30.048]',-,0.695,0.415,0.240,0.210,1.591,108.727,-2.755
'[15:04:30.056]',-,0.645,0.455,0.280,0.210,1.569,112.009,-2.628
'[15:04:30.064]',-,0.590,0.505,0.335,0.211,1.550,113.826,-2.384
'[15:04:30.072]',-,0.540,0.550,0.385,0.211,1.538,114.354,-2.188
'[15:04:30.080]',-,0.500,0.590,0.420,0.211,1.529,114.002,-2.130
'[15:04:30.088]',-,0.470,0.615,0.445,0.211,1.518,113.357,-2.257
'[15:04:30.096]',-,0.450,0.635,0.465,0.212,1.507,113.064,-2.501
'[15:04:30.104]',-,0.430,0.655,0.475,0.211,1.496,113.123,-2.813
'[15:04:30.112]',-,0.420,0.660,0.480,0.211,1.484,113.475,-2.999
'[15:04:30.120]',-,0.415,0.665,0.480,0.211,1.472,114.002,-2.999
'[15:04:30.128]',-,0.415,0.665,0.490,0.210,1.460,114.295,-2.999
'[15:04:30.136]',-,0.415,0.665,0.490,0.210,1.449,114.412,-2.999
'[15:04:30.144]',-,0.415,0.665,0.490,0.209,1.437,114.354,-2.999
'[15:04:30.152]',-,0.415,0.665,0.490,0.208,1.426,114.236,-2.999
'[15:04:30.160]',-,0.415,0.665,0.490,0.207,1.418,113.943,-2.999
'[15:04:30.168]',-,0.420,0.665,0.485,0.206,1.414,113.416,-2.999
'[15:04:30.176]',-,0.420,0.665,0.480,0.205,1.411,112.713,-2.999
'[15:04:30.184]',-,0.425,0.660,0.480,0.204,1.403,111.716,-2.999
'[15:04:30.192]',-,0.425,0.660,0.475,0.203,1.393,110.544,-2.999
'[15:04:30.200]',-,0.430,0.655,0.475,0.202,1.382,109.196,-2.999
'[15:04:30.208]',-,0.430,0.655,0.470,0.201,1.371,107.437,-2.999
'[15:04:30.216]',-,0.435,0.655,0.470,0.201,1.362,105.151,-2.999
'[15:04:30.224]',-,0.435,0.655,0.465,0.200,1.354,102.279,-2.999
'[15:04:30.232]',-,0.435,0.650,0.465,0.200,1.347,98.821,-2.999
'[15:04:30.240]',-,0.440,0.650,0.465,0.200,1.337,95.129,-2.999
'[15:04:30.248]',-,0.440,0.645,0.455,0.200,1.326,91.905,-2.999
'[15:04:30.256]',-,0.440,0.645,0.455,0.200,1.312,89.795,-2.999
'[15:04:30.264]',-,0.440,0.645,0.455,0.201,1.299,88.798,-2.999
'[15:04:30.272]',-,0.440,0.640,0.455,0.201,1.292,88.505,-2.940
'[15:04:30.280]',-,0.445,0.640,0.450,0.201,1.289,88.095,-2.813
'[15:04:30.288]',-,0.440,0.640,0.450,0.202,1.286,87.626,-2.813
'[15:04:30.296]',-,0.445,0.645,0.445,0.202,1.290,87.099,-2.813
'[15:04:30.304]',-,0.445,0.640,0.445,0.203,1.311,86.864,-2.755
'[15:04:30.312]',-,0.450,0.635,0.440,0.203,1.349,86.806,-2.628
'[15:04:30.320]',-,0.450,0.635,0.435,0.204,1.409,86.806,-2.442
'[15:04:30.328]',-,0.455,0.635,0.435,0.204,1.494,86.630,-2.188
'[15:04:30.336]',-,0.460,0.635,0.435,0.205,1.598,86.337,-1.876
'[15:04:30.344]',-,0.460,0.630,0.435,0.205,1.717,85.926,-1.631
'[15:04:30.352]',-,0.465,0.625,0.440,0.206,1.844,85.458,-1.446
'[15:04:30.360]',-,0.490,0.610,0.450,0.207,1.972,85.047,-1.192
'[15:04:30.368]',-,0.515,0.585,0.455,0.208,2.080,84.461,-1.006
'[15:04:30.376]',-,0.535,0.570,0.430,0.210,2.171,83.875,-0.879
'[15:04:30.384]',-,0.545,0.560,0.400,0.211,2.258,83.230,-0.821
'[15:04:30.392]',-,0.555,0.555,0.370,0.213,2.331,82.586,-0.821
'[15:04:30.400]',-,0.560,0.545,0.345,0.214,2.386,81.999,-0.821
'[15:04:30.408]',-,0.555,0.545,0.350,0.215,2.420,81.355,-0.879
'[15:04:30.416]',-,0.540,0.555,0.360,0.216,2.439,80.651,-1.006
'[15:04:30.424]',-,0.515,0.575,0.375,0.217,2.447,80.007,-1.133
'[15:04:30.432]',-,0.485,0.605,0.395,0.218,2.447,79.362,-1.192
'[15:04:30.440]',-,0.455,0.625,0.410,0.219,2.439,78.717,-1.319
'[15:04:30.448]',-,0.445,0.640,0.425,0.220,2.426,78.190,-1.446
'[15:04:30.456]',-,0.435,0.650,0.430,0.221,2.411,77.545,-1.504
'[15:04:30.464]',-,0.430,0.655,0.435,0.221,2.394,76.959,-1.563
'[15:04:30.472]',-,0.430,0.655,0.435,0.222,2.377,76.431,-1.631
'[15:04:30.480]',-,0.430,0.655,0.435,0.223,2.360,75.845,-1.631
'[15:04:30.488]',-,0.425,0.660,0.435,0.223,2.342,75.318,-1.690
'[15:04:30.496]',-,0.430,0.655,0.430,0.223,2.325,74.673,-1.690
'[15:04:30.504]',-,0.430,0.655,0.430,0.222,2.307,74.087,-1.690
'[15:04:30.512]',-,0.430,0.655,0.430,0.222,2.289,73.559,-1.690
'[15:04:30.520]',-,0.435,0.650,0.430,0.221,2.270,73.032,-1.690
'[15:04:30.528]',-,0.445,0.645,0.435,0.221,2.248,72.504,-1.690
'[15:04:30.536]',-,0.485,0.625,0.450,0.220,2.223,72.035,-1.690
'[15:04:30.544]',-,0.570,0.560,0.385,0.219,2.192,71.684,-1.758
'[15:04:30.552]',-,0.715,0.395,0.109,0.218,2.153,71.332,-1.758
'[15:04:30.560]',-,0.900,0.150,-0.281,0.217,2.112,71.039,-1.690
'[15:04:30.568]',-,0.960,0.044,-0.426,0.217,2.075,70.804,-1.563
'[15:04:30.576]',-,0.730,0.260,-0.115,0.217,2.040,70.570,-1.319
'[15:04:30.584]',-,0.455,0.610,0.320,0.216,2.002,70.218,-0.938
'[15:04:30.592]',-,0.340,0.785,0.525,0.216,1.964,69.984,-0.567
'[15:04:30.600]',-,0.335,0.795,0.540,0.216,1.931,69.691,-0.195
'[15:04:30.608]',-,0.405,0.710,0.520,0.216,1.902,69.280,0.117
'[15:04:30.616]',-,0.455,0.655,0.510,0.216,1.876,68.929,0.313
'[15:04:30.624]',-,0.475,0.635,0.510,0.216,1.853,68.460,0.430
'[15:04:30.632]',-,0.480,0.630,0.500,0.215,1.838,67.991,0.430
'[15:04:30.640]',-,0.490,0.625,0.495,0.214,1.829,67.522,0.371
'[15:04:30.648]',-,0.495,0.615,0.485,0.214,1.824,67.053,0.186
'[15:04:30.656]',-,0.500,0.605,0.475,0.214,1.822,66.526,0.059
'[15:04:30.664]',-,0.505,0.600,0.470,0.213,1.821,66.115,-0.068
'[15:04:30.672]',-,0.510,0.595,0.465,0.213,1.819,65.646,-0.127
'[15:04:30.680]',-,0.520,0.590,0.455,0.212,1.813,65.236,-0.254
'[15:04:30.688]',-,0.530,0.580,0.450,0.212,1.804,64.767,-0.313
'[15:04:30.696]',-,0.535,0.575,0.445,0.211,1.795,64.298,-0.508
'[15:04:30.704]',-,0.545,0.570,0.435,0.210,1.784,63.829,-0.694
'[15:04:30.712]',-,0.550,0.565,0.430,0.210,1.772,63.419,-0.938
'[15:04:30.720]',-,0.560,0.555,0.420,0.209,1.761,63.067,-1.133
'[15:04:30.728]',-,0.570,0.545,0.405,0.209,1.749,62.774,-1.250
'[15:04:30.736]',-,0.580,0.530,0.390,0.209,1.737,62.716,-1.250
'[15:04:30.744]',-,0.595,0.515,0.375,0.210,1.724,63.067,-1.065
'[15:04:30.752]',-,0.615,0.500,0.355,0.210,1.709,64.005,-0.879
'[15:04:30.760]',-,0.635,0.480,0.335,0.211,1.692,65.705,-0.752
'[15:04:30.768]',-,0.660,0.460,0.310,0.212,1.678,68.987,-0.694
'[15:04:30.776]',-,0.690,0.435,0.280,0.213,1.666,74.321,-0.821
'[15:04:30.784]',-,0.715,0.410,0.250,0.214,1.649,81.296,-1.192
'[15:04:30.792]',-,0.745,0.390,0.225,0.215,1.628,88.564,-1.690
'[15:04:30.800]',-,0.760,0.375,0.205,0.216,1.604,94.777,-2.257
'[15:04:30.808]',-,0.760,0.370,0.200,0.217,1.584,99.818,-2.813
'[15:04:30.816]',-,0.745,0.375,0.205,0.217,1.565,104.155,-2.999
'[15:04:30.824]',-,0.710,0.400,0.235,0.218,1.548,108.317,-2.999
'[15:04:30.832]',-,0.665,0.440,0.275,0.219,1.534,111.599,-2.940
'[15:04:30.840]',-,0.610,0.485,0.330,0.219,1.521,113.533,-2.696
'[15:04:30.848]',-,0.565,0.535,0.380,0.220,1.508,114.119,-2.569
'[15:04:30.856]',-,0.525,0.570,0.420,0.221,1.497,113.826,-2.628
'[15:04:30.864]',-,0.490,0.605,0.450,0.221,1.485,113.123,-2.813
'[15:04:30.872]',-,0.465,0.620,0.465,0.221,1.476,112.654,-2.999
'[15:04:30.880]',-,0.450,0.640,0.475,0.221,1.468,112.595,-2.999
'[15:04:30.888]',-,0.445,0.650,0.485,0.221,1.458,112.771,-2.999
'[15:04:30.896]',-,0.435,0.655,0.490,0.220,1.448,113.123,-2.999
'[15:04:30.904]',-,0.430,0.660,0.490,0.220,1.436,113.357,-2.999
'[15:04:30.912]',-,0.430,0.660,0.490,0.219,1.424,113.475,-2.999
'[15:04:30.920]',-,0.430,0.665,0.490,0.218,1.413,113.416,-2.999
'[15:04:30.928]',-,0.430,0.665,0.490,0.217,1.403,113.299,-2.999
'[15:04:30.936]',-,0.430,0.660,0.490,0.216,1.393,113.064,-2.999
'[15:04:30.944]',-,0.430,0.660,0.480,0.216,1.382,112.595,-2.999
'[15:04:30.952]',-,0.435,0.655,0.480,0.215,1.371,112.068,-2.999
'[15:04:30.960]',-,0.435,0.655,0.480,0.215,1.363,111.247,-2.999
'[15:04:30.968]',-,0.445,0.650,0.475,0.214,1.359,110.192,-2.999
'[15:04:30.976]',-,0.445,0.645,0.475,0.214,1.355,108.785,-2.999
'[15:04:30.984]',-,0.445,0.645,0.470,0.213,1.350,107.027,-2.999
'[15:04:30.992]',-,0.450,0.645,0.465,0.212,1.345,104.800,-2.999
'[15:04:31.000]',-,0.450,0.640,0.460,0.211,1.339,101.928,-2.999
'[15:04:31.008]',-,0.455,0.640,0.460,0.211,1.333,98.528,-2.999
'[15:04:31.016]',-,0.455,0.640,0.455,0.211,1.327,95.129,-2.999
'[15:04:31.024]',-,0.455,0.640,0.450,0.211,1.322,92.257,-2.999
'[15:04:31.032]',-,0.455,0.635,0.450,0.211,1.314,90.440,-2.999
'[15:04:31.040]',-,0.455,0.635,0.450,0.212,1.303,89.560,-2.999
'[15:04:31.048]',-,0.460,0.635,0.445,0.213,1.291,89.033,-2.999
'[15:04:31.056]',-,0.460,0.635,0.445,0.214,1.283,88.564,-2.882
'[15:04:31.064]',-,0.460,0.635,0.445,0.215,1.280,87.919,-2.755
'[15:04:31.072]',-,0.460,0.630,0.445,0.216,1.284,87.333,-2.628
'[15:04:31.080]',-,0.460,0.630,0.445,0.218,1.298,86.923,-2.442
'[15:04:31.088]',-,0.460,0.625,0.440,0.220,1.330,86.688,-2.188
'[15:04:31.096]',-,0.460,0.625,0.435,0.221,1.385,86.513,-2.003
'[15:04:31.104]',-,0.465,0.625,0.435,0.223,1.462,86.220,-1.817
'[15:04:31.112]',-,0.465,0.625,0.435,0.224,1.560,85.926,-1.690
'[15:04:31.120]',-,0.465,0.625,0.435,0.225,1.675,85.458,-1.504
'[15:04:31.128]',-,0.465,0.625,0.430,0.227,1.803,85.047,-1.319
'[15:04:31.136]',-,0.465,0.625,0.430,0.228,1.933,84.520,-1.192
'[15:04:31.144]',-,0.470,0.625,0.430,0.230,2.058,83.992,-1.006
'[15:04:31.152]',-,0.485,0.610,0.445,0.232,2.170,83.347,-0.879
'[15:04:31.160]',-,0.515,0.590,0.450,0.233,2.267,82.820,-0.752
'[15:04:31.168]',-,0.535,0.570,0.430,0.235,2.337,82.234,-0.694
'[15:04:31.176]',-,0.550,0.560,0.405,0.237,2.386,81.648,-0.752
'[15:04:31.184]',-,0.560,0.555,0.375,0.239,2.422,81.120,-0.879
'[15:04:31.192]',-,0.565,0.545,0.355,0.241,2.443,80.534,-1.065
'[15:04:31.200]',-,0.560,0.545,0.350,0.242,2.452,79.948,-1.319
'[15:04:31.208]',-,0.545,0.550,0.360,0.243,2.454,79.362,-1.446
'[15:04:31.216]',-,0.525,0.565,0.375,0.245,2.449,78.717,-1.563
'[15:04:31.224]',-,0.490,0.590,0.390,0.245,2.437,78.190,-1.631
'[15:04:31.232]',-,0.460,0.620,0.405,0.245,2.422,77.603,-1.563
'[15:04:31.240]',-,0.445,0.635,0.425,0.245,2.406,77.076,-1.563
'[15:04:31.248]',-,0.435,0.645,0.430,0.245,2.389,76.490,-1.504
'[15:04:31.256]',-,0.430,0.655,0.435,0.245,2.373,75.904,-1.504
'[15:04:31.264]',-,0.430,0.655,0.435,0.244,2.360,75.376,-1.563
'[15:04:31.272]',-,0.430,0.650,0.430,0.244,2.345,74.790,-1.631
'[15:04:31.280]',-,0.435,0.650,0.430,0.244,2.329,74.145,-1.758
'[15:04:31.288]',-,0.435,0.650,0.430,0.243,2.313,73.618,-1.817
'[15:04:31.296]',-,0.435,0.650,0.425,0.243,2.293,73.090,-1.876
'[15:04:31.304]',-,0.440,0.645,0.425,0.242,2.272,72.621,-1.876
'[15:04:31.312]',-,0.445,0.645,0.425,0.241,2.248,72.094,-1.944
'[15:04:31.320]',-,0.450,0.635,0.425,0.240,2.220,71.684,-2.003
'[15:04:31.328]',-,0.485,0.620,0.445,0.239,2.187,71.156,-2.003
'[15:04:31.336]',-,0.565,0.560,0.390,0.239,2.148,70.804,-2.071
'[15:04:31.344]',-,0.700,0.410,0.135,0.238,2.107,70.570,-2.071
'[15:04:31.352]',-,0.885,0.170,-0.256,0.237,2.065,70.277,-2.003
'[15:04:31.360]',-,0.956,0.040,-0.435,0.237,2.026,70.101,-1.817
'[15:04:31.368]',-,0.765,0.230,-0.171,0.236,1.995,69.867,-1.563
'[15:04:31.376]',-,0.485,0.575,0.275,0.235,1.968,69.632,-1.133
'[15:04:31.384]',-,0.350,0.775,0.505,0.234,1.941,69.398,-0.694
'[15:04:31.392]',-,0.340,0.795,0.535,0.233,1.919,69.163,-0.195
'[15:04:31.400]',-,0.400,0.715,0.515,0.232,1.902,68.812,0.117
'[15:04:31.408]',-,0.450,0.660,0.500,0.232,1.888,68.401,0.371
'[15:04:31.416]',-,0.470,0.635,0.490,0.232,1.878,67.991,0.498
'[15:04:31.424]',-,0.485,0.625,0.480,0.232,1.873,67.522,0.498
'[15:04:31.432]',-,0.495,0.620,0.475,0.233,1.870,67.112,0.430
'[15:04:31.440]',-,0.495,0.615,0.475,0.234,1.865,66.643,0.244
