'Time','PLETH','II','ABP'
'[00:25:37.784 1]',0.376,0.039,48.438
'[00:25:37.792 1]',0.365,0.039,48.438
'[00:25:37.800 1]',0.365,0.039,48.125
'[00:25:37.808 1]',0.357,0.031,48.125
'[00:25:37.816 1]',0.357,0.024,48.125
'[00:25:37.824 1]',0.357,0.039,48.750
'[00:25:37.832 1]',0.357,0.047,50.000
'[00:25:37.840 1]',0.357,0.039,52.500
'[00:25:37.848 1]',0.349,0.055,56.562
'[00:25:37.856 1]',0.349,0.039,61.562
'[00:25:37.864 1]',0.349,0.047,67.188
'[00:25:37.872 1]',0.349,0.024,72.812
'[00:25:37.880 1]',0.349,0.016,78.125
'[00:25:37.888 1]',0.349,0.000,82.500
'[00:25:37.896 1]',0.349,0.008,85.938
'[00:25:37.904 1]',0.349,-0.008,89.062
'[00:25:37.912 1]',0.349,0.000,91.562
'[00:25:37.920 1]',0.349,-0.008,93.438
'[00:25:37.928 1]',0.349,0.008,95.312
'[00:25:37.936 1]',0.349,0.000,96.562
'[00:25:37.944 1]',0.349,-0.008,97.188
'[00:25:37.952 1]',0.349,0.008,97.812
'[00:25:37.960 1]',0.349,0.000,98.125
'[00:25:37.968 1]',0.349,0.016,97.812
'[00:25:37.976 1]',0.349,0.008,97.812
'[00:25:37.984 1]',0.349,0.039,97.188
'[00:25:37.992 1]',0.349,0.031,96.250
'[00:25:38.000 1]',0.357,0.047,95.000
'[00:25:38.008 1]',0.357,0.039,93.438
'[00:25:38.016 1]',0.357,0.039,91.250
'[00:25:38.024 1]',0.357,0.024,89.062
'[00:25:38.032 1]',0.357,0.039,86.250
'[00:25:38.040 1]',0.365,0.008,83.125
'[00:25:38.048 1]',0.365,0.024,79.688
'[00:25:38.056 1]',0.365,0.008,76.250
'[00:25:38.064 1]',0.365,0.008,73.125
'[00:25:38.072 1]',0.376,-0.016,70.312
'[00:25:38.080 1]',0.376,-0.008,68.438
'[00:25:38.088 1]',0.384,-0.016,66.875
'[00:25:38.096 1]',0.392,0.024,65.938
'[00:25:38.104 1]',0.392,0.150,65.312
'[00:25:38.112 1]',0.400,0.346,64.688
'[00:25:38.120 1]',0.408,0.354,64.062
'[00:25:38.128 1]',0.424,0.063,63.750
'[00:25:38.136 1]',0.431,-0.134,63.438
'[00:25:38.144 1]',0.443,-0.157,62.812
'[00:25:38.152 1]',0.459,-0.110,62.500
'[00:25:38.160 1]',0.467,-0.055,62.188
'[00:25:38.168 1]',0.482,-0.031,61.875
'[00:25:38.176 1]',0.490,-0.024,61.562
'[00:25:38.184 1]',0.502,-0.016,60.938
'[00:25:38.192 1]',0.510,-0.024,60.625
'[00:25:38.200 1]',0.525,-0.016,60.312
'[00:25:38.208 1]',0.533,-0.016,59.688
'[00:25:38.216 1]',0.549,-0.008,59.375
'[00:25:38.224 1]',0.557,-0.024,59.062
'[00:25:38.232 1]',0.569,-0.016,58.750
'[00:25:38.240 1]',0.576,-0.031,58.438
'[00:25:38.248 1]',0.592,-0.016,58.438
'[00:25:38.256 1]',0.600,-0.016,58.125
'[00:25:38.264 1]',0.608,-0.008,57.812
'[00:25:38.272 1]',0.616,-0.016,57.500
'[00:25:38.280 1]',0.616,0.000,57.188
'[00:25:38.288 1]',0.627,-0.008,56.875
'[00:25:38.296 1]',0.627,0.008,56.562
'[00:25:38.304 1]',0.627,0.008,56.250
'[00:25:38.312 1]',0.627,0.024,55.938
'[00:25:38.320 1]',0.635,0.016,55.625
'[00:25:38.328 1]',0.635,0.031,55.312
'[00:25:38.336 1]',0.643,0.024,55.000
'[00:25:38.344 1]',0.643,0.039,54.688
'[00:25:38.352 1]',0.643,0.039,54.375
'[00:25:38.360 1]',0.651,0.039,54.688
'[00:25:38.368 1]',0.651,0.055,55.000
'[00:25:38.376 1]',0.651,0.039,55.938
'[00:25:38.384 1]',0.651,0.055,57.500
'[00:25:38.392 1]',0.651,0.039,60.625
'[00:25:38.400 1]',0.651,0.031,64.375
'[00:25:38.408 1]',0.651,0.024,69.062
'[00:25:38.416 1]',0.651,0.031,74.062
'[00:25:38.424 1]',0.651,-0.008,78.438
'[00:25:38.432 1]',0.651,0.008,82.500
'[00:25:38.440 1]',0.651,-0.008,85.938
'[00:25:38.448 1]',0.651,0.008,88.438
'[00:25:38.456 1]',0.643,-0.008,90.625
'[00:25:38.464 1]',0.643,0.000,92.188
'[00:25:38.472 1]',0.643,-0.008,93.438
'[00:25:38.480 1]',0.643,0.000,94.375
'[00:25:38.488 1]',0.635,-0.016,94.688
'[00:25:38.496 1]',0.635,-0.008,94.688
'[00:25:38.504 1]',0.635,-0.008,94.375
'[00:25:38.512 1]',0.627,-0.008,93.750
'[00:25:38.520 1]',0.627,0.008,93.125
'[00:25:38.528 1]',0.627,0.094,91.875
'[00:25:38.536 1]',0.616,0.244,90.000
'[00:25:38.544 1]',0.616,0.386,88.125
'[00:25:38.552 1]',0.608,0.205,85.625
'[00:25:38.560 1]',0.608,-0.031,82.812
'[00:25:38.568 1]',0.600,-0.071,79.375
'[00:25:38.576 1]',0.600,-0.063,76.250
'[00:25:38.584 1]',0.600,-0.039,73.125
'[00:25:38.592 1]',0.592,-0.031,70.312
'[00:25:38.600 1]',0.592,-0.024,68.125
'[00:25:38.608 1]',0.592,-0.039,66.562
'[00:25:38.616 1]',0.584,-0.024,65.312
'[00:25:38.624 1]',0.584,-0.031,64.688
'[00:25:38.632 1]',0.584,-0.031,64.062
'[00:25:38.640 1]',0.584,-0.047,63.438
'[00:25:38.648 1]',0.584,-0.047,63.125
'[00:25:38.656 1]',0.576,-0.047,62.500
'[00:25:38.664 1]',0.584,-0.031,62.188
'[00:25:38.672 1]',0.584,-0.039,61.875
'[00:25:38.680 1]',0.584,-0.031,61.562
'[00:25:38.688 1]',0.592,-0.047,61.250
'[00:25:38.696 1]',0.592,-0.024,60.938
'[00:25:38.704 1]',0.600,-0.031,60.625
'[00:25:38.712 1]',0.608,-0.016,60.000
'[00:25:38.720 1]',0.608,-0.008,59.688
'[00:25:38.728 1]',0.616,0.008,59.375
'[00:25:38.736 1]',0.627,0.000,59.062
'[00:25:38.744 1]',0.635,0.008,58.750
'[00:25:38.752 1]',0.643,0.024,58.438
'[00:25:38.760 1]',0.651,0.031,58.125
'[00:25:38.768 1]',0.651,0.008,57.812
'[00:25:38.776 1]',0.659,0.016,57.812
'[00:25:38.784 1]',0.667,0.024,57.500
'[00:25:38.792 1]',0.675,0.016,57.500
'[00:25:38.800 1]',0.675,0.024,57.500
'[00:25:38.808 1]',0.675,0.016,58.125
'[00:25:38.816 1]',0.682,0.024,59.375
'[00:25:38.824 1]',0.682,0.008,61.562
'[00:25:38.832 1]',0.682,0.016,65.000
'[00:25:38.840 1]',0.682,0.008,69.062
'[00:25:38.848 1]',0.675,0.016,73.438
'[00:25:38.856 1]',0.675,0.008,77.500
'[00:25:38.864 1]',0.675,0.024,81.250
'[00:25:38.872 1]',0.667,0.024,84.375
'[00:25:38.880 1]',0.667,0.039,86.562
'[00:25:38.888 1]',0.659,0.008,88.438
'[00:25:38.896 1]',0.659,0.016,89.688
'[00:25:38.904 1]',0.651,-0.008,90.312
'[00:25:38.912 1]',0.651,0.008,90.625
'[00:25:38.920 1]',0.643,0.000,90.312
'[00:25:38.928 1]',0.635,0.008,89.688
'[00:25:38.936 1]',0.635,-0.008,88.438
'[00:25:38.944 1]',0.627,-0.008,86.875
'[00:25:38.952 1]',0.616,-0.008,84.688
'[00:25:38.960 1]',0.616,-0.008,81.875
'[00:25:38.968 1]',0.608,0.000,78.750
'[00:25:38.976 1]',0.600,-0.016,75.625
'[00:25:38.984 1]',0.600,0.008,72.188
'[00:25:38.992 1]',0.592,-0.008,69.375
'[00:25:39.000 1]',0.584,0.008,66.875
'[00:25:39.008 1]',0.584,0.024,65.000
'[00:25:39.016 1]',0.576,0.008,64.062
'[00:25:39.024 1]',0.569,0.008,63.125
'[00:25:39.032 1]',0.569,0.016,62.500
'[00:25:39.040 1]',0.557,0.000,61.875
'[00:25:39.048 1]',0.557,0.008,61.562
'[00:25:39.056 1]',0.549,-0.008,61.250
'[00:25:39.064 1]',0.549,0.000,60.938
'[00:25:39.072 1]',0.541,-0.016,60.625
'[00:25:39.080 1]',0.541,-0.016,60.312
'[00:25:39.088 1]',0.541,-0.031,60.312
'[00:25:39.096 1]',0.541,0.000,60.000
'[00:25:39.104 1]',0.549,0.055,59.688
'[00:25:39.112 1]',0.549,0.236,59.375
'[00:25:39.120 1]',0.549,0.378,59.062
'[00:25:39.128 1]',0.557,0.252,58.750
'[00:25:39.136 1]',0.557,0.008,58.438
'[00:25:39.144 1]',0.569,-0.118,58.125
'[00:25:39.152 1]',0.569,-0.087,57.812
'[00:25:39.160 1]',0.576,-0.047,57.500
'[00:25:39.168 1]',0.584,-0.016,57.188
'[00:25:39.176 1]',0.584,-0.016,57.188
'[00:25:39.184 1]',0.592,-0.031,56.875
'[00:25:39.192 1]',0.600,-0.031,56.562
'[00:25:39.200 1]',0.600,-0.016,56.250
'[00:25:39.208 1]',0.608,-0.039,56.250
'[00:25:39.216 1]',0.608,-0.063,55.938
'[00:25:39.224 1]',0.608,-0.047,55.625
'[00:25:39.232 1]',0.616,-0.039,55.312
'[00:25:39.240 1]',0.616,-0.055,55.000
'[00:25:39.248 1]',0.616,-0.039,54.688
'[00:25:39.256 1]',0.616,-0.031,54.375
'[00:25:39.264 1]',0.616,-0.016,54.062
'[00:25:39.272 1]',0.616,-0.016,54.062
'[00:25:39.280 1]',0.616,0.000,53.750
'[00:25:39.288 1]',0.608,0.008,53.438
'[00:25:39.296 1]',0.608,0.039,53.125
'[00:25:39.304 1]',0.608,0.039,52.812
'[00:25:39.312 1]',0.608,0.055,52.812
'[00:25:39.320 1]',0.600,0.039,52.500
'[00:25:39.328 1]',0.600,0.039,52.188
'[00:25:39.336 1]',0.600,0.031,51.875
'[00:25:39.344 1]',0.600,0.047,51.875
'[00:25:39.352 1]',0.592,0.039,51.875
'[00:25:39.360 1]',0.592,0.055,52.188
'[00:25:39.368 1]',0.592,0.047,53.438
'[00:25:39.376 1]',0.584,0.055,55.625
'[00:25:39.384 1]',0.584,0.039,59.062
'[00:25:39.392 1]',0.576,0.031,63.750
'[00:25:39.400 1]',0.576,0.000,69.375
'[00:25:39.408 1]',0.569,-0.016,75.312
'[00:25:39.416 1]',0.569,-0.016,80.312
'[00:25:39.424 1]',0.557,-0.031,84.688
'[00:25:39.432 1]',0.557,-0.016,88.438
'[00:25:39.440 1]',0.549,-0.024,91.250
'[00:25:39.448 1]',0.549,-0.016,93.438
'[00:25:39.456 1]',0.541,-0.024,95.312
'[00:25:39.464 1]',0.533,-0.016,96.562
'[00:25:39.472 1]',0.533,-0.016,97.500
'[00:25:39.480 1]',0.525,0.000,97.812
'[00:25:39.488 1]',0.525,0.000,98.125
'[00:25:39.496 1]',0.518,0.016,97.812
'[00:25:39.504 1]',0.510,-0.008,97.500
'[00:25:39.512 1]',0.510,0.008,96.875
'[00:25:39.520 1]',0.502,0.000,95.938
'[00:25:39.528 1]',0.502,0.008,94.375
'[00:25:39.536 1]',0.502,-0.008,92.500
'[00:25:39.544 1]',0.490,-0.016,90.312
'[00:25:39.552 1]',0.482,-0.031,87.812
'[00:25:39.560 1]',0.482,-0.031,84.688
'[00:25:39.568 1]',0.475,-0.039,81.250
'[00:25:39.576 1]',0.475,-0.024,77.500
'[00:25:39.584 1]',0.467,-0.031,74.062
'[00:25:39.592 1]',0.459,-0.016,71.250
'[00:25:39.600 1]',0.459,-0.016,68.750
'[00:25:39.608 1]',0.451,-0.039,67.188
'[00:25:39.616 1]',0.451,-0.047,66.250
'[00:25:39.624 1]',0.451,-0.055,65.625
'[00:25:39.632 1]',0.443,-0.039,65.000
'[00:25:39.640 1]',0.443,-0.016,64.688
'[00:25:39.648 1]',0.443,0.016,64.062
'[00:25:39.656 1]',0.443,0.118,63.750
'[00:25:39.664 1]',0.443,0.323,63.438
'[00:25:39.672 1]',0.451,0.378,62.812
'[00:25:39.680 1]',0.451,0.110,62.500
'[00:25:39.688 1]',0.459,-0.126,62.500
'[00:25:39.696 1]',0.467,-0.150,62.188
'[00:25:39.704 1]',0.467,-0.118,61.875
'[00:25:39.712 1]',0.475,-0.063,61.562
'[00:25:39.720 1]',0.482,-0.063,61.250
'[00:25:39.728 1]',0.490,-0.047,60.625
'[00:25:39.736 1]',0.502,-0.047,60.312
'[00:25:39.744 1]',0.502,-0.031,60.000
'[00:25:39.752 1]',0.510,-0.031,59.688
'[00:25:39.760 1]',0.518,-0.031,59.375
'[00:25:39.768 1]',0.525,-0.039,59.062
'[00:25:39.776 1]',0.533,-0.031,58.750
'[00:25:39.784 1]',0.541,-0.039,58.438
'[00:25:39.792 1]',0.549,-0.031,58.125
'[00:25:39.800 1]',0.557,-0.039,57.812
'[00:25:39.808 1]',0.557,-0.031,57.812
'[00:25:39.816 1]',0.569,-0.024,57.500
'[00:25:39.824 1]',0.576,-0.008,57.188
'[00:25:39.832 1]',0.576,-0.008,56.875
'[00:25:39.840 1]',0.584,-0.016,56.562
'[00:25:39.848 1]',0.584,0.008,56.250
'[00:25:39.856 1]',0.584,-0.008,55.938
'[00:25:39.864 1]',0.584,0.000,55.625
'[00:25:39.872 1]',0.584,-0.016,55.312
'[00:25:39.880 1]',0.592,-0.016,55.000
'[00:25:39.888 1]',0.592,-0.008,54.688
'[00:25:39.896 1]',0.592,0.016,54.688
'[00:25:39.904 1]',0.592,0.024,54.688
'[00:25:39.912 1]',0.584,0.031,54.688
'[00:25:39.920 1]',0.584,0.024,55.625
'[00:25:39.928 1]',0.584,0.039,57.188
'[00:25:39.936 1]',0.584,0.024,59.688
'[00:25:39.944 1]',0.584,0.031,63.438
'[00:25:39.952 1]',0.576,0.008,68.125
'[00:25:39.960 1]',0.576,0.024,73.125
'[00:25:39.968 1]',0.576,0.008,78.125
'[00:25:39.976 1]',0.576,0.016,82.188
'[00:25:39.984 1]',0.576,0.000,85.938
'[00:25:39.992 1]',0.576,-0.016,88.750
'[00:25:40.000 1]',0.569,-0.031,90.938
'[00:25:40.008 1]',0.569,-0.031,92.812
'[00:25:40.016 1]',0.569,-0.024,94.375
'[00:25:40.024 1]',0.569,-0.039,95.312
'[00:25:40.032 1]',0.557,-0.031,95.625
'[00:25:40.040 1]',0.557,-0.016,95.938
'[00:25:40.048 1]',0.557,-0.008,95.625
'[00:25:40.056 1]',0.557,0.016,95.000
'[00:25:40.064 1]',0.549,0.063,94.062
'[00:25:40.072 1]',0.549,0.205,92.812
'[00:25:40.080 1]',0.549,0.409,91.250
'[00:25:40.088 1]',0.549,0.291,89.062
'[00:25:40.096 1]',0.541,0.039,86.562
'[00:25:40.104 1]',0.541,-0.071,83.750
'[00:25:40.112 1]',0.541,-0.063,80.625
'[00:25:40.120 1]',0.541,-0.071,76.875
'[00:25:40.128 1]',0.541,-0.047,73.438
'[00:25:40.136 1]',0.541,-0.071,70.000
'[00:25:40.144 1]',0.533,-0.087,67.188
'[00:25:40.152 1]',0.533,-0.102,65.000
'[00:25:40.160 1]',0.533,-0.102,63.750
'[00:25:40.168 1]',0.533,-0.110,62.812
'[00:25:40.176 1]',0.533,-0.094,62.188
'[00:25:40.184 1]',0.533,-0.102,61.875
'[00:25:40.192 1]',0.533,-0.087,61.562
'[00:25:40.200 1]',0.533,-0.087,61.250
'[00:25:40.208 1]',0.541,-0.071,60.625
'[00:25:40.216 1]',0.541,-0.071,60.312
'[00:25:40.224 1]',0.549,-0.063,59.688
'[00:25:40.232 1]',0.557,-0.063,59.375
'[00:25:40.240 1]',0.557,-0.047,59.062
'[00:25:40.248 1]',0.569,-0.039,58.750
'[00:25:40.256 1]',0.584,-0.039,58.125
'[00:25:40.264 1]',0.592,-0.024,57.812
'[00:25:40.272 1]',0.600,-0.016,57.500
'[00:25:40.280 1]',0.608,-0.016,57.188
'[00:25:40.288 1]',0.616,-0.031,56.562
'[00:25:40.296 1]',0.635,-0.016,56.250
'[00:25:40.304 1]',0.643,-0.016,55.938
'[00:25:40.312 1]',0.651,0.008,55.625
'[00:25:40.320 1]',0.659,-0.008,55.312
'[00:25:40.328 1]',0.667,0.008,55.312
'[00:25:40.336 1]',0.675,0.008,55.312
'[00:25:40.344 1]',0.682,0.031,55.938
'[00:25:40.352 1]',0.694,0.016,56.562
'[00:25:40.360 1]',0.702,0.008,58.438
'[00:25:40.368 1]',0.702,0.000,61.250
'[00:25:40.376 1]',0.710,0.008,65.000
'[00:25:40.384 1]',0.710,0.008,69.062
'[00:25:40.392 1]',0.718,0.016,73.438
'[00:25:40.400 1]',0.718,0.024,77.188
'[00:25:40.408 1]',0.718,0.024,80.312
'[00:25:40.416 1]',0.710,0.008,82.812
'[00:25:40.424 1]',0.710,0.016,84.375
'[00:25:40.432 1]',0.702,0.024,85.938
'[00:25:40.440 1]',0.702,0.008,86.562
'[00:25:40.448 1]',0.694,0.024,86.875
'[00:25:40.456 1]',0.682,0.024,86.875
'[00:25:40.464 1]',0.682,0.039,85.938
'[00:25:40.472 1]',0.675,0.055,84.375
'[00:25:40.480 1]',0.667,0.134,82.500
'[00:25:40.488 1]',0.659,0.291,80.000
'[00:25:40.496 1]',0.659,0.362,77.188
'[00:25:40.504 1]',0.651,0.134,74.062
'[00:25:40.512 1]',0.643,-0.063,70.625
'[00:25:40.520 1]',0.635,-0.110,67.500
'[00:25:40.528 1]',0.627,-0.055,64.688
'[00:25:40.536 1]',0.616,-0.031,62.812
'[00:25:40.544 1]',0.612,-0.024,61.250
'[00:25:40.552 1]',0.604,-0.039,60.312
'[00:25:40.560 1]',0.596,-0.031,59.688
'[00:25:40.568 1]',0.584,-0.039,59.062
'[00:25:40.576 1]',0.576,-0.031,58.438
'[00:25:40.584 1]',0.576,-0.039,58.125
'[00:25:40.592 1]',0.569,-0.024,57.812
'[00:25:40.600 1]',0.557,-0.039,57.500
'[00:25:40.608 1]',0.557,-0.024,57.188
'[00:25:40.616 1]',0.549,-0.016,56.875
'[00:25:40.624 1]',0.549,-0.008,56.562
'[00:25:40.632 1]',0.541,-0.008,56.250
'[00:25:40.640 1]',0.541,0.008,55.938
'[00:25:40.648 1]',0.541,0.008,55.625
'[00:25:40.656 1]',0.541,0.008,55.312
'[00:25:40.664 1]',0.549,0.016,55.000
'[00:25:40.672 1]',0.549,0.008,54.688
'[00:25:40.680 1]',0.549,0.039,54.688
'[00:25:40.688 1]',0.557,0.024,54.375
'[00:25:40.696 1]',0.557,0.031,54.062
'[00:25:40.704 1]',0.557,0.016,54.062
'[00:25:40.712 1]',0.569,0.039,53.750
'[00:25:40.720 1]',0.569,0.039,53.750
'[00:25:40.728 1]',0.569,0.039,53.438
'[00:25:40.736 1]',0.576,0.039,53.438
'[00:25:40.744 1]',0.576,0.055,53.438
'[00:25:40.752 1]',0.576,0.047,53.750
'[00:25:40.760 1]',0.569,0.055,54.688
'[00:25:40.768 1]',0.569,0.039,56.562
'[00:25:40.776 1]',0.569,0.055,59.375
'[00:25:40.784 1]',0.569,0.047,63.438
'[00:25:40.792 1]',0.557,0.039,67.812
'[00:25:40.800 1]',0.557,0.024,72.188
'[00:25:40.808 1]',0.557,0.047,76.250
'[00:25:40.816 1]',0.549,0.055,79.688
'[00:25:40.824 1]',0.549,0.039,82.188
'[00:25:40.832 1]',0.541,0.024,84.375
'[00:25:40.840 1]',0.541,0.024,85.938
'[00:25:40.848 1]',0.533,0.031,86.875
'[00:25:40.856 1]',0.533,0.024,87.188
'[00:25:40.864 1]',0.525,0.055,86.875
'[00:25:40.872 1]',0.525,0.039,86.250
'[00:25:40.880 1]',0.518,0.039,84.688
'[00:25:40.888 1]',0.518,0.031,82.812
'[00:25:40.896 1]',0.510,0.039,80.625
'[00:25:40.904 1]',0.510,0.008,78.125
'[00:25:40.912 1]',0.502,0.008,75.000
'[00:25:40.920 1]',0.502,0.000,71.562
'[00:25:40.928 1]',0.502,0.008,68.125
'[00:25:40.936 1]',0.502,0.008,65.312
'[00:25:40.944 1]',0.502,0.008,62.812
'[00:25:40.952 1]',0.490,-0.008,60.938
'[00:25:40.960 1]',0.490,0.008,60.000
'[00:25:40.968 1]',0.482,0.008,59.062
'[00:25:40.976 1]',0.482,0.008,58.750
'[00:25:40.984 1]',0.475,-0.008,58.438
'[00:25:40.992 1]',0.475,0.008,57.812
'[00:25:41.000 1]',0.475,-0.008,57.500
'[00:25:41.008 1]',0.475,0.008,56.875
'[00:25:41.016 1]',0.467,0.008,56.562
'[00:25:41.024 1]',0.467,0.008,56.250
'[00:25:41.032 1]',0.467,0.031,55.938
'[00:25:41.040 1]',0.475,0.016,55.625
'[00:25:41.048 1]',0.475,0.008,55.312
'[00:25:41.056 1]',0.475,0.024,55.000
'[00:25:41.064 1]',0.482,0.008,54.688
'[00:25:41.072 1]',0.482,0.000,54.375
'[00:25:41.080 1]',0.490,0.008,54.062
'[00:25:41.088 1]',0.490,0.000,54.062
'[00:25:41.096 1]',0.502,0.008,53.750
'[00:25:41.104 1]',0.502,0.000,53.438
'[00:25:41.112 1]',0.502,0.008,53.438
'[00:25:41.120 1]',0.510,-0.008,53.438
'[00:25:41.128 1]',0.518,0.008,53.125
'[00:25:41.136 1]',0.518,0.016,53.125
'[00:25:41.144 1]',0.518,0.039,52.812
'[00:25:41.152 1]',0.525,0.024,52.812
'[00:25:41.160 1]',0.525,0.039,52.500
'[00:25:41.168 1]',0.525,0.024,52.188
'[00:25:41.176 1]',0.525,0.031,51.875
'[00:25:41.184 1]',0.525,0.024,51.562
'[00:25:41.192 1]',0.525,0.031,51.250
'[00:25:41.200 1]',0.525,0.024,51.250
'[00:25:41.208 1]',0.525,0.024,50.938
'[00:25:41.216 1]',0.525,0.024,50.625
'[00:25:41.224 1]',0.518,0.039,50.312
'[00:25:41.232 1]',0.518,0.094,50.000
'[00:25:41.240 1]',0.510,0.260,49.688
'[00:25:41.248 1]',0.510,0.386,49.375
'[00:25:41.256 1]',0.510,0.244,49.062
'[00:25:41.264 1]',0.502,0.016,49.062
'[00:25:41.272 1]',0.502,-0.118,48.750
'[00:25:41.280 1]',0.502,-0.094,48.438
'[00:25:41.288 1]',0.502,-0.063,48.438
'[00:25:41.296 1]',0.490,-0.039,48.125
'[00:25:41.304 1]',0.490,-0.031,48.125
'[00:25:41.312 1]',0.482,-0.016,47.812
'[00:25:41.320 1]',0.482,-0.031,47.500
'[00:25:41.328 1]',0.475,-0.024,47.500
'[00:25:41.336 1]',0.475,-0.016,47.188
'[00:25:41.344 1]',0.467,0.008,47.188
'[00:25:41.352 1]',0.459,-0.008,46.875
'[00:25:41.360 1]',0.459,0.008,46.562
'[00:25:41.368 1]',0.451,-0.016,46.562
'[00:25:41.376 1]',0.443,-0.008,46.562
'[00:25:41.384 1]',0.443,-0.008,46.250
'[00:25:41.392 1]',0.431,0.008,45.938
'[00:25:41.400 1]',0.424,0.008,45.938
'[00:25:41.408 1]',0.424,0.031,45.625
'[00:25:41.416 1]',0.416,0.039,45.625
'[00:25:41.424 1]',0.408,0.024,45.312
'[00:25:41.432 1]',0.408,0.008,45.000
'[00:25:41.440 1]',0.400,0.008,45.000
'[00:25:41.448 1]',0.400,0.024,44.688
'[00:25:41.456 1]',0.392,0.016,44.688
'[00:25:41.464 1]',0.384,0.024,44.375
'[00:25:41.472 1]',0.384,0.008,44.375
'[00:25:41.480 1]',0.376,0.024,45.000
'[00:25:41.488 1]',0.376,0.024,46.562
'[00:25:41.496 1]',0.365,0.055,49.375
'[00:25:41.504 1]',0.357,0.055,53.750
'[00:25:41.512 1]',0.357,0.055,60.000
'[00:25:41.520 1]',0.349,0.039,66.562
'[00:25:41.528 1]',0.341,0.039,73.125
'[00:25:41.536 1]',0.341,0.039,79.062
'[00:25:41.544 1]',0.333,0.055,83.750
'[00:25:41.552 1]',0.333,0.055,87.500
'[00:25:41.560 1]',0.325,0.063,90.625
'[00:25:41.568 1]',0.318,0.039,93.438
'[00:25:41.576 1]',0.318,0.055,95.625
'[00:25:41.584 1]',0.306,0.047,97.188
'[00:25:41.592 1]',0.306,0.047,98.125
'[00:25:41.600 1]',0.298,0.039,98.750
'[00:25:41.608 1]',0.298,0.039,98.750
'[00:25:41.616 1]',0.290,0.039,98.750
'[00:25:41.624 1]',0.290,0.039,98.438
'[00:25:41.632 1]',0.282,0.008,97.500
'[00:25:41.640 1]',0.282,0.008,96.562
'[00:25:41.648 1]',0.275,0.008,95.000
'[00:25:41.656 1]',0.275,0.000,92.812
'[00:25:41.664 1]',0.275,0.008,90.625
'[00:25:41.672 1]',0.275,-0.016,87.812
'[00:25:41.680 1]',0.275,-0.016,84.375
'[00:25:41.688 1]',0.275,-0.016,80.938
'[00:25:41.696 1]',0.275,-0.016,77.500
'[00:25:41.704 1]',0.282,0.000,73.750
'[00:25:41.712 1]',0.282,0.016,70.312
'[00:25:41.720 1]',0.282,0.008,67.500
'[00:25:41.728 1]',0.290,0.055,65.312
'[00:25:41.736 1]',0.290,0.055,64.062
'[00:25:41.744 1]',0.298,0.063,63.125
'[00:25:41.752 1]',0.306,0.055,62.812
'[00:25:41.760 1]',0.318,0.055,62.188
'[00:25:41.768 1]',0.325,0.047,61.875
'[00:25:41.776 1]',0.333,0.055,61.250
'[00:25:41.784 1]',0.341,0.047,60.938
'[00:25:41.792 1]',0.357,0.055,60.625
'[00:25:41.800 1]',0.365,0.039,60.000
'[00:25:41.808 1]',0.384,0.039,59.688
'[00:25:41.816 1]',0.392,0.024,59.375
'[00:25:41.824 1]',0.408,0.024,59.062
'[00:25:41.832 1]',0.416,0.039,58.750
'[00:25:41.840 1]',0.431,0.173,58.438
'[00:25:41.848 1]',0.443,0.362,58.125
'[00:25:41.856 1]',0.459,0.362,57.812
'[00:25:41.864 1]',0.467,0.094,57.812
'[00:25:41.872 1]',0.475,-0.102,57.500
'[00:25:41.880 1]',0.482,-0.134,57.500
'[00:25:41.888 1]',0.502,-0.110,57.188
'[00:25:41.896 1]',0.502,-0.063,57.188
'[00:25:41.904 1]',0.502,-0.031,56.875
'[00:25:41.912 1]',0.510,0.000,56.875
'[00:25:41.920 1]',0.518,-0.008,56.562
'[00:25:41.928 1]',0.518,0.008,56.562
'[00:25:41.936 1]',0.518,-0.008,56.250
'[00:25:41.944 1]',0.525,0.008,55.938
'[00:25:41.952 1]',0.525,-0.008,55.938
'[00:25:41.960 1]',0.525,0.000,55.625
'[00:25:41.968 1]',0.525,-0.008,55.312
'[00:25:41.976 1]',0.525,0.008,55.000
'[00:25:41.984 1]',0.525,-0.008,54.688
'[00:25:41.992 1]',0.525,-0.016,54.375
'[00:25:42.000 1]',0.525,-0.031,54.062
'[00:25:42.008 1]',0.525,-0.031,53.750
'[00:25:42.016 1]',0.525,-0.039,53.438
'[00:25:42.024 1]',0.525,-0.024,53.125
'[00:25:42.032 1]',0.518,-0.016,52.812
'[00:25:42.040 1]',0.518,-0.016,52.500
'[00:25:42.048 1]',0.518,-0.008,52.188
'[00:25:42.056 1]',0.510,0.008,51.875
'[00:25:42.064 1]',0.510,0.031,51.562
'[00:25:42.072 1]',0.502,0.039,51.250
'[00:25:42.080 1]',0.502,0.039,51.250
'[00:25:42.088 1]',0.502,0.039,50.938
'[00:25:42.096 1]',0.502,0.055,51.250
'[00:25:42.104 1]',0.494,0.039,51.562
'[00:25:42.112 1]',0.490,0.055,53.125
'[00:25:42.120 1]',0.482,0.039,55.312
'[00:25:42.128 1]',0.482,0.039,58.750
'[00:25:42.136 1]',0.482,0.024,63.438
'[00:25:42.144 1]',0.475,0.024,68.438
'[00:25:42.152 1]',0.475,0.000,73.438
'[00:25:42.160 1]',0.467,0.008,77.812
'[00:25:42.168 1]',0.467,-0.016,81.875
'[00:25:42.176 1]',0.459,-0.016,85.000
