'Time','II','III','MCL','RESP','PLETH','ABP'
'[11:13:39.296]',0.004,0.255,1.035,0.270,1.470,79.479
'[11:13:39.304]',0.010,0.260,1.035,0.270,1.425,79.538
'[11:13:39.312]',0.010,0.265,1.040,0.270,1.380,79.479
'[11:13:39.320]',0.010,0.270,1.045,0.269,1.337,79.303
'[11:13:39.328]',0.015,0.270,1.045,0.269,1.296,79.010
'[11:13:39.336]',0.004,0.270,1.050,0.268,1.260,78.483
'[11:13:39.344]',-0.000,0.270,1.055,0.267,1.228,77.838
'[11:13:39.352]',-0.010,0.275,1.060,0.266,1.200,77.369
'[11:13:39.360]',-0.025,0.275,1.065,0.265,1.181,77.369
'[11:13:39.368]',-0.041,0.270,1.065,0.263,1.167,78.600
'[11:13:39.376]',-0.055,0.270,1.060,0.261,1.155,82.234
'[11:13:39.384]',-0.075,0.260,1.055,0.260,1.145,88.974
'[11:13:39.392]',-0.090,0.255,1.045,0.258,1.134,99.114
'[11:13:39.400]',-0.106,0.255,1.040,0.256,1.125,111.658
'[11:13:39.408]',-0.115,0.260,1.035,0.254,1.118,125.373
'[11:13:39.416]',-0.115,0.270,1.025,0.252,1.112,138.502
'[11:13:39.424]',-0.100,0.295,1.015,0.250,1.109,149.404
'[11:13:39.432]',-0.086,0.310,1.005,0.248,1.110,157.082
'[11:13:39.440]',-0.065,0.330,1.000,0.246,1.112,160.716
'[11:13:39.448]',-0.045,0.340,1.000,0.244,1.115,160.541
'[11:13:39.456]',-0.025,0.340,0.995,0.242,1.121,157.082
'[11:13:39.464]',-0.005,0.335,0.990,0.240,1.130,151.221
'[11:13:39.472]',0.004,0.330,0.990,0.238,1.140,144.129
'[11:13:39.480]',0.015,0.315,0.985,0.237,1.150,136.451
'[11:13:39.488]',0.015,0.305,0.980,0.235,1.160,128.772
'[11:13:39.496]',0.020,0.295,0.975,0.233,1.172,121.622
'[11:13:39.504]',0.020,0.290,0.975,0.232,1.184,114.998
'[11:13:39.512]',0.010,0.280,0.975,0.231,1.196,109.196
'[11:13:39.520]',0.010,0.270,0.970,0.231,1.209,104.096
'[11:13:39.528]',0.010,0.270,0.970,0.231,1.222,99.876
'[11:13:39.536]',-0.000,0.265,0.965,0.231,1.235,96.360
'[11:13:39.544]',-0.000,0.270,0.960,0.232,1.246,93.663
'[11:13:39.552]',-0.000,0.260,0.960,0.232,1.257,91.671
'[11:13:39.560]',-0.010,0.260,0.960,0.233,1.268,90.322
'[11:13:39.568]',-0.021,0.255,0.960,0.233,1.276,89.385
'[11:13:39.576]',-0.021,0.260,0.960,0.234,1.281,88.798
'[11:13:39.584]',-0.025,0.255,0.955,0.236,1.280,88.447
'[11:13:39.592]',-0.030,0.255,0.955,0.237,1.273,88.154
'[11:13:39.600]',-0.035,0.250,0.955,0.239,1.260,87.861
'[11:13:39.608]',-0.045,0.250,0.950,0.241,1.247,87.568
'[11:13:39.616]',-0.045,0.245,0.950,0.243,1.244,87.216
'[11:13:39.624]',-0.045,0.255,0.950,0.244,1.266,87.157
'[11:13:39.632]',-0.050,0.250,0.950,0.246,1.325,87.509
'[11:13:39.640]',-0.050,0.250,0.950,0.247,1.431,88.271
'[11:13:39.648]',-0.050,0.255,0.955,0.248,1.587,89.619
'[11:13:39.656]',-0.045,0.255,0.950,0.250,1.787,91.495
'[11:13:39.664]',-0.050,0.250,0.950,0.252,1.980,93.722
'[11:13:39.672]',-0.050,0.255,0.950,0.253,2.165,96.242
'[11:13:39.680]',-0.050,0.250,0.950,0.254,2.363,98.880
'[11:13:39.688]',-0.050,0.260,0.950,0.255,2.537,101.459
'[11:13:39.696]',-0.050,0.265,0.955,0.255,2.666,103.862
'[11:13:39.704]',-0.050,0.255,0.960,0.255,2.739,105.855
'[11:13:39.712]',-0.050,0.265,0.960,0.255,2.757,107.379
'[11:13:39.720]',-0.045,0.255,0.960,0.255,2.727,108.317
'[11:13:39.728]',-0.035,0.265,0.960,0.255,2.661,108.610
'[11:13:39.736]',-0.005,0.275,0.985,0.255,2.570,108.317
'[11:13:39.744]',0.020,0.295,1.005,0.254,2.463,107.437
'[11:13:39.752]',0.035,0.295,1.020,0.254,2.348,106.031
'[11:13:39.760]',0.040,0.300,1.020,0.253,2.244,104.214
'[11:13:39.768]',0.044,0.320,1.025,0.252,2.149,102.162
'[11:13:39.776]',0.010,0.305,0.990,0.250,2.048,99.935
'[11:13:39.784]',-0.000,0.290,0.970,0.249,1.948,97.590
'[11:13:39.792]',-0.021,0.275,0.945,0.247,1.856,95.246
'[11:13:39.800]',-0.030,0.270,0.940,0.246,1.773,92.901
'[11:13:39.808]',-0.045,0.270,0.950,0.244,1.700,90.733
'[11:13:39.816]',-0.061,0.255,0.950,0.243,1.639,88.681
'[11:13:39.824]',-0.070,0.255,0.945,0.241,1.591,86.806
'[11:13:39.832]',-0.070,0.250,0.940,0.239,1.556,85.106
'[11:13:39.840]',-0.070,0.250,0.940,0.238,1.530,83.523
'[11:13:39.848]',-0.070,0.250,0.940,0.237,1.509,82.175
'[11:13:39.856]',-0.065,0.250,0.935,0.236,1.495,80.944
'[11:13:39.864]',-0.055,0.225,0.925,0.235,1.485,79.772
'[11:13:39.872]',0.060,0.280,1.010,0.234,1.475,78.776
'[11:13:39.880]',0.345,0.540,1.120,0.233,1.466,77.897
'[11:13:39.888]',0.835,1.081,1.180,0.231,1.461,77.193
'[11:13:39.896]',1.175,1.501,1.255,0.230,1.462,76.490
'[11:13:39.904]',0.355,1.245,0.940,0.229,1.472,75.845
'[11:13:39.912]',-0.205,0.745,0.695,0.228,1.493,75.376
'[11:13:39.920]',-0.265,0.445,0.790,0.228,1.522,74.966
'[11:13:39.928]',-0.186,0.260,0.880,0.227,1.558,74.673
'[11:13:39.936]',-0.126,0.200,0.940,0.227,1.601,74.497
'[11:13:39.944]',-0.100,0.185,0.970,0.226,1.646,74.321
'[11:13:39.952]',-0.100,0.175,0.975,0.226,1.691,74.263
'[11:13:39.960]',-0.095,0.170,0.975,0.226,1.728,74.321
'[11:13:39.968]',-0.090,0.170,0.980,0.226,1.759,74.438
'[11:13:39.976]',-0.086,0.175,0.985,0.226,1.785,74.673
'[11:13:39.984]',-0.075,0.180,0.980,0.226,1.803,74.966
'[11:13:39.992]',-0.070,0.190,0.990,0.226,1.809,75.318
'[11:13:40.000]',-0.055,0.195,0.995,0.226,1.806,75.669
'[11:13:40.008]',-0.050,0.200,0.995,0.225,1.793,76.138
'[11:13:40.016]',-0.050,0.200,0.995,0.225,1.769,76.548
'[11:13:40.024]',-0.050,0.210,1.000,0.224,1.738,76.959
'[11:13:40.032]',-0.045,0.220,1.000,0.224,1.701,77.428
'[11:13:40.040]',-0.041,0.225,1.005,0.224,1.659,77.721
'[11:13:40.048]',-0.030,0.225,1.015,0.225,1.615,78.072
'[11:13:40.056]',-0.025,0.235,1.020,0.225,1.575,78.307
'[11:13:40.064]',-0.025,0.240,1.020,0.226,1.538,78.483
'[11:13:40.072]',-0.025,0.245,1.020,0.227,1.497,78.600
'[11:13:40.080]',-0.021,0.255,1.025,0.227,1.456,78.600
'[11:13:40.088]',-0.025,0.255,1.035,0.228,1.415,78.483
'[11:13:40.096]',-0.030,0.260,1.045,0.228,1.377,78.307
'[11:13:40.104]',-0.025,0.265,1.045,0.229,1.342,77.897
'[11:13:40.112]',-0.025,0.265,1.045,0.229,1.310,77.428
'[11:13:40.120]',-0.030,0.270,1.060,0.230,1.281,76.900
'[11:13:40.128]',-0.041,0.270,1.065,0.230,1.253,76.431
'[11:13:40.136]',-0.055,0.265,1.065,0.231,1.230,76.255
'[11:13:40.144]',-0.070,0.270,1.070,0.233,1.208,77.076
'[11:13:40.152]',-0.086,0.260,1.065,0.234,1.188,79.948
'[11:13:40.160]',-0.100,0.250,1.050,0.236,1.173,85.751
'[11:13:40.168]',-0.126,0.245,1.040,0.237,1.163,94.836
'[11:13:40.176]',-0.140,0.245,1.035,0.239,1.153,106.793
'[11:13:40.184]',-0.146,0.250,1.030,0.241,1.145,120.274
'[11:13:40.192]',-0.146,0.265,1.025,0.242,1.139,133.813
'[11:13:40.200]',-0.135,0.280,1.015,0.243,1.135,145.594
'[11:13:40.208]',-0.115,0.305,1.005,0.244,1.133,154.445
'[11:13:40.216]',-0.095,0.315,1.000,0.245,1.133,159.427
'[11:13:40.224]',-0.070,0.330,1.000,0.247,1.136,160.365
'[11:13:40.232]',-0.050,0.330,0.990,0.248,1.141,157.727
'[11:13:40.240]',-0.035,0.325,0.990,0.249,1.148,152.393
'[11:13:40.248]',-0.025,0.310,0.985,0.251,1.155,145.360
'[11:13:40.256]',-0.021,0.300,0.985,0.253,1.166,137.623
'[11:13:40.264]',-0.021,0.285,0.975,0.255,1.178,129.710
'[11:13:40.272]',-0.021,0.280,0.975,0.257,1.192,122.091
'[11:13:40.280]',-0.021,0.275,0.975,0.258,1.207,115.116
'[11:13:40.288]',-0.015,0.275,0.975,0.260,1.224,108.727
'[11:13:40.296]',-0.021,0.270,0.975,0.262,1.239,103.217
'[11:13:40.304]',-0.015,0.270,0.975,0.265,1.252,98.470
'[11:13:40.312]',-0.021,0.260,0.965,0.267,1.264,94.601
'[11:13:40.320]',-0.021,0.265,0.965,0.269,1.275,91.436
'[11:13:40.328]',-0.025,0.260,0.960,0.272,1.284,88.916
'[11:13:40.336]',-0.025,0.255,0.960,0.275,1.294,87.099
'[11:13:40.344]',-0.030,0.265,0.960,0.279,1.302,85.868
'[11:13:40.352]',-0.030,0.260,0.965,0.281,1.306,84.989
'[11:13:40.360]',-0.030,0.265,0.965,0.284,1.307,84.403
'[11:13:40.368]',-0.035,0.255,0.955,0.287,1.304,83.992
'[11:13:40.376]',-0.041,0.255,0.960,0.290,1.296,83.582
'[11:13:40.384]',-0.045,0.255,0.955,0.293,1.284,83.289
'[11:13:40.392]',-0.050,0.260,0.955,0.297,1.282,82.996
'[11:13:40.400]',-0.050,0.255,0.950,0.301,1.295,82.820
'[11:13:40.408]',-0.045,0.255,0.950,0.304,1.336,83.054
'[11:13:40.416]',-0.041,0.255,0.955,0.307,1.419,83.816
'[11:13:40.424]',-0.045,0.265,0.950,0.311,1.551,85.164
'[11:13:40.432]',-0.045,0.260,0.950,0.314,1.730,87.040
'[11:13:40.440]',-0.050,0.260,0.950,0.317,1.944,89.443
'[11:13:40.448]',-0.050,0.260,0.950,0.319,2.172,92.139
'[11:13:40.456]',-0.050,0.255,0.950,0.322,2.365,95.011
'[11:13:40.464]',-0.050,0.255,0.950,0.323,2.520,98.001
'[11:13:40.472]',-0.041,0.260,0.955,0.325,2.658,100.931
'[11:13:40.480]',-0.041,0.265,0.960,0.327,2.752,103.569
'[11:13:40.488]',-0.041,0.260,0.960,0.329,2.793,105.796
'[11:13:40.496]',-0.035,0.265,0.960,0.331,2.784,107.496
'[11:13:40.504]',-0.015,0.270,0.970,0.333,2.731,108.551
'[11:13:40.512]',0.015,0.285,0.995,0.334,2.648,108.903
'[11:13:40.520]',0.024,0.295,1.015,0.335,2.544,108.610
'[11:13:40.528]',0.030,0.295,1.020,0.336,2.430,107.672
'[11:13:40.536]',0.040,0.310,1.015,0.337,2.313,106.148
'[11:13:40.544]',0.020,0.320,1.020,0.338,2.196,104.272
'[11:13:40.552]',0.010,0.295,0.975,0.339,2.084,102.104
'[11:13:40.560]',0.004,0.290,0.965,0.339,1.989,99.818
'[11:13:40.568]',-0.010,0.280,0.945,0.340,1.905,97.356
'[11:13:40.576]',-0.025,0.285,0.950,0.340,1.822,94.894
'[11:13:40.584]',-0.041,0.270,0.945,0.340,1.747,92.491
'[11:13:40.592]',-0.055,0.270,0.950,0.341,1.681,90.264
'[11:13:40.600]',-0.061,0.270,0.950,0.341,1.627,88.095
'[11:13:40.608]',-0.065,0.270,0.950,0.341,1.583,86.102
'[11:13:40.616]',-0.065,0.270,0.950,0.342,1.547,84.344
'[11:13:40.624]',-0.061,0.270,0.950,0.343,1.520,82.761
'[11:13:40.632]',-0.061,0.255,0.940,0.344,1.498,81.355
'[11:13:40.640]',-0.015,0.245,0.975,0.345,1.482,80.065
'[11:13:40.648]',0.170,0.375,1.080,0.347,1.471,79.010
'[11:13:40.656]',0.545,0.765,1.125,0.348,1.464,78.072
'[11:13:40.664]',1.090,1.396,1.200,0.350,1.463,77.193
'[11:13:40.672]',1.166,1.501,1.075,0.351,1.466,76.431
'[11:13:40.680]',-0.070,0.900,0.720,0.352,1.477,75.786
'[11:13:40.688]',-0.330,0.515,0.630,0.353,1.498,75.318
'[11:13:40.696]',-0.251,0.325,0.820,0.354,1.527,74.907
'[11:13:40.704]',-0.166,0.230,0.915,0.354,1.565,74.614
'[11:13:40.712]',-0.115,0.205,0.965,0.355,1.612,74.438
'[11:13:40.720]',-0.100,0.195,0.980,0.355,1.666,74.321
'[11:13:40.728]',-0.095,0.185,0.985,0.355,1.720,74.263
'[11:13:40.736]',-0.095,0.180,0.985,0.355,1.772,74.321
'[11:13:40.744]',-0.086,0.185,0.990,0.356,1.819,74.497
'[11:13:40.752]',-0.075,0.195,0.995,0.356,1.859,74.731
'[11:13:40.760]',-0.075,0.200,0.995,0.356,1.886,75.024
'[11:13:40.768]',-0.061,0.200,0.995,0.355,1.901,75.435
'[11:13:40.776]',-0.055,0.205,1.000,0.355,1.909,75.845
'[11:13:40.784]',-0.050,0.210,1.000,0.354,1.907,76.431
'[11:13:40.792]',-0.045,0.220,1.010,0.353,1.894,76.959
'[11:13:40.800]',-0.045,0.220,1.010,0.351,1.872,77.603
'[11:13:40.808]',-0.041,0.230,1.015,0.350,1.841,78.190
'[11:13:40.816]',-0.030,0.235,1.020,0.348,1.802,78.717
'[11:13:40.824]',-0.025,0.245,1.015,0.346,1.759,79.245
'[11:13:40.832]',-0.021,0.245,1.025,0.344,1.713,79.655
'[11:13:40.840]',-0.015,0.260,1.030,0.343,1.664,80.007
'[11:13:40.848]',-0.015,0.260,1.040,0.341,1.615,80.241
'[11:13:40.856]',-0.010,0.265,1.035,0.339,1.573,80.358
'[11:13:40.864]',-0.015,0.270,1.040,0.336,1.537,80.358
'[11:13:40.872]',-0.015,0.275,1.045,0.334,1.498,80.182
'[11:13:40.880]',-0.015,0.275,1.050,0.332,1.458,79.831
'[11:13:40.888]',-0.021,0.280,1.050,0.330,1.420,79.362
'[11:13:40.896]',-0.025,0.285,1.060,0.328,1.385,78.776
'[11:13:40.904]',-0.041,0.280,1.060,0.326,1.353,78.483
'[11:13:40.912]',-0.055,0.270,1.060,0.325,1.324,78.776
'[11:13:40.920]',-0.075,0.265,1.055,0.323,1.298,80.710
'[11:13:40.928]',-0.090,0.265,1.045,0.322,1.277,85.282
'[11:13:40.936]',-0.115,0.260,1.045,0.320,1.258,93.194
'[11:13:40.944]',-0.126,0.250,1.030,0.318,1.244,104.096
'[11:13:40.952]',-0.135,0.250,1.020,0.316,1.235,117.050
'[11:13:40.960]',-0.140,0.260,1.015,0.314,1.229,130.531
'[11:13:40.968]',-0.135,0.275,1.005,0.312,1.225,142.840
'[11:13:40.976]',-0.120,0.295,1.000,0.310,1.220,152.628
'[11:13:40.984]',-0.095,0.320,1.000,0.307,1.214,158.782
'[11:13:40.992]',-0.075,0.330,1.000,0.305,1.210,161.068
'[11:13:41.000]',-0.055,0.340,1.000,0.303,1.208,159.603
'[11:13:41.008]',-0.035,0.345,1.000,0.301,1.207,155.265
'[11:13:41.016]',-0.025,0.340,0.995,0.298,1.209,148.877
'[11:13:41.024]',-0.021,0.330,0.990,0.296,1.214,141.433
'[11:13:41.032]',-0.015,0.315,0.985,0.293,1.221,133.755
'[11:13:41.040]',-0.005,0.305,0.985,0.291,1.231,126.194
'[11:13:41.048]',-0.005,0.295,0.980,0.289,1.241,119.043
'[11:13:41.056]',-0.010,0.295,0.975,0.287,1.254,112.595
'[11:13:41.064]',-0.005,0.285,0.975,0.285,1.269,106.910
'[11:13:41.072]',-0.000,0.285,0.970,0.283,1.283,101.986
'[11:13:41.080]',-0.005,0.275,0.970,0.282,1.297,98.001
'[11:13:41.088]',-0.010,0.280,0.970,0.281,1.310,94.718
'[11:13:41.096]',-0.010,0.275,0.965,0.280,1.321,92.257
'[11:13:41.104]',-0.010,0.270,0.965,0.279,1.330,90.381
'[11:13:41.112]',-0.021,0.275,0.965,0.278,1.339,89.033
'[11:13:41.120]',-0.025,0.280,0.970,0.278,1.346,88.212
'[11:13:41.128]',-0.025,0.285,0.975,0.278,1.347,87.685
'[11:13:41.136]',-0.030,0.285,0.975,0.278,1.343,87.216
'[11:13:41.144]',-0.035,0.290,0.975,0.279,1.334,86.923
'[11:13:41.152]',-0.041,0.285,0.975,0.279,1.323,86.571
'[11:13:41.160]',-0.041,0.290,0.980,0.280,1.314,86.161
'[11:13:41.168]',-0.041,0.285,0.975,0.280,1.316,85.926
'[11:13:41.176]',-0.035,0.280,0.975,0.280,1.337,85.985
'[11:13:41.184]',-0.041,0.285,0.980,0.280,1.392,86.513
'[11:13:41.192]',-0.035,0.290,0.975,0.280,1.491,87.568
'[11:13:41.200]',-0.035,0.290,0.975,0.280,1.638,89.150
'[11:13:41.208]',-0.035,0.290,0.975,0.280,1.828,91.260
'[11:13:41.216]',-0.030,0.285,0.975,0.280,2.044,93.722
'[11:13:41.224]',-0.030,0.280,0.975,0.280,2.262,96.418
'[11:13:41.232]',-0.030,0.280,0.970,0.280,2.457,99.173
'[11:13:41.240]',-0.025,0.290,0.970,0.280,2.610,101.928
'[11:13:41.248]',-0.025,0.280,0.970,0.280,2.708,104.390
'[11:13:41.256]',-0.025,0.290,0.975,0.280,2.750,106.441
'[11:13:41.264]',-0.025,0.280,0.970,0.280,2.746,107.906
'[11:13:41.272]',-0.021,0.280,0.965,0.280,2.702,108.785
'[11:13:41.280]',-0.000,0.280,0.975,0.279,2.627,109.079
'[11:13:41.288]',0.030,0.300,0.990,0.278,2.529,108.668
'[11:13:41.296]',0.055,0.310,1.015,0.275,2.419,107.730
'[11:13:41.304]',0.060,0.310,1.020,0.273,2.305,106.265
'[11:13:41.312]',0.070,0.315,1.025,0.271,2.190,104.390
'[11:13:41.320]',0.060,0.335,1.030,0.269,2.077,102.221
'[11:13:41.328]',0.024,0.315,0.990,0.267,1.971,99.876
'[11:13:41.336]',0.024,0.295,0.970,0.265,1.873,97.473
'[11:13:41.344]',0.010,0.285,0.945,0.262,1.785,95.129
'[11:13:41.352]',-0.000,0.280,0.940,0.260,1.708,92.784
'[11:13:41.360]',-0.015,0.285,0.935,0.258,1.647,90.557
'[11:13:41.368]',-0.035,0.270,0.940,0.256,1.600,88.564
'[11:13:41.376]',-0.045,0.265,0.945,0.253,1.559,86.688
'[11:13:41.384]',-0.045,0.270,0.940,0.251,1.525,84.930
'[11:13:41.392]',-0.045,0.270,0.945,0.249,1.499,83.406
'[11:13:41.400]',-0.045,0.265,0.945,0.247,1.478,82.058
'[11:13:41.408]',-0.045,0.270,0.950,0.245,1.461,80.769
'[11:13:41.416]',-0.025,0.235,0.930,0.242,1.448,79.714
'[11:13:41.424]',0.115,0.315,1.030,0.240,1.436,78.776
'[11:13:41.432]',0.415,0.605,1.110,0.238,1.430,78.014
'[11:13:41.440]',0.940,1.211,1.170,0.237,1.430,77.252
'[11:13:41.448]',1.180,1.501,1.225,0.235,1.438,76.607
'[11:13:41.456]',0.210,1.130,0.830,0.234,1.452,76.021
'[11:13:41.464]',-0.256,0.645,0.665,0.233,1.472,75.552
'[11:13:41.472]',-0.271,0.400,0.795,0.231,1.502,75.200
'[11:13:41.480]',-0.160,0.245,0.895,0.230,1.542,74.907
'[11:13:41.488]',-0.100,0.200,0.945,0.229,1.587,74.673
'[11:13:41.496]',-0.081,0.185,0.965,0.227,1.633,74.556
'[11:13:41.504]',-0.075,0.175,0.975,0.226,1.680,74.497
'[11:13:41.512]',-0.075,0.170,0.975,0.225,1.723,74.497
'[11:13:41.520]',-0.065,0.175,0.975,0.225,1.760,74.614
'[11:13:41.528]',-0.061,0.175,0.975,0.224,1.785,74.849
'[11:13:41.536]',-0.055,0.180,0.980,0.224,1.802,75.083
'[11:13:41.544]',-0.050,0.185,0.985,0.223,1.808,75.493
'[11:13:41.552]',-0.041,0.185,0.985,0.223,1.804,75.904
'[11:13:41.560]',-0.035,0.195,0.990,0.223,1.791,76.373
'[11:13:41.568]',-0.025,0.200,0.995,0.223,1.770,76.841
'[11:13:41.576]',-0.030,0.205,1.000,0.223,1.742,77.310
'[11:13:41.584]',-0.030,0.205,1.000,0.223,1.708,77.721
'[11:13:41.592]',-0.030,0.215,1.000,0.223,1.667,78.131
'[11:13:41.600]',-0.025,0.215,1.005,0.222,1.623,78.483
'[11:13:41.608]',-0.021,0.225,1.005,0.222,1.577,78.776
'[11:13:41.616]',-0.015,0.225,1.005,0.221,1.531,79.069
'[11:13:41.624]',-0.015,0.240,1.015,0.221,1.486,79.245
'[11:13:41.632]',-0.015,0.240,1.020,0.220,1.442,79.303
'[11:13:41.640]',-0.010,0.245,1.025,0.220,1.401,79.245
'[11:13:41.648]',-0.015,0.245,1.025,0.219,1.363,79.069
'[11:13:41.656]',-0.021,0.255,1.030,0.219,1.332,78.658
'[11:13:41.664]',-0.025,0.250,1.035,0.219,1.309,78.190
'[11:13:41.672]',-0.025,0.255,1.045,0.219,1.284,77.662
'[11:13:41.680]',-0.035,0.250,1.045,0.219,1.259,77.310
'[11:13:41.688]',-0.055,0.255,1.050,0.219,1.236,77.486
'[11:13:41.696]',-0.070,0.245,1.045,0.220,1.214,79.069
'[11:13:41.704]',-0.090,0.245,1.040,0.220,1.195,83.054
'[11:13:41.712]',-0.106,0.240,1.045,0.220,1.178,90.264
'[11:13:41.720]',-0.120,0.240,1.035,0.220,1.164,100.697
'[11:13:41.728]',-0.135,0.240,1.025,0.221,1.152,113.416
'[11:13:41.736]',-0.146,0.240,1.015,0.221,1.143,127.131
'[11:13:41.744]',-0.146,0.260,1.015,0.221,1.135,140.143
'[11:13:41.752]',-0.135,0.280,1.005,0.221,1.132,150.752
'[11:13:41.760]',-0.115,0.295,1.000,0.221,1.132,157.844
'[11:13:41.768]',-0.090,0.315,0.995,0.221,1.133,161.068
'[11:13:41.776]',-0.070,0.320,0.995,0.221,1.135,160.306
'[11:13:41.784]',-0.050,0.320,0.985,0.220,1.138,156.496
'[11:13:41.792]',-0.041,0.320,0.980,0.220,1.142,150.401
'[11:13:41.800]',-0.030,0.305,0.975,0.219,1.149,143.133
'[11:13:41.808]',-0.025,0.300,0.965,0.219,1.157,135.337
'[11:13:41.816]',-0.025,0.280,0.955,0.219,1.166,127.717
'[11:13:41.824]',-0.025,0.265,0.955,0.219,1.176,120.567
'[11:13:41.832]',-0.025,0.255,0.950,0.219,1.188,114.002
'[11:13:41.840]',-0.030,0.255,0.950,0.219,1.199,108.141
'[11:13:41.848]',-0.025,0.250,0.950,0.219,1.212,103.100
'[11:13:41.856]',-0.030,0.245,0.950,0.220,1.225,98.880
'[11:13:41.864]',-0.035,0.245,0.950,0.221,1.238,95.363
'[11:13:41.872]',-0.041,0.245,0.945,0.222,1.250,92.608
'[11:13:41.880]',-0.035,0.240,0.945,0.223,1.261,90.615
'[11:13:41.888]',-0.045,0.240,0.945,0.225,1.269,89.150
'[11:13:41.896]',-0.050,0.230,0.935,0.226,1.275,88.154
'[11:13:41.904]',-0.050,0.235,0.935,0.228,1.278,87.626
'[11:13:41.912]',-0.050,0.230,0.935,0.230,1.276,87.216
'[11:13:41.920]',-0.055,0.230,0.935,0.233,1.269,86.864
'[11:13:41.928]',-0.055,0.235,0.935,0.235,1.259,86.571
'[11:13:41.936]',-0.061,0.230,0.930,0.238,1.251,86.161
'[11:13:41.944]',-0.065,0.230,0.935,0.241,1.254,85.868
'[11:13:41.952]',-0.070,0.230,0.930,0.243,1.272,85.751
'[11:13:41.960]',-0.065,0.235,0.935,0.245,1.314,86.044
'[11:13:41.968]',-0.065,0.230,0.935,0.247,1.400,86.806
'[11:13:41.976]',-0.061,0.235,0.940,0.249,1.535,88.095
'[11:13:41.984]',-0.061,0.235,0.940,0.251,1.717,89.971
'[11:13:41.992]',-0.061,0.240,0.940,0.253,1.931,92.257
'[11:13:42.000]',-0.065,0.230,0.940,0.254,2.155,94.777
'[11:13:42.008]',-0.061,0.240,0.935,0.256,2.367,97.473
'[11:13:42.016]',-0.065,0.240,0.935,0.257,2.542,100.111
'[11:13:42.024]',-0.061,0.240,0.940,0.258,2.666,102.631
'[11:13:42.032]',-0.061,0.235,0.940,0.258,2.732,104.741
'[11:13:42.040]',-0.055,0.245,0.940,0.258,2.744,106.382
'[11:13:42.048]',-0.055,0.240,0.940,0.258,2.710,107.496
'[11:13:42.056]',-0.030,0.255,0.955,0.258,2.651,107.965
'[11:13:42.064]',-0.000,0.265,0.975,0.257,2.576,107.848
'[11:13:42.072]',0.015,0.275,0.995,0.256,2.480,107.086
'[11:13:42.080]',0.020,0.280,1.000,0.254,2.372,105.796
'[11:13:42.088]',0.030,0.300,1.005,0.253,2.261,104.096
'[11:13:42.096]',0.010,0.305,1.010,0.252,2.150,102.162
'[11:13:42.104]',-0.010,0.280,0.960,0.250,2.042,99.994
'[11:13:42.112]',-0.005,0.270,0.945,0.249,1.941,97.649
'[11:13:42.120]',-0.035,0.265,0.925,0.248,1.850,95.305
'[11:13:42.128]',-0.045,0.260,0.925,0.247,1.768,93.077
'[11:13:42.136]',-0.070,0.255,0.930,0.246,1.697,90.850
'[11:13:42.144]',-0.075,0.245,0.930,0.245,1.639,88.798
'[11:13:42.152]',-0.075,0.250,0.930,0.244,1.597,86.864
'[11:13:42.160]',-0.081,0.245,0.930,0.243,1.567,85.106
'[11:13:42.168]',-0.081,0.245,0.935,0.241,1.541,83.465
'[11:13:42.176]',-0.075,0.250,0.935,0.241,1.519,81.999
'[11:13:42.184]',-0.075,0.240,0.920,0.240,1.500,80.651
'[11:13:42.192]',-0.041,0.225,0.945,0.241,1.487,79.538
'[11:13:42.200]',0.125,0.335,1.050,0.241,1.477,78.483
'[11:13:42.208]',0.480,0.700,1.135,0.242,1.469,77.545
'[11:13:42.216]',1.035,1.321,1.225,0.242,1.465,76.724
'[11:13:42.224]',1.186,1.501,1.255,0.243,1.467,75.962
'[11:13:42.232]',0.040,1.005,0.795,0.245,1.476,75.318
'[11:13:42.240]',-0.281,0.590,0.670,0.246,1.494,74.731
'[11:13:42.248]',-0.240,0.345,0.820,0.247,1.521,74.321
'[11:13:42.256]',-0.175,0.225,0.900,0.249,1.552,73.911
'[11:13:42.264]',-0.130,0.185,0.950,0.250,1.587,73.676
'[11:13:42.272]',-0.115,0.175,0.965,0.252,1.630,73.501
'[11:13:42.280]',-0.110,0.165,0.975,0.253,1.677,73.383
'[11:13:42.288]',-0.100,0.170,0.975,0.254,1.723,73.383
'[11:13:42.296]',-0.095,0.165,0.980,0.255,1.764,73.501
'[11:13:42.304]',-0.095,0.170,0.980,0.257,1.799,73.676
'[11:13:42.312]',-0.075,0.175,0.985,0.259,1.824,73.911
'[11:13:42.320]',-0.075,0.185,0.990,0.261,1.838,74.145
'[11:13:42.328]',-0.065,0.190,0.995,0.264,1.841,74.556
'[11:13:42.336]',-0.065,0.185,1.000,0.266,1.832,74.907
'[11:13:42.344]',-0.061,0.195,1.000,0.268,1.812,75.318
'[11:13:42.352]',-0.055,0.200,1.000,0.269,1.788,75.728
'[11:13:42.360]',-0.050,0.210,1.005,0.271,1.760,76.138
'[11:13:42.368]',-0.045,0.215,1.005,0.272,1.724,76.431
'[11:13:42.376]',-0.041,0.225,1.010,0.274,1.684,76.724
'[11:13:42.384]',-0.030,0.230,1.015,0.276,1.642,76.900
'[11:13:42.392]',-0.025,0.240,1.020,0.277,1.598,77.193
'[11:13:42.400]',-0.021,0.245,1.020,0.279,1.555,77.310
