'Time','II','AVR','V','RESP','PLETH','ABP','LAP'
'[18:23:04.936]',0.380,0.605,0.460,0.055,2.222,87.724,37.004
'[18:23:04.944]',0.385,0.595,0.425,0.059,2.236,86.552,37.004
'[18:23:04.952]',0.405,0.590,0.475,0.063,2.249,85.428,37.004
'[18:23:04.960]',0.405,0.590,0.460,0.066,2.262,84.354,37.004
'[18:23:04.968]',0.415,0.580,0.510,0.071,2.272,83.279,37.004
'[18:23:04.976]',0.420,0.585,0.490,0.074,2.277,82.302,37.004
'[18:23:04.984]',0.410,0.590,0.520,0.078,2.276,81.374,37.004
'[18:23:04.992]',0.420,0.570,0.490,0.081,2.276,80.446,37.004
'[18:23:05.000]',0.395,0.595,0.545,0.085,2.276,79.616,37.004
'[18:23:05.008]',0.390,0.610,0.535,0.088,2.269,78.883,37.004
'[18:23:05.016]',0.500,0.470,0.540,0.092,2.263,78.199,37.004
'[18:23:05.024]',0.745,0.200,0.350,0.096,2.260,77.467,37.004
'[18:23:05.032]',1.095,-0.120,0.195,0.100,2.255,76.929,37.004
'[18:23:05.040]',1.155,-0.140,0.115,0.103,2.246,76.441,37.004
'[18:23:05.048]',0.680,0.455,0.270,0.107,2.236,75.904,37.004
'[18:23:05.056]',0.605,0.620,0.380,0.110,2.224,75.562,37.004
'[18:23:05.064]',0.480,0.655,0.460,0.113,2.212,75.171,37.004
'[18:23:05.072]',0.420,0.625,0.470,0.117,2.199,74.780,37.004
'[18:23:05.080]',0.405,0.590,0.515,0.121,2.188,74.438,37.004
'[18:23:05.088]',0.400,0.585,0.540,0.125,2.175,74.194,37.004
'[18:23:05.096]',0.400,0.570,0.535,0.130,2.162,73.999,37.004
'[18:23:05.104]',0.400,0.575,0.590,0.134,2.150,73.852,37.004
'[18:23:05.112]',0.400,0.575,0.575,0.139,2.137,73.852,37.004
'[18:23:05.120]',0.395,0.580,0.595,0.144,2.125,73.803,37.004
'[18:23:05.128]',0.400,0.565,0.555,0.149,2.109,73.852,37.004
'[18:23:05.136]',0.415,0.555,0.565,0.153,2.092,73.852,37.004
'[18:23:05.144]',0.425,0.540,0.515,0.158,2.080,73.803,37.004
'[18:23:05.152]',0.415,0.545,0.535,0.161,2.074,73.657,37.004
'[18:23:05.160]',0.425,0.540,0.525,0.165,2.071,73.413,37.004
'[18:23:05.168]',0.420,0.540,0.570,0.168,2.070,73.120,37.004
'[18:23:05.176]',0.430,0.535,0.540,0.172,2.069,72.729,37.004
'[18:23:05.184]',0.455,0.515,0.555,0.175,2.069,72.289,37.004
'[18:23:05.192]',0.475,0.500,0.490,0.178,2.069,71.801,37.004
'[18:23:05.200]',0.495,0.470,0.470,0.181,2.069,71.215,37.004
'[18:23:05.208]',0.495,0.475,0.400,0.184,2.069,70.677,37.004
'[18:23:05.216]',0.515,0.455,0.430,0.186,2.063,70.042,37.004
'[18:23:05.224]',0.545,0.430,0.415,0.188,2.054,69.505,37.004
'[18:23:05.232]',0.575,0.400,0.455,0.190,2.049,68.968,37.004
'[18:23:05.240]',0.615,0.360,0.450,0.192,2.043,68.479,37.004
'[18:23:05.248]',0.665,0.325,0.510,0.194,2.034,68.040,37.004
'[18:23:05.256]',0.685,0.310,0.490,0.195,2.026,67.698,37.004
'[18:23:05.264]',0.695,0.305,0.520,0.197,2.017,67.405,37.004
'[18:23:05.272]',0.710,0.280,0.495,0.198,2.005,67.405,37.004
'[18:23:05.280]',0.730,0.260,0.525,0.200,1.999,67.991,37.004
'[18:23:05.288]',0.720,0.280,0.530,0.201,1.996,69.945,37.004
'[18:23:05.296]',0.685,0.315,0.495,0.202,1.988,74.194,37.004
'[18:23:05.304]',0.630,0.380,0.520,0.203,1.976,81.716,37.004
'[18:23:05.312]',0.610,0.395,0.495,0.204,1.960,92.560,37.004
'[18:23:05.320]',0.550,0.450,0.525,0.205,1.942,105.503,37.004
'[18:23:05.328]',0.510,0.500,0.475,0.205,1.925,118.740,37.004
'[18:23:05.336]',0.485,0.520,0.495,0.205,1.906,131.195,37.004
'[18:23:05.344]',0.470,0.515,0.450,0.205,1.891,141.941,37.004
'[18:23:05.352]',0.450,0.535,0.460,0.205,1.877,150.733,37.004
'[18:23:05.360]',0.435,0.550,0.440,0.205,1.863,156.985,37.004
'[18:23:05.368]',0.420,0.580,0.465,0.206,1.850,160.453,37.004
'[18:23:05.376]',0.415,0.585,0.450,0.206,1.838,160.892,37.004
'[18:23:05.384]',0.445,0.545,0.475,0.206,1.822,158.694,37.004
'[18:23:05.392]',0.435,0.555,0.445,0.204,1.804,154.543,37.004
'[18:23:05.400]',0.445,0.550,0.485,0.202,1.787,149.170,37.004
'[18:23:05.408]',0.450,0.550,0.465,0.198,1.768,143.260,37.004
'[18:23:05.416]',0.445,0.555,0.500,0.195,1.750,137.252,37.004
'[18:23:05.424]',0.440,0.550,0.460,0.189,1.728,131.488,37.004
'[18:23:05.432]',0.430,0.565,0.490,0.184,1.708,126.311,37.004
'[18:23:05.440]',0.440,0.565,0.455,0.177,1.692,121.622,37.004
'[18:23:05.448]',0.465,0.545,0.490,0.170,1.677,117.665,37.004
'[18:23:05.456]',0.470,0.540,0.450,0.162,1.671,114.295,37.004
'[18:23:05.464]',0.460,0.540,0.470,0.155,1.667,111.560,37.004
'[18:23:05.472]',0.455,0.540,0.440,0.147,1.665,109.313,37.004
'[18:23:05.480]',0.475,0.520,0.470,0.140,1.671,107.506,37.004
'[18:23:05.488]',0.485,0.515,0.480,0.132,1.674,105.845,37.004
'[18:23:05.496]',0.455,0.545,0.445,0.123,1.674,104.380,37.004
'[18:23:05.504]',0.455,0.540,0.470,0.115,1.675,102.866,37.004
'[18:23:05.512]',0.455,0.550,0.445,0.106,1.673,101.254,37.004
'[18:23:05.520]',0.470,0.530,0.475,0.098,1.668,99.349,37.004
'[18:23:05.528]',0.475,0.520,0.440,0.091,1.659,97.249,37.004
'[18:23:05.536]',0.465,0.535,0.465,0.085,1.648,94.806,37.004
'[18:23:05.544]',0.455,0.550,0.425,0.079,1.637,92.315,37.004
'[18:23:05.552]',0.450,0.555,0.445,0.073,1.629,89.971,37.004
'[18:23:05.560]',0.455,0.550,0.420,0.068,1.621,88.164,37.004
'[18:23:05.568]',0.450,0.560,0.435,0.063,1.617,86.943,37.004
'[18:23:05.576]',0.455,0.545,0.405,0.058,1.622,86.259,37.004
'[18:23:05.584]',0.465,0.540,0.425,0.054,1.630,85.966,37.004
'[18:23:05.592]',0.460,0.535,0.400,0.051,1.643,86.112,37.004
'[18:23:05.600]',0.465,0.535,0.435,0.049,1.663,86.552,37.004
'[18:23:05.608]',0.470,0.530,0.410,0.046,1.684,87.382,37.004
'[18:23:05.616]',0.475,0.535,0.460,0.046,1.708,88.506,37.004
'[18:23:05.624]',0.485,0.520,0.440,0.045,1.738,89.678,37.004
'[18:23:05.632]',0.495,0.500,0.470,0.046,1.778,90.850,37.004
'[18:23:05.640]',0.510,0.490,0.460,0.047,1.823,91.876,37.004
'[18:23:05.648]',0.520,0.470,0.495,0.048,1.871,92.657,37.004
'[18:23:05.656]',0.510,0.475,0.455,0.050,1.920,93.243,37.004
'[18:23:05.664]',0.555,0.420,0.470,0.052,1.970,93.536,37.004
'[18:23:05.672]',0.540,0.450,0.435,0.054,2.013,93.536,37.004
'[18:23:05.680]',0.515,0.485,0.450,0.056,2.047,93.243,37.004
'[18:23:05.688]',0.460,0.515,0.415,0.059,2.076,92.657,37.004
'[18:23:05.696]',0.445,0.520,0.405,0.062,2.107,91.778,37.004
'[18:23:05.704]',0.445,0.530,0.440,0.065,2.135,90.801,37.004
'[18:23:05.712]',0.420,0.565,0.420,0.069,2.155,89.678,37.004
'[18:23:05.720]',0.395,0.590,0.445,0.073,2.171,88.554,37.004
'[18:23:05.728]',0.380,0.595,0.405,0.076,2.186,87.382,37.004
'[18:23:05.736]',0.400,0.595,0.440,0.080,2.199,86.259,37.004
'[18:23:05.744]',0.420,0.570,0.435,0.084,2.212,85.135,37.004
'[18:23:05.752]',0.425,0.565,0.485,0.088,2.225,84.061,37.004
'[18:23:05.760]',0.410,0.585,0.470,0.093,2.238,82.986,37.004
'[18:23:05.768]',0.435,0.565,0.520,0.097,2.250,82.058,37.004
'[18:23:05.776]',0.440,0.555,0.510,0.101,2.274,81.130,37.004
'[18:23:05.784]',0.425,0.565,0.540,0.105,2.300,80.251,37.004
'[18:23:05.792]',0.400,0.595,0.530,0.109,2.310,79.421,37.004
'[18:23:05.800]',0.410,0.610,0.585,0.114,2.315,78.688,37.004
'[18:23:05.808]',0.475,0.495,0.490,0.118,2.317,78.004,37.004
'[18:23:05.816]',0.750,0.190,0.370,0.123,2.312,77.369,37.004
'[18:23:05.824]',1.095,-0.125,0.165,0.128,2.303,76.734,37.004
'[18:23:05.832]',1.150,-0.130,0.145,0.133,2.292,76.246,37.004
'[18:23:05.840]',0.715,0.465,0.315,0.138,2.278,75.806,37.004
'[18:23:05.848]',0.655,0.575,0.480,0.143,2.261,75.366,37.004
'[18:23:05.856]',0.490,0.645,0.490,0.147,2.246,74.976,37.004
'[18:23:05.864]',0.420,0.615,0.525,0.152,2.233,74.634,37.004
'[18:23:05.872]',0.405,0.590,0.520,0.158,2.220,74.341,37.004
'[18:23:05.880]',0.415,0.565,0.580,0.164,2.207,74.097,37.004
'[18:23:05.888]',0.400,0.580,0.605,0.171,2.195,73.999,37.004
'[18:23:05.896]',0.390,0.580,0.640,0.178,2.182,73.901,37.004
'[18:23:05.904]',0.385,0.585,0.650,0.185,2.166,73.901,37.004
'[18:23:05.912]',0.380,0.590,0.610,0.193,2.149,73.901,37.004
'[18:23:05.920]',0.400,0.565,0.640,0.201,2.137,73.901,37.004
'[18:23:05.928]',0.400,0.560,0.605,0.209,2.131,73.852,37.004
'[18:23:05.936]',0.405,0.565,0.625,0.217,2.128,73.803,37.004
'[18:23:05.944]',0.420,0.540,0.595,0.225,2.127,73.657,37.004
'[18:23:05.952]',0.425,0.535,0.640,0.233,2.126,73.510,37.004
'[18:23:05.960]',0.440,0.525,0.630,0.241,2.126,73.168,37.004
'[18:23:05.968]',0.450,0.500,0.640,0.250,2.126,72.778,37.004
'[18:23:05.976]',0.470,0.475,0.565,0.260,2.126,72.289,37.004
'[18:23:05.984]',0.470,0.490,0.545,0.270,2.126,71.801,37.004
'[18:23:05.992]',0.490,0.470,0.480,0.280,2.126,71.215,37.004
'[18:23:06.000]',0.495,0.470,0.485,0.291,2.126,70.677,37.004
'[18:23:06.008]',0.495,0.485,0.460,0.301,2.119,70.091,37.004
'[18:23:06.016]',0.540,0.445,0.505,0.312,2.110,69.554,37.004
'[18:23:06.024]',0.580,0.400,0.495,0.323,2.100,69.114,37.004
'[18:23:06.032]',0.605,0.380,0.535,0.336,2.088,68.675,37.004
'[18:23:06.040]',0.645,0.335,0.520,0.350,2.078,68.284,37.004
'[18:23:06.048]',0.675,0.305,0.555,0.366,2.067,67.991,37.004
'[18:23:06.056]',0.725,0.265,0.550,0.382,2.059,67.747,37.004
'[18:23:06.064]',0.730,0.260,0.595,0.400,2.055,67.698,37.004
'[18:23:06.072]',0.700,0.305,0.585,0.418,2.053,68.284,37.004
'[18:23:06.080]',0.690,0.320,0.610,0.437,2.052,70.238,37.004
'[18:23:06.088]',0.680,0.330,0.590,0.456,2.048,74.634,37.004
'[18:23:06.096]',0.655,0.350,0.605,0.474,2.037,82.253,37.004
'[18:23:06.104]',0.605,0.390,0.580,0.492,2.019,93.048,37.004
'[18:23:06.112]',0.550,0.445,0.585,0.508,1.997,105.943,37.004
'[18:23:06.120]',0.495,0.495,0.560,0.525,1.974,119.180,37.004
'[18:23:06.128]',0.460,0.525,0.540,0.542,1.952,131.488,37.004
'[18:23:06.136]',0.450,0.535,0.570,0.560,1.933,142.234,37.004
'[18:23:06.144]',0.445,0.535,0.535,0.578,1.917,150.977,37.004
'[18:23:06.152]',0.435,0.545,0.565,0.596,1.902,157.180,37.004
'[18:23:06.160]',0.430,0.550,0.545,0.612,1.886,160.599,37.004
'[18:23:06.168]',0.425,0.565,0.575,0.628,1.871,161.137,37.004
'[18:23:06.176]',0.425,0.555,0.550,0.643,1.857,158.939,37.004
'[18:23:06.184]',0.425,0.550,0.580,0.657,1.845,154.787,37.004
'[18:23:06.192]',0.425,0.555,0.560,0.671,1.829,149.414,37.004
'[18:23:06.200]',0.440,0.555,0.610,0.685,1.811,143.553,37.004
'[18:23:06.208]',0.440,0.555,0.590,0.698,1.797,137.545,37.004
'[18:23:06.216]',0.455,0.530,0.625,0.711,1.780,131.781,37.004
'[18:23:06.224]',0.445,0.545,0.590,0.723,1.762,126.506,37.004
'[18:23:06.232]',0.455,0.535,0.630,0.734,1.748,121.817,37.004
'[18:23:06.240]',0.465,0.540,0.605,0.744,1.734,117.812,37.004
'[18:23:06.248]',0.455,0.540,0.635,0.755,1.724,114.442,37.004
'[18:23:06.256]',0.460,0.525,0.605,0.763,1.719,111.609,37.004
'[18:23:06.264]',0.450,0.535,0.635,0.771,1.719,109.264,37.004
'[18:23:06.272]',0.445,0.540,0.630,0.778,1.723,107.262,37.004
'[18:23:06.280]',0.455,0.530,0.670,0.785,1.725,105.503,37.004
'[18:23:06.288]',0.460,0.520,0.680,0.791,1.729,103.843,37.004
'[18:23:06.296]',0.440,0.550,0.675,0.798,1.731,102.377,37.004
'[18:23:06.304]',0.445,0.540,0.725,0.804,1.725,100.717,37.004
'[18:23:06.312]',0.450,0.535,0.695,0.810,1.717,98.860,37.004
'[18:23:06.320]',0.440,0.545,0.730,0.816,1.709,96.760,37.004
'[18:23:06.328]',0.460,0.530,0.705,0.822,1.705,94.318,37.004
'[18:23:06.336]',0.450,0.535,0.745,0.828,1.703,91.778,37.004
'[18:23:06.344]',0.455,0.530,0.705,0.833,1.702,89.531,37.004
'[18:23:06.352]',0.430,0.560,0.735,0.840,1.705,87.724,37.004
'[18:23:06.360]',0.445,0.540,0.710,0.848,1.713,86.601,37.004
'[18:23:06.368]',0.455,0.545,0.750,0.856,1.722,86.063,37.004
'[18:23:06.376]',0.445,0.525,0.730,0.865,1.730,85.966,37.004
'[18:23:06.384]',0.440,0.545,0.765,0.876,1.734,86.405,37.004
'[18:23:06.392]',0.430,0.555,0.750,0.887,1.736,87.187,37.004
'[18:23:06.400]',0.440,0.540,0.790,0.900,1.737,88.164,37.004
'[18:23:06.408]',0.445,0.535,0.775,0.913,1.744,89.434,37.004
'[18:23:06.416]',0.480,0.505,0.835,0.925,1.762,90.752,37.004
'[18:23:06.424]',0.500,0.495,0.825,0.937,1.794,92.071,37.004
'[18:23:06.432]',0.520,0.475,0.880,0.949,1.835,93.195,37.004
'[18:23:06.440]',0.500,0.480,0.830,0.962,1.880,94.074,37.004
'[18:23:06.448]',0.530,0.440,0.845,0.976,1.928,94.562,37.004
'[18:23:06.456]',0.555,0.420,0.795,0.991,1.977,94.758,37.004
'[18:23:06.464]',0.505,0.475,0.815,0.995,2.026,94.660,37.004
'[18:23:06.472]',0.440,0.515,0.775,1.000,2.069,94.318,37.004
'[18:23:06.480]',0.435,0.520,0.810,1.000,2.107,93.683,37.004
'[18:23:06.488]',0.420,0.545,0.800,1.000,2.141,92.804,37.004
'[18:23:06.496]',0.405,0.580,0.845,1.000,2.167,91.778,37.004
'[18:23:06.504]',0.390,0.590,0.850,1.000,2.187,90.655,37.004
'[18:23:06.512]',0.385,0.600,0.825,1.000,2.206,89.482,37.004
'[18:23:06.520]',0.410,0.560,0.865,1.000,2.225,88.359,37.004
'[18:23:06.528]',0.410,0.565,0.845,1.000,2.244,87.236,37.004
'[18:23:06.536]',0.420,0.555,0.870,1.000,2.263,86.112,37.004
'[18:23:06.544]',0.425,0.565,0.835,1.000,2.279,84.989,37.004
'[18:23:06.552]',0.410,0.575,0.870,1.000,2.292,83.914,37.004
'[18:23:06.560]',0.415,0.570,0.835,1.000,2.306,82.937,37.004
'[18:23:06.568]',0.415,0.565,0.855,1.000,2.316,82.058,37.004
'[18:23:06.576]',0.415,0.565,0.840,1.000,2.318,81.277,37.004
'[18:23:06.584]',0.450,0.545,0.890,1.000,2.312,80.544,37.004
'[18:23:06.592]',0.540,0.440,0.785,1.000,2.309,79.811,37.004
'[18:23:06.600]',0.870,0.130,0.660,1.000,2.308,79.127,37.004
'[18:23:06.608]',1.235,-0.145,0.455,1.000,2.301,78.444,37.004
'[18:23:06.616]',1.250,0.075,0.440,1.000,2.291,77.858,37.004
'[18:23:06.624]',0.735,0.480,0.595,1.000,2.281,77.320,37.004
'[18:23:06.632]',0.630,0.590,0.730,1.000,2.269,76.881,37.004
'[18:23:06.640]',0.475,0.635,0.735,1.000,2.256,76.441,37.004
'[18:23:06.648]',0.420,0.605,0.775,1.000,2.244,76.001,37.004
'[18:23:06.656]',0.410,0.580,0.770,1.000,2.232,75.562,37.004
'[18:23:06.664]',0.385,0.575,0.820,1.000,2.219,75.171,37.004
'[18:23:06.672]',0.375,0.580,0.825,1.000,2.206,74.878,37.004
'[18:23:06.680]',0.385,0.560,0.875,1.000,2.194,74.683,37.004
'[18:23:06.688]',0.400,0.550,0.885,1.000,2.182,74.536,37.004
'[18:23:06.696]',0.410,0.550,0.855,1.000,2.169,74.487,37.004
'[18:23:06.704]',0.400,0.565,0.865,1.000,2.156,74.438,37.004
'[18:23:06.712]',0.405,0.565,0.820,1.000,2.144,74.292,37.004
'[18:23:06.720]',0.410,0.555,0.840,1.000,2.135,74.097,37.004
'[18:23:06.728]',0.400,0.565,0.805,1.000,2.130,73.852,37.004
'[18:23:06.736]',0.410,0.555,0.845,1.000,2.128,73.608,37.004
'[18:23:06.744]',0.430,0.535,0.800,1.000,2.127,73.315,37.004
'[18:23:06.752]',0.450,0.510,0.820,1.000,2.126,72.924,37.004
'[18:23:06.760]',0.480,0.485,0.760,1.000,2.126,72.533,37.004
'[18:23:06.768]',0.465,0.505,0.735,1.000,2.126,72.192,37.004
'[18:23:06.776]',0.450,0.520,0.670,1.000,2.126,71.752,37.004
'[18:23:06.784]',0.495,0.480,0.680,1.000,2.126,71.312,37.004
'[18:23:06.792]',0.515,0.460,0.640,1.000,2.126,70.824,37.004
'[18:23:06.800]',0.540,0.440,0.670,1.000,2.122,70.287,37.004
'[18:23:06.808]',0.565,0.420,0.655,1.000,2.117,69.749,37.004
'[18:23:06.816]',0.615,0.370,0.680,1.000,2.115,69.261,37.004
'[18:23:06.824]',0.665,0.325,0.660,1.000,2.114,68.724,37.004
'[18:23:06.832]',0.685,0.315,0.695,1.000,2.113,68.382,37.004
'[18:23:06.840]',0.705,0.300,0.665,1.000,2.113,68.186,37.004
'[18:23:06.848]',0.730,0.290,0.695,1.000,2.113,68.235,37.004
'[18:23:06.856]',0.720,0.300,0.655,1.000,2.113,68.919,37.004
'[18:23:06.864]',0.685,0.330,0.650,1.000,2.110,71.117,37.004
'[18:23:06.872]',0.660,0.350,0.605,1.000,2.103,75.904,37.004
'[18:23:06.880]',0.630,0.385,0.595,1.000,2.096,84.158,37.004
'[18:23:06.888]',0.590,0.420,0.555,1.000,2.092,95.637,37.004
'[18:23:06.896]',0.550,0.465,0.540,1.000,2.084,108.922,37.004
'[18:23:06.904]',0.505,0.500,0.550,1.000,2.067,122.354,37.004
'[18:23:06.912]',0.485,0.505,0.495,1.000,2.050,134.761,37.004
'[18:23:06.920]',0.470,0.515,0.505,1.000,2.034,145.360,37.004
'[18:23:06.928]',0.455,0.530,0.460,1.000,2.018,153.810,37.004
'[18:23:06.936]',0.440,0.555,0.470,1.000,2.000,159.623,37.004
'[18:23:06.944]',0.445,0.545,0.415,1.000,1.984,162.455,37.004
'[18:23:06.952]',0.445,0.550,0.435,1.000,1.974,162.358,37.004
'[18:23:06.960]',0.450,0.545,0.395,1.000,1.962,159.818,37.004
'[18:23:06.968]',0.445,0.560,0.405,1.000,1.950,155.324,37.004
'[18:23:06.976]',0.445,0.555,0.375,1.000,1.940,149.756,37.004
'[18:23:06.984]',0.445,0.550,0.385,1.000,1.930,143.748,37.004
'[18:23:06.992]',0.445,0.555,0.355,1.000,1.918,137.740,37.004
'[18:23:07.000]',0.470,0.530,0.375,1.000,1.906,132.074,37.004
'[18:23:07.008]',0.470,0.535,0.335,1.000,1.891,126.995,37.004
'[18:23:07.016]',0.460,0.545,0.355,1.000,1.870,122.550,37.004
'[18:23:07.024]',0.455,0.560,0.320,1.000,1.848,118.740,37.004
'[18:23:07.032]',0.450,0.560,0.330,1.000,1.824,115.614,37.004
'[18:23:07.040]',0.465,0.535,0.270,0.984,1.800,113.074,37.004
'[18:23:07.048]',0.480,0.515,0.290,0.969,1.775,110.925,37.004
'[18:23:07.056]',0.490,0.505,0.260,0.952,1.757,109.069,37.004
'[18:23:07.064]',0.465,0.535,0.305,0.935,1.748,107.506,37.004
'[18:23:07.072]',0.475,0.540,0.290,0.919,1.743,106.041,37.004
'[18:23:07.080]',0.490,0.515,0.325,0.903,1.738,104.575,37.004
'[18:23:07.088]',0.445,0.550,0.295,0.886,1.732,102.915,37.004
'[18:23:07.096]',0.460,0.540,0.320,0.868,1.729,101.058,37.004
'[18:23:07.104]',0.460,0.540,0.325,0.850,1.724,98.812,37.004
'[18:23:07.112]',0.470,0.530,0.295,0.832,1.719,96.223,37.004
'[18:23:07.120]',0.475,0.525,0.330,0.815,1.714,93.536,37.004
'[18:23:07.128]',0.475,0.525,0.295,0.799,1.708,91.192,37.004
'[18:23:07.136]',0.455,0.550,0.330,0.784,1.708,89.287,37.004
'[18:23:07.144]',0.445,0.560,0.285,0.770,1.711,88.066,37.004
'[18:23:07.152]',0.455,0.545,0.310,0.756,1.716,87.431,37.004
'[18:23:07.160]',0.465,0.550,0.285,0.743,1.724,87.236,37.004
'[18:23:07.168]',0.455,0.545,0.305,0.730,1.731,87.480,37.004
'[18:23:07.176]',0.460,0.540,0.280,0.717,1.741,88.066,37.004
'[18:23:07.184]',0.460,0.540,0.305,0.705,1.759,88.945,37.004
'[18:23:07.192]',0.455,0.535,0.290,0.694,1.779,90.069,37.004
'[18:23:07.200]',0.485,0.510,0.320,0.683,1.808,91.387,37.004
'[18:23:07.208]',0.520,0.480,0.305,0.672,1.848,92.608,37.004
'[18:23:07.216]',0.525,0.470,0.350,0.663,1.893,93.634,37.004
'[18:23:07.224]',0.525,0.465,0.315,0.654,1.940,94.367,37.004
'[18:23:07.232]',0.530,0.455,0.320,0.646,1.989,94.758,37.004
'[18:23:07.240]',0.540,0.445,0.255,0.638,2.038,94.904,37.004
'[18:23:07.248]',0.530,0.460,0.260,0.631,2.085,94.806,37.004
'[18:23:07.256]',0.490,0.490,0.220,0.624,2.127,94.367,37.004
'[18:23:07.264]',0.450,0.520,0.245,0.617,2.167,93.683,37.004
'[18:23:07.272]',0.445,0.525,0.220,0.610,2.199,92.804,37.004
'[18:23:07.280]',0.420,0.560,0.260,0.604,2.222,91.778,37.004
'[18:23:07.288]',0.390,0.590,0.245,0.598,2.239,90.752,37.004
'[18:23:07.296]',0.405,0.575,0.240,0.593,2.254,89.531,37.004
'[18:23:07.304]',0.415,0.570,0.270,0.587,2.268,88.359,37.004
'[18:23:07.312]',0.430,0.565,0.255,0.582,2.282,87.187,37.004
'[18:23:07.320]',0.420,0.560,0.285,0.577,2.294,86.063,37.004
'[18:23:07.328]',0.405,0.580,0.260,0.571,2.307,84.989,37.004
'[18:23:07.336]',0.400,0.590,0.290,0.566,2.320,83.914,37.004
'[18:23:07.344]',0.415,0.580,0.270,0.560,2.329,82.937,37.004
'[18:23:07.352]',0.420,0.575,0.305,0.555,2.334,82.009,37.004
'[18:23:07.360]',0.400,0.585,0.290,0.550,2.339,81.130,37.004
'[18:23:07.368]',0.415,0.595,0.370,0.544,2.345,80.300,37.004
'[18:23:07.376]',0.485,0.510,0.340,0.539,2.348,79.567,37.004
'[18:23:07.384]',0.695,0.285,0.235,0.535,2.353,78.786,37.004
'[18:23:07.392]',1.060,-0.040,0.040,0.530,2.355,78.199,37.004
'[18:23:07.400]',1.190,-0.135,-0.055,0.526,2.356,77.564,37.004
'[18:23:07.408]',0.770,0.345,-0.060,0.521,2.357,76.978,37.004
'[18:23:07.416]',0.650,0.570,0.175,0.516,2.351,76.490,37.004
'[18:23:07.424]',0.535,0.620,0.215,0.511,2.341,76.001,37.004
'[18:23:07.432]',0.440,0.625,0.295,0.507,2.330,75.562,37.004
'[18:23:07.440]',0.410,0.590,0.290,0.502,2.319,75.171,37.004
'[18:23:07.448]',0.415,0.565,0.370,0.498,2.307,74.927,37.004
'[18:23:07.456]',0.400,0.580,0.380,0.494,2.294,74.683,37.004
'[18:23:07.464]',0.405,0.565,0.450,0.490,2.282,74.536,37.004
'[18:23:07.472]',0.390,0.570,0.425,0.486,2.269,74.438,37.004
'[18:23:07.480]',0.395,0.580,0.430,0.482,2.256,74.438,37.004
'[18:23:07.488]',0.390,0.570,0.390,0.479,2.244,74.438,37.004
'[18:23:07.496]',0.405,0.560,0.395,0.475,2.229,74.341,37.004
'[18:23:07.504]',0.415,0.550,0.375,0.471,2.211,74.292,37.004
'[18:23:07.512]',0.420,0.550,0.405,0.467,2.196,74.194,37.004
'[18:23:07.520]',0.425,0.540,0.425,0.463,2.183,73.999,37.004
'[18:23:07.528]',0.430,0.535,0.420,0.459,2.163,73.755,37.004
'[18:23:07.536]',0.460,0.505,0.460,0.455,2.145,73.413,37.004
'[18:23:07.544]',0.465,0.510,0.425,0.452,2.135,73.071,37.004
'[18:23:07.552]',0.460,0.520,0.390,0.449,2.127,72.631,37.004
'[18:23:07.560]',0.475,0.495,0.325,0.446,2.117,72.192,37.004
'[18:23:07.568]',0.500,0.470,0.290,0.443,2.109,71.605,37.004
'[18:23:07.576]',0.500,0.470,0.235,0.440,2.106,71.117,37.004
'[18:23:07.584]',0.525,0.450,0.260,0.436,2.104,70.531,37.004
'[18:23:07.592]',0.555,0.440,0.275,0.432,2.103,69.994,37.004
'[18:23:07.600]',0.600,0.395,0.340,0.429,2.102,69.407,37.004
'[18:23:07.608]',0.665,0.340,0.350,0.425,2.102,68.919,37.004
'[18:23:07.616]',0.695,0.310,0.410,0.422,2.102,68.528,37.004
'[18:23:07.624]',0.705,0.290,0.395,0.419,2.102,68.284,37.004
'[18:23:07.632]',0.730,0.270,0.445,0.415,2.095,68.089,37.004
'[18:23:07.640]',0.705,0.295,0.415,0.411,2.082,68.431,37.004
'[18:23:07.648]',0.710,0.295,0.450,0.407,2.066,69.749,37.004
'[18:23:07.656]',0.700,0.300,0.425,0.403,2.049,73.120,37.004
'[18:23:07.664]',0.670,0.340,0.450,0.398,2.031,79.616,37.004
'[18:23:07.672]',0.600,0.410,0.420,0.394,2.016,89.482,37.004
'[18:23:07.680]',0.565,0.445,0.440,0.389,2.002,101.938,37.004
'[18:23:07.688]',0.525,0.470,0.410,0.385,1.982,115.370,37.004
'[18:23:07.696]',0.490,0.500,0.405,0.380,1.967,128.265,37.004
'[18:23:07.704]',0.470,0.530,0.430,0.376,1.959,139.743,37.004
'[18:23:07.712]',0.445,0.555,0.400,0.370,1.951,149.316,37.004
'[18:23:07.720]',0.445,0.555,0.425,0.365,1.941,156.448,37.004
'[18:23:07.728]',0.450,0.560,0.405,0.359,1.934,160.697,37.004
'[18:23:07.736]',0.465,0.530,0.445,0.352,1.927,161.869,37.004
'[18:23:07.744]',0.480,0.520,0.425,0.344,1.917,160.258,37.004
'[18:23:07.752]',0.450,0.550,0.475,0.336,1.902,156.497,37.004
'[18:23:07.760]',0.440,0.565,0.445,0.329,1.886,151.221,37.004
'[18:23:07.768]',0.470,0.520,0.475,0.321,1.871,145.262,37.004
'[18:23:07.776]',0.455,0.540,0.435,0.312,1.854,139.059,37.004
'[18:23:07.784]',0.450,0.550,0.445,0.304,1.837,133.051,37.004
