'Time','I','II','AVR','V','RESP','PLETH','ABP','PAP','CVP'
'[15:29:13.880]',-,-0.055,0.920,0.870,-0.079,2.694,123.263,35.318,13.872
'[15:29:13.888]',-,-0.065,0.925,0.875,-0.080,2.767,118.867,34.500,13.930
'[15:29:13.896]',-,-0.045,0.910,0.865,-0.081,2.823,114.295,35.500,14.126
'[15:29:13.904]',-,-0.061,0.925,0.875,-0.081,2.856,109.841,37.612,14.311
'[15:29:13.912]',-,-0.045,0.910,0.870,-0.082,2.874,105.972,39.633,14.497
'[15:29:13.920]',-,-0.055,0.915,0.875,-0.082,2.888,103.334,40.565,14.624
'[15:29:13.928]',-,-0.035,0.905,0.870,-0.083,2.896,102.162,40.247,14.682
'[15:29:13.936]',-,-0.050,0.900,0.875,-0.084,2.899,102.162,38.997,14.682
'[15:29:13.944]',-,-0.035,0.915,0.875,-0.084,2.895,102.690,37.680,14.682
'[15:29:13.952]',-,-0.050,0.900,0.875,-0.084,2.887,102.983,36.817,14.751
'[15:29:13.960]',-,-0.035,0.915,0.865,-0.085,2.875,102.866,36.499,14.868
'[15:29:13.968]',-,-0.030,0.895,0.875,-0.085,2.860,102.279,36.613,14.868
'[15:29:13.976]',-,-0.050,0.910,0.860,-0.085,2.843,101.693,36.749,14.624
'[15:29:13.984]',-,-0.025,0.895,0.875,-0.085,2.823,101.049,36.749,14.370
'[15:29:13.992]',-,-0.035,0.905,0.865,-0.085,2.802,100.462,36.749,14.311
'[15:29:14.000]',-,-0.025,0.895,0.875,-0.084,2.777,99.876,36.567,14.497
'[15:29:14.008]',-,-0.045,0.910,0.865,-0.084,2.750,99.114,36.113,14.682
'[15:29:14.016]',-,-0.030,0.900,0.875,-0.083,2.722,98.294,35.568,14.809
'[15:29:14.024]',-,-0.045,0.910,0.865,-0.082,2.693,97.415,34.818,14.995
'[15:29:14.032]',-,-0.025,0.895,0.875,-0.082,2.662,96.653,34.069,14.995
'[15:29:14.040]',-,-0.041,0.905,0.865,-0.081,2.628,96.008,33.183,14.809
'[15:29:14.048]',-,-0.025,0.895,0.875,-0.081,2.591,95.305,32.365,14.497
'[15:29:14.056]',-,-0.041,0.905,0.870,-0.081,2.553,94.601,31.820,14.243
'[15:29:14.064]',-,-0.015,0.875,0.895,-0.081,2.512,93.898,31.366,14.126
'[15:29:14.072]',-,-0.015,0.880,0.910,-0.081,2.468,93.253,30.934,13.813
'[15:29:14.080]',-,0.015,0.845,0.940,-0.081,2.418,92.550,30.435,13.432
'[15:29:14.088]',-,0.010,0.845,0.960,-0.080,2.363,91.846,29.935,13.246
'[15:29:14.096]',-,0.020,0.830,0.970,-0.079,2.298,91.202,29.549,13.432
'[15:29:14.104]',-,0.004,0.845,0.975,-0.078,2.233,90.498,29.186,13.813
'[15:29:14.112]',-,0.004,0.855,0.895,-0.077,2.165,89.854,28.936,14.311
'[15:29:14.120]',-,-0.021,0.885,0.845,-0.076,2.084,89.150,28.686,14.809
'[15:29:14.128]',-,-0.000,0.870,0.830,-0.075,1.995,88.564,28.550,15.308
'[15:29:14.136]',-,-0.021,0.880,0.835,-0.073,1.903,87.919,28.504,15.562
'[15:29:14.144]',-,-0.015,0.870,0.830,-0.071,1.810,87.333,28.504,15.689
'[15:29:14.152]',-,-0.030,0.890,0.850,-0.070,1.723,86.864,28.686,15.689
'[15:29:14.160]',-,-0.025,0.895,0.850,-0.069,1.647,86.337,28.868,15.620
'[15:29:14.168]',-,-0.050,0.905,0.860,-0.068,1.584,85.868,28.799,15.308
'[15:29:14.176]',-,-0.045,0.915,0.850,-0.067,1.534,85.340,28.618,14.936
'[15:29:14.184]',-,-0.041,0.900,0.860,-0.066,1.497,84.871,28.300,14.624
'[15:29:14.192]',-,-0.065,0.915,0.920,-0.065,1.469,84.344,28.118,14.682
'[15:29:14.200]',-,-0.021,0.790,1.065,-0.064,1.452,83.934,27.868,14.936
'[15:29:14.208]',-,0.185,0.605,1.120,-0.062,1.440,83.465,27.687,15.181
'[15:29:14.216]',-,0.535,0.405,0.725,-0.061,1.428,83.054,27.550,15.620
'[15:29:14.224]',-,0.620,0.385,0.285,-0.060,1.417,82.644,27.369,16.001
'[15:29:14.232]',-,0.305,0.765,0.210,-0.059,1.405,82.292,27.255,16.245
'[15:29:14.240]',-,0.090,0.940,0.195,-0.059,1.391,81.882,27.119,16.372
'[15:29:14.248]',-,-0.010,0.960,0.445,-0.057,1.375,81.472,27.005,16.431
'[15:29:14.256]',-,-0.035,0.925,0.695,-0.056,1.360,81.120,26.937,16.499
'[15:29:14.264]',-,-0.045,0.910,0.835,-0.055,1.345,80.769,26.801,16.626
'[15:29:14.272]',-,-0.081,0.920,0.890,-0.054,1.330,80.417,26.619,16.744
'[15:29:14.280]',-,-0.070,0.915,0.920,-0.053,1.316,80.124,26.188,16.871
'[15:29:14.288]',-,-0.095,0.935,0.925,-0.051,1.302,79.714,25.688,17.125
'[15:29:14.296]',-,-0.075,0.915,0.935,-0.051,1.289,79.420,25.188,17.437
'[15:29:14.304]',-,-0.095,0.925,0.940,-0.050,1.280,79.186,24.938,17.808
'[15:29:14.312]',-,-0.075,0.905,0.930,-0.049,1.272,78.834,25.052,18.189
'[15:29:14.320]',-,-0.090,0.920,0.945,-0.048,1.262,78.541,25.438,18.561
'[15:29:14.328]',-,-0.095,0.925,0.935,-0.047,1.250,78.307,25.938,18.873
'[15:29:14.336]',-,-0.075,0.910,0.945,-0.046,1.238,78.014,26.551,19.059
'[15:29:14.344]',-,-0.081,0.915,0.940,-0.045,1.225,77.662,27.119,19.244
'[15:29:14.352]',-,-0.070,0.900,0.945,-0.044,1.211,77.369,27.550,19.313
'[15:29:14.360]',-,-0.081,0.910,0.935,-0.043,1.196,77.135,27.936,19.244
'[15:29:14.368]',-,-0.065,0.895,0.945,-0.043,1.182,76.900,28.254,19.127
'[15:29:14.376]',-,-0.075,0.905,0.945,-0.042,1.168,76.783,28.799,18.873
'[15:29:14.384]',-,-0.050,0.885,0.950,-0.042,1.155,76.607,29.299,18.688
'[15:29:14.392]',-,-0.055,0.890,0.940,-0.042,1.145,76.431,28.868,18.502
'[15:29:14.400]',-,-0.041,0.875,0.950,-0.041,1.139,76.197,27.300,18.434
'[15:29:14.408]',-,-0.050,0.880,0.945,-0.040,1.134,75.904,25.938,18.434
'[15:29:14.416]',-,-0.030,0.865,0.950,-0.040,1.129,75.669,25.688,18.561
'[15:29:14.424]',-,-0.041,0.870,0.945,-0.038,1.124,75.376,26.687,18.746
'[15:29:14.432]',-,-0.021,0.845,0.955,-0.037,1.120,75.024,28.754,18.932
'[15:29:14.440]',-,-0.025,0.850,0.960,-0.036,1.116,74.907,31.684,19.059
'[15:29:14.448]',-,-0.000,0.830,0.950,-0.035,1.112,75.435,34.864,19.127
'[15:29:14.456]',-,-0.005,0.835,0.960,-0.034,1.110,76.959,37.930,19.059
'[15:29:14.464]',-,0.020,0.815,0.950,-0.032,1.109,80.534,40.633,18.815
'[15:29:14.472]',-,0.010,0.820,0.965,-0.031,1.109,86.395,42.927,18.502
'[15:29:14.480]',-,0.035,0.800,0.955,-0.030,1.110,94.367,44.812,18.121
'[15:29:14.488]',-,0.024,0.800,0.965,-0.029,1.113,103.217,46.311,17.681
'[15:29:14.496]',-,0.044,0.785,0.950,-0.029,1.116,111.599,47.446,17.252
'[15:29:14.504]',-,0.035,0.780,0.960,-0.028,1.122,118.808,48.241,16.812
'[15:29:14.512]',-,0.065,0.785,0.950,-0.027,1.130,124.494,48.877,16.372
'[15:29:14.520]',-,0.044,0.770,0.945,-0.027,1.138,129.124,49.377,15.933
'[15:29:14.528]',-,0.065,0.780,0.930,-0.027,1.147,133.051,49.740,15.620
'[15:29:14.536]',-,0.044,0.775,0.915,-0.027,1.156,136.451,50.127,15.308
'[15:29:14.544]',-,0.040,0.800,0.900,-0.027,1.166,139.088,50.444,15.063
'[15:29:14.552]',-,0.024,0.815,0.905,-0.027,1.177,141.198,50.808,14.936
'[15:29:14.560]',-,0.020,0.825,0.880,-0.027,1.190,142.664,51.058,14.868
'[15:29:14.568]',-,-0.005,0.845,0.870,-0.027,1.203,143.777,51.376,14.809
'[15:29:14.576]',-,-0.015,0.865,0.850,-0.027,1.217,144.715,51.694,14.809
'[15:29:14.584]',-,-0.041,0.880,0.850,-0.027,1.231,145.536,51.989,14.809
'[15:29:14.592]',-,-0.055,0.905,0.840,-0.027,1.244,146.180,52.057,14.868
'[15:29:14.600]',-,-0.045,0.900,0.850,-0.027,1.257,146.767,51.875,14.868
'[15:29:14.608]',-,-0.075,0.930,0.840,-0.027,1.270,147.177,51.626,14.995
'[15:29:14.616]',-,-0.070,0.925,0.850,-0.027,1.282,147.529,51.308,15.181
'[15:29:14.624]',-,-0.090,0.940,0.840,-0.027,1.292,147.880,51.058,15.435
'[15:29:14.632]',-,-0.081,0.940,0.850,-0.027,1.301,148.291,50.808,15.620
'[15:29:14.640]',-,-0.100,0.950,0.845,-0.027,1.306,148.701,50.558,15.689
'[15:29:14.648]',-,-0.095,0.945,0.850,-0.027,1.307,149.053,50.308,15.747
'[15:29:14.656]',-,-0.106,0.960,0.845,-0.028,1.304,149.287,50.058,15.689
'[15:29:14.664]',-,-0.095,0.940,0.850,-0.029,1.300,149.404,49.695,15.620
'[15:29:14.672]',-,-0.115,0.965,0.855,-0.030,1.299,149.346,49.309,15.493
'[15:29:14.680]',-,-0.100,0.955,0.850,-0.031,1.307,149.111,48.877,15.562
'[15:29:14.688]',-,-0.110,0.965,0.860,-0.032,1.332,148.642,48.491,15.620
'[15:29:14.696]',-,-0.095,0.950,0.855,-0.034,1.383,147.997,48.128,15.620
'[15:29:14.704]',-,-0.106,0.960,0.875,-0.035,1.447,147.060,47.696,15.689
'[15:29:14.712]',-,-0.095,0.950,0.865,-0.037,1.530,145.946,47.242,15.747
'[15:29:14.720]',-,-0.106,0.955,0.875,-0.039,1.647,144.598,46.674,15.747
'[15:29:14.728]',-,-0.090,0.960,0.875,-0.040,1.791,143.015,45.879,15.620
'[15:29:14.736]',-,-0.100,0.940,0.880,-0.042,1.950,141.081,44.993,15.493
'[15:29:14.744]',-,-0.090,0.955,0.870,-0.043,2.112,138.795,43.926,15.376
'[15:29:14.752]',-,-0.095,0.940,0.880,-0.044,2.268,136.158,42.631,15.376
'[15:29:14.760]',-,-0.081,0.945,0.875,-0.045,2.408,133.168,40.996,15.249
'[15:29:14.768]',-,-0.075,0.930,0.885,-0.046,2.528,129.652,38.861,15.122
'[15:29:14.776]',-,-0.086,0.940,0.875,-0.046,2.626,125.783,36.499,15.063
'[15:29:14.784]',-,-0.065,0.915,0.880,-0.047,2.702,121.446,35.068,14.936
'[15:29:14.792]',-,-0.081,0.930,0.875,-0.048,2.760,116.874,35.500,14.936
'[15:29:14.800]',-,-0.065,0.915,0.880,-0.048,2.794,112.244,37.612,15.063
'[15:29:14.808]',-,-0.075,0.925,0.865,-0.049,2.811,108.141,40.133,15.376
'[15:29:14.816]',-,-0.050,0.910,0.875,-0.049,2.824,104.976,41.882,15.747
'[15:29:14.824]',-,-0.065,0.915,0.865,-0.050,2.833,103.334,42.382,16.001
'[15:29:14.832]',-,-0.050,0.905,0.875,-0.051,2.835,103.041,41.564,16.118
'[15:29:14.840]',-,-0.061,0.915,0.865,-0.051,2.832,103.510,40.065,16.118
'[15:29:14.848]',-,-0.045,0.900,0.875,-0.051,2.823,103.979,38.611,16.060
'[15:29:14.856]',-,-0.065,0.915,0.865,-0.051,2.811,103.921,37.612,16.060
'[15:29:14.864]',-,-0.050,0.895,0.860,-0.051,2.797,103.510,37.180,16.118
'[15:29:14.872]',-,-0.061,0.910,0.870,-0.050,2.780,102.807,37.112,16.187
'[15:29:14.880]',-,-0.045,0.895,0.860,-0.049,2.762,102.221,37.112,16.314
'[15:29:14.888]',-,-0.061,0.910,0.870,-0.049,2.744,101.693,36.931,16.245
'[15:29:14.896]',-,-0.045,0.895,0.855,-0.048,2.723,101.107,36.567,16.060
'[15:29:14.904]',-,-0.061,0.910,0.875,-0.046,2.701,100.345,36.067,15.747
'[15:29:14.912]',-,-0.050,0.895,0.865,-0.045,2.675,99.466,35.568,15.435
'[15:29:14.920]',-,-0.061,0.900,0.870,-0.045,2.649,98.528,35.000,15.181
'[15:29:14.928]',-,-0.050,0.890,0.860,-0.043,2.622,97.649,34.500,15.063
'[15:29:14.936]',-,-0.070,0.900,0.870,-0.043,2.591,96.946,34.069,14.936
'[15:29:14.944]',-,-0.055,0.910,0.855,-0.042,2.558,96.184,33.433,14.809
'[15:29:14.952]',-,-0.050,0.895,0.865,-0.042,2.522,95.422,32.683,14.624
'[15:29:14.960]',-,-0.055,0.905,0.865,-0.040,2.483,94.601,31.820,14.497
'[15:29:14.968]',-,-0.030,0.875,0.890,-0.039,2.440,93.781,31.003,14.370
'[15:29:14.976]',-,-0.035,0.865,0.905,-0.038,2.392,93.077,30.253,14.311
'[15:29:14.984]',-,-0.010,0.845,0.940,-0.037,2.337,92.315,29.753,14.311
'[15:29:14.992]',-,-0.005,0.835,0.945,-0.035,2.277,91.553,29.367,14.311
'[15:29:15.000]',-,-0.000,0.825,0.965,-0.033,2.217,90.850,28.936,14.311
'[15:29:15.008]',-,-0.000,0.840,0.930,-0.031,2.154,90.088,28.550,14.311
'[15:29:15.016]',-,-0.015,0.855,0.875,-0.030,2.079,89.443,28.254,14.370
'[15:29:15.024]',-,-0.030,0.885,0.825,-0.029,1.996,88.798,28.118,14.555
'[15:29:15.032]',-,-0.010,0.865,0.825,-0.028,1.908,88.154,28.050,14.682
'[15:29:15.040]',-,-0.025,0.875,0.815,-0.027,1.820,87.568,28.118,14.751
'[15:29:15.048]',-,-0.010,0.865,0.830,-0.027,1.735,86.981,28.186,14.809
'[15:29:15.056]',-,-0.025,0.880,0.835,-0.026,1.657,86.395,28.186,14.809
'[15:29:15.064]',-,-0.030,0.890,0.850,-0.026,1.591,85.868,28.186,14.936
'[15:29:15.072]',-,-0.050,0.900,0.855,-0.026,1.540,85.282,28.118,15.181
'[15:29:15.080]',-,-0.045,0.890,0.850,-0.026,1.500,84.754,28.005,15.493
'[15:29:15.088]',-,-0.065,0.905,0.845,-0.026,1.474,84.285,27.687,15.689
'[15:29:15.096]',-,-0.055,0.865,0.935,-0.027,1.456,83.816,27.369,15.747
'[15:29:15.104]',-,-0.010,0.755,1.055,-0.028,1.444,83.347,27.005,15.689
'[15:29:15.112]',-,0.240,0.550,1.115,-0.029,1.436,82.937,26.801,15.689
'[15:29:15.120]',-,0.555,0.390,0.635,-0.031,1.427,82.468,26.755,15.620
'[15:29:15.128]',-,0.615,0.530,0.250,-0.032,1.418,82.058,26.755,15.620
'[15:29:15.136]',-,0.240,0.805,0.185,-0.034,1.408,81.589,26.687,15.562
'[15:29:15.144]',-,0.075,0.935,0.175,-0.035,1.397,81.237,26.619,15.562
'[15:29:15.152]',-,-0.030,0.945,0.480,-0.037,1.384,80.886,26.551,15.562
'[15:29:15.160]',-,-0.041,0.910,0.705,-0.038,1.370,80.475,26.437,15.747
'[15:29:15.168]',-,-0.055,0.905,0.835,-0.039,1.355,80.124,26.188,15.933
'[15:29:15.176]',-,-0.070,0.915,0.880,-0.040,1.320,79.772,25.756,16.187
'[15:29:15.184]',-,-0.081,0.905,0.910,-0.040,1.275,79.420,25.120,16.431
'[15:29:15.192]',-,-0.086,0.920,0.905,-0.041,1.243,79.127,24.507,16.812
'[15:29:15.200]',-,-0.075,0.910,0.920,-0.042,1.224,78.834,24.053,17.252
'[15:29:15.208]',-,-0.081,0.915,0.920,-0.042,1.208,78.600,24.007,17.808
'[15:29:15.216]',-,-0.061,0.895,0.920,-0.042,1.192,78.365,24.257,18.307
'[15:29:15.224]',-,-0.075,0.905,0.915,-0.042,1.173,78.072,24.620,18.688
'[15:29:15.232]',-,-0.055,0.890,0.925,-0.042,1.152,77.721,25.188,18.873
'[15:29:15.240]',-,-0.070,0.895,0.915,-0.041,1.132,77.428,25.870,19.059
'[15:29:15.248]',-,-0.050,0.880,0.920,-0.040,1.111,77.135,26.619,19.127
'[15:29:15.256]',-,-0.070,0.895,0.915,-0.039,1.091,76.841,27.187,19.000
'[15:29:15.264]',-,-0.050,0.875,0.920,-0.038,1.071,76.607,27.369,18.746
'[15:29:15.272]',-,-0.050,0.880,0.925,-0.037,1.052,76.431,27.550,18.502
'[15:29:15.280]',-,-0.035,0.870,0.920,-0.037,1.033,76.255,28.118,18.375
'[15:29:15.288]',-,-0.045,0.865,0.935,-0.036,1.016,76.138,28.754,18.375
'[15:29:15.296]',-,-0.025,0.850,0.920,-0.035,1.003,75.904,28.254,18.189
'[15:29:15.304]',-,-0.030,0.845,0.935,-0.035,0.993,75.786,26.755,17.935
'[15:29:15.312]',-,-0.015,0.860,0.925,-0.034,0.981,75.552,25.438,17.808
'[15:29:15.320]',-,-0.025,0.835,0.935,-0.033,0.970,75.259,25.370,18.062
'[15:29:15.328]',-,-0.005,0.850,0.920,-0.032,0.958,74.907,26.505,18.561
'[15:29:15.336]',-,-0.010,0.830,0.935,-0.031,0.948,74.673,28.550,19.059
'[15:29:15.344]',-,0.010,0.820,0.925,-0.029,0.939,74.673,31.252,19.557
'[15:29:15.352]',-,0.015,0.810,0.940,-0.028,0.932,75.259,34.182,19.870
'[15:29:15.360]',-,0.010,0.820,0.930,-0.027,0.925,77.076,37.067,19.870
'[15:29:15.368]',-,0.035,0.795,0.945,-0.026,0.921,80.886,39.883,19.440
'[15:29:15.376]',-,0.020,0.800,0.930,-0.024,0.918,87.040,42.427,18.815
'[15:29:15.384]',-,0.044,0.785,0.935,-0.024,0.916,95.129,44.562,17.935
'[15:29:15.392]',-,0.065,0.770,0.925,-0.023,0.915,103.979,45.993,16.871
'[15:29:15.400]',-,0.070,0.760,0.930,-0.023,0.917,112.302,47.060,15.806
'[15:29:15.408]',-,0.065,0.765,0.920,-0.022,0.920,119.219,47.878,15.063
'[15:29:15.416]',-,0.085,0.745,0.925,-0.022,0.922,124.845,48.491,14.751
'[15:29:15.424]',-,0.070,0.755,0.905,-0.022,0.924,129.417,48.945,14.555
'[15:29:15.432]',-,0.080,0.750,0.905,-0.021,0.927,133.286,49.309,14.438
'[15:29:15.440]',-,0.060,0.770,0.885,-0.021,0.931,136.627,49.627,14.438
'[15:29:15.448]',-,0.070,0.775,0.880,-0.020,0.936,139.264,49.945,14.438
'[15:29:15.456]',-,0.040,0.795,0.860,-0.020,0.944,141.198,50.308,14.370
'[15:29:15.464]',-,0.044,0.800,0.855,-0.019,0.954,142.664,50.694,14.438
'[15:29:15.472]',-,0.010,0.825,0.845,-0.018,0.967,143.777,51.058,14.555
'[15:29:15.480]',-,0.004,0.840,0.835,-0.018,0.981,144.715,51.194,14.438
'[15:29:15.488]',-,-0.025,0.865,0.820,-0.018,0.998,145.536,51.126,14.126
'[15:29:15.496]',-,-0.025,0.870,0.815,-0.018,1.016,146.239,51.126,13.999
'[15:29:15.504]',-,-0.050,0.895,0.825,-0.018,1.033,146.767,51.126,14.126
'[15:29:15.512]',-,-0.055,0.900,0.810,-0.020,1.052,147.118,51.058,14.311
'[15:29:15.520]',-,-0.075,0.915,0.820,-0.020,1.070,147.470,50.876,14.555
'[15:29:15.528]',-,-0.065,0.925,0.810,-0.021,1.088,147.880,50.490,14.868
'[15:29:15.536]',-,-0.081,0.920,0.820,-0.021,1.104,148.232,50.127,15.249
'[15:29:15.544]',-,-0.075,0.925,0.810,-0.023,1.117,148.642,49.809,15.562
'[15:29:15.552]',-,-0.086,0.915,0.825,-0.023,1.126,148.935,49.740,15.620
'[15:29:15.560]',-,-0.081,0.935,0.820,-0.024,1.131,149.111,49.627,15.435
'[15:29:15.568]',-,-0.090,0.930,0.830,-0.026,1.135,149.170,49.241,14.936
'[15:29:15.576]',-,-0.095,0.940,0.825,-0.027,1.143,149.111,48.741,14.438
'[15:29:15.584]',-,-0.081,0.930,0.840,-0.029,1.161,148.818,48.241,14.184
'[15:29:15.592]',-,-0.095,0.945,0.830,-0.031,1.200,148.291,47.810,14.311
'[15:29:15.600]',-,-0.086,0.930,0.845,-0.032,1.252,147.587,47.310,14.497
'[15:29:15.608]',-,-0.095,0.935,0.835,-0.033,1.324,146.767,46.674,14.809
'[15:29:15.616]',-,-0.075,0.925,0.850,-0.034,1.433,145.536,45.993,15.063
'[15:29:15.624]',-,-0.095,0.940,0.845,-0.036,1.575,144.188,45.243,15.249
'[15:29:15.632]',-,-0.075,0.920,0.855,-0.037,1.741,142.488,44.744,15.308
'[15:29:15.640]',-,-0.086,0.935,0.850,-0.039,1.921,140.554,44.244,15.249
'[15:29:15.648]',-,-0.075,0.920,0.860,-0.041,2.103,138.268,43.381,14.868
'[15:29:15.656]',-,-0.086,0.925,0.865,-0.042,2.274,135.630,41.927,14.370
'[15:29:15.664]',-,-0.065,0.910,0.850,-0.043,2.427,132.465,39.997,13.999
'[15:29:15.672]',-,-0.075,0.915,0.860,-0.045,2.558,128.948,37.566,14.057
'[15:29:15.680]',-,-0.055,0.905,0.855,-0.046,2.665,124.904,35.068,14.370
'[15:29:15.688]',-,-0.070,0.910,0.865,-0.047,2.748,120.508,33.819,14.751
'[15:29:15.696]',-,-0.050,0.895,0.855,-0.048,2.801,115.819,34.614,15.181
'[15:29:15.704]',-,-0.061,0.905,0.860,-0.049,2.834,111.189,36.931,15.562
'[15:29:15.712]',-,-0.041,0.890,0.850,-0.049,2.861,107.027,39.429,15.806
'[15:29:15.720]',-,-0.061,0.895,0.855,-0.050,2.881,104.038,41.178,15.933
'[15:29:15.728]',-,-0.045,0.890,0.845,-0.051,2.893,102.631,41.746,16.001
'[15:29:15.736]',-,-0.055,0.900,0.850,-0.051,2.898,102.573,40.996,15.933
'[15:29:15.744]',-,-0.041,0.890,0.845,-0.052,2.896,103.100,39.497,15.689
'[15:29:15.752]',-,-0.050,0.885,0.850,-0.052,2.889,103.628,38.066,15.308
'[15:29:15.760]',-,-0.035,0.895,0.845,-0.052,2.876,103.569,37.067,15.249
'[15:29:15.768]',-,-0.050,0.880,0.850,-0.052,2.860,102.983,36.499,15.249
'[15:29:15.776]',-,-0.035,0.895,0.840,-0.051,2.842,102.338,36.181,15.249
'[15:29:15.784]',-,-0.030,0.885,0.850,-0.051,2.821,101.752,35.931,15.308
'[15:29:15.792]',-,-0.050,0.895,0.840,-0.050,2.799,101.166,35.568,15.435
'[15:29:15.800]',-,-0.025,0.880,0.850,-0.049,2.773,100.638,35.318,15.620
'[15:29:15.808]',-,-0.035,0.890,0.840,-0.048,2.745,99.876,35.114,15.747
'[15:29:15.816]',-,-0.025,0.875,0.850,-0.047,2.715,98.997,34.818,15.620
'[15:29:15.824]',-,-0.050,0.890,0.835,-0.046,2.682,98.059,34.364,15.181
'[15:29:15.832]',-,-0.025,0.870,0.850,-0.046,2.648,97.239,33.932,14.751
'[15:29:15.840]',-,-0.045,0.885,0.845,-0.045,2.611,96.477,33.433,14.497
'[15:29:15.848]',-,-0.025,0.870,0.850,-0.045,2.571,95.773,32.865,14.438
'[15:29:15.856]',-,-0.030,0.870,0.850,-0.044,2.528,95.070,32.184,14.438
'[15:29:15.864]',-,-0.015,0.855,0.870,-0.043,2.481,94.308,31.434,14.555
'[15:29:15.872]',-,-0.010,0.850,0.885,-0.042,2.429,93.546,30.616,14.682
'[15:29:15.880]',-,0.015,0.820,0.915,-0.041,2.372,92.784,30.049,14.809
'[15:29:15.888]',-,0.010,0.815,0.930,-0.040,2.309,92.022,29.753,14.809
'[15:29:15.896]',-,0.020,0.805,0.945,-0.040,2.246,91.377,29.549,14.682
'[15:29:15.904]',-,-0.000,0.825,0.925,-0.039,2.182,90.674,29.254,14.311
'[15:29:15.912]',-,0.004,0.835,0.865,-0.039,2.106,89.971,28.799,13.872
'[15:29:15.920]',-,-0.021,0.870,0.810,-0.038,2.020,89.385,28.504,13.618
'[15:29:15.928]',-,-0.000,0.855,0.800,-0.038,1.925,88.681,28.254,13.872
'[15:29:15.936]',-,-0.021,0.850,0.805,-0.038,1.825,88.037,28.186,14.311
'[15:29:15.944]',-,-0.005,0.860,0.810,-0.038,1.726,87.450,28.050,14.809
'[15:29:15.952]',-,-0.000,0.845,0.820,-0.038,1.632,86.864,28.005,15.249
'[15:29:15.960]',-,-0.025,0.875,0.825,-0.038,1.548,86.278,28.050,15.620
'[15:29:15.968]',-,-0.050,0.885,0.835,-0.038,1.478,85.751,28.186,15.874
'[15:29:15.976]',-,-0.041,0.890,0.825,-0.039,1.422,85.164,28.368,15.874
'[15:29:15.984]',-,-0.035,0.875,0.825,-0.039,1.383,84.696,28.300,15.562
'[15:29:15.992]',-,-0.061,0.890,0.890,-0.040,1.357,84.168,27.936,15.122
'[15:29:16.000]',-,-0.015,0.755,1.030,-0.040,1.340,83.758,27.505,14.936
'[15:29:16.008]',-,0.195,0.580,1.080,-0.040,1.329,83.230,27.119,14.995
'[15:29:16.016]',-,0.545,0.385,0.680,-0.040,1.320,82.820,26.869,15.249
'[15:29:16.024]',-,0.615,0.485,0.245,-0.041,1.310,82.351,26.755,15.435
'[15:29:16.032]',-,0.285,0.760,0.180,-0.042,1.300,81.999,26.687,15.620
'[15:29:16.040]',-,0.080,0.920,0.170,-0.042,1.289,81.530,26.619,15.806
'[15:29:16.048]',-,-0.010,0.940,0.420,-0.042,1.279,81.179,26.687,16.001
'[15:29:16.056]',-,-0.041,0.905,0.665,-0.043,1.268,80.886,26.869,16.187
'[15:29:16.064]',-,-0.050,0.895,0.810,-0.043,1.255,80.475,26.801,16.372
'[15:29:16.072]',-,-0.081,0.915,0.860,-0.043,1.240,80.124,26.256,16.431
'[15:29:16.080]',-,-0.075,0.900,0.885,-0.043,1.226,79.714,25.438,16.431
'[15:29:16.088]',-,-0.086,0.910,0.895,-0.042,1.211,79.420,24.552,16.685
'[15:29:16.096]',-,-0.075,0.915,0.895,-0.042,1.199,79.127,23.871,17.125
'[15:29:16.104]',-,-0.086,0.900,0.905,-0.041,1.189,78.776,23.621,17.623
'[15:29:16.112]',-,-0.075,0.910,0.895,-0.040,1.174,78.541,23.803,18.062
'[15:29:16.120]',-,-0.081,0.895,0.910,-0.038,1.157,78.248,24.302,18.502
'[15:29:16.128]',-,-0.065,0.900,0.900,-0.037,1.141,77.897,24.938,18.746
'[15:29:16.136]',-,-0.075,0.890,0.915,-0.037,1.123,77.603,25.801,18.932
'[15:29:16.144]',-,-0.050,0.875,0.900,-0.035,1.104,77.310,26.755,18.873
'[15:29:16.152]',-,-0.061,0.870,0.910,-0.035,1.084,77.076,27.369,18.561
'[15:29:16.160]',-,-0.050,0.880,0.900,-0.034,1.065,76.783,27.550,17.994
'[15:29:16.168]',-,-0.055,0.865,0.910,-0.034,1.047,76.548,27.687,17.437
'[15:29:16.176]',-,-0.050,0.870,0.900,-0.034,1.028,76.373,28.050,17.252
'[15:29:16.184]',-,-0.041,0.855,0.915,-0.034,1.011,76.197,28.300,17.369
'[15:29:16.192]',-,-0.045,0.870,0.905,-0.034,0.996,76.021,27.800,17.681
'[15:29:16.200]',-,-0.030,0.850,0.915,-0.033,0.987,75.904,26.369,18.121
'[15:29:16.208]',-,-0.035,0.855,0.905,-0.032,0.980,75.669,25.256,18.561
'[15:29:16.216]',-,-0.015,0.830,0.920,-0.032,0.972,75.376,25.302,19.000
'[15:29:16.224]',-,-0.025,0.840,0.910,-0.031,0.963,75.024,26.551,19.244
'[15:29:16.232]',-,-0.000,0.820,0.915,-0.031,0.955,74.731,28.504,19.127
'[15:29:16.240]',-,-0.005,0.825,0.910,-0.030,0.947,74.614,30.866,18.815
'[15:29:16.248]',-,0.015,0.810,0.920,-0.029,0.940,75.024,33.569,18.502
'[15:29:16.256]',-,0.004,0.815,0.915,-0.029,0.934,76.666,36.431,18.375
